id,persona_id,tipo_autor_id,proyecto_ley_id,created_at,updated_at,activo,usercreated,usermodifed
26629,137,114,4769,18-03-11 21:18,18-03-11 21:18,1,NA,NA
27151,23,114,5298,01-06-11 21:22,01-06-11 21:22,1,NA,NA
27152,120,114,5298,01-06-11 21:22,01-06-11 21:22,1,NA,NA
27153,143,114,5453,02-06-11 20:47,02-06-11 20:47,1,NA,NA
27154,151,114,5407,02-06-11 21:23,02-06-11 21:23,1,NA,NA
27155,152,114,5187,02-06-11 21:52,02-06-11 21:52,1,NA,NA
27158,84,114,5300,03-06-11 20:03,03-06-11 20:03,1,NA,NA
27162,123,114,5299,07-06-11 20:39,07-06-11 20:39,1,NA,NA
26632,108,114,4773,18-03-11 22:12,18-03-11 22:12,1,NA,NA
26633,108,114,4774,18-03-11 22:16,18-03-11 22:16,1,NA,NA
27163,141,114,4987,07-06-11 20:57,07-06-11 20:57,1,NA,NA
25856,80,114,3467,29-10-10 20:51,29-10-10 20:51,1,NA,NA
26126,11,114,6060,06-12-10 14:19,06-12-10 14:19,1,NA,NA
26638,23,114,4638,23-03-11 16:44,23-03-11 16:44,1,NA,NA
26639,23,114,4639,23-03-11 16:53,23-03-11 16:53,1,NA,NA
26640,125,114,4639,23-03-11 16:54,23-03-11 16:54,1,NA,NA
26641,23,114,5381,23-03-11 17:06,23-03-11 17:06,1,NA,NA
26642,23,114,4640,23-03-11 17:23,23-03-11 17:23,1,NA,NA
26643,134,114,4640,23-03-11 17:23,23-03-11 17:23,1,NA,NA
27612,134,114,5341,17-08-11 15:02,17-08-11 15:02,1,NA,NA
27613,150,114,5349,17-08-11 15:35,17-08-11 15:35,1,NA,NA
26127,52,114,6061,06-12-10 14:24,06-12-10 14:24,1,NA,NA
25857,21,114,3237,29-10-10 21:00,29-10-10 21:00,1,NA,NA
27654,134,114,5353,18-08-11 15:29,18-08-11 15:29,1,NA,NA
25858,26,114,3237,29-10-10 21:00,29-10-10 21:00,1,NA,NA
26128,90,114,6061,06-12-10 14:32,06-12-10 14:32,1,NA,NA
25813,6,24,6021,28-10-10 14:52,28-10-10 14:52,1,NA,NA
25859,25,114,3660,29-10-10 21:11,29-10-10 21:11,1,NA,NA
15223,84,114,2815,29-01-10 1:11,11-11-10 15:23,1,NA,NA
15178,25,114,2781,29-01-10 1:11,19-10-10 20:34,1,NA,NA
26673,138,114,4650,24-03-11 22:13,24-03-11 22:13,1,NA,NA
25861,15,114,6026,29-10-10 21:43,29-10-10 21:43,1,NA,NA
25862,52,114,6027,02-11-10 15:14,02-11-10 15:14,1,NA,NA
25863,54,114,6027,02-11-10 15:14,02-11-10 15:14,1,NA,NA
15856,89,114,3096,29-01-10 1:11,02-08-11 21:36,1,NA,NA
25768,43,114,3179,26-10-10 18:36,26-10-10 18:36,1,NA,NA
16091,7,114,3264,29-01-10 1:11,10-11-10 19:24,1,NA,NA
27165,141,114,4663,07-06-11 21:02,07-06-11 21:02,1,NA,NA
26695,53,114,6123,25-03-11 14:32,25-03-11 14:32,1,NA,NA
26696,24,114,4415,25-03-11 18:09,25-03-11 18:09,1,NA,NA
