id,congresista_id,tipo_investigacion_id,descripcion,activo,usercreated,usermodifed,created_at,updated_at
42,890,14,"Renunció a su curul (19ENE08).
http://www.elespectador.com/impreso/partido-de-u/articuloimpreso109955-malestar-renuncia-de-gina-parody
Visto: enero 31/13",TRUE,NA,NA,2010-02-16T21:32:29Z,2013-01-31T19:58:11Z
44,740,1,"INVESTIGADO en el proceso de la PARAPOLÍTICA (08JUL08). 

http://www.elespectador.com/noticias/judicial/articulo-parapolitica-investigacion-previa-contra-dilian-francisca-toro
Visto: enero 31/13

http://www.elespectador.com/noticias/judicial/articulo-425891-don-berna-nego-cualquier-vinculo-dilian-francisca-toro
Tomado: junio 05/13",TRUE,NA,NA,2010-02-16T21:33:51Z,2013-06-05T14:38:57Z
45,1084,93,"La Corte Suprema de Justicia retoma su caso (25NOV13). Confirman llamado a juicio por parte de la Fiscalía (07MAY13). Fue llamado a juicio (17AGO12). Quedó el libertad (04JUl12) pues la Fiscalía acaba de determinar que aunque existen méritos para continuar la investigación en contra, no hay necesidad de mantenerlo detenido. La Procuraduría General abrió investigación disciplinaria (25ABR12). Medida de aseguramiento por parte de la Fiscalía General de la Nación (14MAR12). Fue llamado a indagatoria por la Corte Suprema de Justicia (13JUL11). La Fiscalía lo había llamado a indagatoria (18ABR11) por presuntos nexos con grupos paramilitares. Estaba siendo INVESTIGADO en el proceso de la PARAPOLÍTICA. RENUNCIO a la curul para hacerle frente al proceso de la parapolítica (26MAY09).

http://www.elespectador.com/noticias/judicial/articulo-420675-parapolitica-confirman-llamado-juicio-jorge-visbal
Tomado: mayo 07/13

http://www.elespectador.com/noticias/judicial/articulo-368268-juicio-jorge-visbal-martelo-parapolitica
Visto: enero 31/13
http://www.elespectador.com/noticias/judicial/articulo-332402-jorge-anibal-visbal-renuncio-embajada-de-colombia-peru
Visto: enero 31/13
http://www.elespectador.com/noticias/judicial/articulo-263996-indagatoria-jorge-visbal-parapolitica
Visto: enero 31/13
http://www.eltiempo.com/justicia/citan-a-indagatoria-el-embajador-de-colombia-en-peru_9891104-4
Visto: enero 31/13

http://www.elespectador.com/noticias/judicial/corte-suprema-asumira-proceso-contra-jorge-visbal-marte-articulo-460820
Tomado: Noviembre 27/13",TRUE,NA,NA,2010-02-16T21:36:01Z,2013-11-27T21:42:31Z
46,235,1,"Estuvo en INDAGACIÓN PRELIMINAR  dentro del proceso de la PARAPOLITICA (24JUL08). Falleció el 18 de enero de 2009.
http://www.semana.com/on-line/articulo/corte-suprema-abre-investigacion-senador-victor-renan-barco/94105-3
Visto: enero 31/13",TRUE,NA,NA,2010-02-16T21:37:45Z,2013-01-31T19:52:39Z
47,236,19,"Estuvo DETENIDO y siendo investigado en el proceso de la PARAPOLÍTICA, acusado de enriquecimiento ilicito y constreñimiento al elector (07ABR08). ABSUELTO por falta de pruebas (16MAR08). Renunció a su curul (19AGO08).

http://www.caracol.com.co/nota.aspx?id=779192
Visto: enero 31/13",TRUE,NA,NA,2010-02-16T21:39:27Z,2013-01-31T19:50:56Z
49,939,1,"INDAGACIÓN PRELIMINAR  dentro del proceso de la FARCPOLITICA.

http://www.semana.com/wf_ImprimirArticulo.aspx?IdArt=110748
Visto: enero 31/13",TRUE,NA,NA,2010-02-16T22:06:08Z,2013-01-31T19:49:54Z
50,1415,3,"La Corte ratificó su condena (09MAR11). CONDENADO a seis años de prisión en el proceso de la parapolítica (25NOV08). Detenido (31AGO09). Curul suspendida (20JUL07).

http://www.elespectador.com/articulo90348-seis-anos-de-prision-juan-manuel-lopez-cabrales
Visto: enero 31/13",TRUE,NA,NA,2010-02-16T22:07:29Z,2013-01-31T19:48:49Z
51,14,3,"Fue condenado a 7 años y medio de prisión por el delito de concierto para delinquir agravado en el proceso que se le adelantaba por la 'parapolítica'. Llamado a juicio por parte de la Corte Suprema de Justicia. (18MAY11). INVESTIGADO en el proceso de la PARAPOLÍTICA (20ABR09). DETENIDO por sus presuntos nexos con grupos paramilitares al mando de Freddy Rendón Herrera, alias 'El alemán'. (17SEPT10).

http://www.elespectador.com/noticias/judicial/articulo-270802-juicio-mario-salomon-nader-parapolitica
Visto: enero 31/13
http://www.elespectador.com/noticias/judicial/articulo-350221-condenado-90-meses-de-prision-mario-salomon-nader-parapolitica
Visto: enero 31/13",TRUE,NA,NA,2010-02-16T22:08:46Z,2013-01-31T19:46:49Z
53,1363,19,"Estuvo en INDAGACIÓN PRELIMINAR dentro del proceso de la FARCPOLITICA (20MAY08). Fue absuelto por parte de la Corte Suprema de Justicia, que señaló que no halló méritos para investigar al congresista, por sus presuntos nexos con las Farc.
http://www.radiosantafe.com/2009/07/28/corte-absuelve-al-senador-jaime-dussan-por-la-farc-politica/
Visto: enero 31/13",TRUE,NA,NA,2010-02-17T20:43:58Z,2013-01-31T19:45:10Z
54,2064,24,"Estuvo en INDAGACIÓN PRELIMINAR  dentro del proceso de la FARCPOLITICA (28MAY08). La Corte Suprema de Justicia investigó a la senadora del Polo Democrático y no halló méritos para avanzar en las pesquisas por sus presuntos vínculos con el grupo insurgente (15JUL09).

http://www.elespectador.com/articulo150845-archivan-investigacion-farcpolitica-contra-gloria-ines-ramirez
Visto: enero 31/13
",TRUE,NA,NA,2010-02-17T20:45:01Z,2013-01-31T19:43:34Z
55,1608,51,"Condenado a 6 años y 8 meses de prisión. (18MAY10). DETENIDO e INVESTIGADO por la Corte Suprema de Justicia por PECULADO POR APROPIACIÓN Y CELEBRACIÓN INDEBIDA DE CONTRATOS cuando se desempeñaba como alcalde de María la Baja, Bolívar.

http://www.elespectador.com/noticias/judicial/articulo-203797-condenan-mas-de-seis-anos-de-carcel-ex-congresista-silfredo-morale
Visto: enero 31/13",TRUE,NA,NA,2010-02-17T20:52:34Z,2013-01-31T19:42:58Z
56,390,52,"La Procuraduría General lo condenó a 6 años y 4 meses de cárcel por CELEBRACIÓN INDEBIDA DE CONTRATOS mientras se desempeñaba como Alcalde de su municipio natal en 1997. Perdió su investidura (19DIC07).

http://www.caracol.com.co/nota.aspx?id=513041
Visto: enero 31/13",TRUE,NA,NA,2010-02-17T20:53:39Z,2013-01-31T19:41:50Z
58,518,110,"LLAMADO A INDAGATORIA por la Corte Suprema de Justicia dentro del proceso de la PARAPOLITICA (12OCT07).

http://www.terra.com.co/elecciones_2010/votebien/html/vbn1127-hector-julio-alfonso-lopez.htm
Visto: enero 31/13

La Corte Suprema de Justicia abrió investigación preliminar contra 27 senadores para esclarecer si alguno de ellos estaba impedido para hacer parte de la votación para elegir jefe del Ministerio Público y, pese a ello, no se declaró impedido e hizo parte de la misma. La idea es comprobar si hubo o no algún conflicto de intereses alrededor de la votación (13SEPT13).

http://www.elespectador.com/noticias/judicial/corte-investiga-27-senadores-articulo-446311
Tomado: septiembre 16/13
",TRUE,NA,NA,2010-02-17T20:58:17Z,2013-09-16T21:24:50Z
59,843,1,"INDAGACIÓN PRELIMINAR  dentro del proceso de la PARAPOLITICA.

http://eje21.com.co/index.php?option=com_content&task=view&id=13170&Itemid=1
Visto: enero 31/13",TRUE,NA,NA,2010-02-17T20:59:00Z,2013-01-31T19:39:19Z
60,378,3,"Detenido (29JUN12). Fue sentenciado a cinco años y 10 meses de prisión por sus nexos con paramilitares. Tras un cambio de jurisprudencia, la Corte Suprema reasumió el proceso y le amplió la condena y ordenó su recaptura para que cumpla el tiempo que le falta en prisión. Había sido condenado a 6 años y medio de prisión en abril de 2008. DETENIDO y ACEPTÓ CARGOS en el proceso de la PARAPOLÍTICA. RENUNCIO para hacerle frente al proceso judicial de la parapolitica abierto por la Corte Suprema de Justicia (28FEB07).
Texto copiado de www.rcnradio.com - Conozca el original en http://www.rcnradio.com/noticias/capturado-nuevamente-el-ex-gobernador-jorge-luis-caballero-7889#ixzz1zay2GhnQ
Visto: enero 30/13
http://www.elespectador.com/noticias/judicial/articulo-356248-capturado-excongresista-jorge-luis-caballero-condenado-parapolit
Visto: enero 30/13

http://www.elespectador.com/noticias/politica/articulo-ex-congresista-jorge-luis-caballero-condenado-parapolitica
Visto: enero 30/13",TRUE,NA,NA,2010-02-17T20:59:49Z,2013-01-30T15:56:36Z
62,886,3,"Condenado por concierto para delinquir agravado (14ABR11) a 7 años y seis meses de cárcel, por la Corte Suprema de Justicia. Capturado ese mismo día.  Estuvo detenido (18JUL07). RENUNCIO A LA CURUL para hacerle frente al proceso judicial de la parapolitica abierto por la Corte Suprema de Justicia (22ENE08).

http://www.caracol.com.co/noticias/judicial/se-entrego-el-representante-por-casanare-oscar-wilches/20070719/nota/455848.aspx
Visto: enero 31/13

http://m.elespectador.com/noticias/judicial/articulo-263184-capturado-excongresista-oscar-leonidas-wilches
Visto: enero 31/13",TRUE,NA,NA,2010-02-17T21:03:45Z,2013-01-31T19:37:27Z
63,302,13,"El exrepresentante a la Cámara, Pedro Nelson Pardo Rodríguez, aceptó su responsabilidad en el proceso penal que se le adelanta por su participación en la denominada ‘Farcpolítica’ (07ABR14). Corte dejó en firme llamado a juicio. (11DIC13). Llamado a juicio (11SEPT13). Detenido el 01ABR11. El dirigente era investigado por la Sala Penal de la Corte Suprema de Justicia por la presunta comisión de los delitos de concusión y corrupción al elector, derivado del aparente acuerdo con la insurgencia para obtener una curul en el Congreso en 2002.

Consejo de Estado declaró NULIDAD ELECTORAL por considerar que las autoridades departamentales no protegieron el derecho al sufragio al permitir que las Farc sustrajeran e incineraran material electoral. Se llamarán nuevos comicios.

http://www.elespectador.com/noticias/judicial/articulo-262590-aseguran-excongresista-pedro-nelson-pardo-concusion
Visto: enero 31/13

http://www.elespectador.com/noticias/judicial/corte-llama-juicio-excongresista-farcpolitica-articulo-445750
Tomado: septiembre 11/13
http://www.elespectador.com/noticias/judicial/corte-dejo-firme-llamado-juicio-contra-excongresista-fa-articulo-463589
Tomado: Dic 12/13

http://www.elespectador.com/noticias/judicial/exrepresentante-camara-acepto-responsabilidad-proceso-f-articulo-485470
Tomado: Abril 08/14",TRUE,NA,NA,2010-02-17T21:05:59Z,2014-04-08T14:34:38Z
64,591,3,"La Procuraduría General de la Nación le abrió pliego de cargos por sus presuntos vínculos con grupos paramilitares (27AGO12).Condenado a 9 años de prisión (27JUL11) por nexos con el Bloque Élmer Cárdenas de las Autodefensas. Había sido llamado a juicio (14ABR10). Fue detenido (31AGO09) por el proceso de la parapolítica. INVESTIGADO dentro del proceso de la ELENOPOLÍTICA y la PARAPOLÍTICA (05MAR09). Renunció a su curul (01SEPT09).

http://www.elespectador.com/noticias/judicial/articulo-370336-pliego-de-cargos-contra-dos-excongresistas-chocoanos-parapolitic
Visto: enero 31/13
http://www.elespectador.com/noticias/judicial/articulo-287487-9-anos-de-carcel-excongresistas-odin-sanchez-y-edgar-e-torres
Visto: enero 31/13",TRUE,NA,NA,2010-02-17T21:08:45Z,2013-02-11T20:06:05Z
66,488,3,"CONDENADO a seis años de prisión y 2 mil SLMM en el proceso de la PARAPOLÍTICA (Diciembre 2007).

http://www.semana.com/wf_InfoArticulo.aspx?IdArt=108464
Visto: enero 31/12

Deberá pedir perdón a la sociedad, por orden de un juez (01FEB13).
http://www.elespectador.com/noticias/nacional/articulo-402307-dos-excongresistas-condenados-parapolitica-le-deberan-pedir-perd
Visto: febrero 01/13",TRUE,NA,NA,2010-02-17T21:12:28Z,2013-02-01T16:09:06Z
67,1649,1,"Llamado a juicio (10ABR08). Investigado  por la Corte Suprema de Justicia dentro del proceso de la ELENOPOLÍTICA. Renunció a su curul (21MAY08).

http://www.cambio.com.co/paiscambio/751/ARTICULO-WEB-NOTA_INTERIOR_CAMBIO-3825724.html
Visto: enero 31/13",TRUE,NA,NA,2010-02-17T21:13:37Z,2013-01-31T17:00:59Z
69,858,26,"Perdió la investidura por concusión. Renunciado y empezó a ser investigado por la Corte Suprema de Justicia por fraude electoral y trasteo de votos por haber ofrecido subsidios de vivienda a cambio de votos y haber facilitado el trasteo de votantes de Vilavicencio hacia Bogotá. (06OCT09).

Visto: enero 31/13",TRUE,NA,NA,2010-02-17T21:20:07Z,2019-05-30T20:24:03Z
70,252,1,"La investigación continua, a pesar de haber quedado en libertad (04JUN09). Detenido (26NOV08). Llamado a Indagatoria por la Corte Suprema de Justicia dentro del proceso de la PARAPOLITICA (11OCT07). Renunció a su curul (07SEPT07).

http://www.elespectador.com/articulo144060-libertad-jose-manuel-herrera-congresista-procesado-parapolitica",TRUE,NA,NA,2010-02-17T21:24:49Z,2013-01-31T16:58:10Z
73,1779,2,"DETENIDO (31MAR08) e investigado en el proceso de la PARAPOLÍTICA (25FEB08).

http://www.eltiempo.com/archivo/documento/CMS-4055247
Visto: enero 31/13",TRUE,NA,NA,2010-02-17T21:32:07Z,2013-01-31T16:52:08Z
74,1468,3,"La Corte Suprema de Justicia lo condenó a 10 años de prisión y al pago de una multa de más de 7.500 millones de pesos por los delitos de concierto para promover grupos armados al margen de la ley y constreñimiento al sufragante. (17MAR16). La Corte Suprema de Justicia lo llamó a juicio (06MAR13) por sus presuntos nexos con grupos paramilitares. La Procuraduría General de la Nación lo destituyó e inhabilitó por 18 años para ocupar cargos públicos, por aliarse con las Farc y los paramilitares para mantener el control político en el Caquetá. ((09OCT12). Detenido por orden de la Corte Suprema de Justicia (05JUL12) con el fin de que rinda indagatoria por sus presuntos nexos con grupos paramilitares. La Procuraduría le abrió pliego de cargos por ""parapolítica"" y ""farpolítica"". (08JUL11).  Quedó libre al ser anulado el proceso (05MAY09). Estuvo detenido e investigado en el proceso de la PARAPOLÍTICA (25FEB08). En INDAGACIÓN PRELIMINAR  dentro del proceso de la FARCPOLITICA. Caso asesinato familia Turbay pasó a la fiscalía (10OCT09). Renunció a la curul (25FEB08).

http://www.elespectador.com/noticias/judicial/articulo-408662-corte-llamo-juicio-excongresista-luis-fernando-almario-parapolit
Tomado: marzo 06/13

http://www.eltiempo.com/justicia/destitucion-de-luis-fernando-almario_12291290-4
Visto: enero 31/13
http://www.elespectador.com/noticias/judicial/articulo-357357-capturado-excongresista-luis-fernando-almario-parapolitica
Visto: enero 31/13
http://www.elespectador.com/noticias/judicial/articulo-282978-%C2%B4parapolitica-y-farcpolitica%C2%B4-pliego-de-cargos-luis-fernando-alm
Visto: enero 31/13
http://www.elespectador.com/noticias/judicial/firme-juicio-contra-excongresista-luis-fernando-almario-articulo-435202
Visto: julio 22/13",TRUE,NA,NA,2010-02-17T21:35:38Z,2016-03-17T19:57:16Z
75,212,25,"La Corte Suprema decidió cerrar la investigación por falta de pruebas (10FEB10). Fue llamado a indagatoria por la Corte Suprema de Justicia dentro del proceso de la PARAPOLITICA. En INVESTIGACIÓN PRELIMINAR por irregularidades en contratación mientras fue representante a la Cámara (22JUL09).

http://www.eltiempo.com/archivo/documento/CMS-7164608
Visto: enero 31/13
",TRUE,NA,NA,2010-02-17T21:36:29Z,2013-01-31T16:41:20Z
76,915,25,"DETENIDO y estuvo investigado en el proceso de la PARAPOLÍTICA. El (09NOV07) la Corte Suprema de Justicia PRECLUYÓ el proceso en su contra al comprobarse su inocencia.

http://www.elespectador.com/impreso/cuadernilloa/politica/articuloimpreso-salvado-parapolitica
Visto: enero 31/13",TRUE,NA,NA,2010-02-17T21:40:30Z,2013-01-31T16:40:38Z
77,879,12,"Perdió la investidura por haber sido contratista del Estado seis meses antes de su elección como representante. intervino en la celebración de un contrato de prestación de servicios de transporte con una Empresa Social del Estado de Guaviare en diciembre de 2005, con lo cual incurrió en una de las causales de inhabilidad previstas en la Constitución.  (11DIC07).


Visto: enero 31/13",TRUE,NA,NA,2010-02-17T21:41:31Z,2019-05-30T20:29:16Z
78,1026,3,"CONDENADO a seis años de prisión y multa de 1.600 millones en el proceso de la PARAPOLÍTICA (Diciembre 2007) De acuerdo a información de prensa. Salió en libertad al cumplir las tres cuartas partes de la pena impuesta. (03FEB09)

http://www.verdadabierta.com/parapolitica/842-firmante-del-pacto-de-ralito-en-libertad
Visto: enero 31/13
http://www.noticiasabc.com/2009/02/03/alfonso-campo-escobar-recupero-su-libertad-2/
Visto: enero 31/13",TRUE,NA,NA,2010-02-17T21:43:06Z,2013-01-31T16:38:44Z
79,304,62,"Corte Suprema de Justicia dictó AUTO INHIBITORIO a favor al no hallar mérito para investigarla dentro del llamado proceso de la parapolítica (19NOV08) Estuvo en INDAGACIÓN PRELIMINAR  dentro del proceso de PARAPOLÍTICA(15ABR08-19NOV08 ). La Procuraduría General de la Nación le inició investigación disciplinaria (11MAR11). La investigación se origina a partir de la compulsa de copias que hiciera la Corte Suprema de Justicia para investigar los supuestos indebidos manejos en la Dirección Nacional de Estupefacientes. Llamada a versión libre (18ENE12).

http://www.elespectador.com/noticias/judicial/articulo-256299-escandalo-de-dne-procuraduria-abre-indagacion-13-dirigentes
Visto: enero 31/13
La Corte Suprema abrió investigación preliminar en contra por el supuesto tráfico de influencias que ejercieron dentro de la Dirección Nacional de Estupefacientes, DNE (06ABR11).
http://www.elespectador.com/noticias/judicial/articulo-261299-caso-dne-corte-abre-indagacion-14-dirigentes
Visto: enero 31/13",TRUE,NA,NA,2010-02-19T19:31:27Z,2013-01-31T16:36:22Z
80,804,12,"Perdió la investidura por violación al régimen de inhabilidades al haber firmado un contrato con el Estado seis meses antes de su elección.(13FEB07). 


Visto: enero 30/13",TRUE,NA,NA,2010-02-19T19:34:42Z,2019-05-30T19:40:20Z
81,829,3,"Quedó en libertad condicional (17MAY11) por cumplimiento de las tres quintas partes de la pena. Condenado a 7 años y 6 meses (15DIC09) estaba DETENIDO (10DIC07) y había sido llamado a VERSIÓN LIBRE por la Corte Suprema de Justicia dentro del proceso de la PARAPOLITICA (23OCT07). El (10DIC07) se entregó a las autoridades y estuvo recluido en la cárcel La Picota hasta el (08SEPT09), cuando fue absuelto por un juez Segundo Penal del Circuito de Ibagué, luego de que la Procuraduría General de la Nación y la Fiscalía solicitaran precluir la investigación. El (12OCT08) la Corte Suprema de Justicia retomó el caso de García Angarita, luego de entrar en vigencia la nueva jurisprudencia del alto tribunal, que le permite tener competencia en los procesos penales de funcionarios públicos que habían renunciado al fuero parlamentario. Había renunciado a su curul (21AGO08).

http://www.verdadabierta.com/parapolitica/2068-gonzalo-garcia-angarita-fue-condenado-a-90-meses-de-prision-
Visto: enero 31/13

http://www.elespectador.com/noticias/judicial/articulo-270520-libertad-gonzalo-garcia-angarita-condenado-parapolitica
",TRUE,NA,NA,2010-02-19T19:40:20Z,2013-01-31T16:13:41Z
82,2132,20,"LLAMADO A INDAGATORIA PRELIMINAR por la Corte Suprema de Justicia dentro del proceso de la PARAPOLÍTICA (23SEPT08). Renunció a la curul (12MAY10).

http://www.revistacofradia.com/articulo/renuncio-a-la-camara-pedro-pablo-trujillo/sec/noticias
Visto: enero 31/13",TRUE,NA,NA,2010-02-19T19:55:08Z,2013-01-31T16:12:54Z
84,831,1,"La Corte Suprema revocó la orden de inhibirse en una investigación previa en el 2009 y reabrieron el expediente al contar con nuevas evidencias de la presunta responsabilidad de Fernández Quessep. (27FEB12). La Corte Suprema de Justicia se había inhibido de abrir investigación al congresista Jairo Fernández Quessep, del Partido de La U, pues no halló mérito para hacerlos. (12JUN 09). Estuvo llamado a indagatoria por la Corte Suprema de Justicia dentro del proceso de la PARAPOLITICA (10DIC07).
http://www.caracol.com.co/noticias/judicial/corte-suprema-reabre-investigacion-al-alcalde-de-sincelejo-por-nexos-con-paras/20120227/nota/1636878.aspx
Visto: enero 31/13
http://www.eltiempo.com/justicia/ARTICULO-WEB-NEW_NOTA_INTERIOR-11229921.html
Visto: enero 31/13
http://www.semana.com/noticias-conflicto-armado/corte-inhibe-investigar-congresista-jairo-quessep/125062.aspx
Visto: enero 31/13
",TRUE,NA,NA,2010-02-19T20:04:00Z,2013-01-31T15:48:46Z
87,882,3,"CONDENADO a 45 meses de prisión por concierto para delinquir (08AGO08). DETENIDO e investigado en el proceso de la PARAPOLÍTICA (25FEB08). Renunció a la curul (03MAR08). Recuperó la libertad por pena cumplida. La Procuraduría General destituyó e inhabilitó por 20 años para ejercer cargos públicos al excongresista Enrique Emilio Ángel Barco por sus nexos con grupos paramilitares (06NOV12).

http://eje21.com.co/index.php?option=com_content&task=view&id=15271&Itemid=2
Visto: enero 31/13
http://www.procuraduria.gov.co/html/noticias_2009/noticias_179.htm
Visto: enero 31/13
http://www.elespectador.com/noticias/judicial/articulo-385361-procuraduria-inhabilito-20-anos-dixon-ferney-tapasco-parapolitic
Visto: enero 31/13",TRUE,NA,NA,2010-02-22T20:58:57Z,2013-01-31T15:35:46Z
91,1800,119,"La Sala Penal de la Corte Suprema de Justicia archivó la investigación que se le adelantaba (04DIC13). Llamado a indagatoria por la Corte Suprema de Justicia dentro del proceso de la PARAPOLITICA.

http://www.eluniversal.com.co/monteria/sucesos/alias-%E2%80%9Cvisaje%E2%80%9D-salpica-al-senador-electo-musa-besaile
Visto: enero 31/13

http://www.elespectador.com/noticias/judicial/corte-suprema-archivo-investigacion-al-senador-musa-bes-articulo-462130
Tomado: Dic 04/13

La Corte Suprema de Justicia abrió investigación preliminar contra 27 senadores para esclarecer si alguno de ellos estaba impedido para hacer parte de la votación para elegir jefe del Ministerio Público y, pese a ello, no se declaró impedido e hizo parte de la misma. La idea es comprobar si hubo o no algún conflicto de intereses alrededor de la votación (13SEPT13).

http://www.elespectador.com/noticias/judicial/corte-investiga-27-senadores-articulo-446311
Tomado: septiembre 16/13

",TRUE,NA,NA,2010-02-22T21:05:36Z,2017-09-08T15:53:27Z
92,388,14,"RENUNCIÓ para aspirar a la Gobernción de Casanare (23OCT06).
http://es.wikipedia.org/wiki/Liliana_Bar%C3%B3n_Caballero
Visto: enero31/13",TRUE,NA,NA,2010-02-22T21:06:42Z,2013-02-11T13:17:56Z
93,328,24,"Corte Suprema de Justicia ARCHIVÓ la investigación contra RIVERA GUILLERMO, quien había sido LLAMADO A INDAGATORIA por la Corte Suprema de Justicia dentro del proceso de la PARAPOLITICA (10DIC2007). 

http://www.verdadabierta.com/despojo-de-tierras/4233-corte-archivo-investigacion-en-contra-de-guillermo-rivera
Visto: enero 30/13",TRUE,NA,NA,2010-02-22T21:07:41Z,2013-01-30T21:21:15Z
94,483,19,"Absuelto por la Corte Suprema (09DIC09). Estuvo DETENIDO e investigado en el proceso de la PARAPOLÍTICA (25FEB08).

http://www.verdadabierta.com/parapolitica/2056-corte-absuelve-a-pompilio-avendano-por-duda
Visto: enero 30/13",TRUE,NA,NA,2010-02-22T21:08:39Z,2013-01-30T21:19:58Z
95,326,3,"INVESTIGADO por parte de la Corte Suprema de Justicia dentro del proceso de la PARAPOLITICA.  Fue DETENIDO (23ENE09). Renunció a la curul (01ABR09). Fue CONDENADO por la Corte Suprema de Justicia  a 7 años y 5 meses de prisión por sus nexos con el Bloque Central Bolívar de las Auc. (16SEPT10).

http://www.eltiempo.com/colombia/justicia/condena-al-ex-congresista-miguel-ngel-rangel-por-parapolitica_7909685-1

Visto: enero 30/13",TRUE,NA,NA,2010-02-22T21:10:16Z,2013-01-30T21:19:24Z
96,1792,1,"En INDAGACIÓN PRELIMINAR por la Corte Suprema de Justicia dentro del proceso de la PARAPOLITICA (22ENE09). 

Involucrado en escándalo por compra de un predio de 51 hectáreas en Risaralda, hoy reclamado en un proceso de restitución de tierras.

http://www.elespectador.com/articulo110479-investigacion-preliminar-contra-mauricio-lizcano
Visto: agosto 15/17",TRUE,NA,NA,2010-02-22T21:11:10Z,2017-08-16T14:01:37Z
98,472,2,"El 30 de julio de 2008 se le abrió  INDAGACIÓN PRELIMINAR  dentro del proceso de la PARAPOLITICA. Fue detenido el 29 de abril de 2010 por orden de la Corte Suprema de Justicia, que lo investiga por presuntos nexos con miembros del cartel del Norte del Valle. 

http://www.semana.com/noticias-justicia/luis-carlos-restrepo-orozco-su-carrera-norte-del-valle/138234.aspx
Visto: enero 30/13",TRUE,NA,NA,2010-02-22T21:14:55Z,2013-01-30T16:23:48Z
100,280,21,"Hizo parte de Colombia Viva hasta agosto de 2005, cuando se unió a la U. De este último fue expulsado (17ENE06), por presuntos vínculos con paras, así que retomó Colombia Viva.
http://www.elcolombiano.com/BancoConocimiento/L/los_senadores_involucrados_en_un_escandalo__politico_con_paras_salieron_del_partido_de_la_u_1/los_senadores_involucrados_en_un_escandalo__politico_con_paras_salieron_del_partido_de_la_u_1.asp
Visto: enero 30/13",TRUE,NA,NA,2010-02-22T21:26:51Z,2013-01-30T16:09:06Z
101,140,21,"Hizo parte de Colombia Viva hasta agosto de 2005, cuando se unió a la U. De este último fue EXPULSADO (17ENE06), por presuntos vínculos con paras, así que retomó Colombia Viva. Se presentó a Senado 2006 con Convergencia Ciudadana.
http://www.elcolombiano.com/BancoConocimiento/L/los_senadores_involucrados_en_un_escandalo__politico_con_paras_salieron_del_partido_de_la_u_1/los_senadores_involucrados_en_un_escandalo__politico_con_paras_salieron_del_partido_de_la_u_1.asp 
Visto: enero 30/13",TRUE,NA,NA,2010-02-22T21:27:47Z,2013-01-30T16:06:32Z
102,737,21,"Con la Convención Liberal de 2005 volvió al Partido. Sin embargo, fue Expulsado del Partido Liberal (17ENE06), por estar en archivos judiciales en EEUU (concierto para delinquir agravado, enriquecimiento ilícito, narcotráfico y supuestos vínculos con paramilitares con fines políticos). Se unió a Colombia Viva.
http://www.caracol.com.co/noticias/actualidad/nuevos-vinculados-a-la-parapolitica/20070926/nota/485141.aspx
Visto: enero 30/13",TRUE,NA,NA,2010-02-22T21:48:20Z,2013-01-30T16:02:56Z
103,378,21,"Expulsado de Cambio Radical (17ENE06) por presuntos vínculos con paramilitares.
http://www.elcolombiano.com/BancoConocimiento/L/los_senadores_involucrados_en_un_escandalo__politico_con_paras_salieron_del_partido_de_la_u_1/los_senadores_involucrados_en_un_escandalo__politico_con_paras_salieron_del_partido_de_la_u_1.asp
Visto: enero 30/13",TRUE,NA,NA,2010-02-22T21:58:07Z,2013-01-30T16:00:44Z
104,1576,3,"Expulsada de Colombia Democrática por presuntos vínculos con paramilitares (2FEB06). No la aceptaron en la lista del Partido de la U, Cambio Radical, Convergencia Ciudadana y Colombia Viva.

Fue detenida a mediados de 2006 por orden de la Fiscalía, que la vinculó con el escándalo de la ""parapolítica"", de vínculos de congresistas y funcionarios con las AUC, y que investiga por ello a unos 70 políticos. 

Pineda fue condenada por el delito de concierto para delinquir tras reconocer sus nexos con los ultraderechistas y expresar su admiración por altos mandos de las Autodefensas Unidas de Colombia (Auc).

La ex congresista Eleonora Pineda quedó libre (03ENE09), tras cumplir su condena por tener vínculos con los grupos paramilitares.

La ex Representante a la Cámara cumplió las tres quintas partes de la condena que le fue impuesta de 30 meses de cárcel y por su buena conducta y su confesión del delito que se le imputaba salió de la prisión luego de 19 meses. 

http://www.terra.com.co/actualidad/articulo/html/acu17581-eleonora-pineda-sale-de-carcel-al-cumplir-condena-por-nexos-paras.htm
Visto: enero 30/13",TRUE,NA,NA,2010-02-22T21:59:43Z,2013-01-30T15:54:55Z
105,173,3,"Expulsada de Colombia Democrática por presuntos vínculos con paramilitares (2FEB06). No la aceptaron en la lista del Partido de la U, Cambio Radical, Convergencia Ciudadana y Colombia Viva. Fue condena da a 45 meses de cárcel por sus vínculos con grupos paramilitares (16JUL08).
http://www.caracol.com.co/noticias/judicial/condenan-a-la-ex-congresista-rocio-arias-por-parapolitica/20080716/nota/633528.aspx
Visto: enero 30/13
Quedó libre después de cumplir 28 meses de prisión (18OCT09)
http://www.eltiempo.com/archivo/documento/CMS-6384708
Visto: enero 30/13",TRUE,NA,NA,2010-02-22T22:00:49Z,2013-01-30T15:50:31Z
