id|votacion_id|corporacion_id|tipo_comision_id|comision_id|activo|usercreated|usermodifed|created_at|updated_at
316|1406|NA|1|7|1|NA|NA|NA|NA
317|1407|NA|1|7|1|NA|NA|NA|NA
318|1408|NA|1|7|1|NA|NA|NA|NA
319|1409|NA|1|7|1|NA|NA|NA|NA
320|1410|NA|1|7|1|NA|NA|NA|NA
321|1436|1|1|7|1|NA|NA|NA|NA
8628|9697|2|1|1|1|NA|NA|NA|NA
8656|9612|2|1|7|1|NA|NA|NA|NA
520|2187|1|1|4|1|NA|NA|NA|NA
521|2188|1|1|4|1|NA|NA|NA|NA
2168|3591|1|1|1|1|NA|NA|NA|NA
338|1609|NA|1|4|1|NA|NA|NA|NA
339|1610|2|1|12|1|NA|NA|NA|NA
340|1631|2|1|1|1|NA|NA|NA|NA
341|1632|2|1|1|1|NA|NA|NA|NA
342|1640|2|1|1|1|NA|NA|NA|NA
343|1649|NA|1|1|1|NA|NA|NA|NA
344|1650|NA|1|1|1|NA|NA|NA|NA
345|1651|1|1|1|1|NA|NA|NA|NA
346|1652|1|1|1|1|NA|NA|NA|NA
347|1653|NA|1|1|1|NA|NA|NA|NA
348|1654|NA|1|1|1|NA|NA|NA|NA
349|1782|2|1|7|1|NA|NA|NA|NA
350|1783|2|1|7|1|NA|NA|NA|NA
351|1784|2|1|7|1|NA|NA|NA|NA
352|1790|2|1|1|1|NA|NA|NA|NA
3418|5341|NA|1|2|1|NA|NA|NA|NA
354|1792|2|1|1|1|NA|NA|NA|NA
355|1793|2|1|1|1|NA|NA|NA|NA
356|1794|2|1|1|1|NA|NA|NA|NA
357|1795|2|1|1|1|NA|NA|NA|NA
358|1796|2|1|1|1|NA|NA|NA|NA
359|1934|NA|1|7|1|NA|NA|NA|NA
362|1937|NA|1|7|1|NA|NA|NA|NA
363|1938|NA|1|7|1|NA|NA|NA|NA
364|1939|NA|1|7|1|NA|NA|NA|NA
365|1940|NA|1|7|1|NA|NA|NA|NA
366|1959|NA|1|5|1|NA|NA|NA|NA
367|1960|NA|1|5|1|NA|NA|NA|NA
368|1961|NA|1|5|1|NA|NA|NA|NA
369|1962|NA|1|5|1|NA|NA|NA|NA
3419|5342|NA|1|2|1|NA|NA|NA|NA
371|1986|2|1|11|1|NA|NA|NA|NA
372|1987|2|1|11|1|NA|NA|NA|NA
373|1988|2|1|11|1|NA|NA|NA|NA
374|1989|2|1|11|1|NA|NA|NA|NA
375|1990|2|1|11|1|NA|NA|NA|NA
376|1991|2|1|11|1|NA|NA|NA|NA
377|1992|2|1|11|1|NA|NA|NA|NA
378|1993|2|1|11|1|NA|NA|NA|NA
379|1994|NA|1|7|1|NA|NA|NA|NA
380|1995|NA|1|7|1|NA|NA|NA|NA
523|2190|NA|1|4|1|NA|NA|NA|NA
524|2191|NA|1|4|1|NA|NA|NA|NA
383|1998|NA|1|7|1|NA|NA|NA|NA
384|1999|2|1|7|1|NA|NA|NA|NA
385|2000|2|1|7|1|NA|NA|NA|NA
386|2001|2|1|7|1|NA|NA|NA|NA
387|2002|2|1|7|1|NA|NA|NA|NA
388|2003|NA|1|7|1|NA|NA|NA|NA
389|2004|NA|1|7|1|NA|NA|NA|NA
390|2005|NA|1|7|1|NA|NA|NA|NA
391|2006|2|1|7|1|NA|NA|NA|NA
392|2007|2|1|7|1|NA|NA|NA|NA
393|2008|2|1|7|1|NA|NA|NA|NA
394|2009|2|1|7|1|NA|NA|NA|NA
395|2010|NA|1|4|1|NA|NA|NA|NA
396|2011|NA|1|4|1|NA|NA|NA|NA
525|2192|NA|1|4|1|NA|NA|NA|NA
398|2013|NA|1|4|1|NA|NA|NA|NA
3420|5343|NA|1|2|1|NA|NA|NA|NA
3421|5344|NA|1|2|1|NA|NA|NA|NA
403|2018|NA|1|4|1|NA|NA|NA|NA
404|2021|2|1|4|1|NA|NA|NA|NA
405|2033|NA|1|5|1|NA|NA|NA|NA
406|2034|NA|1|5|1|NA|NA|NA|NA
407|2035|NA|1|10|1|NA|NA|NA|NA
408|2036|1|1|10|1|NA|NA|NA|NA
413|2062|NA|1|13|1|NA|NA|NA|NA
414|2063|NA|1|13|1|NA|NA|NA|NA
415|2064|NA|1|13|1|NA|NA|NA|NA
416|2065|NA|1|13|1|NA|NA|NA|NA
417|2068|NA|1|2|1|NA|NA|NA|NA
418|2069|NA|1|2|1|NA|NA|NA|NA
419|2070|1|1|2|1|NA|NA|NA|NA
420|2071|2|1|2|1|NA|NA|NA|NA
421|2072|NA|1|2|1|NA|NA|NA|NA
422|2073|NA|1|2|1|NA|NA|NA|NA
423|2074|2|1|2|1|NA|NA|NA|NA
424|2075|2|1|2|1|NA|NA|NA|NA
425|2076|2|1|2|1|NA|NA|NA|NA
426|2077|2|1|2|1|NA|NA|NA|NA
427|2078|NA|1|11|1|NA|NA|NA|NA
428|2079|NA|1|11|1|NA|NA|NA|NA
429|2080|NA|1|11|1|NA|NA|NA|NA
430|2081|NA|1|11|1|NA|NA|NA|NA
431|2082|NA|1|11|1|NA|NA|NA|NA
432|2083|NA|1|11|1|NA|NA|NA|NA
433|2084|NA|1|11|1|NA|NA|NA|NA
434|2085|2|1|11|1|NA|NA|NA|NA
435|2086|2|1|11|1|NA|NA|NA|NA
436|2087|2|1|11|1|NA|NA|NA|NA
437|2088|2|1|11|1|NA|NA|NA|NA
438|2089|2|1|11|1|NA|NA|NA|NA
439|2090|2|1|11|1|NA|NA|NA|NA
440|2091|2|1|11|1|NA|NA|NA|NA
441|2092|2|1|11|1|NA|NA|NA|NA
442|2093|NA|1|11|1|NA|NA|NA|NA
443|2094|NA|1|11|1|NA|NA|NA|NA
444|2095|NA|1|11|1|NA|NA|NA|NA
445|2096|NA|1|7|1|NA|NA|NA|NA
447|2098|2|1|7|1|NA|NA|NA|NA
448|2099|NA|1|7|1|NA|NA|NA|NA
449|2100|NA|1|7|1|NA|NA|NA|NA
450|2101|1|1|7|1|NA|NA|NA|NA
451|2102|1|1|7|1|NA|NA|NA|NA
452|2103|1|1|7|1|NA|NA|NA|NA
453|2104|1|1|7|1|NA|NA|NA|NA
454|2105|2|1|7|1|NA|NA|NA|NA
455|2106|2|1|7|1|NA|NA|NA|NA
456|2111|NA|1|7|1|NA|NA|NA|NA
457|2112|2|1|7|1|NA|NA|NA|NA
458|2113|2|1|7|1|NA|NA|NA|NA
459|2114|2|1|7|1|NA|NA|NA|NA
460|2115|2|1|7|1|NA|NA|NA|NA
461|2116|2|1|7|1|NA|NA|NA|NA
462|2117|2|1|7|1|NA|NA|NA|NA
463|2130|NA|1|4|1|NA|NA|NA|NA
464|2131|NA|1|4|1|NA|NA|NA|NA
468|2135|NA|1|4|1|NA|NA|NA|NA
3422|5345|1|1|2|1|NA|NA|NA|NA
3424|5346|1|1|2|1|NA|NA|NA|NA
471|2138|1|1|4|1|NA|NA|NA|NA
472|2139|1|1|4|1|NA|NA|NA|NA
473|2140|1|1|4|1|NA|NA|NA|NA
526|2193|NA|1|4|1|NA|NA|NA|NA
530|2197|2|1|4|1|NA|NA|NA|NA
531|2198|2|1|4|1|NA|NA|NA|NA
532|2199|2|1|4|1|NA|NA|NA|NA
478|2145|NA|1|4|1|NA|NA|NA|NA
479|2146|NA|1|4|1|NA|NA|NA|NA
1969|3139|1|1|4|1|NA|NA|NA|NA
481|2148|1|1|4|1|NA|NA|NA|NA
482|2149|1|1|4|1|NA|NA|NA|NA
1494|3003|NA|1|10|1|NA|NA|NA|NA
484|2151|1|1|4|1|NA|NA|NA|NA
485|2152|1|1|4|1|NA|NA|NA|NA
1975|2992|2|1|2|1|NA|NA|NA|NA
4620|4403|2|1|1|1|NA|NA|NA|NA
488|2155|1|1|4|1|NA|NA|NA|NA
1981|2984|2|1|2|1|NA|NA|NA|NA
1987|3318|NA|1|7|1|NA|NA|NA|NA
533|2200|2|1|4|1|NA|NA|NA|NA
534|2201|2|1|4|1|NA|NA|NA|NA
535|2202|2|1|4|1|NA|NA|NA|NA
1514|2523|1|1|2|1|NA|NA|NA|NA
497|2164|1|1|4|1|NA|NA|NA|NA
498|2165|1|1|4|1|NA|NA|NA|NA
1993|3156|1|1|4|1|NA|NA|NA|NA
500|2167|1|1|4|1|NA|NA|NA|NA
501|2168|NA|1|4|1|NA|NA|NA|NA
502|2169|1|1|4|1|NA|NA|NA|NA
503|2170|1|1|4|1|NA|NA|NA|NA
1524|3013|NA|1|5|1|NA|NA|NA|NA
505|2172|1|1|4|1|NA|NA|NA|NA
506|2173|1|1|4|1|NA|NA|NA|NA
1529|3018|2|1|5|1|NA|NA|NA|NA
508|2175|2|1|4|1|NA|NA|NA|NA
509|2176|2|1|4|1|NA|NA|NA|NA
1999|3114|1|1|14|1|NA|NA|NA|NA
512|2179|1|1|4|1|NA|NA|NA|NA
513|2180|1|1|4|1|NA|NA|NA|NA
1544|3032|NA|1|13|1|NA|NA|NA|NA
515|2182|1|1|4|1|NA|NA|NA|NA
516|2183|1|1|4|1|NA|NA|NA|NA
1549|3036|NA|1|13|1|NA|NA|NA|NA
518|2185|1|1|4|1|NA|NA|NA|NA
519|2186|1|1|4|1|NA|NA|NA|NA
1970|3138|1|1|4|1|NA|NA|NA|NA
2209|3743|NA|1|7|1|NA|NA|NA|NA
1976|2991|2|1|2|1|NA|NA|NA|NA
1982|3378|NA|1|10|1|NA|NA|NA|NA
2214|3751|2|1|7|1|NA|NA|NA|NA
2219|3757|2|1|7|1|NA|NA|NA|NA
8544|9651|2|1|7|1|NA|NA|NA|NA
1994|3155|1|1|4|1|NA|NA|NA|NA
2000|3001|2|1|2|1|NA|NA|NA|NA
4621|3392|NA|1|10|1|NA|NA|NA|NA
2010|2949|NA|1|9|1|NA|NA|NA|NA
2015|3184|1|1|7|1|NA|NA|NA|NA
2020|3215|NA|1|5|1|NA|NA|NA|NA
1495|3005|NA|1|10|1|NA|NA|NA|NA
2025|3210|1|1|1|1|NA|NA|NA|NA
2030|3206|NA|1|1|1|NA|NA|NA|NA
2035|3203|2|1|1|1|NA|NA|NA|NA
537|2204|2|1|4|1|NA|NA|NA|NA
538|2205|1|1|4|1|NA|NA|NA|NA
539|2206|1|1|4|1|NA|NA|NA|NA
540|2352|NA|1|2|1|NA|NA|NA|NA
541|2353|2|1|2|1|NA|NA|NA|NA
542|2354|2|1|2|1|NA|NA|NA|NA
543|2355|2|1|2|1|NA|NA|NA|NA
544|2356|1|1|2|1|NA|NA|NA|NA
545|2357|1|1|2|1|NA|NA|NA|NA
546|2358|2|1|2|1|NA|NA|NA|NA
547|2359|2|1|2|1|NA|NA|NA|NA
548|2360|2|1|2|1|NA|NA|NA|NA
549|2361|2|1|2|1|NA|NA|NA|NA
550|2362|NA|1|2|1|NA|NA|NA|NA
551|2363|2|1|2|1|NA|NA|NA|NA
552|2364|2|1|2|1|NA|NA|NA|NA
553|2365|2|1|2|1|NA|NA|NA|NA
554|2366|2|1|2|1|NA|NA|NA|NA
555|2367|2|1|2|1|NA|NA|NA|NA
556|2368|NA|1|2|1|NA|NA|NA|NA
557|2369|2|1|2|1|NA|NA|NA|NA
558|2370|2|1|2|1|NA|NA|NA|NA
559|2371|2|1|2|1|NA|NA|NA|NA
560|2372|2|1|2|1|NA|NA|NA|NA
561|2373|2|1|2|1|NA|NA|NA|NA
562|2374|2|1|2|1|NA|NA|NA|NA
563|2375|2|1|2|1|NA|NA|NA|NA
564|2376|2|1|2|1|NA|NA|NA|NA
565|2377|2|1|2|1|NA|NA|NA|NA
566|2378|2|1|2|1|NA|NA|NA|NA
567|2379|2|1|2|1|NA|NA|NA|NA
568|2380|2|1|2|1|NA|NA|NA|NA
2040|3384|NA|1|3|1|NA|NA|NA|NA
570|2382|NA|1|1|1|NA|NA|NA|NA
571|2382|NA|1|7|1|NA|NA|NA|NA
8573|9616|1|1|11|1|NA|NA|NA|NA
8574|9616|1|1|4|1|NA|NA|NA|NA
4102|6025|1|1|2|1|NA|NA|NA|NA
4103|6022|NA|1|2|1|NA|NA|NA|NA
576|2385|NA|1|1|1|NA|NA|NA|NA
577|2386|1|1|1|1|NA|NA|NA|NA
578|2387|1|1|1|1|NA|NA|NA|NA
579|2388|1|1|1|1|NA|NA|NA|NA
8602|9674|2|1|1|1|NA|NA|NA|NA
581|2390|NA|1|1|1|NA|NA|NA|NA
582|2390|NA|1|7|1|NA|NA|NA|NA
583|2391|1|1|1|1|NA|NA|NA|NA
584|2391|1|1|7|1|NA|NA|NA|NA
585|2392|1|1|1|1|NA|NA|NA|NA
586|2392|1|1|7|1|NA|NA|NA|NA
587|2393|1|1|1|1|NA|NA|NA|NA
588|2393|1|1|7|1|NA|NA|NA|NA
589|2394|1|1|1|1|NA|NA|NA|NA
590|2394|1|1|7|1|NA|NA|NA|NA
3425|5347|1|1|2|1|NA|NA|NA|NA
3426|5348|1|1|2|1|NA|NA|NA|NA
593|2396|1|1|1|1|NA|NA|NA|NA
594|2396|1|1|7|1|NA|NA|NA|NA
595|2397|1|1|1|1|NA|NA|NA|NA
596|2397|1|1|7|1|NA|NA|NA|NA
8629|9602|2|1|12|1|NA|NA|NA|NA
1515|2524|1|1|2|1|NA|NA|NA|NA
599|2399|1|1|1|1|NA|NA|NA|NA
600|2399|1|1|7|1|NA|NA|NA|NA
601|2400|1|1|1|1|NA|NA|NA|NA
602|2400|1|1|7|1|NA|NA|NA|NA
1520|2529|2|1|2|1|NA|NA|NA|NA
1525|3014|NA|1|5|1|NA|NA|NA|NA
1530|3019|2|1|5|1|NA|NA|NA|NA
1535|3024|NA|1|5|1|NA|NA|NA|NA
8657|9611|2|1|7|1|NA|NA|NA|NA
1540|3028|NA|1|5|1|NA|NA|NA|NA
1545|3033|2|1|13|1|NA|NA|NA|NA
3427|5349|1|1|2|1|NA|NA|NA|NA
613|1996|2|1|7|1|NA|NA|NA|NA
614|1997|2|1|7|1|NA|NA|NA|NA
616|2141|1|1|4|1|NA|NA|NA|NA
617|2142|1|1|4|1|NA|NA|NA|NA
618|2143|1|1|4|1|NA|NA|NA|NA
619|2144|1|1|4|1|NA|NA|NA|NA
620|2160|2|1|4|1|NA|NA|NA|NA
621|2161|2|1|4|1|NA|NA|NA|NA
1554|3041|1|1|4|1|NA|NA|NA|NA
623|2163|2|1|4|1|NA|NA|NA|NA
4622|3388|NA|1|1|1|NA|NA|NA|NA
625|2194|1|1|4|1|NA|NA|NA|NA
2053|3394|NA|1|14|1|NA|NA|NA|NA
1557|3043|1|1|4|1|NA|NA|NA|NA
2058|3399|NA|1|10|1|NA|NA|NA|NA
712|2539|1|1|1|1|NA|NA|NA|NA
2063|3411|2|1|4|1|NA|NA|NA|NA
4623|6424|NA|1|2|1|NA|NA|NA|NA
4624|6424|NA|1|14|1|NA|NA|NA|NA
3428|5350|2|1|2|1|NA|NA|NA|NA
713|2540|1|1|1|1|NA|NA|NA|NA
3429|5351|2|1|2|1|NA|NA|NA|NA
3430|5352|2|1|2|1|NA|NA|NA|NA
3431|5353|2|1|2|1|NA|NA|NA|NA
3432|5354|2|1|2|1|NA|NA|NA|NA
714|2541|1|1|1|1|NA|NA|NA|NA
3433|5355|2|1|2|1|NA|NA|NA|NA
3434|5356|2|1|2|1|NA|NA|NA|NA
1265|2910|2|1|9|1|NA|NA|NA|NA
643|2482|NA|1|9|1|NA|NA|NA|NA
3435|5357|2|1|2|1|NA|NA|NA|NA
2114|3459|NA|1|13|1|NA|NA|NA|NA
2119|3464|NA|1|13|1|NA|NA|NA|NA
2124|3469|NA|1|11|1|NA|NA|NA|NA
2129|3479|NA|1|12|1|NA|NA|NA|NA
1566|3049|1|1|4|1|NA|NA|NA|NA
1569|3052|1|1|4|1|NA|NA|NA|NA
2134|3485|NA|1|3|1|NA|NA|NA|NA
1572|3055|1|1|4|1|NA|NA|NA|NA
1574|3057|NA|1|11|1|NA|NA|NA|NA
656|2493|NA|1|6|1|NA|NA|NA|NA
657|2494|2|1|6|1|NA|NA|NA|NA
658|2495|2|1|6|1|NA|NA|NA|NA
659|2496|2|1|6|1|NA|NA|NA|NA
1578|3061|1|1|11|1|NA|NA|NA|NA
1580|3063|1|1|11|1|NA|NA|NA|NA
662|2497|2|1|6|1|NA|NA|NA|NA
1582|3065|1|1|11|1|NA|NA|NA|NA
664|2499|NA|1|2|1|NA|NA|NA|NA
719|2544|1|1|1|1|NA|NA|NA|NA
667|2501|2|1|2|1|NA|NA|NA|NA
668|2502|NA|1|2|1|NA|NA|NA|NA
720|2544|1|1|7|1|NA|NA|NA|NA
670|2503|NA|1|2|1|NA|NA|NA|NA
721|2543|1|1|1|1|NA|NA|NA|NA
722|2542|1|1|1|1|NA|NA|NA|NA
2138|3453|1|1|4|1|NA|NA|NA|NA
2142|3449|2|1|4|1|NA|NA|NA|NA
1586|3069|NA|1|11|1|NA|NA|NA|NA
1588|3071|NA|1|11|1|NA|NA|NA|NA
1301|2868|NA|1|3|1|NA|NA|NA|NA
2146|3445|1|1|4|1|NA|NA|NA|NA
1309|2860|1|1|3|1|NA|NA|NA|NA
1311|2858|NA|1|3|1|NA|NA|NA|NA
2150|3440|1|1|4|1|NA|NA|NA|NA
1592|3075|1|1|11|1|NA|NA|NA|NA
1319|2851|NA|1|9|1|NA|NA|NA|NA
1594|3077|1|1|11|1|NA|NA|NA|NA
3437|5358|2|1|2|1|NA|NA|NA|NA
2154|3436|2|1|4|1|NA|NA|NA|NA
3438|5226|NA|1|3|1|NA|NA|NA|NA
3439|5363|NA|1|8|1|NA|NA|NA|NA
3440|5363|NA|1|10|1|NA|NA|NA|NA
2158|3430|2|1|4|1|NA|NA|NA|NA
4625|6425|NA|1|2|1|NA|NA|NA|NA
727|2546|1|1|1|1|NA|NA|NA|NA
728|2546|1|1|7|1|NA|NA|NA|NA
729|2547|1|1|1|1|NA|NA|NA|NA
730|2547|1|1|7|1|NA|NA|NA|NA
731|2548|1|1|1|1|NA|NA|NA|NA
732|2548|1|1|7|1|NA|NA|NA|NA
733|2549|1|1|1|1|NA|NA|NA|NA
734|2549|1|1|7|1|NA|NA|NA|NA
2165|3510|NA|1|5|1|NA|NA|NA|NA
4104|6007|NA|1|2|1|NA|NA|NA|NA
3443|5364|NA|1|8|1|NA|NA|NA|NA
3444|5364|NA|1|10|1|NA|NA|NA|NA
1334|2941|NA|1|9|1|NA|NA|NA|NA
1335|2940|NA|1|9|1|NA|NA|NA|NA
1336|2939|NA|1|9|1|NA|NA|NA|NA
4105|6029|NA|1|4|1|NA|NA|NA|NA
1338|2937|NA|1|9|1|NA|NA|NA|NA
4106|6003|NA|1|2|1|NA|NA|NA|NA
1596|3079|1|1|11|1|NA|NA|NA|NA
1341|2935|NA|1|9|1|NA|NA|NA|NA
1342|2934|NA|1|9|1|NA|NA|NA|NA
1598|3081|1|1|11|1|NA|NA|NA|NA
3445|5365|2|1|8|1|NA|NA|NA|NA
756|2569|1|1|1|1|NA|NA|NA|NA
757|2569|1|1|7|1|NA|NA|NA|NA
758|2570|NA|1|11|1|NA|NA|NA|NA
761|2573|NA|1|11|1|NA|NA|NA|NA
2210|3745|1|1|7|1|NA|NA|NA|NA
1481|2982|NA|1|2|1|NA|NA|NA|NA
2215|3752|2|1|7|1|NA|NA|NA|NA
1263|2912|NA|1|9|1|NA|NA|NA|NA
1971|3137|1|1|4|1|NA|NA|NA|NA
1496|3006|NA|1|14|1|NA|NA|NA|NA
1977|2990|2|1|2|1|NA|NA|NA|NA
775|2584|1|1|11|1|NA|NA|NA|NA
776|2585|NA|1|11|1|NA|NA|NA|NA
777|2586|NA|1|11|1|NA|NA|NA|NA
4107|5999|NA|1|2|1|NA|NA|NA|NA
779|2588|NA|1|11|1|NA|NA|NA|NA
4626|6425|NA|1|14|1|NA|NA|NA|NA
4627|6426|NA|1|2|1|NA|NA|NA|NA
4628|6426|NA|1|14|1|NA|NA|NA|NA
4629|6427|1|1|2|1|NA|NA|NA|NA
4630|6427|1|1|14|1|NA|NA|NA|NA
785|2594|NA|1|6|1|NA|NA|NA|NA
786|2595|NA|1|6|1|NA|NA|NA|NA
787|2596|NA|1|6|1|NA|NA|NA|NA
788|2598|1|1|6|1|NA|NA|NA|NA
789|2599|1|1|6|1|NA|NA|NA|NA
790|2600|1|1|6|1|NA|NA|NA|NA
792|2601|NA|1|6|1|NA|NA|NA|NA
793|2602|1|1|6|1|NA|NA|NA|NA
794|2603|1|1|6|1|NA|NA|NA|NA
795|2604|1|1|6|1|NA|NA|NA|NA
796|2605|1|1|6|1|NA|NA|NA|NA
797|2606|1|1|6|1|NA|NA|NA|NA
798|2607|1|1|6|1|NA|NA|NA|NA
799|2608|1|1|6|1|NA|NA|NA|NA
800|2609|1|1|6|1|NA|NA|NA|NA
801|2610|1|1|6|1|NA|NA|NA|NA
802|2611|1|1|6|1|NA|NA|NA|NA
803|2612|1|1|6|1|NA|NA|NA|NA
804|2613|2|1|6|1|NA|NA|NA|NA
805|2614|2|1|6|1|NA|NA|NA|NA
806|2615|2|1|6|1|NA|NA|NA|NA
807|2616|2|1|6|1|NA|NA|NA|NA
808|2617|1|1|6|1|NA|NA|NA|NA
1511|2530|2|1|2|1|NA|NA|NA|NA
4631|6428|1|1|2|1|NA|NA|NA|NA
811|2619|1|1|6|1|NA|NA|NA|NA
812|2620|1|1|6|1|NA|NA|NA|NA
813|2621|1|1|6|1|NA|NA|NA|NA
814|2622|1|1|6|1|NA|NA|NA|NA
815|2623|2|1|6|1|NA|NA|NA|NA
1516|2525|1|1|2|1|NA|NA|NA|NA
1521|3010|NA|1|5|1|NA|NA|NA|NA
1526|3015|2|1|5|1|NA|NA|NA|NA
1531|3020|2|1|5|1|NA|NA|NA|NA
1989|3317|NA|1|7|1|NA|NA|NA|NA
1995|3154|1|1|4|1|NA|NA|NA|NA
1299|2873|1|1|3|1|NA|NA|NA|NA
2001|3000|2|1|2|1|NA|NA|NA|NA
4632|6428|1|1|14|1|NA|NA|NA|NA
1536|3025|1|1|5|1|NA|NA|NA|NA
1541|3029|NA|1|13|1|NA|NA|NA|NA
1546|3034|2|1|13|1|NA|NA|NA|NA
1551|3038|2|1|13|1|NA|NA|NA|NA
1555|3040|NA|1|4|1|NA|NA|NA|NA
2011|2948|NA|1|9|1|NA|NA|NA|NA
1561|3046|1|1|4|1|NA|NA|NA|NA
2016|3183|1|1|7|1|NA|NA|NA|NA
836|2642|NA|1|6|1|NA|NA|NA|NA
837|2643|NA|1|6|1|NA|NA|NA|NA
838|2644|2|1|6|1|NA|NA|NA|NA
839|2645|2|1|6|1|NA|NA|NA|NA
1567|3050|1|1|4|1|NA|NA|NA|NA
841|2647|NA|1|6|1|NA|NA|NA|NA
842|2648|NA|1|7|1|NA|NA|NA|NA
1570|3053|NA|1|4|1|NA|NA|NA|NA
844|2650|1|1|7|1|NA|NA|NA|NA
845|2651|1|1|7|1|NA|NA|NA|NA
846|2652|1|1|7|1|NA|NA|NA|NA
847|2653|1|1|7|1|NA|NA|NA|NA
848|2654|1|1|7|1|NA|NA|NA|NA
2021|3214|NA|1|5|1|NA|NA|NA|NA
850|2656|1|1|7|1|NA|NA|NA|NA
2026|3209|1|1|1|1|NA|NA|NA|NA
2031|3205|2|1|1|1|NA|NA|NA|NA
853|2658|NA|1|7|1|NA|NA|NA|NA
854|2659|2|1|7|1|NA|NA|NA|NA
855|2660|NA|1|7|1|NA|NA|NA|NA
856|2661|2|1|7|1|NA|NA|NA|NA
857|2662|2|1|7|1|NA|NA|NA|NA
858|2663|2|1|7|1|NA|NA|NA|NA
859|2664|2|1|7|1|NA|NA|NA|NA
860|2665|2|1|7|1|NA|NA|NA|NA
861|2666|NA|1|10|1|NA|NA|NA|NA
862|2667|NA|1|10|1|NA|NA|NA|NA
8658|9615|1|1|11|1|NA|NA|NA|NA
8659|9615|1|1|4|1|NA|NA|NA|NA
8694|9722|2|1|7|1|NA|NA|NA|NA
2036|3201|NA|1|1|1|NA|NA|NA|NA
2041|3385|1|1|3|1|NA|NA|NA|NA
2049|3390|1|1|1|1|NA|NA|NA|NA
2064|3412|2|1|4|1|NA|NA|NA|NA
4633|6429|1|1|2|1|NA|NA|NA|NA
2220|3760|NA|1|7|1|NA|NA|NA|NA
875|2675|2|1|10|1|NA|NA|NA|NA
876|2676|2|1|10|1|NA|NA|NA|NA
877|2677|2|1|10|1|NA|NA|NA|NA
3446|5365|2|1|10|1|NA|NA|NA|NA
879|2679|2|1|10|1|NA|NA|NA|NA
880|2678|2|1|10|1|NA|NA|NA|NA
3447|5366|2|1|8|1|NA|NA|NA|NA
882|2680|2|1|10|1|NA|NA|NA|NA
3448|5366|2|1|10|1|NA|NA|NA|NA
2095|3444|1|1|4|1|NA|NA|NA|NA
3449|5367|2|1|8|1|NA|NA|NA|NA
3450|5367|2|1|10|1|NA|NA|NA|NA
888|2681|2|1|10|1|NA|NA|NA|NA
889|2682|2|1|10|1|NA|NA|NA|NA
890|2683|2|1|10|1|NA|NA|NA|NA
891|2684|2|1|10|1|NA|NA|NA|NA
892|2685|2|1|10|1|NA|NA|NA|NA
2115|3460|NA|1|13|1|NA|NA|NA|NA
2120|3465|2|1|13|1|NA|NA|NA|NA
895|2687|NA|1|10|1|NA|NA|NA|NA
896|2686|NA|1|10|1|NA|NA|NA|NA
897|2688|NA|1|10|1|NA|NA|NA|NA
898|2689|NA|1|10|1|NA|NA|NA|NA
899|2649|1|1|7|1|NA|NA|NA|NA
2125|3470|NA|1|11|1|NA|NA|NA|NA
901|2674|2|1|10|1|NA|NA|NA|NA
902|2673|NA|1|10|1|NA|NA|NA|NA
903|2672|NA|1|10|1|NA|NA|NA|NA
2130|3480|NA|1|12|1|NA|NA|NA|NA
905|2583|1|1|11|1|NA|NA|NA|NA
906|2582|1|1|11|1|NA|NA|NA|NA
907|2580|1|1|11|1|NA|NA|NA|NA
908|2579|1|1|11|1|NA|NA|NA|NA
909|2581|1|1|11|1|NA|NA|NA|NA
910|2578|1|1|11|1|NA|NA|NA|NA
911|2577|1|1|11|1|NA|NA|NA|NA
912|2576|NA|1|11|1|NA|NA|NA|NA
913|2575|1|1|11|1|NA|NA|NA|NA
914|2719|NA|1|6|1|NA|NA|NA|NA
915|2574|1|1|11|1|NA|NA|NA|NA
916|2572|NA|1|11|1|NA|NA|NA|NA
917|2571|NA|1|11|1|NA|NA|NA|NA
2135|3486|NA|1|14|1|NA|NA|NA|NA
2139|3452|1|1|4|1|NA|NA|NA|NA
2143|3448|2|1|4|1|NA|NA|NA|NA
2147|3443|1|1|4|1|NA|NA|NA|NA
2151|3439|1|1|4|1|NA|NA|NA|NA
2155|3435|2|1|4|1|NA|NA|NA|NA
4634|6429|1|1|14|1|NA|NA|NA|NA
4635|6430|1|1|2|1|NA|NA|NA|NA
927|2558|2|1|10|1|NA|NA|NA|NA
928|2720|NA|1|6|1|NA|NA|NA|NA
940|2520|2|1|2|1|NA|NA|NA|NA
941|2519|1|1|2|1|NA|NA|NA|NA
942|2518|1|1|2|1|NA|NA|NA|NA
943|2517|1|1|2|1|NA|NA|NA|NA
944|2516|1|1|2|1|NA|NA|NA|NA
945|2515|1|1|2|1|NA|NA|NA|NA
946|2514|1|1|2|1|NA|NA|NA|NA
947|2513|1|1|2|1|NA|NA|NA|NA
948|2512|1|1|2|1|NA|NA|NA|NA
949|2511|1|1|2|1|NA|NA|NA|NA
950|2510|NA|1|2|1|NA|NA|NA|NA
951|2509|1|1|2|1|NA|NA|NA|NA
952|2508|2|1|2|1|NA|NA|NA|NA
953|2507|2|1|2|1|NA|NA|NA|NA
954|2506|NA|1|2|1|NA|NA|NA|NA
968|2730|NA|1|6|1|NA|NA|NA|NA
970|2728|NA|1|6|1|NA|NA|NA|NA
972|2732|NA|1|6|1|NA|NA|NA|NA
974|2736|NA|1|6|1|NA|NA|NA|NA
975|2737|NA|1|6|1|NA|NA|NA|NA
