id|cuatrienio_id|comision_id|congresista_id|cargo_legislativo_id_comision|fecha_inicio|fecha_fin|activo|usercreated|usermodifed|created_at|updated_at
226|1|9|1695|NA|20-07-1998|19-07-2002|1|NA|NA|17-01-2010 17:29|17-03-2010 21:00
227|1|9|2060|NA|20-07-1998|19-07-2002|1|NA|NA|17-01-2010 17:29|17-03-2010 21:00
228|1|9|2308|NA|20-07-1998|19-07-2002|1|NA|NA|17-01-2010 17:29|17-03-2010 21:00
229|1|12|203|NA|20-07-1998|31-12-2001|1|NA|NA|17-01-2010 17:29|19-09-2011 16:04
230|1|12|651|NA|20-07-1998|31-12-2001|1|NA|NA|17-01-2010 17:29|19-09-2011 16:04
231|1|4|197|NA|10-08-1999|10-11-1999|1|NA|NA|17-01-2010 17:29|14-09-2011 19:41
232|1|7|168|NA|20-07-1998|19-07-2002|1|NA|NA|17-01-2010 17:29|17-03-2010 21:00
233|1|10|171|NA|09-09-1999|12-12-1999|1|NA|NA|17-01-2010 17:29|01-12-2010 19:08
234|1|12|157|NA|31-07-2000|30-10-2000|1|NA|NA|17-01-2010 17:29|19-09-2011 16:07
235|1|10|174|NA|01-01-1999|30-06-1999|1|NA|NA|17-01-2010 17:29|19-09-2011 18:26
236|1|11|1193|NA|20-07-1998|19-07-2002|1|NA|NA|17-01-2010 17:29|17-03-2010 21:00
237|1|11|1709|NA|20-07-1998|19-07-2002|1|NA|NA|17-01-2010 17:29|17-03-2010 21:00
238|1|11|210|NA|20-07-1998|19-07-2002|1|NA|NA|17-01-2010 17:29|17-03-2010 21:00
239|1|11|2280|NA|20-07-1998|19-07-2002|1|NA|NA|17-01-2010 17:29|17-03-2010 21:00
240|1|13|155|NA|20-07-1998|19-07-2002|1|NA|NA|17-01-2010 17:29|17-03-2010 21:00
241|1|13|1207|NA|20-07-1998|19-07-2002|1|NA|NA|17-01-2010 17:29|17-03-2010 21:00
242|1|7|217|NA|20-07-1998|19-07-2002|1|NA|NA|17-01-2010 17:29|17-03-2010 21:00
243|1|7|1220|NA|20-07-1998|19-07-2002|1|NA|NA|17-01-2010 17:29|17-03-2010 21:00
244|1|7|654|NA|20-07-1998|19-07-2002|1|NA|NA|17-01-2010 17:29|17-03-2010 21:00
245|4|10|1316|NA|20-07-2002|19-07-2006|1|NA|NA|29-01-2010 22:23|17-03-2010 21:00
