id,control_politico_id,congresista_id,activo,usercreated,usermodifed,created_at,updated_at
62310,1416,1497,1,NA,NA,NA,NA
62311,1416,1501,1,NA,NA,NA,NA
62312,1416,602,1,NA,NA,NA,NA
62313,1416,1293,1,NA,NA,NA,NA
62314,1416,1679,1,NA,NA,NA,NA
62315,1416,1687,1,NA,NA,NA,NA
62316,1416,745,1,NA,NA,NA,NA
62317,1416,217,1,NA,NA,NA,NA
62318,1416,1351,1,NA,NA,NA,NA
62319,1416,765,1,NA,NA,NA,NA
62320,1416,793,1,NA,NA,NA,NA
62321,1416,1416,1,NA,NA,NA,NA
62322,1416,1430,1,NA,NA,NA,NA
62323,1416,546,1,NA,NA,NA,NA
62324,1416,1720,1,NA,NA,NA,NA
62325,1416,1237,1,NA,NA,NA,NA
62326,1416,1238,1,NA,NA,NA,NA
62327,121,1584,1,NA,NA,NA,NA
62334,1250,602,1,NA,NA,NA,NA
62335,1250,1679,1,NA,NA,NA,NA
62336,1250,766,1,NA,NA,NA,NA
62380,74,841,1,NA,NA,NA,NA
62381,74,602,1,NA,NA,NA,NA
62382,74,1679,1,NA,NA,NA,NA
62383,74,766,1,NA,NA,NA,NA
62394,1277,1143,1,NA,NA,NA,NA
62395,1277,1198,1,NA,NA,NA,NA
62396,1277,1469,1,NA,NA,NA,NA
62397,1277,1193,1,NA,NA,NA,NA
62398,1277,1563,1,NA,NA,NA,NA
62399,1277,1514,1,NA,NA,NA,NA
62400,1277,1455,1,NA,NA,NA,NA
62401,1277,155,1,NA,NA,NA,NA
62402,1277,1238,1,NA,NA,NA,NA
62403,1277,1426,1,NA,NA,NA,NA
62404,339,1143,1,NA,NA,NA,NA
62405,339,1198,1,NA,NA,NA,NA
62406,339,1469,1,NA,NA,NA,NA
62407,339,1193,1,NA,NA,NA,NA
62408,339,1563,1,NA,NA,NA,NA
62409,339,1514,1,NA,NA,NA,NA
62410,339,1455,1,NA,NA,NA,NA
62411,339,155,1,NA,NA,NA,NA
62412,339,1238,1,NA,NA,NA,NA
62413,339,1426,1,NA,NA,NA,NA
62415,1254,1585,1,NA,NA,NA,NA
62420,1409,1595,1,NA,NA,NA,NA
62432,1420,1763,1,NA,NA,NA,NA
62433,1421,1638,1,NA,NA,NA,NA
62435,1400,1734,1,NA,NA,NA,NA
62436,1400,1635,1,NA,NA,NA,NA
62437,1400,1841,1,NA,NA,NA,NA
62438,1400,1573,1,NA,NA,NA,NA
62443,1367,217,1,NA,NA,NA,NA
62444,1367,1416,1,NA,NA,NA,NA
62445,1367,1430,1,NA,NA,NA,NA
62446,1367,1351,1,NA,NA,NA,NA
62448,1399,1490,1,NA,NA,NA,NA
62452,1402,590,1,NA,NA,NA,NA
62455,1412,590,1,NA,NA,NA,NA
62470,1423,1343,1,NA,NA,NA,NA
62471,1423,1679,1,NA,NA,NA,NA
62472,1423,590,1,NA,NA,NA,NA
62473,1423,217,1,NA,NA,NA,NA
62474,1423,1303,1,NA,NA,NA,NA
62475,1423,1351,1,NA,NA,NA,NA
62476,1423,1752,1,NA,NA,NA,NA
62477,1423,1416,1,NA,NA,NA,NA
62478,1423,1430,1,NA,NA,NA,NA
62479,1423,1238,1,NA,NA,NA,NA
62480,9,1430,1,NA,NA,NA,NA
62481,1419,1343,1,NA,NA,NA,NA
62482,1419,1430,1,NA,NA,NA,NA
62489,102,590,1,NA,NA,NA,NA
62490,102,1343,1,NA,NA,NA,NA
62491,102,1430,1,NA,NA,NA,NA
62492,176,1343,1,NA,NA,NA,NA
62493,176,623,1,NA,NA,NA,NA
62494,176,1468,1,NA,NA,NA,NA
62495,176,1293,1,NA,NA,NA,NA
62496,176,590,1,NA,NA,NA,NA
62497,176,1416,1,NA,NA,NA,NA
62498,176,1430,1,NA,NA,NA,NA
62499,176,1238,1,NA,NA,NA,NA
62500,204,1343,1,NA,NA,NA,NA
62501,204,1679,1,NA,NA,NA,NA
62502,204,623,1,NA,NA,NA,NA
62503,204,1351,1,NA,NA,NA,NA
62504,204,1752,1,NA,NA,NA,NA
62505,204,1430,1,NA,NA,NA,NA
62506,225,1430,1,NA,NA,NA,NA
62508,315,217,1,NA,NA,NA,NA
62509,389,1430,1,NA,NA,NA,NA
62510,283,1430,1,NA,NA,NA,NA
62511,442,623,1,NA,NA,NA,NA
62512,745,1679,1,NA,NA,NA,NA
62513,831,714,1,NA,NA,NA,NA
62514,1406,1343,1,NA,NA,NA,NA
62515,1406,623,1,NA,NA,NA,NA
62516,1406,1468,1,NA,NA,NA,NA
62517,1406,1430,1,NA,NA,NA,NA
62518,1406,1416,1,NA,NA,NA,NA
62519,1406,1293,1,NA,NA,NA,NA
62520,1406,1238,1,NA,NA,NA,NA
62521,1424,1343,1,NA,NA,NA,NA
62522,1424,623,1,NA,NA,NA,NA
62523,1424,1468,1,NA,NA,NA,NA
62524,1424,590,1,NA,NA,NA,NA
62525,1424,1416,1,NA,NA,NA,NA
62526,1424,1293,1,NA,NA,NA,NA
62527,1424,1238,1,NA,NA,NA,NA
62531,1426,1401,1,NA,NA,NA,NA
62532,1426,772,1,NA,NA,NA,NA
62533,449,1473,1,NA,NA,NA,NA
62534,449,732,1,NA,NA,NA,NA
62535,449,633,1,NA,NA,NA,NA
62536,449,1757,1,NA,NA,NA,NA
62537,449,1387,1,NA,NA,NA,NA
62538,245,728,1,NA,NA,NA,NA
62539,245,1387,1,NA,NA,NA,NA
62540,245,633,1,NA,NA,NA,NA
62541,245,1788,1,NA,NA,NA,NA
62542,245,1757,1,NA,NA,NA,NA
62543,245,1608,1,NA,NA,NA,NA
62544,245,732,1,NA,NA,NA,NA
62545,245,72,1,NA,NA,NA,NA
62546,245,1217,1,NA,NA,NA,NA
62547,245,1641,1,NA,NA,NA,NA
62548,245,1762,1,NA,NA,NA,NA
62549,245,1421,1,NA,NA,NA,NA
62550,245,1584,1,NA,NA,NA,NA
62551,245,1470,1,NA,NA,NA,NA
62552,245,1844,1,NA,NA,NA,NA
62553,245,1473,1,NA,NA,NA,NA
62554,245,1429,1,NA,NA,NA,NA
62555,245,1460,1,NA,NA,NA,NA
62556,1429,767,1,NA,NA,NA,NA
62557,116,238,1,NA,NA,NA,NA
62558,116,1469,1,NA,NA,NA,NA
62578,76,1563,1,NA,NA,NA,NA
62579,359,1641,1,NA,NA,NA,NA
62580,359,1460,1,NA,NA,NA,NA
62581,359,1387,1,NA,NA,NA,NA
62600,1431,726,1,NA,NA,NA,NA
62727,1430,1782,1,NA,NA,NA,NA
62728,1430,1569,1,NA,NA,NA,NA
62729,1430,1736,1,NA,NA,NA,NA
62730,1430,1635,1,NA,NA,NA,NA
62731,1430,1816,1,NA,NA,NA,NA
62732,1430,1761,1,NA,NA,NA,NA
62733,1430,1734,1,NA,NA,NA,NA
62734,1430,1826,1,NA,NA,NA,NA
62735,1430,1573,1,NA,NA,NA,NA
62789,298,1800,1,NA,NA,NA,NA
62802,1433,1244,1,NA,NA,NA,NA
62803,1433,1118,1,NA,NA,NA,NA
62804,1433,1331,1,NA,NA,NA,NA
62805,1433,1446,1,NA,NA,NA,NA
62806,1433,1316,1,NA,NA,NA,NA
62807,1433,963,1,NA,NA,NA,NA
62808,1433,1637,1,NA,NA,NA,NA
62810,1436,1252,1,NA,NA,NA,NA
62813,1438,1316,1,NA,NA,NA,NA
62814,1440,1637,1,NA,NA,NA,NA
62815,1440,1612,1,NA,NA,NA,NA
62816,1440,1374,1,NA,NA,NA,NA
62817,1441,1395,1,NA,NA,NA,NA
62818,1442,434,1,NA,NA,NA,NA
62822,1443,1637,1,NA,NA,NA,NA
62823,1443,1363,1,NA,NA,NA,NA
62824,1443,631,1,NA,NA,NA,NA
62827,1281,1822,1,NA,NA,NA,NA
62828,1281,15,1,NA,NA,NA,NA
62829,1281,876,1,NA,NA,NA,NA
62830,1346,992,1,NA,NA,NA,NA
62831,1346,978,1,NA,NA,NA,NA
62832,1346,876,1,NA,NA,NA,NA
62834,1435,1331,1,NA,NA,NA,NA
62845,1347,267,1,NA,NA,NA,NA
62846,1347,1198,1,NA,NA,NA,NA
62847,1347,1469,1,NA,NA,NA,NA
62848,1347,793,1,NA,NA,NA,NA
62849,1347,1515,1,NA,NA,NA,NA
62850,1347,1426,1,NA,NA,NA,NA
62853,1377,267,1,NA,NA,NA,NA
62854,1377,1469,1,NA,NA,NA,NA
62861,1378,267,1,NA,NA,NA,NA
62862,1378,1198,1,NA,NA,NA,NA
62863,1378,1469,1,NA,NA,NA,NA
62864,1378,793,1,NA,NA,NA,NA
62865,1378,1515,1,NA,NA,NA,NA
62866,1378,1426,1,NA,NA,NA,NA
62867,1379,1920,1,NA,NA,NA,NA
62868,1379,1198,1,NA,NA,NA,NA
62869,1379,1469,1,NA,NA,NA,NA
62870,1379,1515,1,NA,NA,NA,NA
62871,1379,1104,1,NA,NA,NA,NA
62872,1379,1426,1,NA,NA,NA,NA
62875,1444,1469,1,NA,NA,NA,NA
62877,1445,1198,1,NA,NA,NA,NA
62879,1446,765,1,NA,NA,NA,NA
62881,1447,615,1,NA,NA,NA,NA
62882,1448,1206,1,NA,NA,NA,NA
62883,1448,1157,1,NA,NA,NA,NA
62892,1449,1452,1,NA,NA,NA,NA
62893,1449,1514,1,NA,NA,NA,NA
62894,1449,1334,1,NA,NA,NA,NA
62895,1449,701,1,NA,NA,NA,NA
62896,1450,1718,1,NA,NA,NA,NA
62897,1451,1452,1,NA,NA,NA,NA
62898,1451,1710,1,NA,NA,NA,NA
62899,1451,1428,1,NA,NA,NA,NA
62900,1452,1452,1,NA,NA,NA,NA
62901,1452,1710,1,NA,NA,NA,NA
62902,1452,1428,1,NA,NA,NA,NA
62903,1453,1452,1,NA,NA,NA,NA
62904,1453,1710,1,NA,NA,NA,NA
62905,1453,1428,1,NA,NA,NA,NA
62906,1454,1452,1,NA,NA,NA,NA
62907,1454,1710,1,NA,NA,NA,NA
62908,1454,1428,1,NA,NA,NA,NA
62912,1455,1452,1,NA,NA,NA,NA
62913,1455,1710,1,NA,NA,NA,NA
62914,1455,1428,1,NA,NA,NA,NA
62915,1457,1452,1,NA,NA,NA,NA
62916,1458,1363,1,NA,NA,NA,NA
62917,1459,1422,1,NA,NA,NA,NA
62918,1459,235,1,NA,NA,NA,NA
62919,1459,1237,1,NA,NA,NA,NA
62920,1459,429,1,NA,NA,NA,NA
62921,1459,1707,1,NA,NA,NA,NA
62922,1460,1422,1,NA,NA,NA,NA
62923,1460,235,1,NA,NA,NA,NA
62924,1460,1237,1,NA,NA,NA,NA
62925,1460,429,1,NA,NA,NA,NA
62926,1460,1707,1,NA,NA,NA,NA
62927,1461,1707,1,NA,NA,NA,NA
62928,1462,235,1,NA,NA,NA,NA
62929,1463,235,1,NA,NA,NA,NA
62930,1464,1430,1,NA,NA,NA,NA
62931,1465,1642,1,NA,NA,NA,NA
62932,1465,1831,1,NA,NA,NA,NA
62933,1465,1622,1,NA,NA,NA,NA
62934,1465,1791,1,NA,NA,NA,NA
62935,1465,1737,1,NA,NA,NA,NA
62936,1465,1643,1,NA,NA,NA,NA
62937,1465,472,1,NA,NA,NA,NA
62938,1465,1828,1,NA,NA,NA,NA
62939,1465,1732,1,NA,NA,NA,NA
62940,1465,1759,1,NA,NA,NA,NA
62941,1465,1932,1,NA,NA,NA,NA
62942,1465,766,1,NA,NA,NA,NA
62943,1466,1798,1,NA,NA,NA,NA
62944,1466,1759,1,NA,NA,NA,NA
62945,1466,1820,1,NA,NA,NA,NA
62947,1467,1796,1,NA,NA,NA,NA
62948,1467,1588,1,NA,NA,NA,NA
62949,317,1104,1,NA,NA,NA,NA
62950,317,1707,1,NA,NA,NA,NA
62959,1469,1468,1,NA,NA,NA,NA
62960,1469,1430,1,NA,NA,NA,NA
62961,1470,1788,1,NA,NA,NA,NA
62962,1471,1430,1,NA,NA,NA,NA
62963,1472,1788,1,NA,NA,NA,NA
62972,1475,1387,1,NA,NA,NA,NA
62973,1476,1387,1,NA,NA,NA,NA
62987,1477,1387,1,NA,NA,NA,NA
62988,1477,1788,1,NA,NA,NA,NA
62989,1477,1608,1,NA,NA,NA,NA
62990,1477,732,1,NA,NA,NA,NA
62991,1477,72,1,NA,NA,NA,NA
62992,1477,1217,1,NA,NA,NA,NA
62993,1477,1641,1,NA,NA,NA,NA
62994,1477,1762,1,NA,NA,NA,NA
62995,1477,1584,1,NA,NA,NA,NA
62996,1477,1844,1,NA,NA,NA,NA
62997,1477,1473,1,NA,NA,NA,NA
62998,1477,1429,1,NA,NA,NA,NA
62999,1477,1460,1,NA,NA,NA,NA
63000,1479,1387,1,NA,NA,NA,NA
63001,1479,1757,1,NA,NA,NA,NA
63002,1479,1608,1,NA,NA,NA,NA
63003,1479,1762,1,NA,NA,NA,NA
63004,1479,1470,1,NA,NA,NA,NA
63005,1479,1473,1,NA,NA,NA,NA
63006,1479,1429,1,NA,NA,NA,NA
63007,1480,1429,1,NA,NA,NA,NA
63008,1481,1387,1,NA,NA,NA,NA
63010,1483,1584,1,NA,NA,NA,NA
63011,1483,1426,1,NA,NA,NA,NA
63029,271,1635,1,NA,NA,NA,NA
63032,1489,1422,1,NA,NA,NA,NA
63033,1489,235,1,NA,NA,NA,NA
63038,1482,1743,1,NA,NA,NA,NA
63039,1484,1584,1,NA,NA,NA,NA
63040,1485,1429,1,NA,NA,NA,NA
63041,1486,1584,1,NA,NA,NA,NA
63042,1487,543,1,NA,NA,NA,NA
63124,1356,1844,1,NA,NA,NA,NA
63125,1356,1932,1,NA,NA,NA,NA
63126,1357,1331,1,NA,NA,NA,NA
63127,1357,1363,1,NA,NA,NA,NA
63128,1358,1637,1,NA,NA,NA,NA
63129,1358,1395,1,NA,NA,NA,NA
63130,1358,1612,1,NA,NA,NA,NA
63131,1359,434,1,NA,NA,NA,NA
63134,1360,1316,1,NA,NA,NA,NA
63135,1361,1316,1,NA,NA,NA,NA
63136,1362,1316,1,NA,NA,NA,NA
63137,1363,1637,1,NA,NA,NA,NA
63138,1363,1612,1,NA,NA,NA,NA
63139,1364,1477,1,NA,NA,NA,NA
63140,404,1563,1,NA,NA,NA,NA
63141,1432,1331,1,NA,NA,NA,NA
63142,1434,1563,1,NA,NA,NA,NA
63144,135,1683,1,NA,NA,NA,NA
63145,135,1701,1,NA,NA,NA,NA
63146,99,726,1,NA,NA,NA,NA
63149,4,774,1,NA,NA,NA,NA
63150,4,1469,1,NA,NA,NA,NA
63156,951,1495,1,NA,NA,NA,NA
63157,366,1422,1,NA,NA,NA,NA
63158,366,1602,1,NA,NA,NA,NA
63160,948,1422,1,NA,NA,NA,NA
63161,948,1480,1,NA,NA,NA,NA
63162,948,1237,1,NA,NA,NA,NA
63163,1501,217,1,NA,NA,NA,NA
63164,1501,714,1,NA,NA,NA,NA
63165,1501,1679,1,NA,NA,NA,NA
63166,1501,623,1,NA,NA,NA,NA
63168,953,1495,1,NA,NA,NA,NA
63175,1503,1563,1,NA,NA,NA,NA
63176,1502,1341,1,NA,NA,NA,NA
63177,361,548,1,NA,NA,NA,NA
63178,361,745,1,NA,NA,NA,NA
63179,1504,623,1,NA,NA,NA,NA
63180,1504,1468,1,NA,NA,NA,NA
63181,1504,1469,1,NA,NA,NA,NA
63182,1504,217,1,NA,NA,NA,NA
63183,1504,590,1,NA,NA,NA,NA
63184,1504,1238,1,NA,NA,NA,NA
63185,1505,2073,1,NA,NA,NA,NA
63186,1505,1427,1,NA,NA,NA,NA
63187,1505,401,1,NA,NA,NA,NA
63188,1506,1639,1,NA,NA,NA,NA
63189,1506,543,1,NA,NA,NA,NA
63190,1507,1637,1,NA,NA,NA,NA
63191,1507,1612,1,NA,NA,NA,NA
63192,1507,1664,1,NA,NA,NA,NA
63203,1509,1639,1,NA,NA,NA,NA
63204,1509,802,1,NA,NA,NA,NA
63221,1512,548,1,NA,NA,NA,NA
63222,1512,1711,1,NA,NA,NA,NA
63223,1514,548,1,NA,NA,NA,NA
63224,1515,1352,1,NA,NA,NA,NA
63236,1517,737,1,NA,NA,NA,NA
63237,1517,1206,1,NA,NA,NA,NA
63238,1516,737,1,NA,NA,NA,NA
63239,1516,1704,1,NA,NA,NA,NA
63240,1516,1179,1,NA,NA,NA,NA
63241,1516,1718,1,NA,NA,NA,NA
63242,1516,1719,1,NA,NA,NA,NA
63243,1516,1501,1,NA,NA,NA,NA
63244,1516,1595,1,NA,NA,NA,NA
63245,1516,726,1,NA,NA,NA,NA
63246,1516,1236,1,NA,NA,NA,NA
63247,1516,1206,1,NA,NA,NA,NA
63248,1516,859,1,NA,NA,NA,NA
63259,1518,1718,1,NA,NA,NA,NA
63260,1518,1206,1,NA,NA,NA,NA
63267,1520,961,1,NA,NA,NA,NA
63268,1520,15,1,NA,NA,NA,NA
63269,1520,1743,1,NA,NA,NA,NA
63270,1520,1213,1,NA,NA,NA,NA
63271,1520,962,1,NA,NA,NA,NA
63287,1525,1916,1,NA,NA,NA,NA
63288,1525,737,1,NA,NA,NA,NA
63289,1525,1651,1,NA,NA,NA,NA
63290,1525,1675,1,NA,NA,NA,NA
63291,1525,1724,1,NA,NA,NA,NA
63292,1525,1719,1,NA,NA,NA,NA
63293,1525,1691,1,NA,NA,NA,NA
63294,1525,1595,1,NA,NA,NA,NA
63295,1525,1683,1,NA,NA,NA,NA
63296,1525,726,1,NA,NA,NA,NA
63297,1525,1718,1,NA,NA,NA,NA
63298,1525,1701,1,NA,NA,NA,NA
63299,1525,859,1,NA,NA,NA,NA
63300,1327,1916,1,NA,NA,NA,NA
63301,1327,737,1,NA,NA,NA,NA
63302,1327,1651,1,NA,NA,NA,NA
63303,1327,1675,1,NA,NA,NA,NA
63304,1327,1724,1,NA,NA,NA,NA
63305,1327,1719,1,NA,NA,NA,NA
63306,1327,1691,1,NA,NA,NA,NA
63307,1327,1595,1,NA,NA,NA,NA
63308,1327,1683,1,NA,NA,NA,NA
63309,1327,726,1,NA,NA,NA,NA
63310,1327,1718,1,NA,NA,NA,NA
63311,1327,1701,1,NA,NA,NA,NA
63312,1327,859,1,NA,NA,NA,NA
63361,1531,619,1,NA,NA,NA,NA
63362,1531,1215,1,NA,NA,NA,NA
63363,1531,1085,1,NA,NA,NA,NA
63364,1531,1638,1,NA,NA,NA,NA
63365,1532,1016,1,NA,NA,NA,NA
63366,1532,1388,1,NA,NA,NA,NA
63367,1532,1613,1,NA,NA,NA,NA
63368,1532,1215,1,NA,NA,NA,NA
63369,1533,1016,1,NA,NA,NA,NA
63370,1533,1388,1,NA,NA,NA,NA
63371,1533,1613,1,NA,NA,NA,NA
63372,1533,1215,1,NA,NA,NA,NA
63373,1534,1638,1,NA,NA,NA,NA
63374,1535,1477,1,NA,NA,NA,NA
63377,1536,1637,1,NA,NA,NA,NA
63378,1536,1612,1,NA,NA,NA,NA
63379,1536,1664,1,NA,NA,NA,NA
63380,1510,1331,1,NA,NA,NA,NA
63382,1526,434,1,NA,NA,NA,NA
63383,1537,1143,1,NA,NA,NA,NA
63384,1537,1676,1,NA,NA,NA,NA
63385,1537,744,1,NA,NA,NA,NA
63386,1537,1430,1,NA,NA,NA,NA
63387,1537,615,1,NA,NA,NA,NA
63388,1537,1237,1,NA,NA,NA,NA
63389,1538,1811,1,NA,NA,NA,NA
63390,1538,1813,1,NA,NA,NA,NA
63403,1228,1070,1,NA,NA,NA,NA
63404,1228,1811,1,NA,NA,NA,NA
63405,1228,1813,1,NA,NA,NA,NA
63406,1228,1023,1,NA,NA,NA,NA
63407,1228,1443,1,NA,NA,NA,NA
63408,1229,1070,1,NA,NA,NA,NA
63409,1229,1401,1,NA,NA,NA,NA
63410,1229,1967,1,NA,NA,NA,NA
63411,1229,1443,1,NA,NA,NA,NA
63412,1230,1070,1,NA,NA,NA,NA
63413,1230,1811,1,NA,NA,NA,NA
63414,1230,1813,1,NA,NA,NA,NA
63415,1230,1023,1,NA,NA,NA,NA
63416,1230,1443,1,NA,NA,NA,NA
63417,1231,745,1,NA,NA,NA,NA
63418,1231,590,1,NA,NA,NA,NA
63419,1232,1341,1,NA,NA,NA,NA
63420,1233,1341,1,NA,NA,NA,NA
63421,1234,1639,1,NA,NA,NA,NA
63423,1235,1244,1,NA,NA,NA,NA
63424,1235,1264,1,NA,NA,NA,NA
63425,1235,1247,1,NA,NA,NA,NA
63426,1235,1664,1,NA,NA,NA,NA
63427,1235,1467,1,NA,NA,NA,NA
63428,1236,1477,1,NA,NA,NA,NA
63460,1240,1916,1,NA,NA,NA,NA
63461,1240,737,1,NA,NA,NA,NA
63462,1240,1651,1,NA,NA,NA,NA
63463,1240,1675,1,NA,NA,NA,NA
63464,1240,1724,1,NA,NA,NA,NA
63465,1240,1719,1,NA,NA,NA,NA
63466,1240,1691,1,NA,NA,NA,NA
63467,1240,1595,1,NA,NA,NA,NA
63468,1240,1683,1,NA,NA,NA,NA
63469,1240,726,1,NA,NA,NA,NA
63470,1240,1718,1,NA,NA,NA,NA
63471,1240,1701,1,NA,NA,NA,NA
63472,1240,859,1,NA,NA,NA,NA
63477,1242,434,1,NA,NA,NA,NA
63478,1242,1118,1,NA,NA,NA,NA
63482,1037,747,1,NA,NA,NA,NA
63483,1037,616,1,NA,NA,NA,NA
63484,1037,1464,1,NA,NA,NA,NA
63485,994,267,1,NA,NA,NA,NA
63486,1249,267,1,NA,NA,NA,NA
63487,1249,1104,1,NA,NA,NA,NA
63488,1256,1225,1,NA,NA,NA,NA
63489,1256,267,1,NA,NA,NA,NA
63490,1256,1469,1,NA,NA,NA,NA
63491,1256,1920,1,NA,NA,NA,NA
63492,1256,793,1,NA,NA,NA,NA
63493,1256,1493,1,NA,NA,NA,NA
63494,1256,1426,1,NA,NA,NA,NA
63495,1257,1225,1,NA,NA,NA,NA
63496,1257,267,1,NA,NA,NA,NA
63497,1257,1469,1,NA,NA,NA,NA
63498,1257,1920,1,NA,NA,NA,NA
63499,1257,793,1,NA,NA,NA,NA
63500,1257,1493,1,NA,NA,NA,NA
63501,1257,1426,1,NA,NA,NA,NA
63524,1259,1920,1,NA,NA,NA,NA
63529,1260,1076,1,NA,NA,NA,NA
63530,1260,1638,1,NA,NA,NA,NA
63531,1260,743,1,NA,NA,NA,NA
63536,1261,267,1,NA,NA,NA,NA
63537,1262,439,1,NA,NA,NA,NA
63538,1263,439,1,NA,NA,NA,NA
63539,1262,238,1,NA,NA,NA,NA
63540,1263,238,1,NA,NA,NA,NA
63541,1263,1185,1,NA,NA,NA,NA
63542,1262,1185,1,NA,NA,NA,NA
63543,1262,1469,1,NA,NA,NA,NA
63544,1263,1469,1,NA,NA,NA,NA
63549,1264,1185,1,NA,NA,NA,NA
63611,1265,1916,1,NA,NA,NA,NA
63612,1265,737,1,NA,NA,NA,NA
63613,1265,1651,1,NA,NA,NA,NA
63614,1265,1675,1,NA,NA,NA,NA
63615,1265,1724,1,NA,NA,NA,NA
63616,1265,1719,1,NA,NA,NA,NA
63617,1265,1691,1,NA,NA,NA,NA
63618,1265,1595,1,NA,NA,NA,NA
63619,1265,1683,1,NA,NA,NA,NA
63620,1265,726,1,NA,NA,NA,NA
63621,1265,1718,1,NA,NA,NA,NA
63622,1265,1701,1,NA,NA,NA,NA
63623,1265,859,1,NA,NA,NA,NA
63681,1286,235,1,NA,NA,NA,NA
63682,1286,1480,1,NA,NA,NA,NA
63683,1286,155,1,NA,NA,NA,NA
63684,1297,235,1,NA,NA,NA,NA
63685,1241,235,1,NA,NA,NA,NA
63686,1266,235,1,NA,NA,NA,NA
63687,1267,235,1,NA,NA,NA,NA
63688,1267,155,1,NA,NA,NA,NA
63689,1287,235,1,NA,NA,NA,NA
63690,1287,155,1,NA,NA,NA,NA
63691,986,1422,1,NA,NA,NA,NA
63692,986,235,1,NA,NA,NA,NA
63694,1314,1427,1,NA,NA,NA,NA
63724,1238,1811,1,NA,NA,NA,NA
63725,141,961,1,NA,NA,NA,NA
63726,141,791,1,NA,NA,NA,NA
63727,141,1264,1,NA,NA,NA,NA
63728,141,1276,1,NA,NA,NA,NA
63729,142,765,1,NA,NA,NA,NA
63730,142,608,1,NA,NA,NA,NA
63731,142,830,1,NA,NA,NA,NA
63732,143,1452,1,NA,NA,NA,NA
63733,143,765,1,NA,NA,NA,NA
63734,143,608,1,NA,NA,NA,NA
63735,144,1430,1,NA,NA,NA,NA
63736,145,1637,1,NA,NA,NA,NA
63737,146,1128,1,NA,NA,NA,NA
63738,146,1413,1,NA,NA,NA,NA
63739,146,1260,1,NA,NA,NA,NA
63740,147,1101,1,NA,NA,NA,NA
63741,147,623,1,NA,NA,NA,NA
63742,147,1468,1,NA,NA,NA,NA
63743,147,217,1,NA,NA,NA,NA
63744,147,1351,1,NA,NA,NA,NA
63745,147,714,1,NA,NA,NA,NA
63746,147,1430,1,NA,NA,NA,NA
63747,147,1238,1,NA,NA,NA,NA
63748,148,1101,1,NA,NA,NA,NA
63749,148,623,1,NA,NA,NA,NA
63750,148,1468,1,NA,NA,NA,NA
63751,148,217,1,NA,NA,NA,NA
63752,148,1351,1,NA,NA,NA,NA
63753,148,714,1,NA,NA,NA,NA
63754,148,1430,1,NA,NA,NA,NA
63755,148,1238,1,NA,NA,NA,NA
63757,149,419,1,NA,NA,NA,NA
63758,150,1568,1,NA,NA,NA,NA
63759,151,1752,1,NA,NA,NA,NA
63760,185,15,1,NA,NA,NA,NA
63761,186,1679,1,NA,NA,NA,NA
63764,188,590,1,NA,NA,NA,NA
63765,189,1354,1,NA,NA,NA,NA
63766,190,623,1,NA,NA,NA,NA
63771,215,1716,1,NA,NA,NA,NA
63772,215,714,1,NA,NA,NA,NA
63773,216,1694,1,NA,NA,NA,NA
63776,299,1637,1,NA,NA,NA,NA
63790,340,619,1,NA,NA,NA,NA
63791,340,1464,1,NA,NA,NA,NA
63792,340,743,1,NA,NA,NA,NA
63793,341,633,1,NA,NA,NA,NA
63794,341,1429,1,NA,NA,NA,NA
63795,342,983,1,NA,NA,NA,NA
63796,344,714,1,NA,NA,NA,NA
63797,344,1430,1,NA,NA,NA,NA
63798,344,590,1,NA,NA,NA,NA
63799,345,623,1,NA,NA,NA,NA
63800,345,1351,1,NA,NA,NA,NA
63801,345,1468,1,NA,NA,NA,NA
63802,345,217,1,NA,NA,NA,NA
63803,345,1099,1,NA,NA,NA,NA
63804,345,590,1,NA,NA,NA,NA
63805,345,1416,1,NA,NA,NA,NA
63806,345,1430,1,NA,NA,NA,NA
63807,345,1238,1,NA,NA,NA,NA
63808,346,1565,1,NA,NA,NA,NA
63809,346,1613,1,NA,NA,NA,NA
63819,348,1813,1,NA,NA,NA,NA
63820,348,1841,1,NA,NA,NA,NA
63821,348,1761,1,NA,NA,NA,NA
63872,302,1407,1,NA,NA,NA,NA
63910,303,1565,1,NA,NA,NA,NA
63911,303,1613,1,NA,NA,NA,NA
63912,403,1016,1,NA,NA,NA,NA
63913,403,1126,1,NA,NA,NA,NA
63914,403,1464,1,NA,NA,NA,NA
63915,983,619,1,NA,NA,NA,NA
63916,983,1016,1,NA,NA,NA,NA
63917,983,1215,1,NA,NA,NA,NA
63918,983,1638,1,NA,NA,NA,NA
63919,984,1388,1,NA,NA,NA,NA
63924,985,619,1,NA,NA,NA,NA
63925,985,1016,1,NA,NA,NA,NA
63926,985,1215,1,NA,NA,NA,NA
63927,985,1638,1,NA,NA,NA,NA
63964,1456,1734,1,NA,NA,NA,NA
63965,1456,1623,1,NA,NA,NA,NA
63966,1456,1723,1,NA,NA,NA,NA
63967,1456,1722,1,NA,NA,NA,NA
63968,1456,1622,1,NA,NA,NA,NA
63969,1490,1790,1,NA,NA,NA,NA
63970,1490,1771,1,NA,NA,NA,NA
63971,1490,1762,1,NA,NA,NA,NA
63972,1491,1716,1,NA,NA,NA,NA
63973,1491,714,1,NA,NA,NA,NA
63975,1492,726,1,NA,NA,NA,NA
