id|agenda_legislativa_actividad_id|cuatrienio_id|legislatura_id|tipo_control_politico_id|estado_control_politico_id|titulo|fecha|tema_principal_id|tema_secundario_id|plenaria|tags|detalles|gacetas|numero_proposicion|activo|usercreated|usermodifed|created_at|updated_at
1517|24744|6|15|1|NA|Debatir las razones por las cuáles ha fracasado la política de vivienda a nivel nacional.|19/08/2008|125|138|FALSE|vivienda|NA|NA|09-ago|NA|NA|NA|NA|NA
1518|24748|6|NA|1|NA|"Debate sobre los sistemas de Transporte Masivo de las Ciudades de Cali ""MIO""; y Bucaramanga ""METROLÍNEA""."|NA|100|NA|FALSE|transporte, sistema masivo de transporte, metrolínea, mio, metrocali|NA|NA|08-ago|NA|NA|NA|NA|NA
1519|24807|6|NA|3|NA|"Foro sobre el proyecto de ley No. 179/11 de cámara o 218/11 de Senado ""Por el cual se expide el Plan Nacional de Desarrollo 2010-2014""."|NA|97|133|FALSE|NA|NA|NA|NA|NA|NA|NA|NA|NA
1520|24771|2|15|1|NA|Continuación del debate para auditar el cierre del presupuesto del año fiscal 2008|25/03/2009|133|41|FALSE|auditar, auditoria, año fiscal 2008.|NA|NA|85/09, 87/09, 89/09|NA|NA|NA|NA|NA
1521|26032|6|17|1|NA|Con el propósito de debatir sobre el estado financiero del antiguo Instituto Seguro  Social.|13/04/2011|10|133|FALSE|Salud, pensiones, Instituto de Seguridad Social, ISS|NA|NA|66/11|NA|NA|NA|NA|NA
1522|26111|6|NA|1|NA|Discutir sobre las acciones del gobierno respecto del alto precio de la gasolina, las subastas de energía en el país, el estado de cada uno de estos contratos relacionados con la Agencia Nacional de Hidrocarburos.|NA|56|41|FALSE|minas, energía, ANH.|NA|NA|13-nov|NA|NA|NA|NA|NA
1523|24702|6|NA|3|NA|"Foro sobre el Proyecto de Ley No. 179/11 de Cámara o 218/11 de Senado ""Por el cual se expide el Plan Nacional de Desarrollo 2010-2014"""|NA|97|133|FALSE|Plan Nacional de Desarrollo.|NA|NA|NA|NA|NA|NA|NA|NA
1524|24703|6|NA|3|NA|"Foro sobre el Proyecto de Ley No. 179/11 de cámara o 218/11 de Senado ""Por el cual se expide el Plan Nacional de Desarrollo 2010-2014"""|NA|97|133|FALSE|Plan Nacional de Desarrollo.|NA|NA|NA|NA|NA|NA|NA|NA
1525|24788|6|17|1|NA|Con el objetivo de discutir el Plan Nacional de Desarrollo y el Presupuesto Nacional en cada uno de los sectores citados.|28/07/2010|97|133|FALSE|presupuesto, plan nacional de desarrollo|NA|NA|02-oct|NA|NA|NA|NA|NA
1526|24873|2|15|1|NA|Debate de Control Político sobre  el impacto en materia de Bienestar que ha tenido el Programa Familias en Acción sobre población vulnerable en el País durante la presente administración|29/07/2008|116|138|FALSE|Bienestar. Familias en Acción|NA|NA|04-ago|NA|NA|NA|NA|NA
1527|24617|6|NA|3|NA|"Debatir con los ministros citados los alcances y perspectivas de sus respectivas carteras en el marco del Proyecto de Ley No. 179/10 Cámara ""Por el cual se expide el Plan Nacional de Desarrollo"""|NA|97|133|FALSE|Plan Nacional de Desarrollo.|NA|NA|NA|NA|NA|NA|NA|NA
1528|24761|6|NA|1|NA|Con el propósito de presentar el informe sobre las circunstancias actuales bajo las cuales se desarrollo el paro de camioneros.|NA|100|41|FALSE|paro, camioneros, paro de camioneros, transporte|NA|NA|NA|NA|NA|NA|NA|NA
1529|24488|6|NA|3|NA|"Discutir sobre el Proyecto de Ley No. 179/11 de Cámara ""Por el cual se expide el Plan Nacional de Desarrollo 2010-2014"", de conformidad con el artículo 4 de ley 3a. de 1992"|NA|97|133|FALSE|NA|NA|NA|NA|NA|NA|NA|NA|NA
1530|24810|6|NA|3|NA|"Foro sobre el proyecto de ley No. 179/11 de cámara o 218/11 de Senado ""Por el cual se expide el Plan Nacional de Desarrollo 2010-2014""."|NA|97|133|FALSE|Plan Nacional de Desarrollo.|NA|NA|NA|NA|NA|NA|NA|NA
1531|24827|2|NA|2|NA|"Discutir sobre el proyecto de ley no. 334/08 de Cámara ""Por la cual  se modifica la ley 685 de 2001, código de minas"""|NA|56|NA|FALSE|minas, energía.|NA|NA|009 y 030, legislatura 2008-2009.|NA|NA|NA|NA|NA
1532|24841|2|NA|1|NA|Discutir, analizar y evaluar, entre otros, los temas relacionados con la política del gobierno nacional en cuenta a la fijación y regulación de los precios de los combustibles, incluido lo referido a las tarifas del gas vehicular y domiciliario, así como la evaluación del contrato con la empresa Glencor sobre la construcción de la refinería de Cartagena.|NA|56|NA|FALSE|Glencor, Cartagena, gas.|NA|NA|32, legislatura 2008-2009.|NA|NA|NA|NA|NA
1533|24845|2|NA|1|NA|Discutir los temas relacionados con la política del Gobierno Nacional en cuenta a la fijación y regulación de los precios de los combustibles, incluido lo referido a las tarifas del gas vehicular y domiciliario, así como con la evaluación del contrato con la empresa Glencor sobre la construcción de la refineria de Cartagena.|NA|56|NA|FALSE|energía, gas, combustibles|NA|NA|32, legislatura 2008-2009.|NA|NA|NA|NA|NA
1534|24851|2|NA|1|NA|Discutir las medidas tomadas por la cartera de ambiente y la administración distrital para contrarrestar la contaminación atmosférica ocasionada por las fuentes fijas en las principales ciudades del país, y en especial el distrito Capital.|NA|3|NA|FALSE|Bogotá, contaminación, ambiente.|NA|NA|33|NA|NA|NA|NA|NA
1535|24853|2|14|1|NA|Debate sobre el Impuesto al Matrimonio|08/04/2008|123|134|FALSE|Impuestos, Impuesto al Patrimonio, Defensa, Ministerio de Defensa, Seguridad Nacional|NA|NA|27-ago|NA|NA|NA|NA|NA
1536|24859|2|14|1|NA|Debate sobre la Problemática del Río Bogotá|21/05/2008|3|138|FALSE|Río Bogotá, Bogotá, Medio Ambiente|NA|NA|34/08|NA|NA|NA|NA|NA
1537|24874|2|NA|1|NA|Debate acerca de la Definición diferendo limítrofe Antioquia- Choco- Bajira y los demás diferendos existentes en el país.|NA|5|NA|FALSE|limitrofe, diferendos del pais|NA|NA|NA|NA|NA|NA|NA|NA
1538|24884|2|15|1|NA|"Discutir los alcances del proyecto de ley no. 125/08 Cámara ""Por el cual se prohíbe el cobro indebido por redondeo telefónico a los usuarios del servicio y se dictan otras disposiciones"""|18/03/2009|38|NA|FALSE|servicios públicos, teléfonos.|NA|NA|19|NA|NA|NA|NA|NA
1539|26414|6|NA|1|NA|Discutir sobre las acciones del gobierno respecto del alto precio de la gasolina, las subastas de energía en el país, el estado de cada uno de estos contratos relacionados con la Agencia Nacional de Hidrocarburos.|NA|56|22|FALSE|Minas, minería, mineros, laboral|NA|NA|NA|NA|NA|NA|NA|NA
1540|19992|6|17|1|NA|Discutir sobre la situación actual del sector salud en el departamento del Chocó.|11/08/2010|10|116|FALSE|Chocó, sector salud, seguridad social, bienestar|<p>en la proposici&oacute;n aditiva se decidi&oacute; retirar por inconducente la citaci&oacute;n de la proposici&oacute;n inicial al Dr.  Enrique Valderrama Jaramillo-Superintendente de Econom&iacute;a Solidaria.</p>|NA|02-oct|NA|NA|NA|NA|NA
1541|35422|6|NA|2|NA|"Debatir sobre  el proyecto de Acto Legislativo N°. 05 de 2012 Senado “Por medio del cual se modifican los artículos 371 y 372 de la Constitución Política” y sobre el proyecto de ley N°. 47  de 2012 Senado “Por medio de la cual se regula la Unión civil entre personas y se dictan otras disposiciones”.
"|NA|41|95|FALSE|Banco de la República, unión civil, proyecto de Acto Legislativo N°. 05 de 2012 Senado, proyecto de ley N°. 47  de 2012 Senado|NA|NA|NA|NA|NA|NA|NA|NA
1542|27592|6|NA|1|NA|Debatir sobre el mandato constitucional de presentar una ley sobre el servicio de televisión pública|NA|53|NA|FALSE|Televisión, televisión pública|<p>La votaci&oacute;n cuenta con una proposici&oacute;n aditiva</p>|NA|01-nov|NA|NA|NA|NA|NA
1543|26281|6|NA|3|NA|"Foro para discutir el proyecto de ley no. 241 de 2011 Senado ""Por la cual se regula la responsabilidad por las infracciones al derecho de autor y los derechos conexos en internet"""|NA|53|NA|FALSE|internet, derecho de autor|NA|NA|NA|NA|NA|NA|NA|NA
1544|26336|2|NA|1|NA|Debatir acerca del suministro de ayudas técnicas en cumplimiento del Convenio Interadministrativo suscrito entre el Ministerio de la Protección Social- Consorcio prosperar y Caprecom|NA|116|138|FALSE|suministro de ayudas técnicas, Convenio Interadministrativo, Ministerio de la Protección Social, Consorcio prosperar, Caprecom|NA|NA|NA|NA|NA|NA|NA|NA
1545|26345|2|NA|1|NA|Debatir acerca de las competencias que ha ejercido el despacho del Ministerio de Ambiente, vivienda y Desarrollo y de la protección social en relación con el manejo de los residuos sólidos hospitalarios y similares.|NA|3|116|FALSE|manejo de residuos solidos|NA|NA|NA|NA|NA|NA|NA|NA
1546|26346|2|NA|1|NA|Responder cuestionario acerca de la relación de los ministerios con el transporte de los residuos hospitalarios y similares|NA|100|10|FALSE|transporte, residuos hospitalarios, competencias|NA|NA|NA|NA|NA|NA|NA|NA
1547|26357|6|17|1|NA|Discutir sobre el contenido del informe de gestión del Banco de la República y las decisiones adaptadas en el mismo.|04/05/2011|41|NA|FALSE|Banco de la República, Junta Directiva Banco de la República|NA|NA|23|NA|NA|NA|NA|NA
1548|26358|6|NA|3|NA|Foro nacional sobre televisión pública|NA|53|NA|FALSE|Televisión, televisión pública|NA|NA|NA|NA|NA|NA|NA|NA
1549|26629|6|NA|1|NA|"Citación a debate para discutir la propuesta de reforma a la ley 30 de educación superior.
"|NA|2|133|FALSE|Educacion, educacion superior|NA|NA|64/11|NA|NA|NA|NA|NA
1550|27533|6|NA|1|NA|Debatir sobre la construcción de la Hidroeléctrica del Quimbo en el centro del Departamento del Huila,|NA|3|8|FALSE|Hidroeléctrica del Quimbo, Quimbo, Huila, EMGESA|NA|NA|08, 17|NA|NA|NA|NA|NA
1551|26955|2|NA|1|NA|Debatir sobre recuperación del río Magdalena y del Macizo Colombiano|NA|3|NA|FALSE|Magdalena, Macizo Colombiano|NA|NA|27-jul|NA|NA|NA|NA|NA
1552|26511|6|NA|1|NA|Citación a debate de control político para discutir sobre el Programa Jóvenes Rurales Emprendedores del Servicio Nacional de Aprendizaje (Sena).|NA|2|22|FALSE|sena, Servicio Nacional de Aprendizaje, Jóvenes Rurales|NA|NA|24-nov|NA|NA|NA|NA|NA
1553|40247|6|NA|1|NA|Debatir sobre la producción de petroleo en Colombia.|NA|56|41|FALSE|petroleo, energía|NA|NA|54, 61|NA|NA|NA|NA|NA
1554|26546|6|NA|2|NA|Audiencia pública sobre el proyecto de acto legislativo 118/10 de Cámara o 11/10 de Senado “Por el cual se deroga el artículo 76 y se modifica el artículo 77 de la Constitución Política de Colombia” (Comisión nacional de Televisión).|NA|53|NA|FALSE|Comisión Nacional de Televisión, CNTV|NA|NA|NA|NA|NA|NA|NA|NA
1555|26415|6|NA|1|NA|Debatir sobre los avances nacionales y regionales en ciencia, tecnología e innovación tras la aplicación de la Ley 1286 de 2009|NA|2|NA|FALSE|educación, ciencia, tecnología, innovación|NA|NA|NA|NA|NA|NA|NA|NA
1556|26553|6|NA|2|NA|Audiencia Pública sobre el proyecto de ley no. 242/11 de Senado “Por la cual se expide el estatuto de registro de instrumentos públicos y se dictan otras disposiciones”|NA|124|62|FALSE|instrumentos públicos, registro|NA|NA|NA|NA|NA|NA|NA|NA
1557|26976|6|17|1|NA|Discutir la Propuesta Regulatoria puesta en conocimiento público a través de la Resolución CREG-143/2010, denominada condición para la prestación del servicio|23/11/2010|38|124|FALSE|Propuesta Regulatoria, Resolución CREG-143/2010, servicios públicos|<p>Proposici&oacute;n aditiva</p>|NA|20-oct|NA|NA|NA|NA|NA
1558|26475|6|NA|2|NA|Audiencia pública sobre el Plan Nacional de Desarrollo, la sostenibilidad fiscal y la reforma a la educación superior.|NA|97|41|FALSE|Plan Nacional de Desarrollo, sostenibilidad fiscal y educación superior.|NA|NA|NA|NA|NA|NA|NA|NA
1559|26476|6|NA|2|NA|"Audiencia pública sobre proyecto de ley 212/11 de Cámara ""Por la cual se dictan normas tendientes a modernizar la organización y el funcionamiento de los municipios"""|NA|5|124|FALSE|ordenamiento territorial, municipios, político-administrativo|NA|NA|NA|NA|NA|NA|NA|NA
1560|26398|6|NA|3|NA|Foro sobre el proyecto de ley no. 107/10 de Cámara “Por la cual se dictan medidas de atención, reparación integral y restitución de tierras a las víctimas de violaciones a los derechos humanos e infracciones al derecho internacional humanitario y se dictan otras disposiciones”|NA|94|28|FALSE|Derechos humanos, DIH|NA|NA|NA|NA|NA|NA|NA|NA
1561|26528|6|17|1|NA|Citación a debate para conocer la posición del gobierno frente al proyecto   de ley  62/10 de Senado (Tratado de Budapest).|05/04/2011|108|NA|FALSE|Budapest, patentes, microorganismos|NA|NA|30-nov|NA|NA|NA|NA|NA
1562|26397|6|NA|3|NA|Discutir sobre el proyecto de ley no.  107/10 de Cámara “Por la cual se dictan medidas de atención, reparación integral y restitución de tierras a las víctimas de violaciones a los derechos humanos e infracciones al derecho internacional humanitario y se dictan otras disposiciones”|NA|94|28|FALSE|Derechos humanos, DIH|NA|NA|NA|NA|NA|NA|NA|NA
1563|26437|6|17|1|NA|Debatir sobre la actual situación del Instituto de Seguros Sociales (ISS).|13/04/2011|10|41|FALSE|Seguro, Seguro Social, Instituto de Seguros Sociales, ISS.|NA|NA|66|NA|NA|NA|NA|NA
1564|27054|2|14|1|NA|Debatir sobre los efectos medio ambientales de la explotación del carbón en la zona norte de Colombia.|11/10/2007|3|56|FALSE|explotación, carbón zona norte|NA|NA|13/07, 15/07|NA|NA|NA|NA|NA
1565|26433|6|NA|1|NA|Citación a debate para discutir las acciones que el gobierno nacional ha realizado o pretende ejecutar para solucionar los múltiples problemas ocasionados por la ola invernal.|NA|128|3|FALSE|gobierno, solucionar, ola invernal, emergencia|NA|NA|NA|NA|NA|NA|NA|NA
1566|27621|6|NA|1|NA|Debatir sobre la construcción de la Hidroeléctrica del Quimbo en el centro del Departamento del Huila,|NA|3|8|TRUE|Hidroeléctrica del Quimbo, Quimbo, Huila, EMGESA|NA|NA|8|NA|NA|NA|NA|NA
1567|27615|6|NA|1|NA|Debatir sobre las inversiones para prevenir y recuperar el departamento de Bolívar luego de la ola invernal|NA|128|3|FALSE|desastres, bolívar, ola invernal|NA|NA|NA|NA|NA|NA|NA|NA
1568|27735|6|NA|3|NA|Discutir sobre la reforma a la justicia|NA|11|122|FALSE|justicia, reforma a la justicia|NA|NA|NA|NA|NA|NA|NA|NA
1569|27748|6|NA|1|NA|Debatir sobre la actual situación del sector cafetero en el país indagando cómo se está protegiendo el ingreso de los caficultores.|NA|8|41|FALSE|sector cafetero, café|NA|NA|NA|NA|NA|NA|NA|NA
1570|26387|6|17|1|NA|Citación a debate para discutir el precio de los combustibles en Colombia.|30/03/2011|56|41|FALSE|combustibles, minas, energía, petróleo.|NA|NA|190/11|NA|NA|NA|NA|NA
1571|26409|6|17|1|NA|Debatir sobre la posición del gobierno en torno al tratado de Budapest.|05/04/2011|108|NA|FALSE|Budapest, patentes, microorganismos|NA|NA|30-nov|NA|NA|NA|NA|NA
1572|26499|6|17|1|NA|Discutir el informe del Banco de la República presentado al Congreso, así como las decisiones adoptadas en el mismo.|04/05/2011|41|NA|FALSE|Banco de la República, Junta Directiva Banco de la República, informe|NA|NA|23-nov|NA|NA|NA|NA|NA
1573|26575|6|17|1|NA|Discutir sobre la situación actual del Fondo de Solidaridad y Garantía (FOSYGA).|04/05/2011|10|63|FALSE|FOSYGA,  Fondo de Solidaridad y Garantía|<p>Proposici&oacute;n aditiva</p>|NA|25-nov|NA|NA|NA|NA|NA
1574|26364|6|NA|1|NA|Debatir sobre la política actual de la minería en Colombia, en especial sobre la minería artesanal, la pequeña minería y el derecho laboral de los mineros en Colombia|NA|56|22|FALSE|Minas, minería, mineros, laboral|NA|NA|18-nov|NA|NA|NA|NA|NA
1575|26532|6|NA|1|NA|Citación a debate para discutir la propuesta de reforma a la ley 30 de educación superior.|NA|2|133|FALSE|educación superior, universidades, ley 30|NA|NA|64/11|NA|NA|NA|NA|NA
1576|26586|6|17|1|NA|Discutir el balance de la Comisión de Regulación en Salud (CRES) desde su conformación.|29/03/2011|10|NA|FALSE|Seguridad social, salud, Cres, Comisión de Regulación en Salud,|NA|NA|23-nov|NA|NA|NA|NA|NA
1577|25807|6|NA|1|NA|Discutir  la investigación, en el caso de violación y asesinato de la mejor Jenny Torres y el asesinato de sus dos hermanos, Yimmy y Jefferson Torres, así del asesinato de la jueza Gloria Gaona|NA|123|11|FALSE|asesinato, jueza Gloria Gaona, responsabilidad del Estado|<p>Proposici&oacute;n aditiva 29 de 2011</p>|NA|28-nov|NA|NA|NA|NA|NA
1578|26625|6|17|1|NA|Continuación de la citación a debate de control político sobre la situación actual del Fondo de Solidaridad y Garantía (FOSYGA).|04/05/2011|10|63|FALSE|FOSYGA,  Fondo de Solidaridad y Garantía|"<div style=""color: #000000; font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 10px; background-image: initial; background-attachment: initial; background-origin: initial; background-clip: initial; background-color: #ffffff; margin: 8px;"">
<p>Proposici&oacute;n aditiva</p>
</div>
<p>&nbsp;</p>"|NA|25/11, 23/11|NA|NA|NA|NA|NA
1579|25848|6|17|1|NA|Debatir sobre la política nacional de cada uno de los sectores citados en lo referente al Plan Nacional de Desarrollo.|28/07/2010|97|133|FALSE|Plan Nacional de Desarrollo, economía|NA|NA|2|NA|NA|NA|NA|NA
1580|26621|6|NA|2|NA|"Audiencia pública sobre el proyecto de ley 210/11 de Cámara ""Por medio de la cual se expide el Código Penitenciario y Carcelario y se dictan otras disposiciones"""|NA|138|122|FALSE|INPEC, Instituto Nacional Penitenciario y Carcelario, Código Penitenciario y Carcelario.|NA|NA|NA|NA|NA|NA|NA|NA
1581|26581|6|NA|1|NA|Citación a debate sobre la situación agropecuaria del gobierno nacional y las medidas adoptadas en materia de tierras.|NA|8|3|FALSE|agrícola, agro. tierras|NA|NA|NA|NA|NA|NA|NA|NA
1582|18393|6|NA|1|NA|Discutir sobre proyectos de infraestructura vial en el territorio colombiano|NA|73|133|FALSE|Ruta del sol, Villavicencio, Invías, Instituto Nacional de Vías, CONPES|<p>Proposici&oacute;n aditiva a la 05/10</p>|NA|05-oct|NA|NA|NA|NA|NA
1583|18562|6|17|1|NA|Debate con el propósito de que se absuelva cuestionario sobre el Servicio de la Televisión Pública en Colombia.|07/09/2010|53|38|FALSE|Televisión Pública, Comisión Nacional de Televisión, Televisión Digital, CNTV, Televisión|<p>A ser transmitido en directo por el Canal Institucional y el Canal Congreso.</p>|NA|14-oct|NA|NA|NA|NA|NA
1584|28773|6|NA|1|NA|Discutir sobre la inequidad en la distribución de los recursos del presupuesto general de la Nación para la Universidad Pública|NA|2|133|FALSE|Presupuesto para la educación pública|NA|NA|NA|NA|NA|NA|NA|NA
1585|27212|2|NA|1|NA|DISCUTIR LA CRÍTICA SITUACION DE LA CARRETERA BOGOTÁ – VILLAVICENCIO Y LAS CONDICIONES DE OPERATIVIDAD DE LAS VIAS ALTERNAS.|NA|73|NA|FALSE|Via al llano, Villavicencio|NA|NA|04-jul|NA|NA|NA|NA|NA
1586|27657|6|NA|1|NA|"Discutir sobre el proyecto de ley no. 206/10 de Senado ""Por medio de la cual se convoca a un referendo constitucional y se somete a consideración del pueblo un proyecto de reforma constitucional"" (Prisión perpetua a violadores de niños)"|NA|95|122|FALSE|violadores, menores, prisión perpertua|NA|NA|NA|NA|NA|NA|NA|NA
1587|26716|6|NA|1|NA|Debatir sobre la problemática de inseguridad en el departamento de Arauca -Aplazado-|NA|123|119|FALSE|Seguridad, Arauca, inseguridad|NA|NA|NA|NA|NA|NA|NA|NA
1588|26675|6|NA|1|NA|Citación a debate para discutir el Decreto Ley de control de los celulares en Colombia|NA|123|53|FALSE|celulares, robo celulares, telecomunicaciones|NA|NA|NA|NA|NA|NA|NA|NA
1589|26720|6|NA|1|NA|Discutir sobre la problemática y soluciones frente a la actual situación del sector agrícola del oriente antioqueño, así como los planes para fomentar el turismo, y las políticas de mitigación de impactos ambientales|NA|8|128|FALSE|desastres, oriente antioqueño, agro, agrícola, flores, floricultores|NA|NA|25-nov|NA|NA|NA|NA|NA
1590|24891|2|15|1|NA|Evaluar, ante la mesa directiva de esta comisión, un informe sobre lo ejecutado del Plan Nacional de Desarrollo actual en los temas que competen a cada uno de los citados.|23/07/2008|97|NA|FALSE|Plan Nacional de Desarrollo, informes de gestión, gestión, ejecución presupuesto.|NA|NA|01-ago|NA|NA|NA|NA|NA
1591|26690|6|17|1|NA|Citación a debate para discutir la responsabilidad económica del gobierno nacional frente a la educación en Colombia.|18/05/2011|2|41|FALSE|educación superior, universidades, ley 30|NA|NA|26-nov|NA|NA|NA|NA|NA
1592|27271|2|NA|1|NA|Debatir sobre Políticas de vivienda de interés social y accesibilidad a ellas|NA|125|10|FALSE|Políticas de vivienda|<p>Las proposiciones No. 03/08 y 04/08</p>|NA|03-ago|NA|NA|NA|NA|NA
1593|20538|2|NA|1|NA|Resultados en materia de inversión en medio ambiente y vivienda social y los impactos del proyecto de ciudadela San José en Manizales - Caldas|NA|3|125|FALSE|Medio Ambiente, Vivienda Social, Proyecto Ciudadela San José, Manizales, Caldas|NA|NA|NA|NA|NA|NA|NA|NA
1594|27267|2|NA|1|NA|Debatir sobre los Convenios Internacionales en Materia Ambiental|NA|3|NA|FALSE|Convenio, convenio internacional|NA|NA|01A/08|NA|NA|NA|NA|NA
1595|27650|6|NA|1|NA|Debatir acerca del lugar de los niños, niñas y adolescentes en la Ley de Victimas|NA|119|95|FALSE|Niños, ley de víctimas|NA|NA|NA|NA|NA|NA|NA|NA
1596|26752|6|NA|2|NA|"Audiencia pública sobre el proyecto de ley 165/10 de Cámara o 08/10 de Senado ""Por medio de la cual se modifica el código penal y se establecen otras disposiciones"" (Discriminación racial)"|NA|120|28|FALSE|minorías, disriminación, afrocolombianos, negros|NA|NA|NA|NA|NA|NA|NA|NA
1597|26545|6|NA|1|NA|Citación a debate para discutir sobre la situación salarial y prestacional de los miembros de la fuerza pública y del personal en retiro.|NA|10|123|FALSE|fuerza pública, salarios, prestaciones|<p>Contiene proposici&oacute;n aditiva n&uacute;mero 207</p>|NA|95/10|NA|NA|NA|NA|NA
1598|26762|6|17|1|NA|Citación a debate de control político para que sea explicado a los miembros de esta comisión el informe presentado por el Banco de la República al Congreso.|04/05/2011|41|NA|FALSE|Banco de la República, Junta Directiva Banco de la República, informe|NA|NA|23-nov|NA|NA|NA|NA|NA
1599|26803|6|17|1|NA|Discutir la problemática invernal del país, indicando acciones, programas, proyectos actividades e inversiones realizadas por cada una de las entidades citadas|23/11/2010|128|3|FALSE|invierno, desastres, calamidades|NA|NA|19-oct|NA|NA|NA|NA|NA
1600|26812|6|NA|1|NA|Continuación de la citación a debate de control político sobre la situación actual del Fondo de Solidaridad y Garantía (FOSYGA).|NA|63|10|FALSE|salud, EPS, seguridad social, corrupción|NA|NA|NA|NA|NA|NA|NA|NA
1601|26852|6|NA|1|NA|Discutir las denuncias que se vienen presentando por las irregularidades en contratación en la Agencia Nacional de Hidrocarburos para la exploración sísmica y geológica|NA|56|63|FALSE|minas, energía, ANH, corrupción|NA|NA|23-nov|NA|NA|NA|NA|NA
1602|27219|6|17|1|NA|Discutir la actual situación de los institutos adscritos al Ministerio de Defensa Nacional, así como sus empresas industriales y comerciales|10/05/2011|123|121|FALSE|seguridad, defensa, empresas industriales y comerciales|NA|NA|42/11|NA|NA|NA|NA|NA
1603|28093|6|NA|3|NA|Invitación para discutir los proyectos de reforma a la justicia|NA|11|122|FALSE|reforma a la justicia, justicia, judicial|NA|NA|01-nov|NA|NA|NA|NA|NA
1604|27629|6|NA|1|NA|Debatir sobre los informes trimestrales de la Comisión Nacional del Servicio Civil, CNSC|NA|124|138|FALSE|informes trimestrales, Comisión Nacional del Servicio Civil, CNSC|NA|NA|NA|NA|NA|NA|NA|NA
1605|27002|6|NA|1|NA|Discutir sobre la emergencia invernal|NA|128|3|FALSE|ola invernal, invierno, emergencia|NA|NA|NA|NA|NA|NA|NA|NA
1606|26806|6|NA|1|NA|Continuación del debate de control político sobre las concesiones que actualmente están en curso o adjudicadas.|NA|73|100|FALSE|concesiones, INCO, Instituto Nacional de Concesiones|NA|NA|11-oct|NA|NA|NA|NA|NA
1607|26873|6|17|1|NA|Debatir sobre las acciones ejecutadas, y la ruta a seguir, para mitigar los efectos de la ola invernal|04/05/2011|128|3|FALSE|invierno, desastres, calamidades|NA|NA|71/11|NA|NA|NA|NA|NA
1608|26848|6|NA|1|NA|Debatir sobre la crisis de la cadena láctea y el reempaquetamiento de leche en polvo|NA|8|22|FALSE|leche, crisis, sector lechero|NA|NA|5|NA|NA|NA|NA|NA
1609|26940|6|17|3|NA|Invitar a la Directora de la Organización Panamericana de la Salud (OPS) en visita que hace al país desde Washington.|25/05/2011|10|NA|FALSE|Organización Panamericana de la Salud, (OPS).|NA|NA|28-nov|NA|NA|NA|NA|NA
1610|26772|6|NA|2|NA|Audiencia pública sobre el proyecto de ley no. 242 de 2011 Senado “Por el cual se expide el estatuto de registro de instrumentos públicos y se dictan otras disposiciones”|NA|124|62|FALSE|instrumentos públicos, registro|NA|NA|NA|NA|NA|NA|NA|NA
1611|24998|2|NA|1|NA|Analizar el monto del presupuesto asignado a los sectores de Minas y Energía y Ambiente, Vivienda y Desarrollo Territorial, dentro del Proyecto de Ley de Presupuesto para la vigencia fiscal del 1 de enero al 31 de diciembre de 2009, indicando también los programas a seguir en esas acrteras y el monto de los mismos|NA|133|97|FALSE|presupuesto, desarrollo territorial, vigencia fiscal|NA|NA|NA|NA|NA|NA|NA|NA
1612|27825|6|NA|1|NA|Debate sobre la situación actual del Sistema General de Seguridad Social en Salud (SGSSS)|NA|10|NA|FALSE|SGSSS, sistema general de seguridad social en salud|NA|NA|80|NA|NA|NA|NA|NA
1613|26798|6|NA|1|NA|Citación a debate sobre la política minera en Colombia, en especial, sobre la minería artesanal, la pequeña minería y el derecho laboral de los mineros.|NA|56|22|FALSE|Minas, minería, mineros, laboral|NA|NA|18-nov|NA|NA|NA|NA|NA
1614|26680|6|NA|1|NA|Citación a debate para discutir el Programa Jóvenes Rurales Emprendedores del Servicio Nacional de Aprendizaje - SENA|NA|2|22|FALSE|sena, Servicio Nacional de Aprendizaje, Jóvenes Rurales|NA|NA|24-nov|NA|NA|NA|NA|NA
1615|26684|6|NA|1|NA|Citación a debate sobre la política actual de la Minería en Colombia, en especial sobre la minería artesanal, la pequeña minería y el derecho laboral de los mineros en Colombia.|NA|56|22|FALSE|Minas, minería, mineros, laboral|NA|NA|18-nov|NA|NA|NA|NA|NA
1616|26663|6|NA|2|NA|Debatir sobre el proyecto de acto legislativo Nº  13/10 de Senado “Por el cual se constituye el Sistema General de Regalías, se modifican los artículos 360 y 361 de la constitución política y se dictan otras disposiciones sobre el Régimen de Regalías y Compensaciones”|NA|41|133|FALSE|Regalías, régimen de regalías, regiones|NA|NA|NA|NA|NA|NA|NA|NA
1617|26900|6|NA|1|NA|Citación a debate para discutir la situación actual de las regalías en Colombia.|NA|41|133|FALSE|Regalías, régimen de regalías, regiones|NA|NA|NA|NA|NA|NA|NA|NA
1618|18101|6|17|1|NA|Debate sobre las iniciativas del gobierno para proteger territorios étnicos|27/07/2010|120|NA|FALSE|desplazamiento, minorías étnicas|NA|NA|03-oct|NA|NA|NA|NA|NA
1619|40260|6|19|1|NA|Debatir sobre la realización de los Juegos Olímpicos Juveniles del 2018 en Colombia.|10/04/2013|67|NA|FALSE|Juegos Olímpicos, Olímpicos 2018|NA|NA|26/13|NA|NA|NA|NA|NA
