id|agenda_legislativa_actividad_id|cuatrienio_id|legislatura_id|tipo_control_politico_id|estado_control_politico_id|titulo|fecha|tema_principal_id|tema_secundario_id|plenaria|tags|detalles|gacetas|numero_proposicion|activo|usercreated|usermodifed|created_at|updated_at
1|120|2|NA|1|NA|Debatir sobre  la injerencia de los factores delincuenciales en los procesos electorales.|NA|101|NA|TRUE|NA|NA|NA|57|NA|NA|NA|NA|NA
2|113|2|NA|1|NA|Debate sobre servicios públicos domiciliarios|NA|38|38|TRUE|servicios públicos|NA|NA|17|NA|NA|NA|NA|NA
3|106|2|NA|1|NA|Debatir sobre la situación del rio Magdalena|NA|3|NA|TRUE|NA|NA|NA|255|NA|NA|NA|NA|NA
4|18738|6|NA|1|NA|Debatir la situación de la minería en Colombia y, especialmente, de la pequeña minería|NA|56|3|FALSE|Minería, pequeña minería, medio ambiente|NA|22-nov|NA|NA|NA|NA|NA|NA
5|23|4|NA|1|NA|Administración del Servicio Exterior de la República.|NA|108|124|TRUE|Servicio Exterior de la República|<p>No se Realizo</p>|NA|17|NA|NA|NA|NA|NA
6|19069|2|NA|2|NA|Por el cual se modifican parcialmente las leyes 785 y 793 de 2002 y se dictan otras disposiciones. (extinción de dominio)|NA|122|122|FALSE|Extinción de dominio|NA|NA|NA|NA|NA|NA|NA|NA
7|19684|6|17|1|NA|Para explicar las políticas de gestión a desarrollar a raíz de la creación de Colpensiones|15/09/2010|10|NA|FALSE|pensiones, colpensiones|NA|NA|16-oct|NA|NA|NA|NA|NA
8|20448|6|NA|3|NA|Discutir los avances de la estrategia empresarial de ECOPETROL.|NA|56|41|FALSE|ECOPETROL, empresa colombiana de petróleos, estrategia empresarial.|NA|NA|NA|NA|NA|NA|NA|NA
9|23639|2|NA|1|NA|Debate sobre resultados de la gestión del Ministerio de Minas en marco de los tratados comerciales internacionales.|NA|56|108|FALSE|TLC, Minas,|NA|NA|NA|NA|NA|NA|NA|NA
10|21|4|NA|1|NA|Situación de empresas de telecomunicaciones.|NA|38|53|TRUE|telecomunicaciones|Se Realizó. A ser transmitida por el Canal Institucional.|NA|53 y aditivas|NA|NA|NA|NA|NA
11|22|4|NA|1|NA|Situación general del Departamento  Archipiélago de San Andrés, Providencia y Santa Catalina.|NA|64|5|TRUE|San Andrés, Providencia, Santa Catalina|Se realizó. A ser transmitido por Canal Institucional|NA|83|NA|NA|NA|NA|NA
12|43|4|NA|1|NA|Sobre el estado actual, los dilemas, retos y oportunidades de las políticas para combatir la pobreza y el desempleo en Colombia.|NA|116|22|TRUE|pobreza, desempleo|NA|NA|1|NA|NA|NA|NA|NA
13|4485|2|NA|1|NA|Discutir la seguridad en las ciudades capitales del país|NA|123|119|FALSE|seguridad|NA|NA|None|NA|NA|NA|NA|NA
14|145|2|NA|1|NA|Evaluación de la política antidrogas del Gobierno Nacional.|NA|10|122|TRUE|antidrogas, drogas|NA|NA|43|NA|NA|NA|NA|NA
15|109|2|NA|1|NA|Situación del Banco de la República, pronósticos macroeconómicos, manejo de la inflación, entre otras.|NA|NA|NA|TRUE|NA|adcionalmente se invitaron a todos los demás miembros de la Junta Directiva del Banco de la República|NA|307|NA|NA|NA|NA|NA
16|94|2|NA|1|NA|Impacto del TLC con Estados Unidos en la economía nacional|NA|NA|NA|TRUE|NA|NA|NA|19|NA|NA|NA|NA|NA
17|93|2|NA|1|NA|Responsabilidad del Presidente de la Republica en el desarrollo de las AUC en Antioquia y el desempeño de las Cooperativas de seguridad Convivir.|NA|NA|NA|TRUE|NA|NA|NA|269|NA|NA|NA|NA|NA
18|98|2|NA|1|NA|Medidas de Orden Público adoptadas en Bogotá con motivo de la visita del presidente de los Estados Unidos.|NA|108|123|TRUE|Presidente Estados Unidos|NA|NA|100|NA|NA|NA|NA|NA
19|91|2|NA|1|NA|Relaciones entre dirigentes políticos y paramilitares|NA|NA|NA|TRUE|NA|NA|NA|264|NA|NA|NA|NA|NA
20|90|2|13|1|NA|Situación de los trasladados de la Ceja a la carcel de Itagüi.|05/12/2006|119|123|TRUE|Ceja, Itagüi|NA|NA|92|NA|NA|NA|NA|NA
21|88|2|NA|1|NA|Alcances del acuerdo logrado con la firma COMMSA|NA|100|NA|TRUE|COMMSA|Aplazado.|NA|97|NA|NA|NA|NA|NA
22|80|2|NA|1|NA|Balance y perspectivas de los resultados agropecuarios|NA|8|NA|TRUE|resultados agropecuarios|NA|NA|120|NA|NA|NA|NA|NA
23|81|2|NA|1|NA|Pronunciamiento del Gobierno Nacional de reestructurar el Instituto de Seguro Social (ISS), con la posibilidad de generar tres nuevas empresas|NA|10|NA|TRUE|ISS|NA|NA|21|NA|NA|NA|NA|NA
24|82|2|NA|1|NA|Cobertura y recursos de sistema nacional de salud|NA|10|NA|TRUE|sistema nacional de salud|NA|NA|17|NA|NA|NA|NA|NA
25|76|2|NA|1|NA|Prácticas restrictivas en la industria del cemento|NA|73|NA|TRUE|cemento|NA|NA|46|NA|NA|NA|NA|NA
26|83|2|NA|1|NA|"Plan de desarrollo ""Hacia un Estado Comunitario 2002-2006"""|NA|NA|NA|TRUE|NA|NA|NA|41|NA|NA|NA|NA|NA
27|84|2|NA|1|NA|Problemática de la supresión y liquidación de las empresas sociales del estado-ESE, creadas por el decreto Ley 1750 de 2003, situación que ha generado la llamada crisis general del Seguro Social|NA|NA|NA|TRUE|NA|NA|NA|24|NA|NA|NA|NA|NA
28|77|2|NA|1|NA|Reestructuración del Instituto del Seguro Social|NA|NA|NA|TRUE|NA|NA|NA|21|NA|NA|NA|NA|NA
29|75|2|NA|1|NA|Cobertura en salud e inversión de recursos.|NA|NA|NA|TRUE|NA|NA|NA|17|NA|NA|NA|NA|NA
30|73|2|NA|1|NA|"Plan de desarrollo ""Hacia un Estado Comunitario 2002- 2006"""|NA|119|NA|TRUE|Hacia un Estado Comunitario|Transmisión por Señal Colombia.|NA|41|NA|NA|NA|NA|NA
31|72|2|NA|1|NA|Convenios realizados con Fonade y recursos de inversión de las vigencias 2004-2005|NA|NA|NA|TRUE|NA|NA|NA|2|NA|NA|NA|NA|NA
32|57|4|NA|1|NA|Informe sobre como el Gobierno Nacional ejerce la inspección, vigilancia y control para que las asociadas y/o compañias petroleras le garanticen a las entidades territoriales la retribución de las compensaciones ambientales, por el impacto social y económico producido por el uso del agua|NA|NA|NA|TRUE|NA|Realizada|NA|221|NA|NA|NA|NA|NA
33|65|4|NA|1|NA|Informe sobre el proceso de paz con las Autodefensas, ELN, FARC y particularmente el acuerdo humanitario.|NA|NA|NA|TRUE|NA|Realizada|NA|146|NA|NA|NA|NA|NA
34|39|4|12|1|NA|Debate sobre la Ley contra la explotacion sexual infantil.|09/08/2005|28|122|FALSE|explotacion sexual infantil|Se Realizó|NA|39|NA|NA|NA|NA|NA
35|16684|4|NA|1|NA|Cuestionario sobre Informe de las Naciones Unidas para los Derechos Humanos sobre posibles irregularidades de la aplicación de la Ley de Justicia y Paz. Investigaciones que se adelantan contra el Exdirector del DAS, Jorge Aurelio Noguera Cotes.|NA|94|123|TRUE|Naciones Unidas para los Derechos Humanos, Ley de Justicia y Paz, LJP, DAS, Jorge Aurelio Noguera Cotes.|NA|NA|202|NA|NA|NA|NA|NA
36|17058|4|NA|1|NA|Seguridad de miembros del Congreso.|NA|123|20|FALSE|Seguridad, congresistas|No se realizó.|NA|NA|NA|NA|NA|NA|NA
37|17262|4|NA|1|NA|Debate sobre los programas, recursos, la gestión y las expectativas de la Administración Postal Nacional-Adopostal.|NA|53|NA|FALSE|Adopostal|No se realizó.|NA|20|NA|NA|NA|NA|NA
38|17747|4|12|1|NA|Discutir sobre  las irregularidades que se vienen presentando en la cancillería.|19/04/2006|108|NA|FALSE|NA|NA|NA|42|NA|NA|NA|NA|NA
39|18057|6|NA|1|NA|Debate sobre los derechos de los partidos de oposición en Colombia y las garantías a éstos por parte del Gobierno Nacional.|NA|130|20|FALSE|oposición, gobierno, coalición|NA|NA|NA|NA|NA|NA|NA|NA
40|27268|2|NA|2|NA|Debatir sobre la Política de vivienda y residuos hospitalarios en el país|NA|125|10|FALSE|residuos hospitalarios, política de vivienda|NA|NA|02-ago|NA|NA|NA|NA|NA
41|24|4|12|1|NA|Situación de empresas de telecomunicaciones.|10/08/2005|38|53|TRUE|telecomunicaciones|<p>No se Realiz&oacute;.</p>|NA|53 y aditivas|NA|NA|NA|NA|NA
42|27589|6|17|1|NA|Debatir sobre el proceso de venta accionaria de la empresa Satena|01/06/2011|100|41|FALSE|Satena, acciones|NA|NA|18-nov|NA|NA|NA|NA|NA
43|56|4|12|1|NA|"Discutir sobre el Proyecto de Ley No.264/04 de Cámara o 25/04 de Senado""Por medio del cual se expide la ley general forestal."""|02/08/2005|3|120|TRUE|ley general forestal, indígenas|<p>realizada con propisici&oacute;n aditiva 114</p>|NA|28|NA|NA|NA|NA|NA
44|40|4|NA|1|NA|Resultado de la visita tripartita de la OIT.|NA|22|120|TRUE|OIT|<p>No se Realizo</p>|NA|172|NA|NA|NA|NA|NA
45|41|4|12|1|NA|Reglamentación del gobierno nacional y en especial del Ministerio de Protección Social respecto a la Ley 972/05 sobre atención del Estado a los enfermos de VIH/SIDA|04/10/2005|10|NA|FALSE|VIH/SIDA, Ministerio de Protección Social|<p>A ser transmitido por el Canal Institucional.</p>|NA|136|NA|NA|NA|NA|NA
46|60|4|12|1|NA|Discutir sobre la situación de los cultivos de arroz frente al TLC|09/08/2005|8|41|TRUE|Arroz, TLC|<p>Se Realiz&oacute;.</p>|NA|50|NA|NA|NA|NA|NA
47|39953|6|19|1|NA|Debatir sobre el Proyecto de Ley No. 177 de 2012 Cámara: Por medio de la cual se crea el Programa Nacional para el Fomento de la Articulación entre la Educación Media, Educación para el Trabajo y el Desarrollo Humano, y Educación Superior, se otorgan subsidios para el desarrollo de la articulación y se dictan otras disposiciones. [Articulación de la educación]|14/05/2013|2|NA|FALSE|educación media, desarrollo humano, educación superior,|NA|NA|58/13|NA|NA|NA|NA|NA
48|14|4|NA|1|NA|Discutir sobre la explotación y transporte de carbón en el departamento del Cesar y el correspondiente pago de impuestos y regalías.|NA|56|134|TRUE|Carbón, Cesár|<p>Se realiz&oacute;.</p>|NA|5|NA|NA|NA|NA|NA
49|42233|6|NA|1|NA|Debatir sobre observaciones acerca de la asignación presupuestal de cada institución, en el proyecto de presupuesto nacional para la vigencia fiscal 2014.|NA|NA|NA|FALSE|Presupuesto General de la Nación, economía, vigencia fiscal 2014|NA|NA|NA|NA|NA|NA|NA|NA
50|18|4|NA|1|NA|Situación de servicios públicos Municipio de López de Micay y situación de centrales eléctricas.|NA|38|56|TRUE|servicios públicos, centrales eléctricas|<p>Se realizo</p>|NA|8|NA|NA|NA|NA|NA
51|15|4|NA|1|NA|Situación de servicios públicos Municipio de López de Micay, situación de centrales eléctricas y venta de electrificadoras en el país.|NA|56|NA|TRUE|López de Micay, centrales eléctricas|<p>Se realiz&oacute;. Transmisi&oacute;n por Se&ntilde;al Colombia.</p>|NA|8  y aditivas|NA|NA|NA|NA|NA
52|41885|6|20|1|NA|Debatir sobre los Proyectos Ordinarios de Leyes Reformatorios al Sistema General de Seguridad Social en Salud (PL 210 DE 2013 Senado y sus Acumulados los PL 051 de 2012Senado y 233 de 2013 Senado).|30/07/2013|10|NA|FALSE|seguridad social, salud.|NA|NA|2|NA|NA|NA|NA|NA
53|26055|6|NA|1|NA|Informar sobre la situación actual de la empresa Grajales y las consecuencias que se han generado en los municipios del norte del Valle del Cauca|NA|8|116|FALSE|Grajales|NA|NA|NA|NA|NA|NA|NA|NA
54|27272|2|NA|1|NA|Debatir sobre los residuos peligrosos en el departamento del Atlántico y distrito de Barranquilla|NA|10|NA|FALSE|Residuos peligros, Atlántico, Barranquilla|<p>Proposiciones 03/07 y 06/07</p>|NA|03-jul|NA|NA|NA|NA|NA
55|16949|4|NA|1|NA|Propuesta del señor Presidente sobre la compra de coca a productores.|NA|123|8|FALSE|Coca|No se realizó.|NA|NA|NA|NA|NA|NA|NA
56|17473|4|NA|1|NA|Debate sobre la reducción de Zonas de Reserva Forestal de los Cerros Orientales de Bogotá.|NA|3|NA|FALSE|Cerros Orientales de Bogotá, Reserva Forestal|NA|NA|45 y aditiva, 42 y 34|NA|NA|NA|NA|NA
57|17092|4|NA|1|NA|Debate sobre las garantías de imparcialidad y transparencia que ofrece el sistema electoral colombiano, de cara a las elecciones del año 2006.|NA|101|NA|FALSE|Transparencia, imparcialidad, sistema electoral, elecciones 2006|NA|NA|NA|NA|NA|NA|NA|NA
58|17275|4|12|1|NA|Para que se absuelva cuestionario relacionado con la venta y privatización de algunas Empresas Electrificadoras Regionales, en especial la Empresa Electrificadora del Meta.|27/07/2005|56|41|FALSE|Empresas Electrificadoras Regionales, Empresa Electrificadora del Meta, privatización|NA|NA|10|NA|NA|NA|NA|NA
59|41699|6|20|1|NA|Debatir sobre el homicidio de unos miembros del Ejército colombiano el pasado 20 de julio y el impacto que estos hechos tienen sobre el proceso de paz.|24/07/2013|119|123|FALSE|ejercito nacional, proceso de paz, conflicto armado|NA|NA|ene-13|NA|NA|NA|NA|NA
60|21129|2|NA|1|NA|Debate sobre el desarrollo de minería de materiales de construcción en la zona del Tunjuelito y demás asuntos afines.|NA|56|123|FALSE|Tunjuelito, Río Tunjuelito, Minería, Materiales de Construcción|NA|NA|05-sep|NA|NA|NA|NA|NA
61|19547|6|17|1|NA|Déficit cuantitativo y cualitativo de vivienda, tanto rural como urbana, en Colombia. Política medioambiental.|31/08/2010|125|138|FALSE|Vivienda y Desarrollo Territorial, Vivienda de interés social,|NA|NA|026/10|NA|NA|NA|NA|NA
62|1211|2|NA|1|NA|"Discutir sobre Proyecto de Ley 43/07 S ""Por la cual se regulan los contratos de adhesión a los sistemas abiertos de tarjetas de pago y la tarifa intercambiaria de intercambio"""|NA|41|NA|FALSE|NA|Todos los citados asistieron.|NA|10|NA|NA|NA|NA|NA
63|18223|2|NA|1|NA|Discusión sobre la resolución No. 08 del 2006|NA|41|NA|FALSE|economía, Banco de la República|NA|NA|NA|NA|NA|NA|NA|NA
64|146|2|NA|1|NA|Debate sobre el l narcotráfico como principal combustible que nutre a las organizaciones criminales|NA|NA|NA|TRUE|NA|NA|NA|9|NA|NA|NA|NA|NA
65|131|2|NA|1|NA|Debate sobre el empleo de datos estadísticos en temas laborales y sobre el impacto que en la generación ha tenido  la reforma laboral|NA|124|22|TRUE|datos estadísticos, empleo, laboral|NA|NA|55|NA|NA|NA|NA|NA
66|16916|2|13|1|NA|Discusión con los Invitados.|25/10/2006|124|NA|FALSE|NA|NA|NA|10|NA|NA|NA|NA|NA
67|18318|6|NA|1|NA|Debatir sobre el aumento del 8% adicional de los educadores vinculados por el Decreto Ley 1278 del 2002. También se debatirá sobre el desarrollo integral de la sexualidad a la educación en Colombia|NA|22|2|FALSE|educación, magisterio, CNSC, Comisión Nacional del Servicio Civil.|<p>Proposici&oacute;n aditiva a la No. 04/10.</p>|NA|04-oct|NA|NA|NA|NA|NA
68|22796|2|NA|1|NA|Debate sobre cambio climático y seguridad alimentaria (Segunda Vez que se cita en esta legislatura)|NA|8|2|TRUE|Cambio Climático, Seguridad Alimentaria|"
Juan Carlos Restrepo Escobar X
Griselda Janeth Restrepo Gallego X
Claudia Yadira Inés Rodríguez de Castellanos X
Jairo de Jesús Tapias Ospina X
Alfonso Valdivieso Sarmiento X
Jorge Enrique Vélez García X"|NA|Proposiciones 133, 219, 390, 402, 133, 20 de 2008|NA|NA|NA|NA|NA
69|7806|2|NA|1|NA|Debatir acerca del Presupuesto del ICBF y sobre la situación actual de los hogares comunitarios.|NA|10|NA|FALSE|presupuesto|Proposición aditiva: 09 de 2007|NA|8|NA|NA|NA|NA|NA
70|18565|6|17|3|NA|Presentación de Coldeportes por parte de su director|11/08/2010|67|NA|FALSE|NA|NA|NA|06-oct|NA|NA|NA|NA|NA
71|18764|2|NA|1|NA|Debate ejecución de interconexión eléctrica: construcción de la Pequeña Central Hidroeléctrica (PCH) de Guapi e interconexión Costa Pacífica|NA|73|56|FALSE|Guapi, Hidroeléctrica, Costa Pacífica|NA|NA|NA|NA|NA|NA|NA|NA
72|18774|6|17|3|NA|Discutir con los miembros del Parlamento Andino y su Presidente|25/09/2010|108|NA|FALSE|Parlamento Andino, integración, región andina|NA|NA|9|NA|NA|NA|NA|NA
73|19070|2|NA|1|NA|Debate sobre problemática de los pueblos Indígenas, especialmente comunidad Awá|NA|28|94|FALSE|Comunidades Indígenas, Indígenas, AWÀ|NA|NA|NA|NA|NA|NA|NA|NA
74|181|2|NA|1|NA|Explicacion de los ministros de  Hacienda y del interior sobre los argumentos fiscales  con los que justificaron su orientación a las bancadas de coalición de gobierno|NA|94|133|TRUE|Víctimas, violencia, presupuesto|NA|NA|0|NA|NA|NA|NA|NA
75|17066|4|NA|1|NA|"Acto Legislativo No.076/05-Cámara-""Por el cual se modifica el inciso primero del Artículo 322 de la Constitución Política, se adiciona un Artículo Transitorio y se derogan unas disposiciones constitucionales."""|NA|20|NA|FALSE|Artículo 322, Constitución Política, 76/05C|NA|NA|NA|NA|NA|NA|NA|NA
76|166|2|NA|1|NA|Debatir sobre la actual situación de la AEROCIVIL: raderes, presupuesto, investigaciones a la empresa Aerosucre, modernización del aeropuerto Eldorado, contrato de concesión del Aerópuerto Rafel Nuñez, de Cartagena|NA|73|NA|TRUE|aerocivil|NA|NA|0|NA|NA|NA|NA|NA
77|152|2|NA|1|NA|Juegos Olímpicos Beijing 2008|NA|NA|NA|TRUE|NA|NA|NA|45|NA|NA|NA|NA|NA
78|163|2|NA|1|NA|Impactos que puedan generar la sustracción de un área de reserva forestal, exploración y explotación en la zona de La Colosa en el municipio de Cajamarca - Tolima.|NA|3|NA|TRUE|reserva forestal, la Colosa, Cajamarca, Tolima|Proposición aditiva: 119 de marzo 31 de 2009|NA|102|NA|NA|NA|NA|NA
79|153|2|NA|1|NA|Piramides|NA|NA|NA|TRUE|NA|NA|NA|0|NA|NA|NA|NA|NA
80|150|2|NA|1|NA|Cuestionario sobre los diferendos límitrofes departamentales y municipales|NA|5|NA|TRUE|ordenamiento territorial|NA|NA|127|NA|NA|NA|NA|NA
81|147|2|NA|1|NA|Empleo: Nuevas plaza, Calidad y Formación|NA|22|NA|TRUE|empleo|NA|NA|15|NA|NA|NA|NA|NA
82|144|2|NA|1|NA|Evaluar la situación de seguridad en la ciudad de Bogotá.|NA|NA|NA|TRUE|NA|Reemplazo: Secretaria de Gobierno Clara López|NA|0|NA|NA|NA|NA|NA
83|142|2|NA|1|NA|Prevención, detección y atención al Cáncer de Cuello Uterino en la población Colombiana.|NA|NA|NA|TRUE|NA|NA|NA|143|NA|NA|NA|NA|NA
84|149|2|NA|1|NA|Polìticas para combatir el Narcotráfico|NA|NA|NA|TRUE|NA|NA|NA|9|NA|NA|NA|NA|NA
85|140|2|NA|1|NA|Efecto de las tasas de interés en el crecimiento económico y análisis tasa de cambio.|NA|NA|NA|TRUE|NA|NA|NA|0|NA|NA|NA|NA|NA
86|129|2|NA|1|NA|Explicar al país y a la corporación el porqué de la recurrencia en el no fenecimiento de las cuentas de la Nación. Igualmente para que informen qué medidas se han estado tomando o se están tomando por el gobierno nacional para evitar esto en el futuro|NA|124|41|TRUE|cuentas de la Nación, gobierno nacional, fenecimiento, no fenecimiento|NA|NA|72|NA|NA|NA|NA|NA
87|130|2|NA|1|NA|Cuestionarios al ICBF, al Ministro de Protección Social, a la Alcaldesa de Cratagena.|NA|NA|NA|TRUE|NA|NA|NA|108|NA|NA|NA|NA|NA
88|148|2|NA|1|NA|Las condiciones de competitividad|NA|NA|NA|TRUE|NA|NA|NA|0|NA|NA|NA|NA|NA
89|17263|4|NA|2|NA|"Audiencia pública sobre el proyecto de Ley No.141/05-Cámara-""Por la cual se modifican unos regímenes especiales y se elimina el impuesto de remesas para estimular la inversión."""|NA|41|134|FALSE|Impuestos, remesas, inversión, 141/05C|NA|NA|NA|NA|NA|NA|NA|NA
90|18070|6|NA|1|NA|Debate sobre el presupuesto asignado al Ministerio de Agricultura, dentro del Proyecto de Ley de Presupuesto General de la Nación para la vigencia fiscal del 1° de enero al 31 de diciembre de 2011, programas y montos.|NA|133|8|FALSE|Presupuesto, Ministerio de Agricultura y Desarrollo Rural, Agro|NA|NA|NA|NA|NA|NA|NA|NA
91|9386|2|NA|1|NA|Debate sobre los desafíos y metas que enfrenta Colombia para lograr la optimización de su economía y el adelanto hacia el horizonte de la internacionalización productiva|NA|41|NA|FALSE|economía, internalización productiva|NA|NA|13|NA|NA|NA|NA|NA
92|18581|2|16|1|NA|Citación con fundamento en la proposición No. 76 presentada por el H. Senador Víctor Velasquez Reyes y aprobada por los demás integrantes de la Comisión en sesión ordinaria realizada el día 18 de mayo de 2010|18/05/2010|94|28|FALSE|NA|NA|NA|76|NA|NA|NA|NA|NA
93|18375|6|17|1|NA|Discutir sobre el sistema de clasificación de usuarios del SISBEN y la depuración del mismo|01/09/2010|116|10|FALSE|SISBEN, DNP, Departamento Nacional de Planeación, Sistema de Identificación de Potenciales beneficiarios de Programas Sociales.|NA|NA|3|NA|NA|NA|NA|NA
94|19501|6|NA|1|NA|Debatir sobre  la situación la situación salarial y prestacional actual de los miembros de la Fuerza Pública y del personal en retiro.|NA|35|22|FALSE|salario, Fuerza Pública, prestaciones sociales.|NA|NA|11-oct|NA|NA|NA|NA|NA
95|20307|2|NA|1|NA|Debate sobre la reestructuración o liquidación de Comcaja|NA|8|138|FALSE|NA|NA|NA|04-sep|NA|NA|NA|NA|NA
96|1416|2|NA|1|NA|Debatir Tratados Internacionales sobre propiedad intelectual y medicamentos. Situación de salud en cárceles.|NA|111|41|FALSE|Propiedad intelectual, TLC, Diálisis, Enfermedades Renales,|NA|NA|1/08, 35/08,|NA|NA|NA|NA|NA
97|25331|6|NA|3|NA|Invitación a funcionarios para discutir los alcances del artículo en el cual se amplía la planta de personal de la Fiscalía General de la Nación, aprobado en el Proyecto de Ley   160/10 de Cámara  o 164/10 de  Senado|NA|138|122|FALSE|código penal, código infancia y adolescencia, fiscalía.|NA|NA|NA|NA|NA|NA|NA|NA
98|19220|2|NA|1|NA|Debatir la situación de las comunidades indígenas y los Tratados de libre comercio que hagan referencia a las comunidades étnicas|NA|120|41|FALSE|Indígenas, TLC, DDHH, DIH|NA|NA|24/2008|NA|NA|NA|NA|NA
99|19097|6|17|1|NA|Discutir sobre la política nacional en los sectores de planeación, transporte, educación, tecnologías de la información, cultura, industria y turismo. De igual forma se discutirá el Plan Nacional de Desarrollo y el Presupuesto Nacional|28/07/2010|41|97|FALSE|planeación, transporte, educación, tecnologías de la información, cultura, industria, turismo|NA|05-nov|02-oct|NA|NA|NA|NA|NA
100|19706|2|16|1|NA|Debate sobre impacto económico - Relaciones internacionales de Colombia con sus Vecinos|04/08/2009|108|41|FALSE|Impacto Económico, relaciones internacionales, países vecinos|NA|NA|005/09|NA|NA|NA|NA|NA
101|20449|2|NA|1|NA|Debate sobre situación de la Nueva EPS|NA|10|138|FALSE|Nueva EPS, Caprecom, Clinicas, Hospitales, Sector Salud|NA|NA|NA|NA|NA|NA|NA|NA
102|23659|2|NA|1|NA|Debate sobre la asistencia a las víctimas de las minas antipersonas.|NA|119|94|FALSE|Minas Antipersonas, Conflicto Armado, Víctimas, Salud Soldados, Salud Policías, Soldados, Policías|NA|NA|10 Y 13 de 2009|NA|NA|NA|NA|NA
103|16919|2|13|1|NA|NA|26/10/2006|97|NA|FALSE|NA|NA|NA|5|NA|NA|NA|NA|NA
104|17452|4|12|1|NA|El comportamiento de los recursos del 4% del impuesto a la telefonía móvil y temas relacionados con el cobro de impuestos a la telefonía móvil.|19/04/2006|53|134|FALSE|Telefonía Móvil, impuestos|Se realizó. A ser transmitido por el Canal Institucional.|NA|192|NA|NA|NA|NA|NA
105|17569|4|11|1|NA|Para que se absuelva cuestionario y cuestionarios aditivos sobre la modificación de la fórmula de calificación aplicable para el Concurso de Esfuerzo Territorial, en los Planes de Vivienda, el estado de algunos Proyectos de Vivienda por cada departamento, el cumplimiento del Plan Nacional de Desarrollo en cuanto a temas de vivienda, los Planes de Gestión Integral de Residuos Sólidos (PGIRS), y el manejo de desechos tóxicos en algunas partes del país, entre otros.|25/05/2005|125|97|FALSE|Concurso de Esfuerzo Territorial, Planes de Vivienda, Plan Nacional de Desarrollo, PGIRS, desechos tóxicos|Se aplazó.|NA|58|NA|NA|NA|NA|NA
106|17511|4|NA|1|NA|Problemática área metropolitana de Bucaramanga: Congestión vehicular, aprovisionamiento de gas natural y seguridad social de taxistas.|NA|100|10|FALSE|Área Metropolitana de Bucaramanga, congestión vehicular, gas natural, taxis, taxistas, transporte público|Se aplazó.|NA|10|NA|NA|NA|NA|NA
107|17952|6|NA|1|NA|Con el objetivo que la junta directiva del Banco de la República rinda su informe semestral ante el Congreso, según lo estipulado en el artículo 5°, de la Ley 31 de 1992.|NA|41|NA|FALSE|NA|NA|NA|NA|NA|NA|NA|NA|NA
108|16943|2|NA|1|NA|Explicación dela inversión en el presupuesto General de la Nación para la vigencia fiscal de 2007.|NA|133|97|FALSE|NA|NA|NA|NA|NA|NA|NA|NA|NA
109|18079|6|NA|1|NA|"Discutir el proyecto de ley 36/10 Cámara - 69/10 Senado “Por la cual se decreta el Presupuesto de Rentas y Recursos de Capital y Ley de apropiaciones para la vigencia fiscal del 1º. de enero al 31 de diciembre de 2011” “Hacia la estabilidad macroeconomica""”"|NA|133|41|FALSE|presupuesto, economía|NA|NA|NA|NA|NA|NA|NA|NA
110|17268|4|NA|1|NA|Para que se absuelva cuestionario sobre los programas, recursos, la gestión y las expectativas de la Administración Postal Nacional-Adopostal.|NA|53|NA|FALSE|Adopostal|Se realizó.|NA|20|NA|NA|NA|NA|NA
111|17453|4|12|1|NA|Para que se explique el alcance del Contrato de Actualización Catastral suscrito por el Instituto Geográfico Agustín Codazzi y el municipio de Duitama.|26/04/2006|124|NA|FALSE|Instituto Geográfico Agustín Codazzi, Duitama, actualización Catastral|Se aplazó.|NA|202|NA|NA|NA|NA|NA
112|9630|2|NA|1|NA|Debate sobre la problemática de la proliferación de biocombustibles y sus efectos sociales y ambientales y la política gubernamental sobre la misma.|NA|56|3|FALSE|Biocombustibles, combustibles, medio ambiente, minas y energía, efectos ambientales|En cumplimiento de la Proposición 16/07 y Aditiva.|NA|None|NA|NA|NA|NA|NA
113|18322|6|NA|1|NA|Debatir sobre el reconocimiento, nacional e internacional, de los derechos de los pueblos indígenas colombianos.|NA|120|94|FALSE|Indígenas, pueblos indígenas, derechos humanos, ONU, Organización de las Naciones Unidas|NA|NA|06-oct|NA|NA|NA|NA|NA
114|18356|6|NA|1|NA|Discutir sobre las irregularidades del contrato 217 de 2007 entre el DAS - Departamento Administrativo de Seguridad y la firma Phoenix Worldwide Industries (Plataforma Móviles de Intelegencia y Vigilancia).|NA|138|53|FALSE|DAS,  contrato|NA|NA|03-oct|NA|NA|NA|NA|NA
115|19636|6|NA|2|NA|"Audiencia Proyecto de Ley 73/2010 ""Por medio de la cual se modifica la ley 181 de 1995 y se dictan otras disposiciones, en relación con el Deporte Nacional"""|NA|67|NA|FALSE|Deporte,|NA|NA|NA|NA|NA|NA|NA|NA
116|19241|2|NA|1|NA|"Debatir sobre el impacto que puede generar la sustracción de un área de reserva forestal, exploración y explotación de la zona de la Colosa en el municipio de Cajamarca-Tolima.
Impacto de la represa del Quimbo, en el Hulia"|NA|3|56|FALSE|Minería, La Colosa, Impacto Ecológico, Represa del Quimbo|NA|NA|NA|NA|NA|NA|NA|NA
117|17887|6|NA|1|NA|Debate con el propósito de responder a las preguntas sobre las iniciativas y proyectos para mantener bajo control la economía colombiana|NA|41|108|FALSE|economía, crisis económica, venezuela|NA|NA|1|NA|NA|NA|NA|NA
