id,control_politico_id,persona_id,asistencia_id,tipo_citado,activo,usercreated,usermodifed,created_at,updated_at
2006,4617,16969,NA,1,1,NA,NA,NA,NA
2007,4615,16703,NA,0,1,NA,NA,NA,NA
2008,4615,16895,NA,1,1,NA,NA,NA,NA
2009,4615,16935,NA,0,1,NA,NA,NA,NA
2010,4614,10625,NA,0,1,NA,NA,NA,NA
2011,4614,10626,NA,0,1,NA,NA,NA,NA
2012,4614,14931,NA,1,1,NA,NA,NA,NA
2013,4614,16490,NA,1,1,NA,NA,NA,NA
2014,4614,16703,NA,0,1,NA,NA,NA,NA
2015,4614,14930,NA,1,1,NA,NA,NA,NA
2016,4614,16899,NA,1,1,NA,NA,NA,NA
2017,4614,16916,NA,1,1,NA,NA,NA,NA
2018,4614,16935,NA,0,1,NA,NA,NA,NA
2019,4614,16984,NA,1,1,NA,NA,NA,NA
2020,4614,17031,NA,1,1,NA,NA,NA,NA
2021,4614,15130,NA,1,1,NA,NA,NA,NA
2022,4614,17025,NA,0,1,NA,NA,NA,NA
2023,4613,10625,NA,0,1,NA,NA,NA,NA
2024,4613,10626,NA,0,1,NA,NA,NA,NA
2025,4613,14931,NA,1,1,NA,NA,NA,NA
2026,4613,16490,NA,1,1,NA,NA,NA,NA
2027,4613,16703,NA,0,1,NA,NA,NA,NA
2028,4613,14930,NA,1,1,NA,NA,NA,NA
2029,4613,16899,NA,1,1,NA,NA,NA,NA
2030,4613,16916,NA,1,1,NA,NA,NA,NA
2031,4613,16935,NA,0,1,NA,NA,NA,NA
2032,4613,16984,NA,1,1,NA,NA,NA,NA
2033,4613,17031,NA,1,1,NA,NA,NA,NA
2034,4613,15130,NA,1,1,NA,NA,NA,NA
2035,4613,17025,NA,0,1,NA,NA,NA,NA
2036,4612,16959,1,1,1,NA,NA,NA,NA
2037,4612,16961,1,1,1,NA,NA,NA,NA
2038,4611,10625,NA,0,1,NA,NA,NA,NA
2039,4611,10626,NA,0,1,NA,NA,NA,NA
2040,4611,14931,NA,1,1,NA,NA,NA,NA
2041,4611,16490,NA,1,1,NA,NA,NA,NA
2042,4611,16703,NA,0,1,NA,NA,NA,NA
2043,4611,14930,NA,1,1,NA,NA,NA,NA
2044,4611,16899,NA,1,1,NA,NA,NA,NA
2045,4611,16916,NA,1,1,NA,NA,NA,NA
2046,4611,16935,NA,0,1,NA,NA,NA,NA
2047,4611,16984,NA,1,1,NA,NA,NA,NA
2048,4611,17031,NA,1,1,NA,NA,NA,NA
2049,4611,15130,NA,1,1,NA,NA,NA,NA
2050,4610,10625,NA,0,1,NA,NA,NA,NA
2051,4610,10626,NA,0,1,NA,NA,NA,NA
2052,4610,14659,NA,1,1,NA,NA,NA,NA
2053,4610,16581,NA,1,1,NA,NA,NA,NA
2054,4610,16703,NA,0,1,NA,NA,NA,NA
2055,4610,16888,NA,1,1,NA,NA,NA,NA
2056,4610,16890,NA,1,1,NA,NA,NA,NA
2057,4610,16935,NA,0,1,NA,NA,NA,NA
2058,4610,16981,NA,1,1,NA,NA,NA,NA
2059,4610,17045,NA,1,1,NA,NA,NA,NA
2060,4610,17064,NA,1,1,NA,NA,NA,NA
2061,4610,17025,NA,0,1,NA,NA,NA,NA
2062,4609,16970,NA,1,1,NA,NA,NA,NA
2063,4607,15511,NA,0,1,NA,NA,NA,NA
2064,4607,16532,NA,0,1,NA,NA,NA,NA
2065,4607,16703,NA,0,1,NA,NA,NA,NA
2066,4607,16746,NA,1,1,NA,NA,NA,NA
2067,4607,16838,NA,0,1,NA,NA,NA,NA
2068,4607,16887,NA,1,1,NA,NA,NA,NA
2069,4607,16888,NA,1,1,NA,NA,NA,NA
2070,4607,16894,NA,1,1,NA,NA,NA,NA
2071,4607,16935,NA,0,1,NA,NA,NA,NA
2072,4607,16937,NA,1,1,NA,NA,NA,NA
2073,4607,16989,NA,0,1,NA,NA,NA,NA
2074,4607,17007,NA,0,1,NA,NA,NA,NA
2075,4607,17015,NA,0,1,NA,NA,NA,NA
2076,4607,17016,NA,0,1,NA,NA,NA,NA
2077,4607,17035,NA,0,1,NA,NA,NA,NA
2078,4607,17069,NA,0,1,NA,NA,NA,NA
2079,4607,17070,NA,0,1,NA,NA,NA,NA
2080,4607,17025,NA,0,1,NA,NA,NA,NA
2081,4606,16505,NA,0,1,NA,NA,NA,NA
2082,4606,16530,NA,0,1,NA,NA,NA,NA
2083,4606,16899,NA,0,1,NA,NA,NA,NA
2084,4606,16916,NA,0,1,NA,NA,NA,NA
2085,4605,16912,NA,1,1,NA,NA,NA,NA
2086,4604,16989,1,1,1,NA,NA,NA,NA
2087,4603,15292,1,0,1,NA,NA,NA,NA
2088,4603,16084,NA,0,1,NA,NA,NA,NA
2089,4603,17157,1,0,1,NA,NA,NA,NA
2090,4603,17158,1,0,1,NA,NA,NA,NA
2091,4603,17159,NA,0,1,NA,NA,NA,NA
2092,4603,17160,NA,0,1,NA,NA,NA,NA
2093,4602,17119,1,1,1,NA,NA,NA,NA
2094,4601,16916,1,1,1,NA,NA,NA,NA
2095,4601,17128,1,1,1,NA,NA,NA,NA
2096,4600,17116,1,1,1,NA,NA,NA,NA
2097,4599,15130,1,1,1,NA,NA,NA,NA
2098,4598,16896,1,1,1,NA,NA,NA,NA
2099,4597,17144,1,1,1,NA,NA,NA,NA
2100,4597,17145,1,1,1,NA,NA,NA,NA
2101,4597,17146,1,1,1,NA,NA,NA,NA
2102,4595,16525,NA,1,1,NA,NA,NA,NA
2103,4595,16879,NA,1,1,NA,NA,NA,NA
2104,4595,16893,NA,0,1,NA,NA,NA,NA
2105,4595,16890,NA,1,1,NA,NA,NA,NA
2106,4595,16914,NA,0,1,NA,NA,NA,NA
2107,4595,16931,NA,1,1,NA,NA,NA,NA
2108,4595,16959,NA,0,1,NA,NA,NA,NA
2109,4595,16987,NA,1,1,NA,NA,NA,NA
2110,4595,17021,NA,1,1,NA,NA,NA,NA
2111,4595,17045,NA,0,1,NA,NA,NA,NA
2112,4595,17061,NA,1,1,NA,NA,NA,NA
2113,4595,17062,NA,1,1,NA,NA,NA,NA
2114,4595,17063,NA,0,1,NA,NA,NA,NA
2115,4595,17064,NA,0,1,NA,NA,NA,NA
2116,4595,17052,NA,1,1,NA,NA,NA,NA
2117,4595,15130,NA,1,1,NA,NA,NA,NA
2118,4594,15319,NA,0,1,NA,NA,NA,NA
2119,4594,16160,NA,0,1,NA,NA,NA,NA
2120,4594,16817,NA,0,1,NA,NA,NA,NA
2121,4594,16887,NA,1,1,NA,NA,NA,NA
2122,4594,16962,NA,0,1,NA,NA,NA,NA
2123,4594,17047,NA,0,1,NA,NA,NA,NA
2124,4594,17059,NA,0,1,NA,NA,NA,NA
2125,4594,17060,NA,0,1,NA,NA,NA,NA
2126,4594,15323,NA,0,1,NA,NA,NA,NA
2127,4594,15130,NA,1,1,NA,NA,NA,NA
2128,4593,16893,2,1,1,NA,NA,NA,NA
2129,4593,15130,2,1,1,NA,NA,NA,NA
2130,4592,16530,NA,1,1,NA,NA,NA,NA
2131,4592,16893,NA,1,1,NA,NA,NA,NA
2132,4592,16899,1,1,1,NA,NA,NA,NA
2133,4592,16901,NA,1,1,NA,NA,NA,NA
2134,4592,16902,NA,1,1,NA,NA,NA,NA
2135,4592,16918,NA,1,1,NA,NA,NA,NA
2136,4592,16904,NA,1,1,NA,NA,NA,NA
2137,4592,16983,NA,1,1,NA,NA,NA,NA
2138,4592,17031,NA,1,1,NA,NA,NA,NA
2139,4592,15130,2,1,1,NA,NA,NA,NA
2140,4592,16970,NA,1,1,NA,NA,NA,NA
2141,4592,15206,NA,1,1,NA,NA,NA,NA
2142,4591,16530,NA,1,1,NA,NA,NA,NA
2143,4591,16893,NA,1,1,NA,NA,NA,NA
2144,4591,16901,NA,1,1,NA,NA,NA,NA
2145,4591,16902,1,1,1,NA,NA,NA,NA
2146,4591,16918,1,1,1,NA,NA,NA,NA
2147,4591,16904,1,1,1,NA,NA,NA,NA
2148,4591,16983,1,1,1,NA,NA,NA,NA
2149,4591,17031,NA,1,1,NA,NA,NA,NA
2150,4591,15130,NA,1,1,NA,NA,NA,NA
2151,4591,16970,NA,1,1,NA,NA,NA,NA
2152,4591,15206,NA,1,1,NA,NA,NA,NA
2153,4590,16703,2,0,1,NA,NA,NA,NA
2154,4590,16893,2,1,1,NA,NA,NA,NA
2155,4590,16920,1,1,1,NA,NA,NA,NA
2156,4590,16935,2,0,1,NA,NA,NA,NA
2157,4590,16997,1,1,1,NA,NA,NA,NA
2158,4590,15130,2,1,1,NA,NA,NA,NA
2159,4589,16703,NA,0,1,NA,NA,NA,NA
2160,4589,16893,2,1,1,NA,NA,NA,NA
2161,4589,16935,2,0,1,NA,NA,NA,NA
2162,4589,16993,NA,1,1,NA,NA,NA,NA
2163,4589,17005,NA,1,1,NA,NA,NA,NA
2164,4589,15130,5,1,1,NA,NA,NA,NA
2165,4589,17041,1,1,1,NA,NA,NA,NA
2166,4588,16703,NA,0,1,NA,NA,NA,NA
2167,4588,16893,2,1,1,NA,NA,NA,NA
2168,4588,16895,1,1,1,NA,NA,NA,NA
2169,4588,16935,2,0,1,NA,NA,NA,NA
2170,4588,16996,NA,1,1,NA,NA,NA,NA
2171,4588,17026,1,1,1,NA,NA,NA,NA
2172,4588,17037,1,1,1,NA,NA,NA,NA
2173,4588,17038,NA,1,1,NA,NA,NA,NA
2174,4588,17039,2,1,1,NA,NA,NA,NA
2175,4588,15130,2,1,1,NA,NA,NA,NA
2176,4587,16893,2,1,1,NA,NA,NA,NA
2177,4587,16898,1,1,1,NA,NA,NA,NA
2178,4587,16917,1,1,1,NA,NA,NA,NA
2179,4587,16946,1,1,1,NA,NA,NA,NA
2180,4587,15130,5,1,1,NA,NA,NA,NA
2181,4586,16888,1,1,1,NA,NA,NA,NA
2182,4585,16887,1,1,1,NA,NA,NA,NA
2183,4584,10625,2,0,1,NA,NA,NA,NA
2184,4584,10626,2,0,1,NA,NA,NA,NA
2185,4584,14659,1,1,1,NA,NA,NA,NA
2186,4584,16494,NA,1,1,NA,NA,NA,NA
2187,4584,16703,NA,0,1,NA,NA,NA,NA
2188,4584,16888,2,1,1,NA,NA,NA,NA
2189,4584,16898,1,1,1,NA,NA,NA,NA
2190,4584,16899,1,1,1,NA,NA,NA,NA
2191,4584,16918,1,1,1,NA,NA,NA,NA
2192,4584,16935,NA,0,1,NA,NA,NA,NA
2193,4584,16979,2,1,1,NA,NA,NA,NA
2194,4584,17045,1,1,1,NA,NA,NA,NA
2195,4583,16868,NA,1,1,NA,NA,NA,NA
2196,4583,16897,1,1,1,NA,NA,NA,NA
2197,4583,16955,1,1,1,NA,NA,NA,NA
2198,4582,14659,1,1,1,NA,NA,NA,NA
2199,4582,15130,1,1,1,NA,NA,NA,NA
2200,4581,16565,1,1,1,NA,NA,NA,NA
2201,4580,16893,1,1,1,NA,NA,NA,NA
2202,4580,15130,1,1,1,NA,NA,NA,NA
2203,4579,16896,1,1,1,NA,NA,NA,NA
2204,4579,16899,5,1,1,NA,NA,NA,NA
2205,4578,16887,1,1,1,NA,NA,NA,NA
2206,4578,16890,1,1,1,NA,NA,NA,NA
2207,4577,16897,1,1,1,NA,NA,NA,NA
2208,4577,16898,1,1,1,NA,NA,NA,NA
2209,4576,16581,2,1,1,NA,NA,NA,NA
2210,4576,16887,2,1,1,NA,NA,NA,NA
2211,4576,16893,1,1,1,NA,NA,NA,NA
2212,4576,16937,1,1,1,NA,NA,NA,NA
2213,4576,17034,1,1,1,NA,NA,NA,NA
2214,4576,17035,NA,1,1,NA,NA,NA,NA
2215,4576,17036,1,1,1,NA,NA,NA,NA
2216,4576,15130,2,1,1,NA,NA,NA,NA
2217,4575,16893,2,1,1,NA,NA,NA,NA
2218,4575,15130,1,1,1,NA,NA,NA,NA
2219,4574,16887,5,1,1,NA,NA,NA,NA
2220,4574,16897,NA,1,1,NA,NA,NA,NA
2221,4574,16898,NA,1,1,NA,NA,NA,NA
2222,4574,16890,2,1,1,NA,NA,NA,NA
2223,4573,16893,1,1,1,NA,NA,NA,NA
2224,4573,15130,2,1,1,NA,NA,NA,NA
2225,4572,17034,1,1,1,NA,NA,NA,NA
2226,4571,16886,1,1,1,NA,NA,NA,NA
2227,4571,16887,1,1,1,NA,NA,NA,NA
2228,4571,16894,1,1,1,NA,NA,NA,NA
2229,4570,16530,NA,1,1,NA,NA,NA,NA
2230,4570,16897,2,1,1,NA,NA,NA,NA
2231,4570,16899,1,1,1,NA,NA,NA,NA
2232,4570,16916,NA,1,1,NA,NA,NA,NA
2233,4570,16890,2,1,1,NA,NA,NA,NA
2234,4570,17043,NA,1,1,NA,NA,NA,NA
2235,4569,16703,2,0,1,NA,NA,NA,NA
2236,4569,16886,1,1,1,NA,NA,NA,NA
2237,4569,16894,2,1,1,NA,NA,NA,NA
2238,4569,16899,1,1,1,NA,NA,NA,NA
2239,4569,16935,2,0,1,NA,NA,NA,NA
2240,4569,16943,1,1,1,NA,NA,NA,NA
2241,4569,16993,1,1,1,NA,NA,NA,NA
2242,4569,17005,1,1,1,NA,NA,NA,NA
2243,4568,10625,NA,0,1,NA,NA,NA,NA
2244,4568,10626,NA,0,1,NA,NA,NA,NA
2245,4568,16703,NA,0,1,NA,NA,NA,NA
2246,4568,16893,NA,1,1,NA,NA,NA,NA
2247,4568,16890,NA,1,1,NA,NA,NA,NA
2248,4568,16931,NA,1,1,NA,NA,NA,NA
2249,4568,16981,NA,0,1,NA,NA,NA,NA
2250,4568,16982,NA,0,1,NA,NA,NA,NA
2251,4568,17046,NA,0,1,NA,NA,NA,NA
2252,4568,15130,NA,1,1,NA,NA,NA,NA
2253,4568,17025,NA,0,1,NA,NA,NA,NA
2254,4567,16703,NA,0,1,NA,NA,NA,NA
2255,4567,16898,NA,1,1,NA,NA,NA,NA
2256,4567,16935,NA,0,1,NA,NA,NA,NA
2257,4567,16941,NA,1,1,NA,NA,NA,NA
2258,4567,17044,NA,1,1,NA,NA,NA,NA
2259,4566,16703,NA,0,1,NA,NA,NA,NA
2260,4566,16893,NA,1,1,NA,NA,NA,NA
2261,4566,16898,NA,1,1,NA,NA,NA,NA
2262,4566,16935,NA,0,1,NA,NA,NA,NA
2263,4566,16904,NA,1,1,NA,NA,NA,NA
2264,4566,16945,NA,1,1,NA,NA,NA,NA
2265,4566,17029,NA,1,1,NA,NA,NA,NA
2266,4566,17042,NA,1,1,NA,NA,NA,NA
2267,4566,15130,NA,1,1,NA,NA,NA,NA
2268,4566,16969,NA,1,1,NA,NA,NA,NA
2269,4565,15977,NA,0,1,NA,NA,NA,NA
2270,4565,16703,NA,0,1,NA,NA,NA,NA
2271,4565,14774,NA,1,1,NA,NA,NA,NA
2272,4565,16893,NA,1,1,NA,NA,NA,NA
2273,4565,16935,NA,0,1,NA,NA,NA,NA
2274,4565,16980,NA,0,1,NA,NA,NA,NA
2275,4565,16941,NA,0,1,NA,NA,NA,NA
2276,4565,17014,NA,1,1,NA,NA,NA,NA
2277,4565,17040,NA,1,1,NA,NA,NA,NA
2278,4564,16890,NA,1,1,NA,NA,NA,NA
2279,4563,16703,NA,0,1,NA,NA,NA,NA
2280,4563,16928,NA,0,1,NA,NA,NA,NA
2281,4563,16914,NA,1,1,NA,NA,NA,NA
2282,4563,17021,NA,1,1,NA,NA,NA,NA
2283,4563,17025,NA,0,1,NA,NA,NA,NA
2284,4562,16530,NA,1,1,NA,NA,NA,NA
2285,4562,16893,NA,1,1,NA,NA,NA,NA
2286,4562,16901,NA,1,1,NA,NA,NA,NA
2287,4562,16902,NA,1,1,NA,NA,NA,NA
2288,4562,16918,NA,1,1,NA,NA,NA,NA
2289,4562,16904,NA,1,1,NA,NA,NA,NA
2290,4562,16983,NA,1,1,NA,NA,NA,NA
2291,4562,17031,NA,1,1,NA,NA,NA,NA
2292,4562,15130,NA,1,1,NA,NA,NA,NA
2293,4562,16970,NA,1,1,NA,NA,NA,NA
2294,4562,15206,NA,1,1,NA,NA,NA,NA
2295,4561,16703,NA,0,1,NA,NA,NA,NA
2296,4561,16935,NA,0,1,NA,NA,NA,NA
2297,4561,17030,NA,1,1,NA,NA,NA,NA
2298,4557,10625,NA,1,1,NA,NA,NA,NA
2299,4557,10626,NA,1,1,NA,NA,NA,NA
2300,4557,14741,NA,1,1,NA,NA,NA,NA
2301,4557,16703,NA,1,1,NA,NA,NA,NA
2302,4557,16888,NA,1,1,NA,NA,NA,NA
2303,4557,16912,NA,1,1,NA,NA,NA,NA
2304,4557,16918,NA,1,1,NA,NA,NA,NA
2305,4557,16921,NA,1,1,NA,NA,NA,NA
2306,4557,16890,NA,1,1,NA,NA,NA,NA
2307,4557,16979,NA,1,1,NA,NA,NA,NA
2308,4557,17021,NA,1,1,NA,NA,NA,NA
2309,4557,17072,NA,0,1,NA,NA,NA,NA
2310,4557,17081,NA,0,1,NA,NA,NA,NA
2311,4557,17025,NA,1,1,NA,NA,NA,NA
2312,4556,14659,NA,1,1,NA,NA,NA,NA
2313,4556,14879,2,1,1,NA,NA,NA,NA
2314,4556,16887,2,1,1,NA,NA,NA,NA
2315,4556,16893,NA,1,1,NA,NA,NA,NA
2316,4556,16901,2,1,1,NA,NA,NA,NA
2317,4556,16937,1,1,1,NA,NA,NA,NA
2318,4556,16969,1,1,1,NA,NA,NA,NA
2319,4555,14659,1,1,1,NA,NA,NA,NA
2320,4555,16703,2,0,1,NA,NA,NA,NA
2321,4555,16935,2,0,1,NA,NA,NA,NA
2322,4555,16969,2,1,1,NA,NA,NA,NA
2323,4555,17025,NA,0,1,NA,NA,NA,NA
2324,4554,17107,NA,1,1,NA,NA,NA,NA
2325,4553,14659,1,1,1,NA,NA,NA,NA
2326,4552,16598,NA,1,1,NA,NA,NA,NA
2327,4552,16703,NA,0,1,NA,NA,NA,NA
2328,4552,16897,2,1,1,NA,NA,NA,NA
2329,4552,16934,2,1,1,NA,NA,NA,NA
2330,4552,16935,NA,0,1,NA,NA,NA,NA
2331,4552,16955,NA,1,1,NA,NA,NA,NA
2332,4552,17028,1,1,1,NA,NA,NA,NA
2333,4551,16920,1,1,1,NA,NA,NA,NA
2334,4551,16935,2,0,1,NA,NA,NA,NA
2335,4551,16997,1,1,1,NA,NA,NA,NA
2336,4551,15130,2,1,1,NA,NA,NA,NA
2337,4550,16703,2,0,1,NA,NA,NA,NA
2338,4550,16935,2,0,1,NA,NA,NA,NA
2339,4550,17029,1,1,1,NA,NA,NA,NA
2340,4547,16703,NA,0,1,NA,NA,NA,NA
2341,4547,16888,1,1,1,NA,NA,NA,NA
2342,4547,16890,1,1,1,NA,NA,NA,NA
2343,4547,17025,NA,1,1,NA,NA,NA,NA
2344,4546,16703,NA,0,1,NA,NA,NA,NA
2345,4546,16888,1,1,1,NA,NA,NA,NA
2346,4546,16890,1,1,1,NA,NA,NA,NA
2347,4546,17025,NA,0,1,NA,NA,NA,NA
2348,4543,14879,1,1,1,NA,NA,NA,NA
2349,4543,15130,1,1,1,NA,NA,NA,NA
2350,4542,16935,2,0,1,NA,NA,NA,NA
2351,4542,16937,1,1,1,NA,NA,NA,NA
2352,4541,14659,NA,1,1,NA,NA,NA,NA
2353,4540,16888,1,1,1,NA,NA,NA,NA
2354,4540,16998,1,0,1,NA,NA,NA,NA
2355,4540,16999,1,0,1,NA,NA,NA,NA
2356,4539,14659,NA,1,1,NA,NA,NA,NA
2357,4539,17021,NA,1,1,NA,NA,NA,NA
2358,4539,16969,NA,1,1,NA,NA,NA,NA
2359,4538,16887,NA,1,1,NA,NA,NA,NA
2360,4538,16960,NA,1,1,NA,NA,NA,NA
2361,4537,10625,2,0,1,NA,NA,NA,NA
2362,4537,10626,2,0,1,NA,NA,NA,NA
2363,4537,16608,1,1,1,NA,NA,NA,NA
2364,4537,16703,NA,0,1,NA,NA,NA,NA
2365,4537,16549,2,0,1,NA,NA,NA,NA
2366,4537,16888,1,1,1,NA,NA,NA,NA
2367,4537,16890,1,0,1,NA,NA,NA,NA
2368,4536,16565,NA,1,1,NA,NA,NA,NA
2369,4535,10625,2,0,1,NA,NA,NA,NA
2370,4535,10626,2,0,1,NA,NA,NA,NA
2371,4535,16703,NA,0,1,NA,NA,NA,NA
2372,4535,16899,2,1,1,NA,NA,NA,NA
2373,4535,16916,1,1,1,NA,NA,NA,NA
2374,4535,16935,2,0,1,NA,NA,NA,NA
2375,4534,16453,1,1,1,NA,NA,NA,NA
2376,4534,16886,2,1,1,NA,NA,NA,NA
2377,4534,16901,2,1,1,NA,NA,NA,NA
2378,4534,16938,NA,1,1,NA,NA,NA,NA
2379,4533,14659,1,1,1,NA,NA,NA,NA
2380,4533,16912,1,1,1,NA,NA,NA,NA
2381,4532,17029,1,1,1,NA,NA,NA,NA
2382,4531,10625,2,1,1,NA,NA,NA,NA
2383,4531,10626,2,1,1,NA,NA,NA,NA
2384,4531,16888,1,1,1,NA,NA,NA,NA
2385,4531,16931,NA,1,1,NA,NA,NA,NA
2386,4531,16959,NA,1,1,NA,NA,NA,NA
2387,4531,16998,NA,1,1,NA,NA,NA,NA
2388,4531,16999,NA,1,1,NA,NA,NA,NA
2389,4531,17018,NA,1,1,NA,NA,NA,NA
2390,4530,16899,2,1,1,NA,NA,NA,NA
2391,4530,16916,1,1,1,NA,NA,NA,NA
2392,4529,16898,2,1,1,NA,NA,NA,NA
2393,4529,16901,2,1,1,NA,NA,NA,NA
2394,4528,14677,NA,0,1,NA,NA,NA,NA
2395,4528,15676,NA,0,1,NA,NA,NA,NA
2396,4528,14774,NA,0,1,NA,NA,NA,NA
2397,4528,16886,2,1,1,NA,NA,NA,NA
2398,4528,16893,NA,0,1,NA,NA,NA,NA
2399,4528,16993,2,1,1,NA,NA,NA,NA
2400,4528,17017,5,1,1,NA,NA,NA,NA
2401,4527,16902,1,1,1,NA,NA,NA,NA
2402,4527,16904,1,1,1,NA,NA,NA,NA
2403,4527,16991,1,1,1,NA,NA,NA,NA
2404,4527,15130,2,1,1,NA,NA,NA,NA
2405,4526,14659,1,1,1,NA,NA,NA,NA
2406,4526,16888,1,1,1,NA,NA,NA,NA
2407,4526,16912,5,1,1,NA,NA,NA,NA
2408,4526,15130,2,1,1,NA,NA,NA,NA
2409,4525,16983,1,1,1,NA,NA,NA,NA
2410,4525,16990,1,1,1,NA,NA,NA,NA
2411,4525,16992,1,1,1,NA,NA,NA,NA
2412,4525,15130,2,1,1,NA,NA,NA,NA
2413,4525,15352,2,1,1,NA,NA,NA,NA
2414,4524,10625,2,0,1,NA,NA,NA,NA
2415,4524,10626,2,0,1,NA,NA,NA,NA
2416,4524,16581,1,1,1,NA,NA,NA,NA
2417,4524,17045,1,1,1,NA,NA,NA,NA
2418,4524,17048,1,1,1,NA,NA,NA,NA
2419,4523,10625,NA,0,1,NA,NA,NA,NA
2420,4523,10626,NA,0,1,NA,NA,NA,NA
2421,4523,16703,NA,0,1,NA,NA,NA,NA
2422,4523,16893,NA,1,1,NA,NA,NA,NA
2423,4523,16890,NA,1,1,NA,NA,NA,NA
2424,4523,16931,NA,1,1,NA,NA,NA,NA
2425,4523,16981,NA,0,1,NA,NA,NA,NA
2426,4523,17021,NA,1,1,NA,NA,NA,NA
2427,4523,17025,NA,0,1,NA,NA,NA,NA
2428,4522,16703,2,0,1,NA,NA,NA,NA
2429,4522,16935,2,0,1,NA,NA,NA,NA
2430,4522,17023,1,1,1,NA,NA,NA,NA
2431,4521,10625,NA,0,1,NA,NA,NA,NA
2432,4521,10626,NA,0,1,NA,NA,NA,NA
2433,4521,16703,NA,0,1,NA,NA,NA,NA
2434,4521,16988,NA,0,1,NA,NA,NA,NA
2435,4521,17024,1,1,1,NA,NA,NA,NA
2436,4521,17025,NA,1,1,NA,NA,NA,NA
2437,4520,14677,5,0,1,NA,NA,NA,NA
2438,4520,16902,1,1,1,NA,NA,NA,NA
2439,4520,16911,1,1,1,NA,NA,NA,NA
2440,4520,16993,1,1,1,NA,NA,NA,NA
2441,4520,17022,1,1,1,NA,NA,NA,NA
2442,4518,16898,1,1,1,NA,NA,NA,NA
2443,4516,14659,2,1,1,NA,NA,NA,NA
2444,4516,16969,2,1,1,NA,NA,NA,NA
2445,4515,15770,1,1,1,NA,NA,NA,NA
2446,4515,16592,NA,0,1,NA,NA,NA,NA
2447,4515,16849,NA,0,1,NA,NA,NA,NA
2448,4515,16894,1,1,1,NA,NA,NA,NA
2449,4515,16897,2,1,1,NA,NA,NA,NA
2450,4515,16920,1,1,1,NA,NA,NA,NA
2451,4515,16934,1,1,1,NA,NA,NA,NA
2452,4515,17027,1,1,1,NA,NA,NA,NA
2453,4515,15130,5,1,1,NA,NA,NA,NA
2454,4514,14659,NA,1,1,NA,NA,NA,NA
2455,4514,16703,NA,0,1,NA,NA,NA,NA
2456,4514,16935,NA,0,1,NA,NA,NA,NA
2457,4514,17025,NA,0,1,NA,NA,NA,NA
2458,4513,16886,NA,1,1,NA,NA,NA,NA
2459,4513,16894,NA,1,1,NA,NA,NA,NA
2460,4513,16943,NA,1,1,NA,NA,NA,NA
2461,4512,10625,NA,0,1,NA,NA,NA,NA
2462,4512,10626,NA,0,1,NA,NA,NA,NA
2463,4512,16703,NA,0,1,NA,NA,NA,NA
2464,4512,16988,NA,0,1,NA,NA,NA,NA
2465,4512,17024,NA,1,1,NA,NA,NA,NA
2466,4512,17025,NA,1,1,NA,NA,NA,NA
2467,4511,10625,NA,0,1,NA,NA,NA,NA
2468,4511,10626,NA,0,1,NA,NA,NA,NA
2469,4511,16703,NA,0,1,NA,NA,NA,NA
2470,4511,16988,NA,0,1,NA,NA,NA,NA
2471,4511,17024,NA,1,1,NA,NA,NA,NA
2472,4511,17025,NA,1,1,NA,NA,NA,NA
2473,4510,16897,NA,1,1,NA,NA,NA,NA
2474,4510,16955,NA,1,1,NA,NA,NA,NA
2475,4509,10625,NA,0,1,NA,NA,NA,NA
2476,4509,10626,NA,0,1,NA,NA,NA,NA
2477,4509,16890,1,1,1,NA,NA,NA,NA
2478,4509,16959,1,1,1,NA,NA,NA,NA
2479,4509,16986,2,1,1,NA,NA,NA,NA
2480,4509,16999,NA,0,1,NA,NA,NA,NA
2481,4508,16899,2,1,1,NA,NA,NA,NA
2482,4508,16901,1,1,1,NA,NA,NA,NA
2483,4508,15130,2,1,1,NA,NA,NA,NA
2484,4507,14677,NA,0,1,NA,NA,NA,NA
2485,4507,16902,NA,1,1,NA,NA,NA,NA
2486,4507,16911,NA,1,1,NA,NA,NA,NA
2487,4507,16993,NA,1,1,NA,NA,NA,NA
2488,4507,17022,NA,1,1,NA,NA,NA,NA
2489,4506,16886,NA,1,1,NA,NA,NA,NA
2490,4506,16894,NA,1,1,NA,NA,NA,NA
2491,4506,16902,NA,1,1,NA,NA,NA,NA
2492,4506,16938,NA,0,1,NA,NA,NA,NA
2493,4506,16993,NA,0,1,NA,NA,NA,NA
2494,4505,14659,NA,0,1,NA,NA,NA,NA
2495,4505,16893,NA,0,1,NA,NA,NA,NA
2496,4505,16895,NA,0,1,NA,NA,NA,NA
2497,4505,17020,NA,0,1,NA,NA,NA,NA
2498,4505,15352,NA,0,1,NA,NA,NA,NA
2499,4504,16541,2,1,1,NA,NA,NA,NA
2500,4504,16891,2,1,1,NA,NA,NA,NA
2501,4504,16898,2,1,1,NA,NA,NA,NA
2502,4504,16899,2,1,1,NA,NA,NA,NA
2503,4504,16918,2,1,1,NA,NA,NA,NA
2504,4504,16904,2,1,1,NA,NA,NA,NA
2505,4503,16918,1,1,1,NA,NA,NA,NA
2506,4502,16703,NA,0,1,NA,NA,NA,NA
2507,4502,16902,1,1,1,NA,NA,NA,NA
2508,4502,16935,NA,0,1,NA,NA,NA,NA
2509,4502,17002,1,1,1,NA,NA,NA,NA
2510,4501,16703,NA,0,1,NA,NA,NA,NA
