id,persona_id,partido_id,cargo,fecha,fecha_final,activo,usercreated,usermodifed,created_at,updated_at
1,141,4,Representante a la Cámara,05-12-2008,19-07-2010,1,,,,
2,141,4,Representante a la Cámara,20-07-2002,19-07-2006,1,,,,
3,141,4,Representante a la Cámara,20-07-1998,19-07-2002,1,,,,
7,141,4,Diputado Asamblea del Tolima,01-01-1995,31-12-1997,1,,,,
8,141,4,Diputado Asamblea del Tolima,01-01-1992,31-12-1994,1,,,,
12,90,3,Senador de la República,20-07-2008,20-07-2010,1,,,,
13,90,2,Senador de la República,20-07-1986,20-07-1990,1,,,,
14,90,2,Senador de la República,20-07-1990,19-07-1994,1,,,,
15,90,2,Representante a la Cámara,20-07-1982,16-12-2009,1,,,,
16,90,2,Concejal de Bucaramanga,20-07-1988,19-07-1989,1,,,,
1433,486,NA,"Concejal de Ciénaga de Oro, Córdoba",01-06-1990,30-03-1992,1,,,,
42,310,66,Senador de la República,20-07-1994,19-07-1998,1,,,,
43,310,66,Senador de la República,12-12-1991,19-07-1994,1,,,,
44,313,4,Diputado,06-12-1988,06-12-1990,1,,,,
47,313,60,Senador Suplente,06-12-1990,06-12-1994,1,,,,
56,108,2,Diputado Asamblea Vaupés,01-01-1998,31-12-2001,1,,,,
57,108,2,Diputado Asamblea Vaupés,01-01-1995,31-12-1997,1,,,,
72,391,3,Presidenta Senado de la República,20-07-2005,19-07-2006,1,,,,
73,391,3,Senadora de la República,20-07-2002,19-07-2006,1,,,,
74,391,3,Presidenta Comisión I Senado,15-03-1999,20-07-2000,1,,,,
101,28,2,Senador de la República,20-07-2002,20-07-2006,1,,,,
102,28,2,Vocero de la Bancada,20-07-2006,20-07-2007,1,,,,
105,28,2,Codirector Nacional,01-05-2003,01-05-2005,1,,,,
61,341,7,Representante a la Cámara,20-07-2002,20-06-2006,1,,,,
45,313,34,Representante a la Cámara,20-07-1998,19-07-2002,1,,,,
46,313,34,Representante a la Cámara,20-07-1994,20-07-1996,1,,,,
107,28,2,Presidente Direccion Nacional,16-12-2004,11-06-2004,1,,,,
41,310,4,Senador de la República,20-07-1998,19-07-2002,1,,,,
19,142,10,NA,20-07-2006,20-06-2010,1,,,,
857,809,4,NA,20-07-1998,19-07-2002,1,,,,
858,809,7,NA,20-07-2002,19-07-2006,1,,,,
859,809,7,NA,20-07-2006,19-07-2010,1,,,,
30,60,10,NA,20-07-2002,20-07-2006,1,,,,
62,346,86,NA,01-07-1992,31-12-1994,1,,,,
63,346,78,NA,01-01-1995,31-12-1997,1,,,,
31,60,10,NA,20-07-2006,20-07-2010,1,,,,
26,40,2,NA,22-01-2009,20-07-2010,1,,,,
27,40,2,NA,02-01-2009,11-05-2010,1,,,,
28,40,2,NA,01-01-1995,01-02-1997,1,,,,
4,244,4,NA,01-01-1974,01-01-1980,1,,,,
5,244,4,NA,01-01-1981,01-01-1993,1,,,,
6,244,4,NA,01-01-1994,01-01-2009,1,,,,
1422,2462,117,NA,20-07-2010,20-07-2014,1,,,,
84,130,5,NA,20-07-2006,19-07-2006,1,,,,
29,295,2,NA,01-06-2003,30-06-2005,1,,,,
53,324,33,NA,20-07-2002,19-07-2006,1,,,,
20,11,5,NA,20-07-2006,20-07-2010,1,,,,
9,8,1,NA,01-01-2003,13-10-2006,1,,,,
10,8,1,NA,01-01-2000,31-12-2003,1,,,,
11,8,2,NA,01-01-1997,31-12-2000,1,,,,
65,7,2,NA,20-07-2002,20-07-2006,1,,,,
1408,525,NA,NA,05-12-1996,06-02-1998,1,,,,
69,387,75,NA,20-07-1998,19-07-2002,1,,,,
70,387,29,NA,20-07-2002,19-07-2006,1,,,,
71,387,75,NA,01-01-1995,31-12-1997,1,,,,
78,429,66,NA,01-01-1998,31-12-2006,1,,,,
79,429,66,NA,20-07-1994,19-07-1998,1,,,,
39,309,2,NA,01-01-1988,01-06-1990,1,,,,
40,309,2,NA,01-06-1990,30-06-1992,1,,,,
1407,524,NA,NA,01-01-1995,31-12-1997,1,,,,
855,207,2,NA,20-07-1998,20-07-2002,1,,,,
856,207,2,NA,20-07-2002,19-07-2006,1,,,,
110,484,4,NA,31-05-2007,31-05-2008,1,,,,
66,357,2,NA,20-07-2002,19-07-2006,1,,,,
113,494,75,NA,01-01-1970,31-12-1980,1,,,,
114,494,75,NA,01-01-1982,31-12-1986,1,,,,
115,494,75,NA,01-01-1970,31-12-1980,1,,,,
116,494,75,NA,01-01-1970,31-12-1980,1,,,,
112,485,53,NA,20-07-2002,19-07-2006,1,,,,
87,451,66,NA,01-01-1983,31-12-1984,1,,,,
88,451,66,NA,01-01-1986,31-12-1988,1,,,,
82,441,5,NA,20-07-2002,19-07-2006,1,,,,
1406,462,NA,NA,01-06-1992,31-12-1994,1,,,,
860,811,46,NA,12-12-1991,20-07-1994,1,,,,
861,811,46,NA,20-07-1998,19-07-2002,1,,,,
92,23,60,NA,01-01-2002,31-12-2006,1,,,,
93,23,28,NA,01-01-1991,31-12-1994,1,,,,
94,23,28,NA,01-01-1994,31-12-1998,1,,,,
863,2126,NA,"Concejal Tierralta, Córdoba",01-01-2001,31-12-2001,1,,,,
184,650,75,"Concejal Chinchiná, Caldas",01-01-1990,31-12-1992,1,,,,
185,650,75,Gobernador Caldas,01-01-1998,31-12-2000,1,,,,
187,650,75,"Concejal Chinchiná, Caldas",01-06-1992,31-12-1994,1,,,,
188,650,75,"Concejal Chinchiná, Caldas",01-01-1995,31-12-1997,1,,,,
174,641,2,Representante a la Cámara,20-07-1991,20-07-1994,1,,,,
175,641,2,Representante a la Cámara,20-07-2002,20-07-2006,1,,,,
176,641,2,Representante a la Cámara,01-01-1990,31-12-1991,1,,,,
177,641,2,Representante a la Cámara,20-07-1994,20-07-1998,1,,,,
238,814,2,Gobernador Cesar,01-01-1995,31-12-1997,1,,,,
122,507,2,NA,20-07-2007,19-07-2008,1,,,,
123,507,2,NA,20-07-2006,19-07-2010,1,,,,
138,519,67,NA,20-07-2002,19-07-2006,1,,,,
139,547,68,NA,20-07-2002,19-07-2006,1,,,,
140,547,17,NA,20-07-1994,19-07-1998,1,,,,
1409,2463,NA,NA,01-01-1997,31-12-2001,1,,,,
1410,2463,NA,NA,01-01-2003,31-12-2007,1,,,,
217,792,2,NA,01-01-1995,31-12-1997,1,,,,
218,792,2,NA,01-01-1998,31-12-2000,1,,,,
239,836,75,NA,01-01-1988,31-12-1994,1,,,,
240,836,66,NA,01-01-1995,31-12-1997,1,,,,
1412,2812,NA,NA,01-10-2002,03-01-2007,1,,,,
169,171,93,NA,01-01-1982,31-12-1983,1,,,,
170,171,93,NA,01-10-1986,30-11-1987,1,,,,
171,171,93,NA,01-06-1988,31-05-1990,1,,,,
172,171,93,NA,03-06-1992,30-10-1993,1,,,,
173,171,93,NA,12-06-1977,30-10-1983,1,,,,
212,763,95,NA,20-07-2002,19-07-2006,1,,,,
213,763,95,NA,20-07-1998,19-07-2002,1,,,,
137,512,113,NA,20-07-2002,19-07-2006,1,,,,
186,650,53,Representante a la Cámara,20-07-2002,19-07-2006,1,,,,
864,210,NA,Diputada Asamblea Cundinamarca,01-06-1988,31-05-1990,1,,,,
865,210,NA,Diputada Asamblea Cundinamarca,01-06-1990,31-07-1991,1,,,,
866,210,NA,Senador de la República,01-07-1991,31-05-1992,1,,,,
205,706,4,NA,01-09-1986,30-08-1988,1,,,,
206,706,79,NA,20-07-1998,19-07-2002,1,,,,
207,706,4,NA,01-09-1988,30-08-1990,1,,,,
208,721,2,NA,10-03-2003,08-03-2004,1,,,,
209,721,2,NA,01-01-2002,31-12-2006,1,,,,
211,756,2,NA,02-01-1998,31-12-2000,1,,,,
150,601,2,NA,01-01-1995,31-12-1997,1,,,,
151,601,2,NA,01-01-1998,31-12-2000,1,,,,
152,601,2,NA,01-01-2001,01-01-2002,1,,,,
153,601,2,NA,20-07-2002,19-07-2006,1,,,,
146,591,2,NA,01-01-1998,31-12-2000,1,,,,
165,289,66,NA,01-01-1980,31-12-1982,1,,,,
166,289,66,NA,01-01-1995,31-12-1997,1,,,,
168,289,17,NA,01-01-1991,31-12-1994,1,,,,
154,612,5,NA,20-07-2002,20-07-2006,1,,,,
179,643,2,NA,20-07-2002,19-07-2006,1,,,,
180,643,2,NA,20-07-1998,19-07-2002,1,,,,
181,643,2,NA,20-07-1994,19-07-1998,1,,,,
182,643,2,NA,01-06-1992,31-12-1994,1,,,,
183,643,2,NA,01-01-1990,31-12-1992,1,,,,
159,623,75,NA,01-01-1974,31-12-1976,1,,,,
160,623,75,NA,01-01-2002,31-12-2006,1,,,,
161,623,75,NA,01-01-1988,31-12-1990,1,,,,
162,623,75,NA,01-01-1986,31-12-1990,1,,,,
163,623,75,NA,01-01-1990,31-12-1994,1,,,,
164,623,75,NA,01-01-1980,31-12-1982,1,,,,
144,582,17,NA,01-01-1988,31-12-1990,1,,,,
145,582,90,NA,01-01-1998,31-12-2000,1,,,,
195,686,75,NA,01-01-1976,31-12-1978,1,,,,
196,686,75,NA,01-01-1994,31-12-1998,1,,,,
131,511,6,NA,05-07-2007,05-02-2008,1,,,,
132,511,48,NA,01-05-2004,30-09-2004,1,,,,
133,511,55,NA,01-01-1994,30-12-1998,1,,,,
134,511,48,NA,23-06-2003,30-12-2004,1,,,,
135,511,6,NA,29-11-2006,13-02-2008,1,,,,
136,511,48,NA,23-06-2003,29-11-2006,1,,,,
155,615,2,NA,20-07-1994,20-07-1998,1,,,,
156,615,2,NA,20-07-1999,20-07-2000,1,,,,
202,701,66,NA,01-01-1998,31-12-2000,1,,,,
203,701,66,NA,01-01-1995,31-12-1997,1,,,,
204,701,66,NA,01-06-1992,31-12-1994,1,,,,
862,208,45,NA,20-07-2002,19-07-2006,1,,,,
210,735,80,NA,01-01-1997,31-12-2000,1,,,,
1411,49,NA,NA,01-01-1988,01-01-1990,1,,,,
293,87,75,"Concejal Guacarí, Valle",01-01-1984,31-12-1988,1,,,,
295,87,75,"Alcaldesa Guacarí, Valle",01-01-1992,31-12-1994,1,,,,
306,999,66,Diputado Asamblea Santander,01-01-1994,31-12-2001,1,,,,
219,798,4,Representante a la Cámara por el Valle del Cauca,20-07-1998,20-07-2002,1,,,,
220,798,4,Representante a la Cámara por el Valle del Cauc,20-07-2002,20-07-2006,1,,,,
221,798,4,Representante a la Cámara por el Valle del Cauc,20-07-2006,20-07-2010,1,,,,
296,968,7,Representante a la Cámara,20-07-2002,19-07-2006,1,,,,
369,164,2,Concejal Municipal,02-02-1998,31-12-2000,1,,,,
370,164,2,Alcalde Municipal de Nobsa,01-01-2001,31-12-2003,1,,,,
392,1262,43,Alcaldesa Municipal,01-01-2001,31-12-2003,1,,,,
393,1262,43,Concejal,01-01-1998,31-12-2000,1,,,,
394,1277,2,Senadora de la República,13-07-2007,20-07-2010,1,,,,
395,1277,2,Primera Dama Departamento De Antioquia,01-01-2001,05-05-2003,1,,,,
397,255,4,Concejala,01-01-2001,31-12-2003,1,,,,
398,255,4,Concejala,01-01-1998,31-12-2000,1,,,,
399,255,4,Diputada,01-01-1986,31-12-1998,1,,,,
289,932,93,"Alcalde de Sogamoso, Boyacá",01-01-1998,31-12-2000,1,,,,
329,1030,75,Concejal El Piñol Magdalena,01-01-1990,31-12-1992,1,,,,
378,36,9,Consultor Proyecto Caracterización Sociocultural En Salud De Los Pueblos Indigenas De Nariño,05-01-2003,15-12-2003,1,,,,
379,36,9,Miebro De La Mesa Nacional De Concertación De Los Pueblos Indigenas Ante El Ministerio De Educación,01-02-2002,01-02-2004,1,,,,
380,36,9,Miembro Del Concejo Mayor De Educación De Los Pastos,01-01-2002,01-01-2005,1,,,,
381,36,9,Gobernador Del Cabildo Indigena De Panan (Nariño),01-01-2000,01-01-2002,1,,,,
298,92,2,NA,24-01-2007,15-12-2009,1,,,,
334,142,10,NA,26-07-2004,20-10-2004,1,,,,
1421,60,10,NA,20-07-2010,20-07-2014,1,,,,
277,85,35,NA,20-07-1994,20-06-1998,1,,,,
278,85,35,NA,20-07-1991,20-06-1994,1,,,,
1423,2443,47,C,29-10-2000,26-10-2003,1,,,,
1424,2443,47,D,26-10-2003,28-10-2007,1,,,,
279,85,35,NA,12-03-1988,20-06-1990,1,,,,
280,85,35,NA,20-07-2002,20-06-2006,1,,,,
1413,2812,NA,NA,01-01-2000,31-12-2000,1,,,,
1414,2812,NA,NA,01-06-1992,31-12-1993,1,,,,
1415,2812,NA,NA,01-01-1992,01-06-1992,1,,,,
1416,2812,NA,NA,20-07-1990,01-06-1991,1,,,,
1417,2812,NA,NA,01-01-1986,01-01-1990,1,,,,
271,906,2,NA,20-07-2006,20-07-2002,1,,,,
272,906,2,NA,20-07-2002,20-07-1998,1,,,,
273,906,2,NA,20-07-2006,20-07-2007,1,,,,
274,906,2,NA,20-07-1994,30-12-1996,1,,,,
275,906,2,NA,20-07-1991,20-07-1994,1,,,,
276,906,2,NA,08-08-1986,03-06-1990,1,,,,
214,763,3,NA,20-07-2006,20-07-2010,1,,,,
382,29,2,NA,01-01-1984,01-01-1986,1,,,,
383,29,2,NA,20-07-1994,19-07-1998,1,,,,
384,29,6,NA,20-07-2006,19-07-2010,1,,,,
385,29,2,NA,01-01-1976,01-01-1978,1,,,,
386,29,2,NA,20-07-1990,01-01-1991,1,,,,
387,29,2,NA,01-01-1991,19-07-1994,1,,,,
388,29,87,NA,01-01-2001,31-12-2003,1,,,,
389,29,2,NA,01-01-1988,01-01-1990,1,,,,
21,11,2,NA,12-01-1992,11-01-1994,1,,,,
22,11,2,NA,20-07-1990,20-12-1992,1,,,,
400,90,87,Concejal de Bucaramanga.,01-01-1988,30-12-1989,1,,,,
401,90,87,Representante a la Cámara.,20-07-1982,19-07-1986,1,,,,
402,90,87,Senador de la República.,20-07-1986,19-07-1990,1,,,,
403,90,87,Senador de la República.,20-07-1990,19-07-1994,1,,,,
352,248,2,Representante a la Cámara,20-07-2006,19-07-2010,1,,,,
351,248,2,Concejal de Pereira,02-01-1995,31-12-1996,1,,,,
353,248,2,Concejal de Pereira,02-01-1998,31-12-1999,1,,,,
354,248,2,Concejal de Pereira,02-01-2001,31-12-2003,1,,,,
363,113,101,Concejal de Bogotá,01-01-2001,31-12-2003,1,,,,
376,1248,38,NA,01-02-1991,31-12-1992,1,,,,
297,969,102,NA,01-01-1998,31-12-1999,1,,,,
1425,2759,NA,C,01-01-1995,31-12-1996,1,,,,
348,1182,5,NA,20-07-2006,20-07-2010,1,,,,
364,1214,2,NA,12-12-1991,30-06-1994,1,,,,
365,1214,3,NA,20-07-2006,18-05-2008,1,,,,
1426,1037,NA,NA,01-01-1995,31-12-1997,1,,,,
1419,147,NA,NA,01-01-2004,03-02-2006,1,,,,
308,1009,75,NA,01-06-1992,31-12-1994,1,,,,
309,1009,75,NA,20-07-1998,19-07-2002,1,,,,
269,894,5,NA,20-07-2006,20-06-2010,1,,,,
270,894,100,NA,20-07-2002,20-06-2006,1,,,,
281,928,6,NA,01-01-2002,31-12-2006,1,,,,
282,928,93,NA,01-01-1998,31-12-2002,1,,,,
1420,1195,NA,NA,01-01-2004,03-02-2006,1,,,,
335,1091,2,NA,01-01-2005,01-04-2005,1,,,,
336,1091,2,NA,20-07-1999,31-12-1999,1,,,,
337,1091,2,NA,01-01-1995,01-12-1997,1,,,,
867,210,2,Representante a la Cámara,20-07-1998,19-07-2002,1,,,,
868,210,2,Representante a la Cámara,20-07-2002,19-07-2006,1,,,,
437,738,6,Alcalde - Bogotá,01-01-2008,31-12-2011,1,,,,
438,738,51,Senador,01-01-1994,31-12-1998,1,,,,
439,738,51,Senador,01-01-1998,31-12-2002,1,,,,
447,33,4,NA,20-07-1998,20-06-2002,1,,,,
448,33,4,NA,20-07-2002,20-06-2006,1,,,,
300,92,2,NA,07-08-1998,07-08-2006,1,,,,
301,92,2,NA,01-01-1992,01-01-1995,1,,,,
256,75,2,NA,01-01-1998,31-12-2000,1,,,,
468,240,2,NA,12-01-1991,20-07-1994,1,,,,
469,240,2,NA,01-01-1988,31-12-1990,1,,,,
465,281,NA,NA,01-03-2005,01-03-2009,1,,,,
466,281,NA,NA,01-08-1998,30-12-1999,1,,,,
467,281,NA,NA,02-08-1993,01-08-1994,1,,,,
425,1334,2,NA,01-01-1995,31-12-1997,1,,,,
426,1334,2,NA,24-07-2003,31-12-2003,1,,,,
451,112,5,NA,20-06-2006,20-07-2010,1,,,,
374,59,17,NA,01-01-2001,31-12-2003,1,,,,
421,41,2,NA,20-07-1986,20-07-2006,1,,,,
869,832,NA,NA,01-06-1990,31-05-1992,1,,,,
428,197,113,NA,20-07-2006,20-07-2010,1,,,,
429,197,2,NA,01-01-2001,31-12-2003,1,,,,
473,205,4,NA,20-07-1991,19-07-1994,1,,,,
474,205,4,NA,20-07-1986,19-07-1990,1,,,,
475,205,4,NA,01-01-1995,31-12-1997,1,,,,
470,240,2,NA,01-01-1995,06-03-1997,1,,,,
23,11,2,NA,12-01-1987,11-01-1990,1,,,,
24,11,2,NA,03-01-1986,17-01-1987,1,,,,
25,11,2,NA,19-01-1984,03-01-1986,1,,,,
313,99,4,NA,07-07-1974,07-07-2006,1,,,,
314,99,4,NA,07-07-1974,07-07-1978,1,,,,
315,99,4,NA,20-07-1998,19-07-1999,1,,,,
316,99,4,NA,20-07-1991,19-07-1992,1,,,,
317,99,4,NA,20-07-2004,19-07-2005,1,,,,
318,99,4,NA,01-02-1982,31-10-2000,1,,,,
319,99,4,NA,20-07-2002,19-07-2004,1,,,,
320,99,4,NA,01-02-1990,01-01-1991,1,,,,
321,99,4,NA,20-07-1975,19-07-1976,1,,,,
322,99,4,NA,15-01-1964,12-01-1966,1,,,,
471,249,17,"Alcalde de El Banco, Magdalena",01-01-2001,31-12-2003,1,,,,
496,102,4,Secretario Directorio Departamental Conservador,01-01-1979,31-12-1979,1,,,,
497,102,87,Diputado,01-01-1992,31-12-1994,1,,,,
498,102,87,Representante a la Cámara,20-07-1994,19-07-1998,1,,,,
499,781,3,REPRESENTANTE A LA CAMARA,20-07-2006,20-07-2010,1,,,,
500,781,47,REPRESENTANTE A LA CAMARA,20-07-1998,20-07-2002,1,,,,
501,781,47,REPRESENTANTE A LA CAMARA,20-07-1994,20-07-1998,1,,,,
502,781,47,CONCEJAL DE BARRANQUILLA,02-01-1992,02-01-1994,1,,,,
503,781,47,CONCEJAL DE BARRANQUILLA,02-01-1988,02-01-1990,1,,,,
430,61,51,NA,01-01-2001,21-12-2003,1,,,,
453,756,2,NA,20-07-2001,20-06-2002,1,,,,
487,490,198,NA,20-07-2002,19-07-2006,1,,,,
412,246,5,NA,20-07-2006,20-07-2010,1,,,,
458,842,4,NA,01-07-1986,20-07-1986,1,,,,
485,282,4,NA,01-01-2007,31-12-2007,1,,,,
459,842,4,NA,01-07-1984,01-07-1986,1,,,,
484,282,4,D,01-01-2008,31-07-2010,1,,,,
486,282,4,C,01-01-2004,31-12-2007,1,,,,
440,1345,2,NA,22-09-2010,10-08-2010,1,,,,
441,1345,2,NA,01-10-2010,31-12-2010,1,,,,
442,1345,6,NA,02-11-2010,30-11-2010,1,,,,
560,808,54,NA,20-07-1998,20-07-2002,1,,,,
561,808,54,NA,20-07-1994,20-07-1998,1,,,,
462,207,NA,NA,01-01-1990,31-12-1992,1,,,,
450,834,3,NA,20-06-2006,20-07-2010,1,,,,
423,1333,20,NA,25-05-2005,06-07-2006,1,,,,
424,1333,90,NA,19-04-1996,19-07-1998,1,,,,
489,493,4,NA,20-07-2002,19-07-2006,1,,,,
490,493,4,NA,20-07-1998,19-07-2002,1,,,,
456,118,119,NA,20-07-2002,19-07-2006,1,,,,
457,118,6,NA,20-07-2006,19-07-2010,1,,,,
491,567,4,NA,20-07-2002,19-07-2006,1,,,,
434,157,2,NA,01-01-2002,01-01-2006,1,,,,
435,157,2,NA,01-01-2002,01-01-2006,1,,,,
436,157,2,NA,20-07-2006,20-07-2007,1,,,,
1427,532,4,NA,20-07-1994,19-07-1998,1,,,,
472,894,100,NA,20-07-1998,20-06-2002,1,,,,
506,1419,27,NA,01-02-2008,06-08-2008,1,,,,
427,196,2,NA,01-01-1998,31-12-2000,1,,,,
511,1472,10,Director Centro de Estudios Políticos y Sociales,01-01-2004,31-12-2006,1,,,,
512,1472,10,Veedor,01-01-2006,31-08-2009,1,,,,
513,1472,NA,Director Escuela de Gobierno,01-01-2008,04-02-2010,1,,,,
531,1416,NA,Alcalde Encargado de Cartagena 1996,01-01-1996,02-01-1996,1,,,,
532,1416,NA,Secretaria General de la Alcaldía Mayor de Cartagena 1996,01-01-1996,02-01-1996,1,,,,
533,1416,NA,Directora Departamento Jurídico de la  Gobernación de Bolívar 1995,10-01-1995,11-01-1995,1,,,,
534,1416,NA,Secretaria General Empresa Puertos de Colombia 1988,01-01-1988,02-01-1988,1,,,,
538,1420,NA,Secretaria de Bienestar Social,01-01-2004,01-06-2008,1,,,,
544,1354,10,Concejala de Tame,01-01-2008,31-12-2008,1,,,,
543,1354,10,Concejala de Tame,01-01-2004,31-12-2007,1,,,,
547,1763,54,Concejal,01-08-1990,01-07-1992,1,,,,
550,284,NA,NA,12-06-2005,02-06-2006,1,,,,
433,183,3,NA,20-07-2002,19-07-2006,1,,,,
494,505,2,NA,20-07-1998,19-07-2002,1,,,,
495,505,2,NA,20-07-2002,20-07-2006,1,,,,
526,1473,NA,NA,11-02-2010,11-02-2010,1,,,,
527,1473,NA,NA,20-06-2008,09-02-2010,1,,,,
528,1473,NA,NA,01-08-2005,08-01-2007,1,,,,
514,1055,NA,NA,17-09-1986,31-12-1988,1,,,,
422,41,2,NA,20-07-2006,19-07-2010,1,,,,
481,153,2,NA,01-01-1995,08-08-1997,1,,,,
482,153,2,NA,01-01-2001,31-12-2003,1,,,,
483,153,2,NA,01-01-2004,31-01-2006,1,,,,
508,5,NA,NA,04-02-2004,22-11-2006,1,,,,
509,5,NA,NA,02-01-2000,31-12-2003,1,,,,
510,5,NA,NA,15-03-1996,22-08-1998,1,,,,
870,832,NA,NA,01-01-1998,31-12-2000,1,,,,
871,832,2,NA,07-10-2003,19-07-2006,1,,,,
479,205,4,NA,20-07-1990,19-07-1991,1,,,,
518,1894,107,NA,01-01-2004,01-01-2007,1,,,,
524,1618,6,NA,03-01-1995,30-12-1997,1,,,,
590,963,8,Senador de la República,20-07-1994,19-07-1998,1,,,,
591,390,68,"Concejal Cartagena, Bolívar",01-01-1992,01-01-1993,1,,,,
592,390,2,Senador de la República,20-07-1994,19-07-1998,1,,,,
593,390,2,Senador de la República,20-07-1998,19-07-2002,1,,,,
1428,542,NA,NA,01-01-1995,31-12-1997,1,,,,
558,1335,NA,NA,01-01-2001,31-12-2003,1,,,,
515,543,3,NA,20-07-2002,19-07-2006,1,,,,
1431,554,NA,NA,20-07-1994,19-07-1998,1,,,,
1430,551,NA,NA,01-07-1991,30-03-1992,1,,,,
519,155,NA,NA,01-01-1997,01-06-2003,1,,,,
520,155,NA,NA,01-01-2006,01-06-2010,1,,,,
530,162,35,NA,01-01-1998,30-06-2002,1,,,,
562,808,54,NA,20-07-1996,20-07-1998,1,,,,
563,808,54,NA,20-07-1990,20-07-1994,1,,,,
564,808,2,NA,20-07-1986,20-07-1990,1,,,,
516,1827,NA,NA,06-01-1985,25-07-1985,1,,,,
517,1827,NA,NA,01-09-1988,30-10-1988,1,,,,
108,484,77,NA,01-01-1998,01-01-2000,1,,,,
109,484,76,NA,01-01-2000,01-01-2002,1,,,,
111,484,77,NA,15-10-2002,16-01-2003,1,,,,
521,357,NA,NA,01-01-2009,01-05-2009,1,,,,
522,357,NA,NA,06-01-2009,30-01-2010,1,,,,
523,357,NA,NA,01-01-1992,01-01-2002,1,,,,
587,973,2,NA,20-07-1994,19-07-1998,1,,,,
588,973,2,NA,20-07-1998,19-07-2002,1,,,,
589,973,29,NA,20-07-2002,19-07-2006,1,,,,
539,2112,2,NA,01-01-1999,31-12-2000,1,,,,
540,2112,2,NA,01-01-2001,31-07-2001,1,,,,
117,498,4,NA,20-07-2002,20-07-2006,1,,,,
119,498,4,NA,01-01-1995,01-12-1997,1,,,,
120,498,4,NA,01-10-1992,01-12-1993,1,,,,
121,498,4,NA,01-07-1988,01-05-1990,1,,,,
551,1477,4,NA,01-01-1988,01-01-1989,1,,,,
552,1477,4,NA,01-01-1989,01-01-1996,1,,,,
553,1477,4,NA,01-01-1999,01-01-2000,1,,,,
541,1954,97,NA,01-01-1990,31-12-1995,1,,,,
542,1954,99,NA,01-01-2004,31-12-2007,1,,,,
572,1500,10,NA,10-05-2007,27-09-2007,1,,,,
548,2125,4,NA,12-05-1968,01-12-1974,1,,,,
549,2125,4,NA,05-08-1962,28-06-1968,1,,,,
507,1419,27,NA,05-02-2007,30-12-2007,1,,,,
559,1058,58,NA,01-01-1995,01-01-1997,1,,,,
595,570,1,Diputado a la Asamblea Santander,01-01-1992,01-01-1997,1,,,,
596,570,1,Senador de la República,20-07-2002,19-07-2006,1,,,,
488,490,2,Representante a la Cámara,20-07-1998,19-07-2002,1,,,,
599,490,2,Representante a la Cámara,20-07-1994,19-07-1998,1,,,,
616,565,2,Representante a la Cámara,20-07-1998,19-07-2002,1,,,,
617,565,2,Senador de la República,20-07-2002,19-07-2006,1,,,,
581,896,4,NA,20-07-1994,19-07-1998,1,,,,
571,2268,NA,NA,01-01-2008,14-01-2008,1,,,,
1322,39,117,NA,31-10-2007,20-07-2010,1,,,,
574,2305,87,C,01-01-2012,30-11-2013,1,,,,
1439,2442,1,NA,01-10-2007,01-01-2008,1,,,,
585,753,46,NA,01-01-1995,01-01-1997,1,,,,
586,753,6,NA,20-07-1998,19-07-2002,1,,,,
573,2263,2,NA,01-01-2004,01-01-2007,1,,,,
464,66,4,NA,09-09-1999,19-07-2002,1,,,,
554,257,68,NA,20-07-2002,19-07-2006,1,,,,
555,257,68,NA,20-07-1998,19-07-2002,1,,,,
557,257,NA,NA,01-06-1992,31-12-1994,1,,,,
576,100,4,NA,20-07-1994,19-07-1998,1,,,,
577,100,4,NA,16-03-1993,31-12-1997,1,,,,
578,100,4,NA,16-03-1986,16-03-1988,1,,,,
579,100,4,NA,20-07-1998,19-07-2002,1,,,,
580,100,4,NA,20-07-2002,19-07-2006,1,,,,
575,1894,107,NA,01-01-1998,01-01-2001,1,,,,
1437,763,5,NA,20-07-2010,19-07-2014,1,,,,
597,1022,33,C,01-01-1988,01-01-1990,1,,,,
598,1022,67,A,01-01-1990,01-01-1992,1,,,,
1432,2114,2,NA,20-07-1994,19-07-1998,1,,,,
330,1030,75,Gobernador Magdalena,01-01-1995,31-12-1997,1,,,,
331,1030,75,Diputado Magdalena,01-01-1990,31-12-1992,1,,,,
632,1030,30,Representante a la Cámara,20-07-2002,19-07-2006,1,,,,
396,255,4,Representante  a la Cámara,03-05-2007,19-07-2010,1,,,,
294,87,2,Senadora de la República,20-07-2002,20-07-2006,1,,,,
594,390,72,Senador de la República,20-07-2002,19-07-2006,1,,,,
645,126,2,Representante a la Cámara,20-07-2002,19-07-2006,1,,,,
646,939,2,Representante a la Cámara,20-07-2002,19-07-2006,1,,,,
625,734,69,NA,20-07-1998,19-07-2002,1,,,,
630,409,4,NA,20-07-1998,19-07-2002,1,,,,
628,1196,53,NA,01-01-1990,01-07-1992,1,,,,
629,1196,53,NA,01-01-1998,01-01-2000,1,,,,
649,1184,NA,NA,01-01-2004,31-12-2007,1,,,,
633,234,4,NA,01-06-2004,30-09-2005,1,,,,
634,234,4,NA,20-07-1990,30-11-1991,1,,,,
635,234,4,NA,20-08-1986,18-11-1987,1,,,,
651,768,3,NA,20-07-2002,19-07-2006,1,,,,
650,1225,NA,NA,01-01-2001,31-12-2003,1,,,,
601,580,91,NA,20-07-2002,19-07-2006,1,,,,
608,560,20,NA,20-07-1998,19-07-2002,1,,,,
