id,persona_id,partido_id,cargo,fecha,fecha_final,activo,usercreated,usermodifed,created_at,updated_at
8952,7995,6,Congresista,17-01-2014,NA,1,,,,
8953,7996,6,Congresista,17-01-2014,NA,1,,,,
8954,7997,4,Congresista,17-01-2014,NA,1,,,,
8955,7998,6,Congresista,17-01-2014,NA,1,,,,
8956,7999,4,Congresista,17-01-2014,NA,1,,,,
8957,8000,6,Congresista,17-01-2014,NA,1,,,,
8876,7921,6,Congresista,16-01-2014,10-12-2017,1,,,,
8958,8001,10,Congresista,17-01-2014,NA,1,,,,
8959,8002,10,Congresista,17-01-2014,NA,1,,,,
8960,8003,10,Congresista,17-01-2014,NA,1,,,,
8961,8004,10,Congresista,17-01-2014,NA,1,,,,
8962,8005,10,Congresista,17-01-2014,NA,1,,,,
8963,8006,10,Congresista,17-01-2014,NA,1,,,,
8964,8007,10,Congresista,17-01-2014,NA,1,,,,
8965,8008,10,Congresista,17-01-2014,NA,1,,,,
8966,8009,10,Congresista,17-01-2014,NA,1,,,,
8967,8010,10,Congresista,17-01-2014,NA,1,,,,
8968,8011,10,Congresista,17-01-2014,NA,1,,,,
8969,8012,10,Congresista,17-01-2014,NA,1,,,,
8970,8013,10,Congresista,17-01-2014,NA,1,,,,
8971,8014,10,Congresista,17-01-2014,NA,1,,,,
8972,8015,10,Congresista,17-01-2014,NA,1,,,,
8973,8016,10,Congresista,17-01-2014,NA,1,,,,
8975,8018,10,Congresista,17-01-2014,NA,1,,,,
8989,8032,10,Congresista,17-01-2014,NA,1,,,,
8993,8036,4,Congresista,17-01-2014,NA,1,,,,
8999,8042,4,Congresista,17-01-2014,NA,1,,,,
9003,8046,10,Congresista,17-01-2014,NA,1,,,,
9013,8056,6,Congresista,17-01-2014,NA,1,,,,
9015,8058,4,Congresista,17-01-2014,NA,1,,,,
9017,8060,4,Congresista,17-01-2014,NA,1,,,,
9021,8064,10,Congresista,17-01-2014,NA,1,,,,
9026,8069,10,Congresista,17-01-2014,NA,1,,,,
9028,8071,10,Congresista,17-01-2014,NA,1,,,,
9029,8072,10,Congresista,17-01-2014,NA,1,,,,
9030,8073,4,Congresista,17-01-2014,NA,1,,,,
9038,8080,6,Congresista,17-01-2014,NA,1,,,,
9039,8081,146,Congresista,17-01-2014,NA,1,,,,
9040,8082,4,Congresista,17-01-2014,NA,1,,,,
9041,8083,146,Congresista,17-01-2014,NA,1,,,,
9044,8086,10,Congresista,17-01-2014,NA,1,,,,
9050,8092,10,Congresista,17-01-2014,NA,1,,,,
9053,8095,10,Congresista,17-01-2014,NA,1,,,,
9057,8099,6,Congresista,17-01-2014,NA,1,,,,
9060,8102,10,Congresista,17-01-2014,NA,1,,,,
9062,8104,4,Congresista,17-01-2014,NA,1,,,,
9067,8109,10,Congresista,17-01-2014,NA,1,,,,
9069,8111,10,Congresista,17-01-2014,NA,1,,,,
9075,8117,10,Congresista,17-01-2014,NA,1,,,,
9078,8120,10,Congresista,17-01-2014,NA,1,,,,
9081,8123,10,Congresista,17-01-2014,NA,1,,,,
9083,8125,10,Congresista,17-01-2014,NA,1,,,,
9087,8129,6,Congresista,17-01-2014,NA,1,,,,
8974,8017,10,Congresista,17-01-2014,NA,1,,,,
8978,8021,10,Congresista,17-01-2014,NA,1,,,,
8983,8026,4,Congresista,17-01-2014,NA,1,,,,
8984,8027,10,Congresista,17-01-2014,NA,1,,,,
8985,8028,6,Congresista,17-01-2014,NA,1,,,,
8986,8029,10,Congresista,17-01-2014,NA,1,,,,
8988,8031,6,Congresista,17-01-2014,NA,1,,,,
8991,8034,6,Congresista,17-01-2014,NA,1,,,,
8976,8019,10,Congresista,17-01-2014,NA,1,,,,
8979,8022,10,Congresista,17-01-2014,NA,1,,,,
8980,8023,10,Congresista,17-01-2014,NA,1,,,,
8981,8024,10,Congresista,17-01-2014,NA,1,,,,
8982,8025,10,Congresista,17-01-2014,NA,1,,,,
8987,8030,4,Congresista,17-01-2014,NA,1,,,,
8990,8033,4,Congresista,17-01-2014,NA,1,,,,
8992,8035,6,Congresista,17-01-2014,NA,1,,,,
8994,8037,146,Congresista,17-01-2014,NA,1,,,,
8995,8038,6,Congresista,17-01-2014,NA,1,,,,
8996,8039,4,Congresista,17-01-2014,NA,1,,,,
8997,8040,6,Congresista,17-01-2014,NA,1,,,,
8998,8041,6,Congresista,17-01-2014,NA,1,,,,
9000,8043,146,Congresista,17-01-2014,NA,1,,,,
9001,8044,10,Congresista,17-01-2014,NA,1,,,,
9002,8045,6,Congresista,17-01-2014,NA,1,,,,
9004,8047,146,Congresista,17-01-2014,NA,1,,,,
9005,8048,10,Congresista,17-01-2014,NA,1,,,,
9006,8049,6,Congresista,17-01-2014,NA,1,,,,
9007,8050,10,Congresista,17-01-2014,NA,1,,,,
9008,8051,10,Congresista,17-01-2014,NA,1,,,,
9009,8052,4,Congresista,17-01-2014,NA,1,,,,
9010,8053,6,Congresista,17-01-2014,NA,1,,,,
9011,8054,10,Congresista,17-01-2014,NA,1,,,,
9012,8055,10,Congresista,17-01-2014,NA,1,,,,
9014,8057,10,Congresista,17-01-2014,NA,1,,,,
9018,8061,6,Congresista,17-01-2014,NA,1,,,,
9019,8062,10,Congresista,17-01-2014,NA,1,,,,
9022,8065,10,Congresista,17-01-2014,NA,1,,,,
9023,8066,6,Congresista,17-01-2014,NA,1,,,,
9024,8067,10,Congresista,17-01-2014,NA,1,,,,
9027,8070,6,Congresista,17-01-2014,NA,1,,,,
9031,8074,10,Congresista,17-01-2014,NA,1,,,,
9032,8075,10,Congresista,17-01-2014,NA,1,,,,
9033,8076,6,Congresista,17-01-2014,NA,1,,,,
9034,8077,6,Congresista,17-01-2014,NA,1,,,,
9035,8078,146,Congresista,17-01-2014,NA,1,,,,
9036,193,4,Congresista,17-01-2014,NA,1,,,,
9042,8084,146,Congresista,17-01-2014,NA,1,,,,
9043,8085,4,Congresista,17-01-2014,NA,1,,,,
9045,8087,10,Congresista,17-01-2014,NA,1,,,,
9046,8088,10,Congresista,17-01-2014,NA,1,,,,
9047,8089,10,Congresista,17-01-2014,NA,1,,,,
9048,8090,10,Congresista,17-01-2014,NA,1,,,,
9049,8091,10,Congresista,17-01-2014,NA,1,,,,
9052,8094,4,Congresista,17-01-2014,NA,1,,,,
9054,8096,6,Congresista,17-01-2014,NA,1,,,,
9055,8097,10,Congresista,17-01-2014,NA,1,,,,
9056,8098,6,Congresista,17-01-2014,NA,1,,,,
9058,8100,6,Congresista,17-01-2014,NA,1,,,,
9059,8101,10,Congresista,17-01-2014,NA,1,,,,
9061,8103,6,Congresista,17-01-2014,NA,1,,,,
9063,8105,10,Congresista,17-01-2014,NA,1,,,,
9064,8106,10,Congresista,17-01-2014,NA,1,,,,
9065,8107,4,Congresista,17-01-2014,NA,1,,,,
9066,8108,10,Congresista,17-01-2014,NA,1,,,,
9068,8110,10,Congresista,17-01-2014,NA,1,,,,
9070,8112,10,Congresista,17-01-2014,NA,1,,,,
9071,8113,4,Congresista,17-01-2014,NA,1,,,,
9072,8114,10,Congresista,17-01-2014,NA,1,,,,
9073,8115,6,Congresista,17-01-2014,NA,1,,,,
9025,8068,4,Congresista,17-01-2014,10-12-2017,1,,,,
9037,8079,146,Congresista,17-01-2014,10-12-2017,1,,,,
9016,8059,6,Congresista,17-01-2014,10-12-2017,1,,,,
9077,8119,6,Congresista,17-01-2014,NA,1,,,,
9079,8121,10,Congresista,17-01-2014,NA,1,,,,
9080,8122,10,Congresista,17-01-2014,NA,1,,,,
9082,8124,10,Congresista,17-01-2014,NA,1,,,,
9084,8126,10,Congresista,17-01-2014,NA,1,,,,
9085,8127,6,Congresista,17-01-2014,NA,1,,,,
9086,8128,6,Congresista,17-01-2014,NA,1,,,,
9088,8130,6,Congresista,17-01-2014,NA,1,,,,
9089,8131,6,Congresista,17-01-2014,NA,1,,,,
9090,8134,6,Congresista,20-01-2014,NA,1,,,,
9091,8135,6,Congresista,20-01-2014,NA,1,,,,
9092,8136,6,Congresista,20-01-2014,NA,1,,,,
9093,8137,6,Congresista,20-01-2014,NA,1,,,,
9094,8138,6,Congresista,20-01-2014,NA,1,,,,
9095,8139,6,Congresista,20-01-2014,NA,1,,,,
9096,8140,6,Congresista,20-01-2014,NA,1,,,,
9097,8141,6,Congresista,20-01-2014,NA,1,,,,
9098,8142,4,Congresista,20-01-2014,NA,1,,,,
9099,8143,6,Congresista,20-01-2014,NA,1,,,,
9100,8144,4,Congresista,20-01-2014,NA,1,,,,
9102,8146,4,Congresista,20-01-2014,NA,1,,,,
9103,8147,6,Congresista,20-01-2014,NA,1,,,,
9104,8148,6,Congresista,20-01-2014,NA,1,,,,
9105,8149,6,Congresista,20-01-2014,NA,1,,,,
9106,8150,4,Congresista,20-01-2014,NA,1,,,,
9107,8151,6,Congresista,20-01-2014,NA,1,,,,
9108,8152,6,Congresista,20-01-2014,NA,1,,,,
9109,8153,6,Congresista,20-01-2014,NA,1,,,,
9110,8154,4,Congresista,20-01-2014,NA,1,,,,
9112,8156,4,Congresista,20-01-2014,NA,1,,,,
9113,8157,6,Congresista,20-01-2014,NA,1,,,,
9114,8158,4,Congresista,20-01-2014,NA,1,,,,
9115,8159,4,Congresista,20-01-2014,NA,1,,,,
9116,8160,4,Congresista,20-01-2014,NA,1,,,,
9117,8161,4,Congresista,20-01-2014,NA,1,,,,
9118,8162,146,Congresista,20-01-2014,NA,1,,,,
9119,8163,146,Congresista,20-01-2014,NA,1,,,,
9120,8164,4,Congresista,20-01-2014,NA,1,,,,
9121,8165,146,Congresista,20-01-2014,NA,1,,,,
9122,8166,146,Congresista,20-01-2014,NA,1,,,,
9123,8167,146,Congresista,20-01-2014,NA,1,,,,
9124,8168,4,Congresista,20-01-2014,NA,1,,,,
9125,8169,4,Congresista,20-01-2014,NA,1,,,,
9126,8170,4,Congresista,20-01-2014,NA,1,,,,
9127,8171,4,Congresista,20-01-2014,NA,1,,,,
9128,8172,4,Congresista,20-01-2014,NA,1,,,,
9130,8174,4,Congresista,20-01-2014,NA,1,,,,
9131,8175,4,Congresista,20-01-2014,NA,1,,,,
9132,2538,145,Congresista,20-01-2014,NA,1,,,,
9133,8176,4,Congresista,20-01-2014,NA,1,,,,
9134,8177,4,Congresista,20-01-2014,NA,1,,,,
9135,8178,146,Congresista,20-01-2014,NA,1,,,,
9140,8183,146,Congresista,20-01-2014,NA,1,,,,
9147,8189,4,Congresista,20-01-2014,NA,1,,,,
9149,8191,4,Congresista,20-01-2014,NA,1,,,,
9153,8195,4,Congresista,20-01-2014,NA,1,,,,
9154,7720,6,Congresista,20-01-2014,NA,1,,,,
9157,8198,4,Congresista,20-01-2014,NA,1,,,,
9163,8204,4,Congresista,20-01-2014,NA,1,,,,
9137,8180,4,Congresista,20-01-2014,NA,1,,,,
9138,8181,146,Congresista,20-01-2014,NA,1,,,,
9139,8182,4,Congresista,20-01-2014,NA,1,,,,
9141,8184,4,Congresista,20-01-2014,NA,1,,,,
9142,8185,146,Congresista,20-01-2014,NA,1,,,,
9143,8186,146,Congresista,20-01-2014,NA,1,,,,
9144,8187,4,Congresista,20-01-2014,NA,1,,,,
9145,8188,4,Congresista,20-01-2014,NA,1,,,,
9146,7471,6,Congresista,20-01-2014,NA,1,,,,
9148,8190,4,Congresista,20-01-2014,NA,1,,,,
9151,8193,4,Congresista,20-01-2014,NA,1,,,,
9152,8194,4,Congresista,20-01-2014,NA,1,,,,
9155,8196,4,Congresista,20-01-2014,NA,1,,,,
9156,8197,4,Congresista,20-01-2014,NA,1,,,,
9158,8199,4,Congresista,20-01-2014,NA,1,,,,
9159,8200,4,Congresista,20-01-2014,NA,1,,,,
9160,8201,4,Congresista,20-01-2014,NA,1,,,,
9161,8202,4,Congresista,20-01-2014,NA,1,,,,
9162,8203,4,Congresista,20-01-2014,NA,1,,,,
9164,8205,4,Congresista,20-01-2014,NA,1,,,,
9165,2065,6,Congresista,20-01-2014,NA,1,,,,
9166,8206,4,Congresista,20-01-2014,NA,1,,,,
9167,8207,5,Congresista,20-01-2014,NA,1,,,,
9168,8208,5,Congresista,20-01-2014,NA,1,,,,
9169,7419,6,Congresista,20-01-2014,NA,1,,,,
9170,2210,5,Congresista,20-01-2014,NA,1,,,,
9171,7520,6,Congresista,20-01-2014,NA,1,,,,
9172,8209,5,Congresista,20-01-2014,NA,1,,,,
9173,1948,6,Congresista,20-01-2014,NA,1,,,,
9175,8211,5,Congresista,20-01-2014,NA,1,,,,
9176,8212,5,Congresista,20-01-2014,NA,1,,,,
9177,731,2,Congresista,20-01-2014,NA,1,,,,
9178,8213,5,Congresista,20-01-2014,NA,1,,,,
9179,8214,5,Congresista,20-01-2014,NA,1,,,,
9180,8215,5,Congresista,20-01-2014,NA,1,,,,
9181,8216,5,Congresista,20-01-2014,NA,1,,,,
9182,8217,5,Congresista,21-01-2014,NA,1,,,,
9183,8218,5,Congresista,21-01-2014,NA,1,,,,
9184,753,146,Congresista,21-01-2014,NA,1,,,,
9185,1804,146,Congresista,21-01-2014,NA,1,,,,
9186,8219,146,Congresista,21-01-2014,NA,1,,,,
9187,48,146,Congresista,21-01-2014,NA,1,,,,
9188,8220,146,Congresista,21-01-2014,NA,1,,,,
9189,8221,146,Congresista,21-01-2014,NA,1,,,,
9190,8222,146,Congresista,21-01-2014,NA,1,,,,
9191,1895,146,Congresista,21-01-2014,NA,1,,,,
9192,8223,146,Congresista,21-01-2014,NA,1,,,,
9193,446,5,Congresista,21-01-2014,NA,1,,,,
9194,8224,5,Congresista,21-01-2014,NA,1,,,,
9195,1819,146,Congresista,21-01-2014,NA,1,,,,
9196,1147,5,Congresista,21-01-2014,NA,1,,,,
9197,8225,5,Congresista,21-01-2014,NA,1,,,,
9198,8226,5,Congresista,21-01-2014,NA,1,,,,
9199,1188,146,Congresista,21-01-2014,NA,1,,,,
9200,8227,146,Congresista,21-01-2014,NA,1,,,,
9201,1926,146,Congresista,21-01-2014,NA,1,,,,
9129,8173,4,Congresista,20-01-2014,10-12-2017,1,,,,
9136,8179,146,Congresista,20-01-2014,10-12-2017,1,,,,
9111,8155,6,Congresista,20-01-2014,10-12-2017,1,,,,
9202,8228,146,Congresista,21-01-2014,NA,1,,,,
9203,8229,146,Congresista,21-01-2014,NA,1,,,,
9204,8230,146,Congresista,21-01-2014,NA,1,,,,
9205,8231,146,Congresista,21-01-2014,NA,1,,,,
9207,8233,146,Congresista,21-01-2014,NA,1,,,,
9208,8234,5,Congresista,21-01-2014,NA,1,,,,
9209,8235,146,Congresista,21-01-2014,NA,1,,,,
9210,8236,146,Congresista,21-01-2014,NA,1,,,,
9211,8237,5,Congresista,21-01-2014,NA,1,,,,
9212,8238,5,Congresista,21-01-2014,NA,1,,,,
9213,8239,146,Congresista,21-01-2014,NA,1,,,,
9214,8240,5,Congresista,21-01-2014,NA,1,,,,
9215,8241,5,Congresista,21-01-2014,NA,1,,,,
9216,346,146,Congresista,21-01-2014,NA,1,,,,
9217,8242,5,Congresista,21-01-2014,NA,1,,,,
9219,8244,5,Congresista,21-01-2014,NA,1,,,,
9220,8245,146,Congresista,21-01-2014,NA,1,,,,
9221,7487,6,Congresista,21-01-2014,NA,1,,,,
9222,8246,5,Congresista,21-01-2014,NA,1,,,,
9223,8247,146,Congresista,21-01-2014,NA,1,,,,
9224,8248,146,Congresista,21-01-2014,NA,1,,,,
9225,8249,5,Congresista,21-01-2014,NA,1,,,,
9226,7451,6,Congresista,21-01-2014,NA,1,,,,
9228,8251,146,Congresista,21-01-2014,NA,1,,,,
9230,8253,146,Congresista,21-01-2014,NA,1,,,,
9231,8254,146,Congresista,21-01-2014,NA,1,,,,
9232,7858,6,Congresista,21-01-2014,NA,1,,,,
9233,8255,146,Congresista,21-01-2014,NA,1,,,,
9234,1798,146,Congresista,21-01-2014,NA,1,,,,
9235,8256,5,Congresista,21-01-2014,NA,1,,,,
9236,8257,5,Congresista,21-01-2014,NA,1,,,,
9237,8258,5,Congresista,21-01-2014,NA,1,,,,
9238,8259,5,Congresista,21-01-2014,NA,1,,,,
9239,8260,146,Congresista,21-01-2014,NA,1,,,,
9240,8261,5,Congresista,21-01-2014,NA,1,,,,
9241,8262,5,Congresista,21-01-2014,NA,1,,,,
9242,8263,3,Congresista,21-01-2014,NA,1,,,,
9243,8264,5,Congresista,21-01-2014,NA,1,,,,
9245,8266,5,Congresista,21-01-2014,NA,1,,,,
9246,8267,3,Congresista,21-01-2014,NA,1,,,,
9248,8269,3,Congresista,21-01-2014,NA,1,,,,
9249,8270,3,Congresista,21-01-2014,NA,1,,,,
9250,8271,3,Congresista,21-01-2014,NA,1,,,,
9251,8272,3,Congresista,21-01-2014,NA,1,,,,
9252,8273,146,Congresista,21-01-2014,NA,1,,,,
9253,8274,3,Congresista,21-01-2014,NA,1,,,,
9254,8275,146,Congresista,21-01-2014,NA,1,,,,
9255,8276,146,Congresista,21-01-2014,NA,1,,,,
9257,8278,3,Congresista,21-01-2014,NA,1,,,,
9258,8279,146,Congresista,21-01-2014,NA,1,,,,
9259,8280,5,Congresista,21-01-2014,NA,1,,,,
9260,8281,3,Congresista,21-01-2014,NA,1,,,,
9261,8282,146,Congresista,21-01-2014,NA,1,,,,
9262,8283,146,Congresista,21-01-2014,NA,1,,,,
9263,8284,5,Congresista,21-01-2014,NA,1,,,,
9264,8285,146,Congresista,21-01-2014,NA,1,,,,
9265,8286,5,Congresista,21-01-2014,NA,1,,,,
9266,8287,146,Congresista,21-01-2014,NA,1,,,,
9269,8290,5,Congresista,21-01-2014,NA,1,,,,
9272,8293,5,Congresista,21-01-2014,NA,1,,,,
9279,8300,146,Congresista,21-01-2014,NA,1,,,,
9286,8307,5,Congresista,21-01-2014,NA,1,,,,
9292,8313,146,Congresista,21-01-2014,NA,1,,,,
9294,8315,146,Congresista,21-01-2014,NA,1,,,,
9296,8317,5,Congresista,21-01-2014,NA,1,,,,
9298,8319,146,Congresista,21-01-2014,NA,1,,,,
9307,1713,146,Congresista,21-01-2014,NA,1,,,,
9267,8288,5,Congresista,21-01-2014,NA,1,,,,
9271,8292,146,Congresista,21-01-2014,NA,1,,,,
9273,8294,146,Congresista,21-01-2014,NA,1,,,,
9274,8295,146,Congresista,21-01-2014,NA,1,,,,
9277,8298,146,Congresista,21-01-2014,NA,1,,,,
9278,8299,5,Congresista,21-01-2014,NA,1,,,,
9280,8301,5,Congresista,21-01-2014,NA,1,,,,
9287,8308,146,Congresista,21-01-2014,NA,1,,,,
9288,8309,146,Congresista,21-01-2014,NA,1,,,,
9297,8318,146,Congresista,21-01-2014,NA,1,,,,
9299,8320,146,Congresista,21-01-2014,NA,1,,,,
9300,8321,5,Congresista,21-01-2014,NA,1,,,,
9302,8323,5,Congresista,21-01-2014,NA,1,,,,
9303,8324,146,Congresista,21-01-2014,NA,1,,,,
9304,8325,146,Congresista,21-01-2014,NA,1,,,,
9305,8326,146,Congresista,21-01-2014,NA,1,,,,
9268,8289,146,Congresista,21-01-2014,NA,1,,,,
9270,8291,146,Congresista,21-01-2014,NA,1,,,,
9275,8296,5,Congresista,21-01-2014,NA,1,,,,
9276,8297,5,Congresista,21-01-2014,NA,1,,,,
9281,8302,146,Congresista,21-01-2014,NA,1,,,,
9283,8304,5,Congresista,21-01-2014,NA,1,,,,
9285,8306,146,Congresista,21-01-2014,NA,1,,,,
9289,8310,5,Congresista,21-01-2014,NA,1,,,,
9290,8311,5,Congresista,21-01-2014,NA,1,,,,
9291,8312,146,Congresista,21-01-2014,NA,1,,,,
9293,8314,5,Congresista,21-01-2014,NA,1,,,,
9295,8316,146,Congresista,21-01-2014,NA,1,,,,
9301,8322,146,Congresista,21-01-2014,NA,1,,,,
9306,8327,146,Congresista,21-01-2014,NA,1,,,,
9309,1898,146,Congresista,22-01-2014,NA,1,,,,
9310,8328,146,Congresista,22-01-2014,NA,1,,,,
9311,8329,146,Congresista,22-01-2014,NA,1,,,,
9312,8330,146,Congresista,22-01-2014,NA,1,,,,
9313,8331,146,Congresista,22-01-2014,NA,1,,,,
9314,8332,146,Congresista,22-01-2014,NA,1,,,,
9315,8333,146,Congresista,22-01-2014,NA,1,,,,
9316,8334,146,Congresista,22-01-2014,NA,1,,,,
9317,8335,146,Congresista,22-01-2014,NA,1,,,,
9318,8336,146,Congresista,22-01-2014,NA,1,,,,
9319,8337,146,Congresista,22-01-2014,NA,1,,,,
9320,8338,146,Congresista,22-01-2014,NA,1,,,,
9321,8339,146,Congresista,22-01-2014,NA,1,,,,
9322,8340,5,Congresista,22-01-2014,NA,1,,,,
9323,8341,5,Congresista,22-01-2014,NA,1,,,,
9324,8342,5,Congresista,22-01-2014,NA,1,,,,
9256,8277,5,Congresista,21-01-2014,10-12-2017,1,,,,
9229,8252,146,Congresista,21-01-2014,10-12-2017,1,,,,
9218,8243,146,Congresista,21-01-2014,10-12-2017,1,,,,
9244,8265,5,Congresista,21-01-2014,10-12-2017,1,,,,
9206,8232,5,Congresista,21-01-2014,10-12-2017,1,,,,
9326,8344,5,Congresista,22-01-2014,NA,1,,,,
9327,8345,146,Congresista,22-01-2014,NA,1,,,,
9328,8346,5,Congresista,22-01-2014,NA,1,,,,
9329,8347,146,Congresista,22-01-2014,NA,1,,,,
9330,8348,146,Congresista,22-01-2014,NA,1,,,,
9331,8349,146,Congresista,22-01-2014,NA,1,,,,
9332,8350,5,Congresista,22-01-2014,NA,1,,,,
9333,8351,146,Congresista,22-01-2014,NA,1,,,,
9334,8352,5,Congresista,22-01-2014,NA,1,,,,
9335,8353,146,Congresista,22-01-2014,NA,1,,,,
9336,8354,146,Congresista,22-01-2014,NA,1,,,,
9337,8355,146,Congresista,22-01-2014,NA,1,,,,
9338,8356,146,Congresista,22-01-2014,NA,1,,,,
9339,2734,146,Congresista,22-01-2014,NA,1,,,,
9341,8357,5,Congresista,22-01-2014,NA,1,,,,
9342,8358,5,Congresista,22-01-2014,NA,1,,,,
9343,8359,5,Congresista,22-01-2014,NA,1,,,,
9344,8360,146,Congresista,22-01-2014,NA,1,,,,
9345,883,5,Congresista,22-01-2014,NA,1,,,,
9346,8361,146,Congresista,22-01-2014,NA,1,,,,
9347,8362,5,Congresista,22-01-2014,NA,1,,,,
9349,8364,146,Congresista,22-01-2014,NA,1,,,,
9350,8365,146,Congresista,22-01-2014,NA,1,,,,
9351,8366,144,Congresista,22-01-2014,NA,1,,,,
9352,8367,5,Congresista,22-01-2014,NA,1,,,,
9353,8368,6,Congresista,22-01-2014,NA,1,,,,
9354,8369,6,Congresista,22-01-2014,NA,1,,,,
9355,8370,6,Congresista,22-01-2014,NA,1,,,,
9356,8371,6,Congresista,22-01-2014,NA,1,,,,
9357,8372,6,Congresista,22-01-2014,NA,1,,,,
9359,7348,6,Congresista,22-01-2014,NA,1,,,,
9360,7763,6,Congresista,22-01-2014,NA,1,,,,
9361,7465,6,Congresista,22-01-2014,NA,1,,,,
9362,7454,6,Congresista,22-01-2014,NA,1,,,,
9363,7444,6,Congresista,22-01-2014,NA,1,,,,
9364,8374,6,Congresista,22-01-2014,NA,1,,,,
9365,8375,6,Congresista,22-01-2014,NA,1,,,,
9366,8376,6,Congresista,22-01-2014,NA,1,,,,
9367,2395,6,Congresista,NA,NA,1,,,,
9368,8380,6,Congresista,23-01-2014,NA,1,,,,
9369,8381,6,Congresista,23-01-2014,NA,1,,,,
9370,8382,6,Congresista,23-01-2014,NA,1,,,,
9371,8383,6,Congresista,23-01-2014,NA,1,,,,
9372,7818,144,Congresista,24-01-2014,NA,1,,,,
9373,7714,144,Congresista,24-01-2014,NA,1,,,,
9374,7497,144,Congresista,24-01-2014,NA,1,,,,
9375,7551,3,Congresista,24-01-2014,NA,1,,,,
9376,7498,3,Congresista,24-01-2014,NA,1,,,,
9377,7495,145,Congresista,24-01-2014,NA,1,,,,
9378,7499,145,Congresista,24-01-2014,NA,1,,,,
9379,7489,145,Congresista,24-01-2014,NA,1,,,,
9381,8388,5,Congresista,24-01-2014,NA,1,,,,
9382,8389,146,Congresista,24-01-2014,NA,1,,,,
9384,8391,3,Congresista,24-01-2014,NA,1,,,,
9385,8392,5,Congresista,24-01-2014,NA,1,,,,
9386,8393,5,Congresista,24-01-2014,NA,1,,,,
9387,8395,151,Congresista,24-01-2014,NA,1,,,,
9388,8396,144,Congresista,24-01-2014,NA,1,,,,
9389,2815,149,Congresista,24-01-2014,NA,1,,,,
9390,8397,144,Congresista,24-01-2014,NA,1,,,,
9391,8398,144,Congresista,24-01-2014,NA,1,,,,
9392,8399,152,Congresista,24-01-2014,NA,1,,,,
9393,8405,2,Congresista,28-01-2014,NA,1,,,,
9394,8408,3,Congresista,28-01-2014,NA,1,,,,
9395,2536,145,Congresista,29-01-2014,NA,1,,,,
9396,1709,2,Congresista,04-02-2014,NA,1,,,,
9397,8426,2,Congresista,04-02-2014,NA,1,,,,
9398,8433,3,Congresista,05-02-2014,NA,1,,,,
9399,8434,2,Congresista,05-02-2014,NA,1,,,,
9400,5,2,Congresista,05-02-2014,NA,1,,,,
9401,8435,2,Congresista,05-02-2014,NA,1,,,,
9402,57,2,Congresista,05-02-2014,NA,1,,,,
9403,8439,144,Congresista,05-02-2014,NA,1,,,,
9404,2462,145,Congresista,06-02-2014,NA,1,,,,
9405,8449,2,Congresista,06-02-2014,NA,1,,,,
9407,8464,4,Congresista,07-02-2014,NA,1,,,,
9408,8465,4,Congresista,07-02-2014,NA,1,,,,
9409,8466,4,Congresista,07-02-2014,NA,1,,,,
9410,8467,4,Congresista,07-02-2014,NA,1,,,,
9412,8469,4,Congresista,07-02-2014,NA,1,,,,
9413,8470,4,Congresista,07-02-2014,NA,1,,,,
9414,8471,4,Congresista,07-02-2014,NA,1,,,,
9415,8472,4,Congresista,07-02-2014,NA,1,,,,
9416,8473,4,Congresista,07-02-2014,NA,1,,,,
9417,8474,2,Congresista,07-02-2014,NA,1,,,,
9420,8477,2,Congresista,07-02-2014,NA,1,,,,
9421,8478,2,Congresista,07-02-2014,NA,1,,,,
9422,8479,2,Congresista,07-02-2014,NA,1,,,,
9423,8480,2,Congresista,07-02-2014,NA,1,,,,
9424,8481,2,Congresista,07-02-2014,NA,1,,,,
9425,8482,2,Congresista,07-02-2014,NA,1,,,,
9426,8483,2,Congresista,07-02-2014,NA,1,,,,
9427,8484,2,Congresista,07-02-2014,NA,1,,,,
9428,8485,5,Congresista,07-02-2014,NA,1,,,,
9429,324,144,Congresista,10-02-2014,NA,1,,,,
9431,8510,185,Congresista,10-02-2014,NA,1,,,,
9432,8511,144,Congresista,10-02-2014,NA,1,,,,
9433,8512,145,Congresista,10-02-2014,NA,1,,,,
9434,8513,144,Congresista,10-02-2014,NA,1,,,,
9435,8514,144,Congresista,10-02-2014,NA,1,,,,
9437,8521,5,Congresista,12-02-2014,NA,1,,,,
9438,8522,5,Congresista,12-02-2014,NA,1,,,,
9440,8524,5,Congresista,12-02-2014,NA,1,,,,
9442,8526,5,Congresista,12-02-2014,NA,1,,,,
9443,1032,5,Congresista,12-02-2014,NA,1,,,,
9444,8527,5,Congresista,12-02-2014,NA,1,,,,
9445,8528,5,Congresista,12-02-2014,NA,1,,,,
9446,8529,5,Congresista,12-02-2014,NA,1,,,,
9447,8530,5,Congresista,12-02-2014,NA,1,,,,
9448,8531,5,Congresista,12-02-2014,NA,1,,,,
9449,8532,5,Congresista,12-02-2014,NA,1,,,,
9450,8533,5,Congresista,12-02-2014,NA,1,,,,
9451,558,5,Congresista,12-02-2014,NA,1,,,,
9452,197,5,Congresista,12-02-2014,NA,1,,,,
9453,8534,5,Congresista,12-02-2014,NA,1,,,,
9454,8535,5,Congresista,12-02-2014,NA,1,,,,
9348,8363,5,Congresista,22-01-2014,10-12-2017,1,,,,
9358,8373,6,Congresista,22-01-2014,11-12-2017,1,,,,
