id,proyecto_ley_estado_id,comision_id,activo,usercreated,usermodifed,created_at,updated_at
6399,37067,7,1,NA,NA,NA,NA
3345,35307,11,1,NA,NA,NA,NA
3346,34798,3,1,NA,NA,NA,NA
6400,37068,9,1,NA,NA,NA,NA
6402,37071,12,1,NA,NA,NA,NA
3350,3269,3,1,NA,NA,NA,NA
3351,2435,3,1,NA,NA,NA,NA
3352,2423,3,1,NA,NA,NA,NA
3353,2429,3,1,NA,NA,NA,NA
3354,34171,6,1,NA,NA,NA,NA
3355,25962,2,1,NA,NA,NA,NA
3356,35036,7,1,NA,NA,NA,NA
3357,33997,13,1,NA,NA,NA,NA
3359,2697,11,1,NA,NA,NA,NA
3360,34180,1,1,NA,NA,NA,NA
3361,26133,1,1,NA,NA,NA,NA
3362,25461,7,1,NA,NA,NA,NA
3363,33011,3,1,NA,NA,NA,NA
3364,33509,13,1,NA,NA,NA,NA
3365,35041,4,1,NA,NA,NA,NA
3366,2479,13,1,NA,NA,NA,NA
3367,3074,2,1,NA,NA,NA,NA
3368,33105,3,1,NA,NA,NA,NA
3369,3032,6,1,NA,NA,NA,NA
3370,26663,10,1,NA,NA,NA,NA
3371,3055,4,1,NA,NA,NA,NA
3372,33473,7,1,NA,NA,NA,NA
3373,35287,1,1,NA,NA,NA,NA
3374,35217,3,1,NA,NA,NA,NA
3375,33680,3,1,NA,NA,NA,NA
3376,35220,3,1,NA,NA,NA,NA
3377,34897,3,1,NA,NA,NA,NA
3378,33506,7,1,NA,NA,NA,NA
3379,35216,2,1,NA,NA,NA,NA
3382,3019,2,1,NA,NA,NA,NA
3383,35311,14,1,NA,NA,NA,NA
3384,33035,1,1,NA,NA,NA,NA
3385,3459,11,1,NA,NA,NA,NA
3386,34041,14,1,NA,NA,NA,NA
3387,2502,11,1,NA,NA,NA,NA
6403,37072,12,1,NA,NA,NA,NA
3389,26632,11,1,NA,NA,NA,NA
3390,34013,2,1,NA,NA,NA,NA
3391,35201,1,1,NA,NA,NA,NA
3392,3155,1,1,NA,NA,NA,NA
3393,3142,1,1,NA,NA,NA,NA
3394,32967,13,1,NA,NA,NA,NA
3395,26622,1,1,NA,NA,NA,NA
6404,37073,12,1,NA,NA,NA,NA
3397,26124,4,1,NA,NA,NA,NA
3398,34366,1,1,NA,NA,NA,NA
3399,26636,14,1,NA,NA,NA,NA
3400,26527,11,1,NA,NA,NA,NA
3401,3366,1,1,NA,NA,NA,NA
3402,26623,1,1,NA,NA,NA,NA
3403,35206,1,1,NA,NA,NA,NA
3404,26101,14,1,NA,NA,NA,NA
3405,34567,1,1,NA,NA,NA,NA
3406,26637,12,1,NA,NA,NA,NA
3407,35161,1,1,NA,NA,NA,NA
3408,2473,13,1,NA,NA,NA,NA
3409,34012,2,1,NA,NA,NA,NA
3410,34446,14,1,NA,NA,NA,NA
3411,3102,7,1,NA,NA,NA,NA
3412,32793,2,1,NA,NA,NA,NA
3413,26129,4,1,NA,NA,NA,NA
3414,26625,7,1,NA,NA,NA,NA
3415,35031,7,1,NA,NA,NA,NA
3416,33026,1,1,NA,NA,NA,NA
3417,3295,12,1,NA,NA,NA,NA
3418,33821,7,1,NA,NA,NA,NA
3419,3661,9,1,NA,NA,NA,NA
3420,33029,7,1,NA,NA,NA,NA
6916,37957,3,1,NA,NA,NA,NA
3422,1336,2,1,NA,NA,NA,NA
3423,34273,13,1,NA,NA,NA,NA
3424,26588,1,1,NA,NA,NA,NA
3425,35131,5,1,NA,NA,NA,NA
3426,34873,5,1,NA,NA,NA,NA
3427,34870,14,1,NA,NA,NA,NA
3428,25973,11,1,NA,NA,NA,NA
3429,26012,8,1,NA,NA,NA,NA
3430,652,2,1,NA,NA,NA,NA
3431,3589,2,1,NA,NA,NA,NA
3432,29628,4,1,NA,NA,NA,NA
6406,30528,1,1,NA,NA,NA,NA
3434,1307,6,1,NA,NA,NA,NA
3435,646,6,1,NA,NA,NA,NA
3436,26673,7,1,NA,NA,NA,NA
3437,35189,6,1,NA,NA,NA,NA
3438,34315,6,1,NA,NA,NA,NA
3439,1338,6,1,NA,NA,NA,NA
3440,34068,8,1,NA,NA,NA,NA
3441,28225,13,1,NA,NA,NA,NA
3442,4202,13,1,NA,NA,NA,NA
3443,32149,8,1,NA,NA,NA,NA
3444,34709,1,1,NA,NA,NA,NA
6407,30527,1,1,NA,NA,NA,NA
3446,25980,7,1,NA,NA,NA,NA
3447,34842,7,1,NA,NA,NA,NA
3449,34704,7,1,NA,NA,NA,NA
3450,34082,1,1,NA,NA,NA,NA
3451,34080,1,1,NA,NA,NA,NA
3452,34491,1,1,NA,NA,NA,NA
3453,34697,12,1,NA,NA,NA,NA
3454,34696,12,1,NA,NA,NA,NA
3455,34146,13,1,NA,NA,NA,NA
3456,5170,12,1,NA,NA,NA,NA
6917,26571,4,1,NA,NA,NA,NA
3458,1243,5,1,NA,NA,NA,NA
3459,34127,7,1,NA,NA,NA,NA
3460,2891,3,1,NA,NA,NA,NA
3461,34168,7,1,NA,NA,NA,NA
6409,37083,11,1,NA,NA,NA,NA
3463,33994,12,1,NA,NA,NA,NA
3464,2889,3,1,NA,NA,NA,NA
3465,2946,2,1,NA,NA,NA,NA
3466,34338,11,1,NA,NA,NA,NA
3467,34282,2,1,NA,NA,NA,NA
3468,2964,2,1,NA,NA,NA,NA
3469,34745,7,1,NA,NA,NA,NA
3470,34312,7,1,NA,NA,NA,NA
3471,32597,12,1,NA,NA,NA,NA
3472,33260,13,1,NA,NA,NA,NA
3473,33601,13,1,NA,NA,NA,NA
3474,1224,1,1,NA,NA,NA,NA
3475,33254,2,1,NA,NA,NA,NA
3476,34163,6,1,NA,NA,NA,NA
3477,33722,1,1,NA,NA,NA,NA
3478,34695,12,1,NA,NA,NA,NA
3479,28252,1,1,NA,NA,NA,NA
3480,579,1,1,NA,NA,NA,NA
3481,34688,6,1,NA,NA,NA,NA
3482,2606,1,1,NA,NA,NA,NA
3483,1409,1,1,NA,NA,NA,NA
3484,2608,1,1,NA,NA,NA,NA
3485,26009,7,1,NA,NA,NA,NA
3486,34595,1,1,NA,NA,NA,NA
3487,34683,3,1,NA,NA,NA,NA
3488,33938,8,1,NA,NA,NA,NA
3489,2488,13,1,NA,NA,NA,NA
3490,589,1,1,NA,NA,NA,NA
3491,33710,1,1,NA,NA,NA,NA
3492,33765,1,1,NA,NA,NA,NA
3493,26068,3,1,NA,NA,NA,NA
3494,34684,5,1,NA,NA,NA,NA
3495,34238,6,1,NA,NA,NA,NA
3496,3529,6,1,NA,NA,NA,NA
3497,34342,11,1,NA,NA,NA,NA
3498,2658,11,1,NA,NA,NA,NA
3499,35298,11,1,NA,NA,NA,NA
3500,34671,2,1,NA,NA,NA,NA
3501,35296,11,1,NA,NA,NA,NA
3502,35297,11,1,NA,NA,NA,NA
3503,33789,11,1,NA,NA,NA,NA
3504,2411,6,1,NA,NA,NA,NA
3505,34682,11,1,NA,NA,NA,NA
3506,34136,6,1,NA,NA,NA,NA
3508,34502,7,1,NA,NA,NA,NA
13632,44665,12,1,NA,NA,NA,NA
3510,34360,7,1,NA,NA,NA,NA
3511,34649,12,1,NA,NA,NA,NA
3512,34649,13,1,NA,NA,NA,NA
3513,34649,10,1,NA,NA,NA,NA
3514,34649,8,1,NA,NA,NA,NA
3515,33259,13,1,NA,NA,NA,NA
3516,33817,6,1,NA,NA,NA,NA
3517,34710,1,1,NA,NA,NA,NA
3518,34256,12,1,NA,NA,NA,NA
3519,34256,13,1,NA,NA,NA,NA
3520,34256,10,1,NA,NA,NA,NA
3521,34256,8,1,NA,NA,NA,NA
3522,34135,6,1,NA,NA,NA,NA
3523,26643,2,1,NA,NA,NA,NA
3524,26670,2,1,NA,NA,NA,NA
3525,34618,11,1,NA,NA,NA,NA
3526,1887,7,1,NA,NA,NA,NA
3527,26646,1,1,NA,NA,NA,NA
3528,34617,3,1,NA,NA,NA,NA
6411,37085,8,1,NA,NA,NA,NA
3530,3097,14,1,NA,NA,NA,NA
3531,26718,11,1,NA,NA,NA,NA
3532,34898,3,1,NA,NA,NA,NA
3533,25471,9,1,NA,NA,NA,NA
13690,44702,2,1,NA,NA,NA,NA
3535,2660,11,1,NA,NA,NA,NA
13750,44740,1,1,NA,NA,NA,NA
3537,34615,9,1,NA,NA,NA,NA
13806,44794,7,1,NA,NA,NA,NA
3539,32229,4,1,NA,NA,NA,NA
3540,2314,7,1,NA,NA,NA,NA
3541,2278,4,1,NA,NA,NA,NA
3542,33803,4,1,NA,NA,NA,NA
3543,26668,9,1,NA,NA,NA,NA
3544,33937,5,1,NA,NA,NA,NA
3545,3085,14,1,NA,NA,NA,NA
3546,32557,7,1,NA,NA,NA,NA
3547,1387,1,1,NA,NA,NA,NA
3548,1219,5,1,NA,NA,NA,NA
3549,1381,1,1,NA,NA,NA,NA
3550,1388,1,1,NA,NA,NA,NA
3551,33993,12,1,NA,NA,NA,NA
3552,1382,1,1,NA,NA,NA,NA
3553,34145,13,1,NA,NA,NA,NA
3554,3926,1,1,NA,NA,NA,NA
3555,26657,4,1,NA,NA,NA,NA
3556,25469,7,1,NA,NA,NA,NA
3557,1494,4,1,NA,NA,NA,NA
3558,26096,14,1,NA,NA,NA,NA
3559,26716,11,1,NA,NA,NA,NA
3560,26126,11,1,NA,NA,NA,NA
3561,33763,1,1,NA,NA,NA,NA
3562,2936,12,1,NA,NA,NA,NA
3563,2936,13,1,NA,NA,NA,NA
3564,2936,10,1,NA,NA,NA,NA
3565,2936,8,1,NA,NA,NA,NA
13846,44315,5,1,NA,NA,NA,NA
3567,2284,4,1,NA,NA,NA,NA
3568,2272,4,1,NA,NA,NA,NA
3569,26206,4,1,NA,NA,NA,NA
3570,34841,7,1,NA,NA,NA,NA
3571,26004,7,1,NA,NA,NA,NA
3572,34793,1,1,NA,NA,NA,NA
3573,2602,2,1,NA,NA,NA,NA
3574,26717,1,1,NA,NA,NA,NA
3575,26146,14,1,NA,NA,NA,NA
3576,33204,2,1,NA,NA,NA,NA
3577,34686,11,1,NA,NA,NA,NA
3578,2921,11,1,NA,NA,NA,NA
3579,33000,11,1,NA,NA,NA,NA
3580,33293,4,1,NA,NA,NA,NA
3581,915,9,1,NA,NA,NA,NA
3582,33524,5,1,NA,NA,NA,NA
13902,43585,12,1,NA,NA,NA,NA
3584,2291,4,1,NA,NA,NA,NA
3585,3077,14,1,NA,NA,NA,NA
3586,1402,7,1,NA,NA,NA,NA
3587,32596,12,1,NA,NA,NA,NA
3588,34413,1,1,NA,NA,NA,NA
3589,34797,7,1,NA,NA,NA,NA
13942,42828,8,1,NA,NA,NA,NA
3591,26644,1,1,NA,NA,NA,NA
3592,26132,1,1,NA,NA,NA,NA
6918,37959,4,1,NA,NA,NA,NA
3594,25981,7,1,NA,NA,NA,NA
3595,2648,4,1,NA,NA,NA,NA
3596,34744,10,1,NA,NA,NA,NA
3597,26014,7,1,NA,NA,NA,NA
3598,25976,2,1,NA,NA,NA,NA
3599,32555,7,1,NA,NA,NA,NA
3600,34140,7,1,NA,NA,NA,NA
3601,34142,7,1,NA,NA,NA,NA
3602,34071,12,1,NA,NA,NA,NA
3603,34706,7,1,NA,NA,NA,NA
3604,25983,7,1,NA,NA,NA,NA
3605,33829,12,1,NA,NA,NA,NA
3606,26714,11,1,NA,NA,NA,NA
3607,2959,12,1,NA,NA,NA,NA
3608,26010,7,1,NA,NA,NA,NA
3609,34839,7,1,NA,NA,NA,NA
3610,27667,7,1,NA,NA,NA,NA
3611,34271,12,1,NA,NA,NA,NA
3612,26658,12,1,NA,NA,NA,NA
3613,25982,7,1,NA,NA,NA,NA
3614,3735,7,1,NA,NA,NA,NA
3615,681,1,1,NA,NA,NA,NA
3616,25984,7,1,NA,NA,NA,NA
3617,27666,7,1,NA,NA,NA,NA
3618,33266,13,1,NA,NA,NA,NA
3619,34174,6,1,NA,NA,NA,NA
3620,1245,1,1,NA,NA,NA,NA
3621,32487,4,1,NA,NA,NA,NA
3622,2556,7,1,NA,NA,NA,NA
3623,34063,7,1,NA,NA,NA,NA
3624,33191,11,1,NA,NA,NA,NA
3625,34571,2,1,NA,NA,NA,NA
3626,33089,11,1,NA,NA,NA,NA
3627,33491,5,1,NA,NA,NA,NA
3628,1319,6,1,NA,NA,NA,NA
3629,34578,2,1,NA,NA,NA,NA
3630,35169,11,1,NA,NA,NA,NA
3631,35167,11,1,NA,NA,NA,NA
3632,35168,11,1,NA,NA,NA,NA
13943,42828,10,1,NA,NA,NA,NA
3635,34563,11,1,NA,NA,NA,NA
3636,679,1,1,NA,NA,NA,NA
3638,34549,11,1,NA,NA,NA,NA
3639,2544,11,1,NA,NA,NA,NA
3640,25985,7,1,NA,NA,NA,NA
3641,2652,11,1,NA,NA,NA,NA
3642,34470,6,1,NA,NA,NA,NA
3643,26050,4,1,NA,NA,NA,NA
3644,26662,12,1,NA,NA,NA,NA
3645,26016,12,1,NA,NA,NA,NA
6448,37129,1,1,NA,NA,NA,NA
3647,674,1,1,NA,NA,NA,NA
3648,34467,11,1,NA,NA,NA,NA
3649,28250,1,1,NA,NA,NA,NA
3650,34237,3,1,NA,NA,NA,NA
3651,26237,4,1,NA,NA,NA,NA
3652,26022,12,1,NA,NA,NA,NA
6920,3742,11,1,NA,NA,NA,NA
3654,26667,10,1,NA,NA,NA,NA
3655,33015,1,1,NA,NA,NA,NA
3656,34430,1,1,NA,NA,NA,NA
3657,34492,1,1,NA,NA,NA,NA
3658,25986,1,1,NA,NA,NA,NA
3659,25467,7,1,NA,NA,NA,NA
3660,26117,11,1,NA,NA,NA,NA
3661,34414,3,1,NA,NA,NA,NA
3662,26128,11,1,NA,NA,NA,NA
3663,34792,13,1,NA,NA,NA,NA
3664,1891,1,1,NA,NA,NA,NA
3665,1061,12,1,NA,NA,NA,NA
3666,2945,12,1,NA,NA,NA,NA
3667,33797,11,1,NA,NA,NA,NA
3668,33692,11,1,NA,NA,NA,NA
3669,35166,11,1,NA,NA,NA,NA
3670,29574,1,1,NA,NA,NA,NA
3671,2309,4,1,NA,NA,NA,NA
3672,26103,14,1,NA,NA,NA,NA
3673,34444,2,1,NA,NA,NA,NA
3674,26526,11,1,NA,NA,NA,NA
3675,672,1,1,NA,NA,NA,NA
3676,26242,4,1,NA,NA,NA,NA
3677,33190,11,1,NA,NA,NA,NA
3678,2583,7,1,NA,NA,NA,NA
3679,33939,14,1,NA,NA,NA,NA
3680,29580,14,1,NA,NA,NA,NA
3681,34358,3,1,NA,NA,NA,NA
3682,2596,7,1,NA,NA,NA,NA
3683,34356,11,1,NA,NA,NA,NA
3684,34132,3,1,NA,NA,NA,NA
3685,1473,4,1,NA,NA,NA,NA
3686,32587,3,1,NA,NA,NA,NA
3687,26647,1,1,NA,NA,NA,NA
3688,2609,3,1,NA,NA,NA,NA
3689,26059,14,1,NA,NA,NA,NA
3690,34674,9,1,NA,NA,NA,NA
3691,34345,4,1,NA,NA,NA,NA
13633,44666,12,1,NA,NA,NA,NA
3693,26106,1,1,NA,NA,NA,NA
3694,33982,14,1,NA,NA,NA,NA
3695,34267,1,1,NA,NA,NA,NA
3696,34259,9,1,NA,NA,NA,NA
3697,2079,3,1,NA,NA,NA,NA
3698,2255,13,1,NA,NA,NA,NA
3699,25456,6,1,NA,NA,NA,NA
3700,425,9,1,NA,NA,NA,NA
3701,33383,4,1,NA,NA,NA,NA
3702,33964,4,1,NA,NA,NA,NA
3703,33541,4,1,NA,NA,NA,NA
3704,33304,4,1,NA,NA,NA,NA
3705,34233,7,1,NA,NA,NA,NA
3706,33434,9,1,NA,NA,NA,NA
3707,34232,10,1,NA,NA,NA,NA
3708,26674,7,1,NA,NA,NA,NA
3709,2703,11,1,NA,NA,NA,NA
3710,33910,3,1,NA,NA,NA,NA
3711,34184,2,1,NA,NA,NA,NA
3712,33408,4,1,NA,NA,NA,NA
3713,408,4,1,NA,NA,NA,NA
3714,26051,4,1,NA,NA,NA,NA
6921,37960,11,1,NA,NA,NA,NA
3716,34234,9,1,NA,NA,NA,NA
3717,33963,4,1,NA,NA,NA,NA
3718,32233,4,1,NA,NA,NA,NA
3719,33382,4,1,NA,NA,NA,NA
3720,34493,1,1,NA,NA,NA,NA
3721,4864,7,1,NA,NA,NA,NA
3722,26055,4,1,NA,NA,NA,NA
6454,37159,12,1,NA,NA,NA,NA
6455,37162,4,1,NA,NA,NA,NA
3725,31646,1,1,NA,NA,NA,NA
3726,33407,4,1,NA,NA,NA,NA
3727,33685,12,1,NA,NA,NA,NA
3728,1240,8,1,NA,NA,NA,NA
3729,26665,12,1,NA,NA,NA,NA
3730,35185,11,1,NA,NA,NA,NA
3731,33949,1,1,NA,NA,NA,NA
3732,26044,4,1,NA,NA,NA,NA
3733,25466,7,1,NA,NA,NA,NA
3734,34143,4,1,NA,NA,NA,NA
3735,2692,11,1,NA,NA,NA,NA
3736,26250,7,1,NA,NA,NA,NA
3737,31647,1,1,NA,NA,NA,NA
3738,2691,11,1,NA,NA,NA,NA
13691,44703,2,1,NA,NA,NA,NA
3740,32195,14,1,NA,NA,NA,NA
3741,34235,7,1,NA,NA,NA,NA
3742,32760,7,1,NA,NA,NA,NA
3743,33801,11,1,NA,NA,NA,NA
3744,1397,7,1,NA,NA,NA,NA
3745,2282,11,1,NA,NA,NA,NA
3746,34083,13,1,NA,NA,NA,NA
3747,34099,1,1,NA,NA,NA,NA
3748,33248,9,1,NA,NA,NA,NA
3749,34033,9,1,NA,NA,NA,NA
3750,25465,7,1,NA,NA,NA,NA
3751,34429,1,1,NA,NA,NA,NA
3752,33279,13,1,NA,NA,NA,NA
3753,29572,1,1,NA,NA,NA,NA
3754,26115,3,1,NA,NA,NA,NA
3755,2227,3,1,NA,NA,NA,NA
3756,32539,4,1,NA,NA,NA,NA
3757,32855,4,1,NA,NA,NA,NA
3758,32253,4,1,NA,NA,NA,NA
3759,32916,4,1,NA,NA,NA,NA
3760,975,4,1,NA,NA,NA,NA
3761,2689,5,1,NA,NA,NA,NA
3762,33729,8,1,NA,NA,NA,NA
3763,33700,13,1,NA,NA,NA,NA
3764,33703,11,1,NA,NA,NA,NA
3765,317,4,1,NA,NA,NA,NA
3766,33521,12,1,NA,NA,NA,NA
6457,36575,2,1,NA,NA,NA,NA
3768,26034,1,1,NA,NA,NA,NA
3769,34340,11,1,NA,NA,NA,NA
3770,32134,4,1,NA,NA,NA,NA
3771,1173,7,1,NA,NA,NA,NA
3772,33811,3,1,NA,NA,NA,NA
3773,34348,10,1,NA,NA,NA,NA
3774,35347,1,1,NA,NA,NA,NA
3775,31938,7,1,NA,NA,NA,NA
3776,35365,1,1,NA,NA,NA,NA
3777,1353,10,1,NA,NA,NA,NA
3778,32512,9,1,NA,NA,NA,NA
3779,35367,1,1,NA,NA,NA,NA
3780,33133,2,1,NA,NA,NA,NA
13751,44741,1,1,NA,NA,NA,NA
3782,35343,1,1,NA,NA,NA,NA
3783,35339,1,1,NA,NA,NA,NA
3784,35340,1,1,NA,NA,NA,NA
3785,35349,13,1,NA,NA,NA,NA
3786,35346,1,1,NA,NA,NA,NA
3787,35342,1,1,NA,NA,NA,NA
3788,32875,7,1,NA,NA,NA,NA
3789,35364,3,1,NA,NA,NA,NA
3790,33145,7,1,NA,NA,NA,NA
3791,33076,9,1,NA,NA,NA,NA
3792,1169,7,1,NA,NA,NA,NA
3793,33315,7,1,NA,NA,NA,NA
3794,1172,7,1,NA,NA,NA,NA
3795,1204,7,1,NA,NA,NA,NA
3796,1174,4,1,NA,NA,NA,NA
3797,35341,3,1,NA,NA,NA,NA
3798,33135,12,1,NA,NA,NA,NA
3799,32127,7,1,NA,NA,NA,NA
3800,2564,11,1,NA,NA,NA,NA
3801,32217,8,1,NA,NA,NA,NA
3802,33317,6,1,NA,NA,NA,NA
3803,32206,9,1,NA,NA,NA,NA
3804,33096,9,1,NA,NA,NA,NA
3805,32493,7,1,NA,NA,NA,NA
3806,33608,6,1,NA,NA,NA,NA
3807,1380,6,1,NA,NA,NA,NA
3808,33143,4,1,NA,NA,NA,NA
3809,32353,4,1,NA,NA,NA,NA
3810,33079,6,1,NA,NA,NA,NA
3811,32716,7,1,NA,NA,NA,NA
3812,33121,7,1,NA,NA,NA,NA
3813,33812,3,1,NA,NA,NA,NA
3814,828,12,1,NA,NA,NA,NA
3815,32222,7,1,NA,NA,NA,NA
3816,32457,7,1,NA,NA,NA,NA
3817,26650,6,1,NA,NA,NA,NA
3818,26040,1,1,NA,NA,NA,NA
3819,33520,10,1,NA,NA,NA,NA
3820,33078,6,1,NA,NA,NA,NA
3821,33557,3,1,NA,NA,NA,NA
3822,33526,6,1,NA,NA,NA,NA
3823,32626,9,1,NA,NA,NA,NA
3824,23374,3,1,NA,NA,NA,NA
3825,33085,12,1,NA,NA,NA,NA
3826,26825,12,1,NA,NA,NA,NA
3827,31628,6,1,NA,NA,NA,NA
3828,26281,3,1,NA,NA,NA,NA
3829,33702,13,1,NA,NA,NA,NA
3830,26030,8,1,NA,NA,NA,NA
3831,33095,9,1,NA,NA,NA,NA
3832,2565,11,1,NA,NA,NA,NA
3833,33549,8,1,NA,NA,NA,NA
3834,1267,3,1,NA,NA,NA,NA
3835,937,11,1,NA,NA,NA,NA
3836,34332,11,1,NA,NA,NA,NA
3837,33457,11,1,NA,NA,NA,NA
13807,44795,7,1,NA,NA,NA,NA
3839,33387,2,1,NA,NA,NA,NA
3840,1137,7,1,NA,NA,NA,NA
3841,34335,11,1,NA,NA,NA,NA
3842,1345,7,1,NA,NA,NA,NA
3843,34040,3,1,NA,NA,NA,NA
3844,669,12,1,NA,NA,NA,NA
3845,34427,13,1,NA,NA,NA,NA
13847,44825,4,1,NA,NA,NA,NA
3847,26211,4,1,NA,NA,NA,NA
3848,938,3,1,NA,NA,NA,NA
3849,34368,2,1,NA,NA,NA,NA
3850,2741,12,1,NA,NA,NA,NA
3851,585,7,1,NA,NA,NA,NA
3852,2432,6,1,NA,NA,NA,NA
3853,31948,1,1,NA,NA,NA,NA
3854,1612,7,1,NA,NA,NA,NA
13903,43586,12,1,NA,NA,NA,NA
3856,33514,12,1,NA,NA,NA,NA
3857,33320,2,1,NA,NA,NA,NA
3858,1003,3,1,NA,NA,NA,NA
3859,31138,5,1,NA,NA,NA,NA
3860,2263,12,1,NA,NA,NA,NA
3861,33389,12,1,NA,NA,NA,NA
3862,2241,12,1,NA,NA,NA,NA
3863,3874,11,1,NA,NA,NA,NA
3864,2943,12,1,NA,NA,NA,NA
3865,33512,12,1,NA,NA,NA,NA
3866,33701,13,1,NA,NA,NA,NA
3867,1154,10,1,NA,NA,NA,NA
3868,26653,6,1,NA,NA,NA,NA
3869,25993,10,1,NA,NA,NA,NA
3870,33552,1,1,NA,NA,NA,NA
3871,26648,12,1,NA,NA,NA,NA
3872,26651,6,1,NA,NA,NA,NA
3873,1025,1,1,NA,NA,NA,NA
3874,26699,11,1,NA,NA,NA,NA
3875,32194,14,1,NA,NA,NA,NA
3876,25734,1,1,NA,NA,NA,NA
3877,33469,5,1,NA,NA,NA,NA
3878,26089,14,1,NA,NA,NA,NA
3879,2795,14,1,NA,NA,NA,NA
3880,32859,1,1,NA,NA,NA,NA
3881,33322,1,1,NA,NA,NA,NA
3882,1350,7,1,NA,NA,NA,NA
3883,32468,4,1,NA,NA,NA,NA
3884,33455,6,1,NA,NA,NA,NA
3885,33031,7,1,NA,NA,NA,NA
3886,32988,12,1,NA,NA,NA,NA
3887,33140,9,1,NA,NA,NA,NA
3888,33075,9,1,NA,NA,NA,NA
3889,33454,7,1,NA,NA,NA,NA
3890,25979,7,1,NA,NA,NA,NA
3891,33459,1,1,NA,NA,NA,NA
3892,33731,1,1,NA,NA,NA,NA
3893,33450,5,1,NA,NA,NA,NA
3894,33432,12,1,NA,NA,NA,NA
3895,663,6,1,NA,NA,NA,NA
3896,33606,6,1,NA,NA,NA,NA
3897,907,3,1,NA,NA,NA,NA
3898,2036,3,1,NA,NA,NA,NA
3899,33808,3,1,NA,NA,NA,NA
3900,427,5,1,NA,NA,NA,NA
3901,32611,1,1,NA,NA,NA,NA
3902,1035,8,1,NA,NA,NA,NA
3903,2826,14,1,NA,NA,NA,NA
3904,2818,14,1,NA,NA,NA,NA
3905,32016,7,1,NA,NA,NA,NA
3906,26001,10,1,NA,NA,NA,NA
3907,33427,1,1,NA,NA,NA,NA
3908,26031,5,1,NA,NA,NA,NA
3909,2438,6,1,NA,NA,NA,NA
3910,34424,14,1,NA,NA,NA,NA
3911,33810,3,1,NA,NA,NA,NA
3912,26750,6,1,NA,NA,NA,NA
3913,33807,3,1,NA,NA,NA,NA
3914,33476,5,1,NA,NA,NA,NA
3915,33805,3,1,NA,NA,NA,NA
3916,23639,1,1,NA,NA,NA,NA
3917,1285,5,1,NA,NA,NA,NA
3918,624,11,1,NA,NA,NA,NA
3919,32955,12,1,NA,NA,NA,NA
3920,1281,1,1,NA,NA,NA,NA
3921,32463,12,1,NA,NA,NA,NA
3922,337,1,1,NA,NA,NA,NA
3923,33423,14,1,NA,NA,NA,NA
3924,949,1,1,NA,NA,NA,NA
3925,33471,1,1,NA,NA,NA,NA
3926,994,1,1,NA,NA,NA,NA
3927,2212,1,1,NA,NA,NA,NA
3928,1033,5,1,NA,NA,NA,NA
3929,33456,6,1,NA,NA,NA,NA
3930,2245,12,1,NA,NA,NA,NA
3931,1038,1,1,NA,NA,NA,NA
3932,33428,11,1,NA,NA,NA,NA
3933,2268,7,1,NA,NA,NA,NA
3934,26039,3,1,NA,NA,NA,NA
3935,33416,5,1,NA,NA,NA,NA
3936,26071,3,1,NA,NA,NA,NA
3937,33418,7,1,NA,NA,NA,NA
3938,33108,7,1,NA,NA,NA,NA
3939,33410,9,1,NA,NA,NA,NA
3940,33357,12,1,NA,NA,NA,NA
3941,34327,11,1,NA,NA,NA,NA
3942,34673,5,1,NA,NA,NA,NA
3943,33362,2,1,NA,NA,NA,NA
3944,26079,13,1,NA,NA,NA,NA
3945,33531,1,1,NA,NA,NA,NA
3946,34672,5,1,NA,NA,NA,NA
3947,33484,13,1,NA,NA,NA,NA
3948,1115,2,1,NA,NA,NA,NA
3949,2288,11,1,NA,NA,NA,NA
3950,2835,4,1,NA,NA,NA,NA
3951,33335,11,1,NA,NA,NA,NA
3952,2831,4,1,NA,NA,NA,NA
3953,33339,10,1,NA,NA,NA,NA
3954,3043,5,1,NA,NA,NA,NA
3955,33483,1,1,NA,NA,NA,NA
3956,1548,5,1,NA,NA,NA,NA
3957,32733,4,1,NA,NA,NA,NA
3958,933,1,1,NA,NA,NA,NA
3959,31170,14,1,NA,NA,NA,NA
3960,434,12,1,NA,NA,NA,NA
3961,32097,2,1,NA,NA,NA,NA
3962,2168,13,1,NA,NA,NA,NA
3963,984,1,1,NA,NA,NA,NA
3964,983,1,1,NA,NA,NA,NA
3965,33340,12,1,NA,NA,NA,NA
3966,1010,1,1,NA,NA,NA,NA
3967,34931,4,1,NA,NA,NA,NA
3968,33102,2,1,NA,NA,NA,NA
3969,2206,1,1,NA,NA,NA,NA
3970,1164,2,1,NA,NA,NA,NA
3971,33478,1,1,NA,NA,NA,NA
3972,32977,7,1,NA,NA,NA,NA
3973,1258,13,1,NA,NA,NA,NA
3974,33326,7,1,NA,NA,NA,NA
3975,33415,13,1,NA,NA,NA,NA
3976,33414,5,1,NA,NA,NA,NA
3977,26710,2,1,NA,NA,NA,NA
6922,25906,1,1,NA,NA,NA,NA
3979,33398,2,1,NA,NA,NA,NA
3980,33400,5,1,NA,NA,NA,NA
3981,33401,14,1,NA,NA,NA,NA
3982,33402,11,1,NA,NA,NA,NA
3983,26268,4,1,NA,NA,NA,NA
3984,33378,3,1,NA,NA,NA,NA
3985,26032,1,1,NA,NA,NA,NA
3986,33388,12,1,NA,NA,NA,NA
