id|votacion_id|proyecto_ley_estado_id|activo|usercreated|usermodifed|created_at|updated_at
117309|9318|43245|1|NA|NA|NA|NA
117310|9318|43246|1|NA|NA|NA|NA
117311|9235|43245|1|NA|NA|NA|NA
117312|9235|43246|1|NA|NA|NA|NA
117313|9236|43245|1|NA|NA|NA|NA
117314|9236|43246|1|NA|NA|NA|NA
117315|9237|43245|1|NA|NA|NA|NA
117316|9237|43246|1|NA|NA|NA|NA
117317|9238|43245|1|NA|NA|NA|NA
117318|9238|43246|1|NA|NA|NA|NA
117319|9324|43245|1|NA|NA|NA|NA
117320|9324|43246|1|NA|NA|NA|NA
117321|9278|43245|1|NA|NA|NA|NA
117322|9278|43246|1|NA|NA|NA|NA
117323|9347|43245|1|NA|NA|NA|NA
117324|9347|43246|1|NA|NA|NA|NA
117325|8866|43245|1|NA|NA|NA|NA
117326|8866|43246|1|NA|NA|NA|NA
117327|8868|43245|1|NA|NA|NA|NA
117328|8868|43246|1|NA|NA|NA|NA
117329|8702|43245|1|NA|NA|NA|NA
117330|8702|43246|1|NA|NA|NA|NA
117331|9233|43245|1|NA|NA|NA|NA
117332|9233|43246|1|NA|NA|NA|NA
117333|8824|43245|1|NA|NA|NA|NA
117334|8824|43246|1|NA|NA|NA|NA
117335|8825|43245|1|NA|NA|NA|NA
117336|8825|43246|1|NA|NA|NA|NA
117337|8826|43245|1|NA|NA|NA|NA
117338|8826|43246|1|NA|NA|NA|NA
117339|8851|43245|1|NA|NA|NA|NA
117340|8851|43246|1|NA|NA|NA|NA
117341|9276|43245|1|NA|NA|NA|NA
117342|9276|43246|1|NA|NA|NA|NA
117343|8853|43245|1|NA|NA|NA|NA
117344|8853|43246|1|NA|NA|NA|NA
117345|8688|43245|1|NA|NA|NA|NA
117346|8688|43246|1|NA|NA|NA|NA
117347|8684|43245|1|NA|NA|NA|NA
117348|8684|43246|1|NA|NA|NA|NA
117349|8685|43245|1|NA|NA|NA|NA
117350|8685|43246|1|NA|NA|NA|NA
117351|9256|43245|1|NA|NA|NA|NA
117352|9256|43246|1|NA|NA|NA|NA
47992|7817|40960|1|NA|NA|NA|NA
117353|9255|43245|1|NA|NA|NA|NA
47993|7818|40960|1|NA|NA|NA|NA
47994|7819|40960|1|NA|NA|NA|NA
47995|7820|40960|1|NA|NA|NA|NA
117354|9255|43246|1|NA|NA|NA|NA
119135|13881|53921|1|NA|NA|NA|NA
117355|9320|43245|1|NA|NA|NA|NA
117356|9320|43246|1|NA|NA|NA|NA
117357|9254|43245|1|NA|NA|NA|NA
117358|9254|43246|1|NA|NA|NA|NA
117359|9253|43245|1|NA|NA|NA|NA
117360|9253|43246|1|NA|NA|NA|NA
117361|9252|43245|1|NA|NA|NA|NA
117362|9252|43246|1|NA|NA|NA|NA
117363|9251|43245|1|NA|NA|NA|NA
117364|9251|43246|1|NA|NA|NA|NA
117365|9249|43245|1|NA|NA|NA|NA
117366|9249|43246|1|NA|NA|NA|NA
117367|9325|43245|1|NA|NA|NA|NA
117368|9325|43246|1|NA|NA|NA|NA
117369|9248|43245|1|NA|NA|NA|NA
117370|9248|43246|1|NA|NA|NA|NA
117371|9246|43245|1|NA|NA|NA|NA
117372|9246|43246|1|NA|NA|NA|NA
117373|9323|43245|1|NA|NA|NA|NA
117374|9323|43246|1|NA|NA|NA|NA
117375|9245|43245|1|NA|NA|NA|NA
117376|9245|43246|1|NA|NA|NA|NA
117377|9244|43245|1|NA|NA|NA|NA
117378|9244|43246|1|NA|NA|NA|NA
117379|9241|43245|1|NA|NA|NA|NA
117380|9241|43246|1|NA|NA|NA|NA
117381|9327|43245|1|NA|NA|NA|NA
117382|9327|43246|1|NA|NA|NA|NA
117383|9240|43245|1|NA|NA|NA|NA
117384|9240|43246|1|NA|NA|NA|NA
117385|9322|43245|1|NA|NA|NA|NA
117386|9322|43246|1|NA|NA|NA|NA
117387|9321|43245|1|NA|NA|NA|NA
117388|9321|43246|1|NA|NA|NA|NA
117389|9319|43245|1|NA|NA|NA|NA
117390|9319|43246|1|NA|NA|NA|NA
117391|9234|43245|1|NA|NA|NA|NA
117392|9234|43246|1|NA|NA|NA|NA
117393|9316|43245|1|NA|NA|NA|NA
117394|9316|43246|1|NA|NA|NA|NA
117395|9315|43245|1|NA|NA|NA|NA
117396|9315|43246|1|NA|NA|NA|NA
117397|9313|43245|1|NA|NA|NA|NA
117398|9313|43246|1|NA|NA|NA|NA
117399|9311|43245|1|NA|NA|NA|NA
117400|9311|43246|1|NA|NA|NA|NA
117401|8777|43245|1|NA|NA|NA|NA
117402|8777|43246|1|NA|NA|NA|NA
117403|9310|43245|1|NA|NA|NA|NA
117404|9310|43246|1|NA|NA|NA|NA
117405|9225|43245|1|NA|NA|NA|NA
117406|9225|43246|1|NA|NA|NA|NA
117407|9309|43245|1|NA|NA|NA|NA
117408|9309|43246|1|NA|NA|NA|NA
117409|9308|43245|1|NA|NA|NA|NA
117410|9308|43246|1|NA|NA|NA|NA
117411|8695|43245|1|NA|NA|NA|NA
117412|8695|43246|1|NA|NA|NA|NA
117413|9220|43245|1|NA|NA|NA|NA
117414|9220|43246|1|NA|NA|NA|NA
117415|9307|43245|1|NA|NA|NA|NA
117416|9307|43246|1|NA|NA|NA|NA
117417|9219|43245|1|NA|NA|NA|NA
117418|9219|43246|1|NA|NA|NA|NA
117419|9306|43245|1|NA|NA|NA|NA
117420|9306|43246|1|NA|NA|NA|NA
117421|9217|43245|1|NA|NA|NA|NA
117422|9217|43246|1|NA|NA|NA|NA
117423|9212|43245|1|NA|NA|NA|NA
117424|9212|43246|1|NA|NA|NA|NA
117425|9305|43245|1|NA|NA|NA|NA
117426|9305|43246|1|NA|NA|NA|NA
117427|9210|43245|1|NA|NA|NA|NA
117428|9210|43246|1|NA|NA|NA|NA
117429|8698|43245|1|NA|NA|NA|NA
117430|8698|43246|1|NA|NA|NA|NA
117431|9302|43245|1|NA|NA|NA|NA
117432|9302|43246|1|NA|NA|NA|NA
117433|9301|43245|1|NA|NA|NA|NA
117434|9301|43246|1|NA|NA|NA|NA
117435|9300|43245|1|NA|NA|NA|NA
117436|9300|43246|1|NA|NA|NA|NA
117437|9299|43245|1|NA|NA|NA|NA
117438|9299|43246|1|NA|NA|NA|NA
117439|8697|43245|1|NA|NA|NA|NA
117440|8697|43246|1|NA|NA|NA|NA
117441|9297|43245|1|NA|NA|NA|NA
117442|9297|43246|1|NA|NA|NA|NA
117443|9294|43245|1|NA|NA|NA|NA
117444|9294|43246|1|NA|NA|NA|NA
117445|9250|43245|1|NA|NA|NA|NA
117446|9250|43246|1|NA|NA|NA|NA
117447|9258|43245|1|NA|NA|NA|NA
117448|9258|43246|1|NA|NA|NA|NA
117449|8768|43245|1|NA|NA|NA|NA
117450|8768|43246|1|NA|NA|NA|NA
117451|9268|43245|1|NA|NA|NA|NA
117452|9268|43246|1|NA|NA|NA|NA
117453|9296|43245|1|NA|NA|NA|NA
117454|9296|43246|1|NA|NA|NA|NA
117455|9273|43245|1|NA|NA|NA|NA
117456|9273|43246|1|NA|NA|NA|NA
117457|9277|43245|1|NA|NA|NA|NA
117458|9277|43246|1|NA|NA|NA|NA
117459|9281|43245|1|NA|NA|NA|NA
117460|9281|43246|1|NA|NA|NA|NA
117461|9291|43245|1|NA|NA|NA|NA
117462|9291|43246|1|NA|NA|NA|NA
117463|9288|43245|1|NA|NA|NA|NA
117464|9288|43246|1|NA|NA|NA|NA
117465|9266|43245|1|NA|NA|NA|NA
117466|9266|43246|1|NA|NA|NA|NA
117467|8692|43245|1|NA|NA|NA|NA
117468|8692|43246|1|NA|NA|NA|NA
117469|9280|43245|1|NA|NA|NA|NA
117470|9280|43246|1|NA|NA|NA|NA
117471|9287|43245|1|NA|NA|NA|NA
117472|9287|43246|1|NA|NA|NA|NA
117473|9275|43245|1|NA|NA|NA|NA
117474|9275|43246|1|NA|NA|NA|NA
117475|9292|43245|1|NA|NA|NA|NA
117476|9292|43246|1|NA|NA|NA|NA
117477|8691|43245|1|NA|NA|NA|NA
117478|8691|43246|1|NA|NA|NA|NA
117479|9290|43245|1|NA|NA|NA|NA
117480|9290|43246|1|NA|NA|NA|NA
117481|9286|43245|1|NA|NA|NA|NA
117482|9286|43246|1|NA|NA|NA|NA
117483|9282|43245|1|NA|NA|NA|NA
117484|9282|43246|1|NA|NA|NA|NA
117485|9263|43245|1|NA|NA|NA|NA
117486|9263|43246|1|NA|NA|NA|NA
117487|8693|43245|1|NA|NA|NA|NA
117488|8693|43246|1|NA|NA|NA|NA
117489|8819|43245|1|NA|NA|NA|NA
117490|8819|43246|1|NA|NA|NA|NA
117491|8856|43245|1|NA|NA|NA|NA
117492|8856|43246|1|NA|NA|NA|NA
117493|8867|43245|1|NA|NA|NA|NA
117494|8867|43246|1|NA|NA|NA|NA
117495|8877|43245|1|NA|NA|NA|NA
117496|8877|43246|1|NA|NA|NA|NA
117497|8888|43245|1|NA|NA|NA|NA
117498|8888|43246|1|NA|NA|NA|NA
117499|8815|43245|1|NA|NA|NA|NA
117500|8815|43246|1|NA|NA|NA|NA
117501|8793|43245|1|NA|NA|NA|NA
117502|8793|43246|1|NA|NA|NA|NA
117503|8797|43245|1|NA|NA|NA|NA
117504|8797|43246|1|NA|NA|NA|NA
117505|9053|43245|1|NA|NA|NA|NA
117506|9053|43246|1|NA|NA|NA|NA
117507|9060|43245|1|NA|NA|NA|NA
117508|9060|43246|1|NA|NA|NA|NA
119144|13938|53387|1|NA|NA|NA|NA
47996|7503|40188|1|NA|NA|NA|NA
46787|1430|9408|1|NA|NA|NA|NA
46788|1430|9409|1|NA|NA|NA|NA
46789|1431|9408|1|NA|NA|NA|NA
46790|1431|9409|1|NA|NA|NA|NA
46791|1432|9408|1|NA|NA|NA|NA
46792|1432|9409|1|NA|NA|NA|NA
47997|7504|40188|1|NA|NA|NA|NA
47998|7505|40188|1|NA|NA|NA|NA
47999|7547|39191|1|NA|NA|NA|NA
48000|7544|39191|1|NA|NA|NA|NA
119181|13721|53587|1|NA|NA|NA|NA
119182|13722|53587|1|NA|NA|NA|NA
119183|13723|53587|1|NA|NA|NA|NA
119185|13724|53587|1|NA|NA|NA|NA
119192|13730|53579|1|NA|NA|NA|NA
119193|13730|53580|1|NA|NA|NA|NA
119194|13731|53579|1|NA|NA|NA|NA
119195|13731|53580|1|NA|NA|NA|NA
119196|13743|53579|1|NA|NA|NA|NA
119197|13743|53580|1|NA|NA|NA|NA
119198|13744|53579|1|NA|NA|NA|NA
119199|13744|53580|1|NA|NA|NA|NA
119201|13764|53587|1|NA|NA|NA|NA
119203|13765|53587|1|NA|NA|NA|NA
119204|13766|53587|1|NA|NA|NA|NA
119237|13758|53579|1|NA|NA|NA|NA
119238|13758|53580|1|NA|NA|NA|NA
119240|13814|53726|1|NA|NA|NA|NA
119241|13815|53726|1|NA|NA|NA|NA
119242|13908|53901|1|NA|NA|NA|NA
119243|13909|53901|1|NA|NA|NA|NA
119244|13910|53901|1|NA|NA|NA|NA
119245|13914|53901|1|NA|NA|NA|NA
119246|13920|53917|1|NA|NA|NA|NA
119247|13921|53917|1|NA|NA|NA|NA
119248|13899|54035|1|NA|NA|NA|NA
119249|13899|54045|1|NA|NA|NA|NA
119250|13865|53901|1|NA|NA|NA|NA
119251|13863|53901|1|NA|NA|NA|NA
119252|13813|53726|1|NA|NA|NA|NA
119298|13964|53359|1|NA|NA|NA|NA
119309|13948|53475|1|NA|NA|NA|NA
119310|13950|53475|1|NA|NA|NA|NA
119315|14157|53282|1|NA|NA|NA|NA
119316|14159|53282|1|NA|NA|NA|NA
119317|14158|53282|1|NA|NA|NA|NA
119318|14156|53282|1|NA|NA|NA|NA
119319|14155|53282|1|NA|NA|NA|NA
117509|8643|43384|1|NA|NA|NA|NA
117510|7720|40596|1|NA|NA|NA|NA
117511|7843|40272|1|NA|NA|NA|NA
117512|9072|43142|1|NA|NA|NA|NA
117513|9073|43142|1|NA|NA|NA|NA
117514|9075|43142|1|NA|NA|NA|NA
117515|7722|40596|1|NA|NA|NA|NA
117516|7721|40596|1|NA|NA|NA|NA
117517|9071|43142|1|NA|NA|NA|NA
117518|9074|43142|1|NA|NA|NA|NA
117519|8507|42910|1|NA|NA|NA|NA
117520|8528|43006|1|NA|NA|NA|NA
117521|8385|40782|1|NA|NA|NA|NA
117522|8387|40782|1|NA|NA|NA|NA
117523|8386|40782|1|NA|NA|NA|NA
117524|8531|43006|1|NA|NA|NA|NA
117525|8533|43006|1|NA|NA|NA|NA
117526|7668|39408|1|NA|NA|NA|NA
117527|7667|39408|1|NA|NA|NA|NA
48001|8444|42534|1|NA|NA|NA|NA
48002|8445|42534|1|NA|NA|NA|NA
12469|6498|27980|1|NA|NA|NA|NA
12470|6498|27981|1|NA|NA|NA|NA
12471|6322|27783|1|NA|NA|NA|NA
12472|6525|27980|1|NA|NA|NA|NA
12473|6525|27981|1|NA|NA|NA|NA
12474|6524|27980|1|NA|NA|NA|NA
12475|6524|27981|1|NA|NA|NA|NA
12476|7159|27980|1|NA|NA|NA|NA
12477|7159|27981|1|NA|NA|NA|NA
12478|6504|27980|1|NA|NA|NA|NA
12479|6504|27981|1|NA|NA|NA|NA
12480|6309|27783|1|NA|NA|NA|NA
12481|3264|27980|1|NA|NA|NA|NA
12482|3264|27981|1|NA|NA|NA|NA
12483|6547|29023|1|NA|NA|NA|NA
12484|6528|27980|1|NA|NA|NA|NA
12485|6528|27981|1|NA|NA|NA|NA
12486|6503|27980|1|NA|NA|NA|NA
12487|6503|27981|1|NA|NA|NA|NA
12488|6533|27980|1|NA|NA|NA|NA
12489|6533|27981|1|NA|NA|NA|NA
12490|3254|27980|1|NA|NA|NA|NA
12491|3254|27981|1|NA|NA|NA|NA
12492|3291|29023|1|NA|NA|NA|NA
12493|3256|27980|1|NA|NA|NA|NA
12494|3256|27981|1|NA|NA|NA|NA
12495|6530|27980|1|NA|NA|NA|NA
12496|6530|27981|1|NA|NA|NA|NA
12497|3265|27980|1|NA|NA|NA|NA
12498|3265|27981|1|NA|NA|NA|NA
12499|6506|27980|1|NA|NA|NA|NA
12500|6506|27981|1|NA|NA|NA|NA
12501|7150|27980|1|NA|NA|NA|NA
12502|7150|27981|1|NA|NA|NA|NA
12503|7146|27980|1|NA|NA|NA|NA
12504|7146|27981|1|NA|NA|NA|NA
12505|7147|27980|1|NA|NA|NA|NA
12506|7147|27981|1|NA|NA|NA|NA
12507|7151|27980|1|NA|NA|NA|NA
12508|7151|27981|1|NA|NA|NA|NA
12509|6522|27980|1|NA|NA|NA|NA
12510|6522|27981|1|NA|NA|NA|NA
12511|5982|27783|1|NA|NA|NA|NA
12512|7157|27980|1|NA|NA|NA|NA
12513|7157|27981|1|NA|NA|NA|NA
12514|7161|27980|1|NA|NA|NA|NA
12515|7161|27981|1|NA|NA|NA|NA
12516|7162|27980|1|NA|NA|NA|NA
12517|7162|27981|1|NA|NA|NA|NA
12518|7163|27980|1|NA|NA|NA|NA
12519|7163|27981|1|NA|NA|NA|NA
12520|7164|27980|1|NA|NA|NA|NA
12521|7164|27981|1|NA|NA|NA|NA
12522|6529|27980|1|NA|NA|NA|NA
12523|6529|27981|1|NA|NA|NA|NA
12524|3255|27980|1|NA|NA|NA|NA
12525|3255|27981|1|NA|NA|NA|NA
12526|7145|27980|1|NA|NA|NA|NA
12527|7145|27981|1|NA|NA|NA|NA
12528|7152|27980|1|NA|NA|NA|NA
12529|7152|27981|1|NA|NA|NA|NA
12530|7155|27980|1|NA|NA|NA|NA
12531|7155|27981|1|NA|NA|NA|NA
12532|7156|27980|1|NA|NA|NA|NA
12533|7156|27981|1|NA|NA|NA|NA
12534|7158|27980|1|NA|NA|NA|NA
12535|7158|27981|1|NA|NA|NA|NA
12536|7149|27980|1|NA|NA|NA|NA
12537|7149|27981|1|NA|NA|NA|NA
12538|3262|27980|1|NA|NA|NA|NA
12539|3262|27981|1|NA|NA|NA|NA
12540|6527|27980|1|NA|NA|NA|NA
12541|6527|27981|1|NA|NA|NA|NA
12542|6531|27980|1|NA|NA|NA|NA
12543|6531|27981|1|NA|NA|NA|NA
12544|6532|27980|1|NA|NA|NA|NA
12545|6532|27981|1|NA|NA|NA|NA
13514|3415|35629|1|NA|NA|NA|NA
13515|6346|27661|1|NA|NA|NA|NA
13516|3414|35629|1|NA|NA|NA|NA
13517|3411|35629|1|NA|NA|NA|NA
13518|2232|27137|1|NA|NA|NA|NA
13519|3412|35629|1|NA|NA|NA|NA
13520|3413|35629|1|NA|NA|NA|NA
13521|2231|27137|1|NA|NA|NA|NA
13522|6344|27661|1|NA|NA|NA|NA
13523|6347|27661|1|NA|NA|NA|NA
13524|6345|27661|1|NA|NA|NA|NA
13525|2021|25476|1|NA|NA|NA|NA
13582|1947|24415|1|NA|NA|NA|NA
13583|1949|24415|1|NA|NA|NA|NA
13584|1948|24415|1|NA|NA|NA|NA
13585|1946|24415|1|NA|NA|NA|NA
13621|2219|25567|1|NA|NA|NA|NA
13622|3054|27494|1|NA|NA|NA|NA
13623|3055|27494|1|NA|NA|NA|NA
13624|3056|27494|1|NA|NA|NA|NA
13625|2218|25567|1|NA|NA|NA|NA
13707|4201|30907|1|NA|NA|NA|NA
13708|4745|30000|1|NA|NA|NA|NA
13709|6277|27784|1|NA|NA|NA|NA
13710|4744|30000|1|NA|NA|NA|NA
13711|4743|30000|1|NA|NA|NA|NA
13712|6278|27784|1|NA|NA|NA|NA
65109|10346|44230|1|NA|NA|NA|NA
13772|5285|27876|1|NA|NA|NA|NA
13788|5295|27884|1|NA|NA|NA|NA
13789|5297|27884|1|NA|NA|NA|NA
13790|5335|27884|1|NA|NA|NA|NA
13791|5336|27884|1|NA|NA|NA|NA
13792|5337|27884|1|NA|NA|NA|NA
13808|3435|28012|1|NA|NA|NA|NA
13809|3430|28012|1|NA|NA|NA|NA
13810|3431|28012|1|NA|NA|NA|NA
13811|6349|28012|1|NA|NA|NA|NA
13812|3434|28012|1|NA|NA|NA|NA
80930|11233|48463|1|NA|NA|NA|NA
15745|3577|30029|1|NA|NA|NA|NA
15746|3576|30029|1|NA|NA|NA|NA
15747|6272|27643|1|NA|NA|NA|NA
15748|4794|29895|1|NA|NA|NA|NA
15749|4793|29895|1|NA|NA|NA|NA
15750|6274|27643|1|NA|NA|NA|NA
15869|7669|40267|1|NA|NA|NA|NA
15870|7672|40267|1|NA|NA|NA|NA
15871|7670|40267|1|NA|NA|NA|NA
48300|7237|38979|1|NA|NA|NA|NA
48301|7238|38979|1|NA|NA|NA|NA
48302|7239|38979|1|NA|NA|NA|NA
80933|10985|48214|1|NA|NA|NA|NA
16148|3120|25130|1|NA|NA|NA|NA
16149|3121|25130|1|NA|NA|NA|NA
16150|3122|25130|1|NA|NA|NA|NA
16151|3123|25130|1|NA|NA|NA|NA
16152|3124|25130|1|NA|NA|NA|NA
16153|2223|25605|1|NA|NA|NA|NA
16154|2269|27288|1|NA|NA|NA|NA
16155|2224|25605|1|NA|NA|NA|NA
16156|1853|27273|1|NA|NA|NA|NA
17426|5463|28188|1|NA|NA|NA|NA
80935|10989|48214|1|NA|NA|NA|NA
17436|3436|27871|1|NA|NA|NA|NA
17437|3437|27871|1|NA|NA|NA|NA
17438|3438|27871|1|NA|NA|NA|NA
16271|3166|25131|1|NA|NA|NA|NA
16272|3167|25131|1|NA|NA|NA|NA
16273|2248|25676|1|NA|NA|NA|NA
16274|2290|27275|1|NA|NA|NA|NA
16275|3168|25131|1|NA|NA|NA|NA
16276|3169|25131|1|NA|NA|NA|NA
16277|3165|25131|1|NA|NA|NA|NA
16278|1855|27275|1|NA|NA|NA|NA
16279|2249|25676|1|NA|NA|NA|NA
16283|1589|13933|1|NA|NA|NA|NA
17545|5863|35695|1|NA|NA|NA|NA
17546|5865|35695|1|NA|NA|NA|NA
17547|6321|27862|1|NA|NA|NA|NA
17548|4071|30884|1|NA|NA|NA|NA
17549|5866|35695|1|NA|NA|NA|NA
17550|5908|36691|1|NA|NA|NA|NA
17551|5906|36691|1|NA|NA|NA|NA
17552|4075|30884|1|NA|NA|NA|NA
17553|5864|35695|1|NA|NA|NA|NA
17554|6320|27862|1|NA|NA|NA|NA
17576|5849|35575|1|NA|NA|NA|NA
17577|5851|35575|1|NA|NA|NA|NA
17578|5850|35575|1|NA|NA|NA|NA
48304|8410|41058|1|NA|NA|NA|NA
48305|7102|36267|1|NA|NA|NA|NA
48306|7106|36267|1|NA|NA|NA|NA
48307|7354|36267|1|NA|NA|NA|NA
80936|10990|48214|1|NA|NA|NA|NA
48308|7358|36267|1|NA|NA|NA|NA
48309|7361|36267|1|NA|NA|NA|NA
48310|7100|36267|1|NA|NA|NA|NA
39849|4403|30723|1|NA|NA|NA|NA
39850|4125|30834|1|NA|NA|NA|NA
39851|4058|30834|1|NA|NA|NA|NA
39852|4062|30834|1|NA|NA|NA|NA
39853|4068|30834|1|NA|NA|NA|NA
39854|4074|30834|1|NA|NA|NA|NA
39855|4079|30834|1|NA|NA|NA|NA
39856|3736|30233|1|NA|NA|NA|NA
39857|3741|30233|1|NA|NA|NA|NA
39858|4398|30723|1|NA|NA|NA|NA
39859|4126|30834|1|NA|NA|NA|NA
39860|3738|30233|1|NA|NA|NA|NA
39861|4127|30834|1|NA|NA|NA|NA
39862|4065|30834|1|NA|NA|NA|NA
39863|4128|30834|1|NA|NA|NA|NA
39864|4129|30834|1|NA|NA|NA|NA
39865|3729|30233|1|NA|NA|NA|NA
39866|4130|30834|1|NA|NA|NA|NA
39867|3730|30233|1|NA|NA|NA|NA
39868|4133|30834|1|NA|NA|NA|NA
39869|3737|30233|1|NA|NA|NA|NA
39870|3731|30233|1|NA|NA|NA|NA
39871|4084|30834|1|NA|NA|NA|NA
39872|3732|30233|1|NA|NA|NA|NA
39873|3656|30233|1|NA|NA|NA|NA
39874|3657|30233|1|NA|NA|NA|NA
39875|3740|30233|1|NA|NA|NA|NA
39876|3735|30233|1|NA|NA|NA|NA
39877|3742|30233|1|NA|NA|NA|NA
39878|3768|30233|1|NA|NA|NA|NA
39879|3770|30233|1|NA|NA|NA|NA
39880|3771|30233|1|NA|NA|NA|NA
39881|3772|30233|1|NA|NA|NA|NA
39882|3776|30233|1|NA|NA|NA|NA
39883|3777|30233|1|NA|NA|NA|NA
39884|3778|30233|1|NA|NA|NA|NA
39885|3775|30233|1|NA|NA|NA|NA
39886|3780|30233|1|NA|NA|NA|NA
39887|3781|30233|1|NA|NA|NA|NA
39888|3782|30233|1|NA|NA|NA|NA
39889|3784|30233|1|NA|NA|NA|NA
39890|3785|30233|1|NA|NA|NA|NA
39891|3786|30233|1|NA|NA|NA|NA
39892|3788|30233|1|NA|NA|NA|NA
39893|3783|30233|1|NA|NA|NA|NA
39894|3790|30233|1|NA|NA|NA|NA
39895|3794|30233|1|NA|NA|NA|NA
39896|3796|30233|1|NA|NA|NA|NA
39897|3797|30233|1|NA|NA|NA|NA
39898|3798|30233|1|NA|NA|NA|NA
39899|3795|30233|1|NA|NA|NA|NA
39900|3799|30233|1|NA|NA|NA|NA
39901|3800|30233|1|NA|NA|NA|NA
39902|3801|30233|1|NA|NA|NA|NA
39903|3802|30233|1|NA|NA|NA|NA
39904|3793|30233|1|NA|NA|NA|NA
39905|3791|30233|1|NA|NA|NA|NA
39906|3803|30233|1|NA|NA|NA|NA
39907|3779|30233|1|NA|NA|NA|NA
39908|3806|30233|1|NA|NA|NA|NA
39909|3739|30233|1|NA|NA|NA|NA
39910|4484|29891|1|NA|NA|NA|NA
39911|4485|29891|1|NA|NA|NA|NA
39912|4488|29891|1|NA|NA|NA|NA
39913|4490|29891|1|NA|NA|NA|NA
39914|4491|29891|1|NA|NA|NA|NA
39915|3585|30233|1|NA|NA|NA|NA
39916|4492|29891|1|NA|NA|NA|NA
39917|4495|29891|1|NA|NA|NA|NA
39918|3733|30233|1|NA|NA|NA|NA
39919|3734|30233|1|NA|NA|NA|NA
39920|3765|30233|1|NA|NA|NA|NA
39921|3766|30233|1|NA|NA|NA|NA
39922|3762|30233|1|NA|NA|NA|NA
39923|3767|30233|1|NA|NA|NA|NA
39924|3769|30233|1|NA|NA|NA|NA
39925|3789|30233|1|NA|NA|NA|NA
39926|3792|30233|1|NA|NA|NA|NA
39927|3773|30233|1|NA|NA|NA|NA
39928|3804|30233|1|NA|NA|NA|NA
39929|4131|30834|1|NA|NA|NA|NA
39930|4111|30861|1|NA|NA|NA|NA
39931|4111|30887|1|NA|NA|NA|NA
39932|4124|30834|1|NA|NA|NA|NA
39933|4241|30861|1|NA|NA|NA|NA
39934|4241|30887|1|NA|NA|NA|NA
39935|4132|30834|1|NA|NA|NA|NA
39936|4391|30723|1|NA|NA|NA|NA
39937|4393|30723|1|NA|NA|NA|NA
39938|4396|30723|1|NA|NA|NA|NA
39939|4399|30723|1|NA|NA|NA|NA
39940|4400|30723|1|NA|NA|NA|NA
39941|4401|30723|1|NA|NA|NA|NA
39942|4402|30723|1|NA|NA|NA|NA
39943|4404|30723|1|NA|NA|NA|NA
39944|4494|29891|1|NA|NA|NA|NA
80937|10991|48214|1|NA|NA|NA|NA
65070|5228|30002|1|NA|NA|NA|NA
48314|6715|36652|1|NA|NA|NA|NA
48315|5252|36652|1|NA|NA|NA|NA
48316|5254|36652|1|NA|NA|NA|NA
48317|6713|36652|1|NA|NA|NA|NA
48318|6716|36652|1|NA|NA|NA|NA
18123|1977|24300|1|NA|NA|NA|NA
18124|6273|27585|1|NA|NA|NA|NA
18125|1975|24300|1|NA|NA|NA|NA
18126|1976|24300|1|NA|NA|NA|NA
18171|2273|25623|1|NA|NA|NA|NA
18172|3147|27655|1|NA|NA|NA|NA
18173|2274|25623|1|NA|NA|NA|NA
18174|3148|27655|1|NA|NA|NA|NA
18175|3146|27655|1|NA|NA|NA|NA
18211|1607|24062|1|NA|NA|NA|NA
18212|1608|24062|1|NA|NA|NA|NA
18238|2753|25421|1|NA|NA|NA|NA
18274|3440|27944|1|NA|NA|NA|NA
18275|3441|27944|1|NA|NA|NA|NA
18276|3439|27944|1|NA|NA|NA|NA
65071|5230|30002|1|NA|NA|NA|NA
113960|8378|40654|1|NA|NA|NA|NA
113961|9447|44600|1|NA|NA|NA|NA
113962|9446|44600|1|NA|NA|NA|NA
113963|8377|40654|1|NA|NA|NA|NA
113964|8379|40654|1|NA|NA|NA|NA
65072|5273|30736|1|NA|NA|NA|NA
65073|5277|30736|1|NA|NA|NA|NA
113965|10345|44232|1|NA|NA|NA|NA
113966|10339|44232|1|NA|NA|NA|NA
113967|10435|46331|1|NA|NA|NA|NA
113968|10634|46331|1|NA|NA|NA|NA
113969|7781|39279|1|NA|NA|NA|NA
113970|7782|39279|1|NA|NA|NA|NA
113971|7783|39279|1|NA|NA|NA|NA
113974|8342|42206|1|NA|NA|NA|NA
113975|7103|37009|1|NA|NA|NA|NA
113976|6923|38457|1|NA|NA|NA|NA
113977|6920|38457|1|NA|NA|NA|NA
113978|7874|41353|1|NA|NA|NA|NA
113979|7874|41379|1|NA|NA|NA|NA
113980|8359|40869|1|NA|NA|NA|NA
18364|1945|24302|1|NA|NA|NA|NA
18365|5920|28099|1|NA|NA|NA|NA
18366|1677|24302|1|NA|NA|NA|NA
18367|1674|24302|1|NA|NA|NA|NA
18368|1675|24302|1|NA|NA|NA|NA
18369|1676|24302|1|NA|NA|NA|NA
104814|7453|25420|1|NA|NA|NA|NA
104815|7471|25420|1|NA|NA|NA|NA
104816|7470|25420|1|NA|NA|NA|NA
104817|7469|25420|1|NA|NA|NA|NA
65074|3661|30541|1|NA|NA|NA|NA
65075|5276|30736|1|NA|NA|NA|NA
18609|2286|27223|1|NA|NA|NA|NA
18610|3142|27653|1|NA|NA|NA|NA
18611|3141|27653|1|NA|NA|NA|NA
