id,proyecto_ley_estado_id,congresista_id,es_coordinador,activo,usercreated,usermodifed,created_at,updated_at
64203,25600,47,,1,NA,NA,,
45004,26303,47,,1,NA,NA,,
64205,25372,47,,1,NA,NA,,
45262,26819,47,,1,NA,NA,,
61135,37164,47,,1,NA,NA,,
43218,1851,47,,1,NA,NA,,
52946,26581,47,,1,NA,NA,,
74451,46864,47,,1,NA,NA,,
52947,36701,47,,1,NA,NA,,
77012,49858,47,,1,NA,NA,,
75992,48362,47,,1,NA,NA,,
29401,25152,47,,1,NA,NA,,
82650,55731,47,,1,NA,NA,,
72158,45216,47,,1,NA,NA,,
43232,26894,47,,1,NA,NA,,
60384,40799,47,,1,NA,NA,,
46307,33147,47,,1,NA,NA,,
61155,36881,47,,1,NA,NA,,
46059,32826,47,,1,NA,NA,,
56300,38495,47,,1,NA,NA,,
51181,35796,47,,1,NA,NA,,
56301,38497,47,,1,NA,NA,,
61421,23638,47,,1,NA,NA,,
23023,11342,47,,1,NA,NA,,
46832,33335,47,,1,NA,NA,,
74226,26889,47,,1,NA,NA,,
46834,26699,47,,1,NA,NA,,
74230,33283,47,,1,NA,NA,,
81910,54394,47,,1,NA,NA,,
42742,2783,47,,1,NA,NA,,
83959,57162,47,,1,NA,NA,,
44028,26182,47,,1,NA,NA,,
48125,2703,47,,1,NA,NA,,
61693,41079,47,,1,NA,NA,,
9216,12306,48,,1,NA,NA,,
69126,43011,48,,1,NA,NA,,
69127,43012,48,,1,NA,NA,,
30989,13413,48,,1,NA,NA,,
92179,67561,48,,1,NA,NA,,
69908,43448,48,,1,NA,NA,,
8221,12550,48,,1,NA,NA,,
91169,66723,48,,1,NA,NA,,
71970,40043,48,,1,NA,NA,,
54580,37865,48,,1,NA,NA,,
62006,15773,48,,1,NA,NA,,
18743,27448,48,,1,NA,NA,,
71487,44246,48,,1,NA,NA,,
37700,24840,48,,1,NA,NA,,
92998,68038,48,,1,NA,NA,,
91979,67433,48,,1,NA,NA,,
9549,12849,48,,1,NA,NA,,
68174,42397,48,,1,NA,NA,,
61528,41019,48,,1,NA,NA,,
56667,38811,48,,1,NA,NA,,
70239,43954,48,,1,NA,NA,,
41056,27450,48,,1,NA,NA,,
70497,44107,48,,1,NA,NA,,
41057,25039,48,,1,NA,NA,,
63332,27469,48,,1,NA,NA,,
63333,25575,48,,1,NA,NA,,
70504,44108,48,,1,NA,NA,,
69742,36293,48,,1,NA,NA,,
73074,46008,48,,1,NA,NA,,
57458,39286,48,,1,NA,NA,,
71539,44903,48,,1,NA,NA,,
73075,46009,48,,1,NA,NA,,
92286,67628,48,,1,NA,NA,,
93056,68058,48,,1,NA,NA,,
53376,28552,48,,1,NA,NA,,
58500,39653,48,,1,NA,NA,,
70790,44251,48,,1,NA,NA,,
24971,11896,48,,1,NA,NA,,
69779,39688,48,,1,NA,NA,,
70816,44254,48,,1,NA,NA,,
65186,13789,48,,1,NA,NA,,
42151,30872,48,,1,NA,NA,,
27569,13483,48,,1,NA,NA,,
93624,68399,48,,1,NA,NA,,
92860,67928,48,,1,NA,NA,,
91073,66512,48,,1,NA,NA,,
93396,68251,48,,1,NA,NA,,
69333,43152,48,,1,NA,NA,,
32216,12098,48,,1,NA,NA,,
32217,12096,48,,1,NA,NA,,
58844,39833,48,,1,NA,NA,,
65758,22111,48,,1,NA,NA,,
71146,44372,48,,1,NA,NA,,
8941,11246,48,,1,NA,NA,,
65518,19042,48,,1,NA,NA,,
65522,17021,48,,1,NA,NA,,
65523,13998,48,,1,NA,NA,,
71157,44399,48,,1,NA,NA,,
33269,9657,48,,1,NA,NA,,
33781,23039,48,,1,NA,NA,,
71163,44400,48,,1,NA,NA,,
69118,43008,48,,1,NA,NA,,
66050,12225,49,,1,NA,NA,,
93954,34076,49,,1,NA,NA,,
44546,32111,49,,1,NA,NA,,
45571,32740,49,,1,NA,NA,,
48388,26647,49,,1,NA,NA,,
57092,7441,49,,1,NA,NA,,
93957,33759,49,,1,NA,NA,,
60679,25485,49,,1,NA,NA,,
25608,11293,49,,1,NA,NA,,
66058,15922,49,,1,NA,NA,,
35597,18518,49,,1,NA,NA,,
73998,14028,49,,1,NA,NA,,
9742,10653,49,,1,NA,NA,,
37905,20837,49,,1,NA,NA,,
20244,17286,49,,1,NA,NA,,
44564,32282,49,,1,NA,NA,,
25621,14123,49,,1,NA,NA,,
66583,17455,49,,1,NA,NA,,
35095,29965,49,,1,NA,NA,,
61719,28073,49,,1,NA,NA,,
41498,25628,49,,1,NA,NA,,
61722,27674,49,,1,NA,NA,,
94235,11268,49,,1,NA,NA,,
66591,16012,49,,1,NA,NA,,
36129,9349,49,,1,NA,NA,,
36132,7096,49,,1,NA,NA,,
65061,17776,49,,1,NA,NA,,
47401,25461,49,,1,NA,NA,,
47404,25463,49,,1,NA,NA,,
65069,16011,49,,1,NA,NA,,
64815,14018,49,,1,NA,NA,,
24112,11073,49,,1,NA,NA,,
64816,12765,49,,1,NA,NA,,
7991,10908,49,,1,NA,NA,,
65592,12515,49,,1,NA,NA,,
65593,11856,49,,1,NA,NA,,
76858,16096,49,,1,NA,NA,,
27963,14019,49,,1,NA,NA,,
56640,38780,49,,1,NA,NA,,
56644,38782,49,,1,NA,NA,,
66118,17244,49,,1,NA,NA,,
25670,14039,49,,1,NA,NA,,
83273,18707,49,,1,NA,NA,,
65360,17841,49,,1,NA,NA,,
49233,1888,49,,1,NA,NA,,
32082,12042,49,,1,NA,NA,,
61266,14016,49,,1,NA,NA,,
62290,24848,49,,1,NA,NA,,
32084,11075,49,,1,NA,NA,,
61269,23258,49,,1,NA,NA,,
62296,23146,49,,1,NA,NA,,
94041,19187,49,,1,NA,NA,,
65883,17741,49,,1,NA,NA,,
43100,26354,49,,1,NA,NA,,
94045,19190,49,,1,NA,NA,,
65373,17383,49,,1,NA,NA,,
42846,26353,49,,1,NA,NA,,
64097,27180,49,,1,NA,NA,,
65891,16364,49,,1,NA,NA,,
62564,17456,49,,1,NA,NA,,
62820,23655,49,,1,NA,NA,,
43366,1998,49,,1,NA,NA,,
45158,32550,49,,1,NA,NA,,
77671,27144,49,,1,NA,NA,,
18279,11119,49,,1,NA,NA,,
42856,1997,49,,1,NA,NA,,
64104,23148,49,,1,NA,NA,,
36970,20617,49,,1,NA,NA,,
37226,6935,49,,1,NA,NA,,
62573,17173,49,,1,NA,NA,,
62832,22626,49,,1,NA,NA,,
62065,16953,49,,1,NA,NA,,
36978,7805,49,,1,NA,NA,,
43890,31799,49,,1,NA,NA,,
62066,14015,49,,1,NA,NA,,
37492,9081,49,,1,NA,NA,,
36981,7126,49,,1,NA,NA,,
37500,9079,49,,1,NA,NA,,
71806,22669,49,,1,NA,NA,,
71812,17150,49,,1,NA,NA,,
42628,31262,49,,1,NA,NA,,
66951,17155,49,,1,NA,NA,,
7560,9636,49,,1,NA,NA,,
24968,11004,49,,1,NA,NA,,
26506,11690,49,,1,NA,NA,,
66959,16522,49,,1,NA,NA,,
29839,22645,49,,1,NA,NA,,
36243,7595,49,,1,NA,NA,,
25748,10480,49,,1,NA,NA,,
66199,27480,49,,1,NA,NA,,
34967,7481,49,,1,NA,NA,,
36247,18872,49,,1,NA,NA,,
66201,24383,49,,1,NA,NA,,
66458,17412,49,,1,NA,NA,,
66203,22526,49,,1,NA,NA,,
57755,14886,49,,1,NA,NA,,
65181,17675,49,,1,NA,NA,,
61342,23372,49,,1,NA,NA,,
65182,17045,49,,1,NA,NA,,
36000,7601,49,,1,NA,NA,,
66466,16908,49,,1,NA,NA,,
36258,18874,49,,1,NA,NA,,
63650,22667,49,,1,NA,NA,,
36003,7599,49,,1,NA,NA,,
34980,29960,49,,1,NA,NA,,
45989,32545,49,,1,NA,NA,,
17574,10915,49,,1,NA,NA,,
45992,32866,49,,1,NA,NA,,
19369,10013,49,,1,NA,NA,,
63658,22421,49,,1,NA,NA,,
61357,22981,49,,1,NA,NA,,
24499,10651,49,,1,NA,NA,,
67508,12504,49,,1,NA,NA,,
67510,11851,49,,1,NA,NA,,
66743,17453,49,,1,NA,NA,,
39609,5552,49,,1,NA,NA,,
41403,9304,49,,1,NA,NA,,
66751,16523,49,,1,NA,NA,,
47551,26911,49,,1,NA,NA,,
71874,23653,49,,1,NA,NA,,
47300,32869,49,,1,NA,NA,,
50116,25972,49,,1,NA,NA,,
26565,28618,49,,1,NA,NA,,
61895,24385,49,,1,NA,NA,,
71880,22715,49,,1,NA,NA,,
34760,18074,49,,1,NA,NA,,
61896,23070,49,,1,NA,NA,,
63432,27150,49,,1,NA,NA,,
38858,10244,49,,1,NA,NA,,
63178,24695,49,,1,NA,NA,,
38859,10242,49,,1,NA,NA,,
43723,31711,49,,1,NA,NA,,
18125,8867,49,,1,NA,NA,,
45007,26219,49,,1,NA,NA,,
61392,24360,49,,1,NA,NA,,
61905,24906,49,,1,NA,NA,,
65746,18278,49,,1,NA,NA,,
50643,3567,49,,1,NA,NA,,
41684,25710,49,,1,NA,NA,,
41685,24672,49,,1,NA,NA,,
61400,23216,49,,1,NA,NA,,
71897,22808,49,,1,NA,NA,,
61913,23105,49,,1,NA,NA,,
74203,30158,49,,1,NA,NA,,
36571,7539,49,,1,NA,NA,,
64219,24359,49,,1,NA,NA,,
62941,22953,49,,1,NA,NA,,
35806,18604,49,,1,NA,NA,,
63455,27797,49,,1,NA,NA,,
71905,17825,49,,1,NA,NA,,
42721,31264,49,,1,NA,NA,,
66018,21132,49,,1,NA,NA,,
64227,22734,49,,1,NA,NA,,
49893,26615,49,,1,NA,NA,,
49895,3937,49,,1,NA,NA,,
36841,19340,49,,1,NA,NA,,
66027,16519,49,,1,NA,NA,,
63474,27675,49,,1,NA,NA,,
65013,18279,49,,1,NA,NA,,
94711,16002,49,,1,NA,NA,,
49400,1887,49,,1,NA,NA,,
37881,20820,49,,1,NA,NA,,
64763,17644,49,,1,NA,NA,,
72961,12754,50,,1,NA,NA,,
55297,19174,50,,1,NA,NA,,
63489,36212,50,,1,NA,NA,,
42754,1842,50,,1,NA,NA,,
43010,31453,50,,1,NA,NA,,
55298,19172,50,,1,NA,NA,,
31235,15787,50,,1,NA,NA,,
31236,13999,50,,1,NA,NA,,
61444,23229,50,,1,NA,NA,,
72965,8639,50,,1,NA,NA,,
43269,27151,50,,1,NA,NA,,
67079,23313,50,,1,NA,NA,,
46087,26795,50,,1,NA,NA,,
51979,26555,50,,1,NA,NA,,
62988,27191,50,,1,NA,NA,,
69645,43350,50,,1,NA,NA,,
70925,44183,50,,1,NA,NA,,
62989,25511,50,,1,NA,NA,,
69902,25690,50,,1,NA,NA,,
62990,24710,50,,1,NA,NA,,
41743,30586,50,,1,NA,NA,,
73748,46562,50,,1,NA,NA,,
51988,2682,50,,1,NA,NA,,
61460,14045,50,,1,NA,NA,,
48917,25711,50,,1,NA,NA,,
47642,33846,50,,1,NA,NA,,
62491,23319,50,,1,NA,NA,,
62492,23073,50,,1,NA,NA,,
67615,41908,50,,1,NA,NA,,
48929,34614,50,,1,NA,NA,,
37160,7823,50,,1,NA,NA,,
69673,41977,50,,1,NA,NA,,
49450,25974,50,,1,NA,NA,,
49451,25975,50,,1,NA,NA,,
49452,3299,50,,1,NA,NA,,
62253,25545,50,,1,NA,NA,,
62255,25416,50,,1,NA,NA,,
43827,31775,50,,1,NA,NA,,
73273,46150,50,,1,NA,NA,,
44601,32070,50,,1,NA,NA,,
41786,29737,50,,1,NA,NA,,
94526,19398,50,,1,NA,NA,,
49217,26005,50,,1,NA,NA,,
74565,46858,50,,1,NA,NA,,
22856,11236,50,,1,NA,NA,,
78160,16133,50,,1,NA,NA,,
50513,35452,50,,1,NA,NA,,
68435,42521,50,,1,NA,NA,,
69463,42441,50,,1,NA,NA,,
42842,1488,50,,1,NA,NA,,
70235,43953,50,,1,NA,NA,,
70492,44103,50,,1,NA,NA,,
66399,23504,50,,1,NA,NA,,
45919,32847,50,,1,NA,NA,,
37728,25163,50,,1,NA,NA,,
94308,4208,50,,1,NA,NA,,
30566,17599,50,,1,NA,NA,,
50790,26175,50,,1,NA,NA,,
57451,39282,50,,1,NA,NA,,
44652,26260,50,,1,NA,NA,,
58225,5064,50,,1,NA,NA,,
76914,16266,50,,1,NA,NA,,
58228,5662,50,,1,NA,NA,,
72309,45686,50,,1,NA,NA,,
76918,16270,50,,1,NA,NA,,
65398,8797,50,,1,NA,NA,,
73851,46607,50,,1,NA,NA,,
93821,22525,50,,1,NA,NA,,
72319,45692,50,,1,NA,NA,,
73088,46041,50,,1,NA,NA,,
65410,11691,50,,1,NA,NA,,
41859,30771,50,,1,NA,NA,,
47749,33920,50,,1,NA,NA,,
62856,16943,50,,1,NA,NA,,
68749,42786,50,,1,NA,NA,,
65166,23312,50,,1,NA,NA,,
67472,17272,50,,1,NA,NA,,
65168,22799,50,,1,NA,NA,,
65169,21801,50,,1,NA,NA,,
67474,16518,50,,1,NA,NA,,
62866,13600,50,,1,NA,NA,,
71059,44113,50,,1,NA,NA,,
65942,16986,50,,1,NA,NA,,
39831,5307,50,,1,NA,NA,,
63640,23643,50,,1,NA,NA,,
25753,12440,50,,1,NA,NA,,
63642,22673,50,,1,NA,NA,,
56731,38836,50,,1,NA,NA,,
65435,14168,50,,1,NA,NA,,
39838,5306,50,,1,NA,NA,,
64160,17652,50,,1,NA,NA,,
68002,42294,50,,1,NA,NA,,
39843,21909,50,,1,NA,NA,,
74148,46706,50,,1,NA,NA,,
58790,16131,50,,1,NA,NA,,
71336,44524,50,,1,NA,NA,,
71081,44376,50,,1,NA,NA,,
18601,11812,50,,1,NA,NA,,
60841,27889,50,,1,NA,NA,,
65706,27207,50,,1,NA,NA,,
18602,12438,50,,1,NA,NA,,
73899,46660,50,,1,NA,NA,,
62381,23114,50,,1,NA,NA,,
65711,27187,50,,1,NA,NA,,
75440,26809,50,,1,NA,NA,,
49072,34655,50,,1,NA,NA,,
37553,25504,50,,1,NA,NA,,
65718,24955,50,,1,NA,NA,,
65976,16529,50,,1,NA,NA,,
22970,11283,50,,1,NA,NA,,
58042,14892,50,,1,NA,NA,,
73405,46192,50,,1,NA,NA,,
44989,916,50,,1,NA,NA,,
57792,39440,50,,1,NA,NA,,
60864,27607,50,,1,NA,NA,,
38605,7337,50,,1,NA,NA,,
62669,27894,50,,1,NA,NA,,
27089,10732,50,,1,NA,NA,,
6354,10669,50,,1,NA,NA,,
62674,27541,50,,1,NA,NA,,
73171,46101,50,,1,NA,NA,,
73174,46103,50,,1,NA,NA,,
38615,10233,50,,1,NA,NA,,
44504,26171,50,,1,NA,NA,,
29404,25152,50,,1,NA,NA,,
63712,23232,50,,1,NA,NA,,
49633,34875,50,,1,NA,NA,,
44770,32308,50,,1,NA,NA,,
47331,33658,50,,1,NA,NA,,
59108,16636,50,,1,NA,NA,,
34791,18093,50,,1,NA,NA,,
71656,45244,50,,1,NA,NA,,
49385,26660,50,,1,NA,NA,,
34540,5244,50,,1,NA,NA,,
34541,6419,50,,1,NA,NA,,
72943,8637,50,,1,NA,NA,,
70129,43842,50,,1,NA,NA,,
23025,11342,50,,1,NA,NA,,
46327,31820,50,,1,NA,NA,,
37112,7248,50,,1,NA,NA,,
29177,24764,50,,1,NA,NA,,
46073,32801,50,,1,NA,NA,,
94203,17771,50,,1,NA,NA,,
38654,21173,50,,1,NA,NA,,
37632,25518,53,,1,NA,NA,,
63235,27955,53,,1,NA,NA,,
80900,53469,53,,1,NA,NA,,
67081,22964,53,,1,NA,NA,,
82441,53949,53,,1,NA,NA,,
88329,62613,53,,1,NA,NA,,
28681,14150,53,,1,NA,NA,,
80138,52887,53,,1,NA,NA,,
67083,17372,53,,1,NA,NA,,
77067,49961,53,,1,NA,NA,,
80142,52888,53,,1,NA,NA,,
80398,53090,53,,1,NA,NA,,
80145,52889,53,,1,NA,NA,,
66066,17812,53,,1,NA,NA,,
66068,17196,53,,1,NA,NA,,
80406,51557,53,,1,NA,NA,,
80664,53364,53,,1,NA,NA,,
86556,59443,53,,1,NA,NA,,
86558,58521,53,,1,NA,NA,,
75807,48476,53,,1,NA,NA,,
84000,57178,53,,1,NA,NA,,
79906,52701,53,,1,NA,NA,,
81190,53652,53,,1,NA,NA,,
81197,53637,53,,1,NA,NA,,
77358,50339,53,,1,NA,NA,,
77359,50340,53,,1,NA,NA,,
79408,51567,53,,1,NA,NA,,
88373,62673,53,,1,NA,NA,,
90934,65632,53,,1,NA,NA,,
76088,48752,53,,1,NA,NA,,
65852,25475,53,,1,NA,NA,,
76350,49026,53,,1,NA,NA,,
91455,67061,53,,1,NA,NA,,
91456,67062,53,,1,NA,NA,,
65857,17368,53,,1,NA,NA,,
76103,48762,53,,1,NA,NA,,
62023,13764,53,,1,NA,NA,,
82504,55480,53,,1,NA,NA,,
86088,59639,53,,1,NA,NA,,
89674,63738,53,,1,NA,NA,,
84814,57750,53,,1,NA,NA,,
76881,48931,53,,1,NA,NA,,
84563,57265,53,,1,NA,NA,,
86612,60114,53,,1,NA,NA,,
84054,57216,53,,1,NA,NA,,
67163,11997,53,,1,NA,NA,,
78939,51260,53,,1,NA,NA,,
87644,60973,53,,1,NA,NA,,
85341,59050,53,,1,NA,NA,,
87397,60861,53,,1,NA,NA,,
93030,68056,53,,1,NA,NA,,
66151,28297,53,,1,NA,NA,,
89961,64081,53,,1,NA,NA,,
66154,28380,53,,1,NA,NA,,
87402,60863,53,,1,NA,NA,,
89963,64084,53,,1,NA,NA,,
66156,28375,53,,1,NA,NA,,
90732,64739,53,,1,NA,NA,,
66162,27937,53,,1,NA,NA,,
84594,57196,53,,1,NA,NA,,
85624,59247,53,,1,NA,NA,,
81275,53817,53,,1,NA,NA,,
92283,67627,53,,1,NA,NA,,
75392,48243,53,,1,NA,NA,,
64640,23502,53,,1,NA,NA,,
64644,17810,53,,1,NA,NA,,
84874,53310,53,,1,NA,NA,,
80267,52630,53,,1,NA,NA,,
82059,54506,53,,1,NA,NA,,
81548,54131,53,,1,NA,NA,,
87692,61033,53,,1,NA,NA,,
84878,58480,53,,1,NA,NA,,
75152,48081,53,,1,NA,NA,,
89746,63785,53,,1,NA,NA,,
91795,67282,53,,1,NA,NA,,
80791,53384,53,,1,NA,NA,,
84888,57694,53,,1,NA,NA,,
37534,25648,53,,1,NA,NA,,
76448,49093,53,,1,NA,NA,,
88481,62755,53,,1,NA,NA,,
88485,62759,53,,1,NA,NA,,
82600,55662,53,,1,NA,NA,,
79023,51348,53,,1,NA,NA,,
84146,57264,53,,1,NA,NA,,
78515,50912,53,,1,NA,NA,,
84917,58542,53,,1,NA,NA,,
84152,57263,53,,1,NA,NA,,
89784,63797,53,,1,NA,NA,,
65465,17198,53,,1,NA,NA,,
90299,64411,53,,1,NA,NA,,
63932,23152,53,,1,NA,NA,,
82622,55699,53,,1,NA,NA,,
63936,17679,53,,1,NA,NA,,
76227,48902,53,,1,NA,NA,,
78531,50938,53,,1,NA,NA,,
75204,48130,53,,1,NA,NA,,
87493,60929,53,,1,NA,NA,,
84167,57278,53,,1,NA,NA,,
84936,58624,53,,1,NA,NA,,
82899,55946,53,,1,NA,NA,,
84948,58651,53,,1,NA,NA,,
75736,48423,53,,1,NA,NA,,
74718,47760,53,,1,NA,NA,,
89568,63496,53,,1,NA,NA,,
83169,56217,53,,1,NA,NA,,
63969,25490,53,,1,NA,NA,,
88034,61578,53,,1,NA,NA,,
90594,64654,53,,1,NA,NA,,
76260,48922,53,,1,NA,NA,,
91624,67136,53,,1,NA,NA,,
65512,11974,53,,1,NA,NA,,
77289,50242,53,,1,NA,NA,,
76267,48923,53,,1,NA,NA,,
88557,62847,53,,1,NA,NA,,
83951,57144,53,,1,NA,NA,,
64751,19051,53,,1,NA,NA,,
83696,56551,53,,1,NA,NA,,
89584,63656,53,,1,NA,NA,,
64754,17358,53,,1,NA,NA,,
64755,15556,53,,1,NA,NA,,
93685,67435,53,,1,NA,NA,,
84472,57449,53,,1,NA,NA,,
79356,51576,53,,1,NA,NA,,
66813,23317,53,,1,NA,NA,,
60680,25485,55,,1,NA,NA,,
67086,22946,55,,1,NA,NA,,
60689,23647,55,,1,NA,NA,,
66585,17455,55,,1,NA,NA,,
41499,25628,55,,1,NA,NA,,
66593,16012,55,,1,NA,NA,,
65313,23588,55,,1,NA,NA,,
65316,12483,55,,1,NA,NA,,
65317,11477,55,,1,NA,NA,,
65062,17776,55,,1,NA,NA,,
94249,19266,55,,1,NA,NA,,
63529,27453,55,,1,NA,NA,,
25645,13555,55,,1,NA,NA,,
65070,16011,55,,1,NA,NA,,
18748,27454,55,,1,NA,NA,,
65598,13376,55,,1,NA,NA,,
65599,11471,55,,1,NA,NA,,
7487,9784,55,,1,NA,NA,,
18502,9782,55,,1,NA,NA,,
62291,24848,55,,1,NA,NA,,
61270,23258,55,,1,NA,NA,,
62297,23146,55,,1,NA,NA,,
25696,10662,55,,1,NA,NA,,
62823,23655,55,,1,NA,NA,,
7024,10660,55,,1,NA,NA,,
63858,27452,55,,1,NA,NA,,
62835,22626,55,,1,NA,NA,,
31863,11467,55,,1,NA,NA,,
31864,11465,55,,1,NA,NA,,
66429,6388,55,,1,NA,NA,,
61317,15593,55,,1,NA,NA,,
61318,13766,55,,1,NA,NA,,
62343,28316,55,,1,NA,NA,,
62344,27566,55,,1,NA,NA,,
66460,17412,55,,1,NA,NA,,
63651,22667,55,,1,NA,NA,,
66468,16908,55,,1,NA,NA,,
63659,22421,55,,1,NA,NA,,
26562,28618,55,,1,NA,NA,,
71875,23653,55,,1,NA,NA,,
71882,22715,55,,1,NA,NA,,
61906,24906,55,,1,NA,NA,,
65747,18278,55,,1,NA,NA,,
71898,22808,55,,1,NA,NA,,
61914,23105,55,,1,NA,NA,,
71906,17825,55,,1,NA,NA,,
66020,21132,55,,1,NA,NA,,
66029,16519,55,,1,NA,NA,,
94708,16002,55,,1,NA,NA,,
67066,17796,55,,1,NA,NA,,
67070,17387,55,,1,NA,NA,,
42065,27787,57,,1,NA,NA,,
42070,27385,57,,1,NA,NA,,
65713,27187,57,,1,NA,NA,,
65720,24955,57,,1,NA,NA,,
62668,27894,57,,1,NA,NA,,
69842,27484,57,,1,NA,NA,,
17139,27211,57,,1,NA,NA,,
50435,35408,58,,1,NA,NA,,
53267,36858,58,,1,NA,NA,,
36372,6228,58,,1,NA,NA,,
38933,21325,58,,1,NA,NA,,
36375,18989,58,,1,NA,NA,,
38935,21323,58,,1,NA,NA,,
53279,36856,58,,1,NA,NA,,
46883,33455,58,,1,NA,NA,,
76836,35838,58,,1,NA,NA,,
51236,29269,58,,1,NA,NA,,
30763,23448,58,,1,NA,NA,,
30764,23318,58,,1,NA,NA,,
37678,24993,58,,1,NA,NA,,
55854,3905,58,,1,NA,NA,,
57135,34828,58,,1,NA,NA,,
94000,29982,58,,1,NA,NA,,
49201,34137,58,,1,NA,NA,,
94002,68614,58,,1,NA,NA,,
55858,20252,58,,1,NA,NA,,
94006,20248,58,,1,NA,NA,,
56122,22389,58,,1,NA,NA,,
45885,31640,58,,1,NA,NA,,
45886,31638,58,,1,NA,NA,,
64320,27339,58,,1,NA,NA,,
46154,26752,58,,1,NA,NA,,
20555,4238,58,,1,NA,NA,,
94285,36175,58,,1,NA,NA,,
20558,16327,58,,1,NA,NA,,
43342,31328,58,,1,NA,NA,,
94287,68660,58,,1,NA,NA,,
49490,34135,58,,1,NA,NA,,
51289,35833,58,,1,NA,NA,,
76890,33925,58,,1,NA,NA,,
74079,16554,58,,1,NA,NA,,
51296,35836,58,,1,NA,NA,,
44133,31875,58,,1,NA,NA,,
43880,26319,58,,1,NA,NA,,
72560,8614,58,,1,NA,NA,,
63861,25599,58,,1,NA,NA,,
63862,23368,58,,1,NA,NA,,
57213,19759,58,,1,NA,NA,,
94344,35839,58,,1,NA,NA,,
94350,4829,58,,1,NA,NA,,
43926,835,58,,1,NA,NA,,
53146,4845,58,,1,NA,NA,,
49563,646,58,,1,NA,NA,,
76719,33757,58,,1,NA,NA,,
49337,34603,58,,1,NA,NA,,
56255,21592,58,,1,NA,NA,,
50880,31746,58,,1,NA,NA,,
50884,35649,58,,1,NA,NA,,
62153,23593,58,,1,NA,NA,,
48336,34315,58,,1,NA,NA,,
94187,34316,58,,1,NA,NA,,
94700,49550,58,,1,NA,NA,,
51441,35902,58,,1,NA,NA,,
78323,26493,58,,1,NA,NA,,
44019,1771,58,,1,NA,NA,,
39156,18901,58,,1,NA,NA,,
59904,40483,59,,1,NA,NA,,
84739,57702,59,,1,NA,NA,,
65302,14069,59,,1,NA,NA,,
66842,27209,59,,1,NA,NA,,
32031,12501,59,,1,NA,NA,,
65311,12328,59,,1,NA,NA,,
66849,27138,59,,1,NA,NA,,
84769,57732,59,,1,NA,NA,,
66855,24421,59,,1,NA,NA,,
32040,11717,59,,1,NA,NA,,
82730,54396,59,,1,NA,NA,,
84266,57284,59,,1,NA,NA,,
84785,57740,59,,1,NA,NA,,
53558,37027,59,,1,NA,NA,,
77114,50066,59,,1,NA,NA,,
45126,32543,59,,1,NA,NA,,
19274,4739,59,,1,NA,NA,,
52045,30850,59,,1,NA,NA,,
84817,57755,59,,1,NA,NA,,
66133,17663,59,,1,NA,NA,,
67413,11875,59,,1,NA,NA,,
26453,10307,59,,1,NA,NA,,
66134,16906,59,,1,NA,NA,,
53337,36890,59,,1,NA,NA,,
45404,32664,59,,1,NA,NA,,
31838,12342,59,,1,NA,NA,,
31839,11874,59,,1,NA,NA,,
32354,12677,59,,1,NA,NA,,
25701,9311,59,,1,NA,NA,,
65641,17681,59,,1,NA,NA,,
25707,13234,59,,1,NA,NA,,
94059,39719,59,,1,NA,NA,,
65646,17381,59,,1,NA,NA,,
13934,9708,59,,1,NA,NA,,
64882,27467,59,,1,NA,NA,,
84610,57540,59,,1,NA,NA,,
24195,8818,59,,1,NA,NA,,
27523,9706,59,,1,NA,NA,,
74375,46796,59,,1,NA,NA,,
28295,9830,59,,1,NA,NA,,
84362,57390,59,,1,NA,NA,,
53905,30571,59,,1,NA,NA,,
70036,42706,59,,1,NA,NA,,
84119,57177,59,,1,NA,NA,,
84643,57534,59,,1,NA,NA,,
94632,41301,59,,1,NA,NA,,
82346,54750,59,,1,NA,NA,,
82365,54912,59,,1,NA,NA,,
64456,17822,59,,1,NA,NA,,
47305,1540,59,,1,NA,NA,,
84174,56906,59,,1,NA,NA,,
66770,14713,59,,1,NA,NA,,
66772,13599,59,,1,NA,NA,,
83415,56418,59,,1,NA,NA,,
64478,23257,59,,1,NA,NA,,
64479,17264,59,,1,NA,NA,,
61921,14024,59,,1,NA,NA,,
84710,57696,59,,1,NA,NA,,
61680,41078,59,,1,NA,NA,,
24835,9920,61,,1,NA,NA,,
26403,10622,61,,1,NA,NA,,
63270,38891,61,,1,NA,NA,,
74024,17820,61,,1,NA,NA,,
63276,36886,61,,1,NA,NA,,
65837,16984,61,,1,NA,NA,,
10285,14044,61,,1,NA,NA,,
64047,25657,61,,1,NA,NA,,
40243,29689,61,,1,NA,NA,,
28214,12941,61,,1,NA,NA,,
28216,12329,61,,1,NA,NA,,
28217,11317,61,,1,NA,NA,,
9274,11950,61,,1,NA,NA,,
40250,29418,61,,1,NA,NA,,
49725,34987,61,,1,NA,NA,,
41535,30695,61,,1,NA,NA,,
9281,12412,61,,1,NA,NA,,
21839,9700,61,,1,NA,NA,,
7504,9922,61,,1,NA,NA,,
62553,27501,61,,1,NA,NA,,
13919,8780,61,,1,NA,NA,,
40314,29688,61,,1,NA,NA,,
24972,11201,61,,1,NA,NA,,
50575,35477,61,,1,NA,NA,,
40339,30291,61,,1,NA,NA,,
66970,14316,61,,1,NA,NA,,
66971,13989,61,,1,NA,NA,,
62625,14128,61,,1,NA,NA,,
51107,35775,61,,1,NA,NA,,
41135,30574,61,,1,NA,NA,,
73907,15788,61,,1,NA,NA,,
