id,proyecto_ley_estado_id,congresista_id,es_coordinador,activo,usercreated,usermodifed,created_at,updated_at
77241,50187,4,,1,NA,NA,,
78266,10537,4,,1,NA,NA,,
46780,33008,4,,1,NA,NA,,
62911,12694,4,,1,NA,NA,,
7873,12614,4,,1,NA,NA,,
38081,20937,4,,1,NA,NA,,
64449,16983,4,,1,NA,NA,,
38082,20935,4,,1,NA,NA,,
75971,48503,4,,1,NA,NA,,
62147,25148,4,,1,NA,NA,,
39109,16869,4,,1,NA,NA,,
27334,9996,4,,1,NA,NA,,
57286,39148,4,,1,NA,NA,,
35783,18591,4,,1,NA,NA,,
29128,25033,4,,1,NA,NA,,
35784,6263,4,,1,NA,NA,,
43720,31711,4,,1,NA,NA,,
62152,23593,4,,1,NA,NA,,
69833,29866,4,,1,NA,NA,,
39113,16867,4,,1,NA,NA,,
58315,39619,4,,1,NA,NA,,
62158,22736,4,,1,NA,NA,,
72655,21736,4,,1,NA,NA,,
62159,22450,4,,1,NA,NA,,
83920,57110,4,,1,NA,NA,,
36562,7541,4,,1,NA,NA,,
74964,48006,4,,1,NA,NA,,
68823,42859,4,,1,NA,NA,,
72151,45589,4,,1,NA,NA,,
75223,48134,4,,1,NA,NA,,
73177,46106,4,,1,NA,NA,,
69594,43343,4,,1,NA,NA,,
36570,7539,4,,1,NA,NA,,
38877,8916,4,,1,NA,NA,,
42718,31264,4,,1,NA,NA,,
54238,10036,4,,1,NA,NA,,
38881,21294,4,,1,NA,NA,,
77796,50544,4,,1,NA,NA,,
54245,8796,4,,1,NA,NA,,
62437,13768,4,,1,NA,NA,,
62438,13527,4,,1,NA,NA,,
20967,22288,4,,1,NA,NA,,
63976,17135,4,,1,NA,NA,,
83692,56551,4,,1,NA,NA,,
63213,30803,4,,1,NA,NA,,
7150,9396,4,,1,NA,NA,,
69360,43144,4,,1,NA,NA,,
81392,53916,4,,1,NA,NA,,
60404,40814,4,,1,NA,NA,,
56821,38923,4,,1,NA,NA,,
57845,39469,4,,1,NA,NA,,
41462,30656,4,,1,NA,NA,,
59126,16127,4,,1,NA,NA,,
49399,1887,4,,1,NA,NA,,
52221,36261,4,,1,NA,NA,,
68606,42675,4,,1,NA,NA,,
80894,53469,4,,1,NA,NA,,
73727,46531,4,,1,NA,NA,,
74495,34730,4,,1,NA,NA,,
77311,50278,4,,1,NA,NA,,
82431,55191,4,,1,NA,NA,,
56320,38529,6,,1,NA,NA,,
38146,20993,6,,1,NA,NA,,
38147,20991,6,,1,NA,NA,,
28421,26458,6,,1,NA,NA,,
49164,33938,6,,1,NA,NA,,
56082,7618,6,,1,NA,NA,,
56085,7616,6,,1,NA,NA,,
50714,34183,6,,1,NA,NA,,
35619,18534,6,,1,NA,NA,,
35110,18325,6,,1,NA,NA,,
78121,50789,6,,1,NA,NA,,
44085,1486,6,,1,NA,NA,,
94020,46689,6,,1,NA,NA,,
43589,26215,6,,1,NA,NA,,
35655,5448,6,,1,NA,NA,,
42838,1488,6,,1,NA,NA,,
37721,25163,6,,1,NA,NA,,
51038,35714,6,,1,NA,NA,,
56426,32409,6,,1,NA,NA,,
56427,35755,6,,1,NA,NA,,
76912,16266,6,,1,NA,NA,,
76921,16270,6,,1,NA,NA,,
27257,10289,6,,1,NA,NA,,
52089,36327,6,,1,NA,NA,,
94333,36187,6,,1,NA,NA,,
94335,36182,6,,1,NA,NA,,
65936,16986,6,,1,NA,NA,,
51605,33602,6,,1,NA,NA,,
51874,36177,6,,1,NA,NA,,
65955,16529,6,,1,NA,NA,,
59309,38525,6,,1,NA,NA,,
38830,8008,6,,1,NA,NA,,
39355,5422,6,,1,NA,NA,,
18112,10613,6,,1,NA,NA,,
40128,6953,6,,1,NA,NA,,
55239,19298,6,,1,NA,NA,,
94408,4597,6,,1,NA,NA,,
55242,19296,6,,1,NA,NA,,
27083,10732,6,,1,NA,NA,,
51664,36050,6,,1,NA,NA,,
53201,36503,6,,1,NA,NA,,
69845,27484,6,,1,NA,NA,,
47328,33658,6,,1,NA,NA,,
40163,6955,6,,1,NA,NA,,
60132,38531,6,,1,NA,NA,,
54764,37948,6,,1,NA,NA,,
37104,7248,6,,1,NA,NA,,
29169,24764,6,,1,NA,NA,,
54778,26534,6,,1,NA,NA,,
94719,37971,6,,1,NA,NA,,
78338,16146,7,,1,NA,NA,,
34819,18120,7,,1,NA,NA,,
63753,27801,7,,1,NA,NA,,
66316,16955,7,,1,NA,NA,,
66317,13641,7,,1,NA,NA,,
74009,27163,7,,1,NA,NA,,
57115,4799,7,,1,NA,NA,,
62239,17808,7,,1,NA,NA,,
57121,4797,7,,1,NA,NA,,
78370,50813,7,,1,NA,NA,,
67109,25328,7,,1,NA,NA,,
67112,25166,7,,1,NA,NA,,
66089,24841,7,,1,NA,NA,,
53033,36742,7,,1,NA,NA,,
34092,7276,7,,1,NA,NA,,
34094,7278,7,,1,NA,NA,,
65849,25475,7,,1,NA,NA,,
67387,13712,7,,1,NA,NA,,
67133,23641,7,,1,NA,NA,,
65854,17368,7,,1,NA,NA,,
67134,17811,7,,1,NA,NA,,
67135,15184,7,,1,NA,NA,,
71744,22132,7,,1,NA,NA,,
58946,16406,7,,1,NA,NA,,
71749,6892,7,,1,NA,NA,,
58949,16404,7,,1,NA,NA,,
63821,25327,7,,1,NA,NA,,
63824,23370,7,,1,NA,NA,,
34137,17942,7,,1,NA,NA,,
65115,25492,7,,1,NA,NA,,
66396,23504,7,,1,NA,NA,,
34140,7832,7,,1,NA,NA,,
66155,28380,7,,1,NA,NA,,
66157,28375,7,,1,NA,NA,,
34925,7238,7,,1,NA,NA,,
34927,7815,7,,1,NA,NA,,
58992,16588,7,,1,NA,NA,,
38001,20883,7,,1,NA,NA,,
38002,11078,7,,1,NA,NA,,
66677,27933,7,,1,NA,NA,,
52854,25709,7,,1,NA,NA,,
66680,25316,7,,1,NA,NA,,
66171,24837,7,,1,NA,NA,,
66175,22625,7,,1,NA,NA,,
78214,6300,7,,1,NA,NA,,
57735,16614,7,,1,NA,NA,,
63375,25632,7,,1,NA,NA,,
54416,37730,7,,1,NA,NA,,
54419,37731,7,,1,NA,NA,,
58772,6302,7,,1,NA,NA,,
37529,25648,7,,1,NA,NA,,
64668,27928,7,,1,NA,NA,,
94365,68674,7,,1,NA,NA,,
64673,24842,7,,1,NA,NA,,
94370,16047,7,,1,NA,NA,,
64680,22995,7,,1,NA,NA,,
55729,16140,7,,1,NA,NA,,
65458,27186,7,,1,NA,NA,,
21683,17914,7,,1,NA,NA,,
21687,17911,7,,1,NA,NA,,
65463,23202,7,,1,NA,NA,,
65466,17198,7,,1,NA,NA,,
63933,23152,7,,1,NA,NA,,
63937,17679,7,,1,NA,NA,,
69837,27210,7,,1,NA,NA,,
69839,24836,7,,1,NA,NA,,
31965,12089,7,,1,NA,NA,,
31966,10757,7,,1,NA,NA,,
38116,8951,7,,1,NA,NA,,
34533,7697,7,,1,NA,NA,,
27622,14064,7,,1,NA,NA,,
38120,10282,7,,1,NA,NA,,
38121,9297,7,,1,NA,NA,,
59113,16452,7,,1,NA,NA,,
13034,20196,7,,1,NA,NA,,
59114,16450,7,,1,NA,NA,,
71405,25147,7,,1,NA,NA,,
67568,11082,7,,1,NA,NA,,
52976,36717,7,,1,NA,NA,,
52980,36718,7,,1,NA,NA,,
65790,17046,7,,1,NA,NA,,
40450,27634,8,,1,NA,NA,,
40451,25201,8,,1,NA,NA,,
66566,12085,8,,1,NA,NA,,
21259,8926,8,,1,NA,NA,,
25611,14070,8,,1,NA,NA,,
68109,42328,8,,1,NA,NA,,
63501,27932,8,,1,NA,NA,,
63502,25268,8,,1,NA,NA,,
65038,14111,8,,1,NA,NA,,
71442,43114,8,,1,NA,NA,,
61714,27840,8,,1,NA,NA,,
26388,10859,8,,1,NA,NA,,
71448,44813,8,,1,NA,NA,,
64536,23220,8,,1,NA,NA,,
64542,23059,8,,1,NA,NA,,
67360,11989,8,,1,NA,NA,,
62759,27743,8,,1,NA,NA,,
21288,12905,8,,1,NA,NA,,
93993,27179,8,,1,NA,NA,,
66091,25016,8,,1,NA,NA,,
17455,10853,8,,1,NA,NA,,
66096,17437,8,,1,NA,NA,,
63025,22661,8,,1,NA,NA,,
64305,27339,8,,1,NA,NA,,
24882,10425,8,,1,NA,NA,,
7219,8359,8,,1,NA,NA,,
37683,24796,8,,1,NA,NA,,
66103,17069,8,,1,NA,NA,,
23095,11996,8,,1,NA,NA,,
25656,12335,8,,1,NA,NA,,
35385,29997,8,,1,NA,NA,,
21307,8833,8,,1,NA,NA,,
33084,23646,8,,1,NA,NA,,
40508,25574,8,,1,NA,NA,,
66109,15923,8,,1,NA,NA,,
35393,29998,8,,1,NA,NA,,
63299,27140,8,,1,NA,NA,,
7492,9710,8,,1,NA,NA,,
65606,4857,8,,1,NA,NA,,
23111,12217,8,,1,NA,NA,,
64583,17830,8,,1,NA,NA,,
64076,16904,8,,1,NA,NA,,
25677,10679,8,,1,NA,NA,,
17486,10861,8,,1,NA,NA,,
64592,17668,8,,1,NA,NA,,
64337,27337,8,,1,NA,NA,,
71764,25516,8,,1,NA,NA,,
41044,27486,8,,1,NA,NA,,
64598,17346,8,,1,NA,NA,,
61016,24529,8,,1,NA,NA,,
71770,27963,8,,1,NA,NA,,
68443,42483,8,,1,NA,NA,,
64347,27335,8,,1,NA,NA,,
7517,9974,8,,1,NA,NA,,
71775,27676,8,,1,NA,NA,,
61024,23453,8,,1,NA,NA,,
67427,11925,8,,1,NA,NA,,
62052,25573,8,,1,NA,NA,,
67174,11374,8,,1,NA,NA,,
67434,11444,8,,1,NA,NA,,
6764,6793,8,,1,NA,NA,,
63341,25619,8,,1,NA,NA,,
60015,13707,8,,1,NA,NA,,
72304,45686,8,,1,NA,NA,,
24949,10454,8,,1,NA,NA,,
25720,10469,8,,1,NA,NA,,
62079,23311,8,,1,NA,NA,,
67206,17700,8,,1,NA,NA,,
63110,12937,8,,1,NA,NA,,
71049,44113,8,,1,NA,NA,,
66443,17026,8,,1,NA,NA,,
68492,42574,8,,1,NA,NA,,
27788,28888,8,,1,NA,NA,,
71565,45175,8,,1,NA,NA,,
66449,15784,8,,1,NA,NA,,
40860,27978,8,,1,NA,NA,,
69536,43258,8,,1,NA,NA,,
37537,24839,8,,1,NA,NA,,
67490,17269,8,,1,NA,NA,,
28578,10440,8,,1,NA,NA,,
71077,44376,8,,1,NA,NA,,
67496,16520,8,,1,NA,NA,,
28585,10438,8,,1,NA,NA,,
66475,15555,8,,1,NA,NA,,
70060,43768,8,,1,NA,NA,,
26801,10475,8,,1,NA,NA,,
17845,12219,8,,1,NA,NA,,
73143,46077,8,,1,NA,NA,,
62135,25510,8,,1,NA,NA,,
65208,23500,8,,1,NA,NA,,
25785,28394,8,,1,NA,NA,,
62905,13609,8,,1,NA,NA,,
69050,42976,8,,1,NA,NA,,
8378,11980,8,,1,NA,NA,,
64186,23235,8,,1,NA,NA,,
62396,23395,8,,1,NA,NA,,
63676,27966,8,,1,NA,NA,,
65469,16949,8,,1,NA,NA,,
62910,12694,8,,1,NA,NA,,
64958,17174,8,,1,NA,NA,,
67263,11524,8,,1,NA,NA,,
61887,14298,8,,1,NA,NA,,
64192,17651,8,,1,NA,NA,,
7874,12614,8,,1,NA,NA,,
26819,13290,8,,1,NA,NA,,
64964,16533,8,,1,NA,NA,,
27335,9996,8,,1,NA,NA,,
66248,17156,8,,1,NA,NA,,
74440,46861,8,,1,NA,NA,,
29129,25033,8,,1,NA,NA,,
62410,17650,8,,1,NA,NA,,
62414,17266,8,,1,NA,NA,,
62415,17137,8,,1,NA,NA,,
66256,12134,8,,1,NA,NA,,
66257,11938,8,,1,NA,NA,,
27349,10499,8,,1,NA,NA,,
62425,13868,8,,1,NA,NA,,
63449,29024,8,,1,NA,NA,,
21722,10801,8,,1,NA,NA,,
62426,13650,8,,1,NA,NA,,
63450,25235,8,,1,NA,NA,,
67291,11085,8,,1,NA,NA,,
54239,10036,8,,1,NA,NA,,
62687,22857,8,,1,NA,NA,,
60896,23465,8,,1,NA,NA,,
65249,13778,8,,1,NA,NA,,
67298,11920,8,,1,NA,NA,,
41442,27148,8,,1,NA,NA,,
65507,11974,8,,1,NA,NA,,
62693,22691,8,,1,NA,NA,,
18150,8900,8,,1,NA,NA,,
54246,8796,8,,1,NA,NA,,
60902,23034,8,,1,NA,NA,,
65256,11333,8,,1,NA,NA,,
7151,9396,8,,1,NA,NA,,
66544,23577,8,,1,NA,NA,,
28657,13178,8,,1,NA,NA,,
66550,22690,8,,1,NA,NA,,
61175,22658,8,,1,NA,NA,,
60664,24530,8,,1,NA,NA,,
42233,27608,8,,1,NA,NA,,
59900,40483,8,,1,NA,NA,,
26621,10456,8,,1,NA,NA,,
60669,23396,8,,1,NA,NA,,
64510,23497,8,,1,NA,NA,,
66559,12649,8,,1,NA,NA,,
64768,25361,9,,1,NA,NA,,
77576,26823,9,,1,NA,NA,,
51209,35807,9,,1,NA,NA,,
46605,33372,9,,1,NA,NA,,
46606,32804,9,,1,NA,NA,,
81679,54220,9,,1,NA,NA,,
78355,39915,9,,1,NA,NA,,
47379,31427,9,,1,NA,NA,,
94231,13392,9,,1,NA,NA,,
35609,6539,9,,1,NA,NA,,
67099,14319,9,,1,NA,NA,,
81947,54417,9,,1,NA,NA,,
67102,14318,9,,1,NA,NA,,
57630,39406,9,,1,NA,NA,,
72488,45833,9,,1,NA,NA,,
41259,21981,9,,1,NA,NA,,
60211,40666,9,,1,NA,NA,,
75317,48184,9,,1,NA,NA,,
22838,11236,9,,1,NA,NA,,
37176,20665,9,,1,NA,NA,,
24122,15756,9,,1,NA,NA,,
55869,6776,9,,1,NA,NA,,
43582,26215,9,,1,NA,NA,,
55870,15366,9,,1,NA,NA,,
94021,46689,9,,1,NA,NA,,
56902,38933,9,,1,NA,NA,,
80199,52906,9,,1,NA,NA,,
35657,5448,9,,1,NA,NA,,
75085,48028,9,,1,NA,NA,,
52558,36538,9,,1,NA,NA,,
68431,42521,9,,1,NA,NA,,
37724,25163,9,,1,NA,NA,,
78173,16092,9,,1,NA,NA,,
56929,38993,9,,1,NA,NA,,
77158,50113,9,,1,NA,NA,,
51047,26017,9,,1,NA,NA,,
49260,34696,9,,1,NA,NA,,
75120,47866,9,,1,NA,NA,,
72305,45686,9,,1,NA,NA,,
71795,27545,9,,1,NA,NA,,
28533,14058,9,,1,NA,NA,,
28534,13063,9,,1,NA,NA,,
57718,5346,9,,1,NA,NA,,
27258,10289,9,,1,NA,NA,,
57728,15734,9,,1,NA,NA,,
59009,20340,9,,1,NA,NA,,
77447,50237,9,,1,NA,NA,,
50314,3212,9,,1,NA,NA,,
76179,48872,9,,1,NA,NA,,
67989,42294,9,,1,NA,NA,,
65945,16986,9,,1,NA,NA,,
67745,42053,9,,1,NA,NA,,
72097,45545,9,,1,NA,NA,,
65957,16529,9,,1,NA,NA,,
94118,37167,9,,1,NA,NA,,
63143,23515,9,,1,NA,NA,,
22952,11283,9,,1,NA,NA,,
94123,37074,9,,1,NA,NA,,
83884,57069,9,,1,NA,NA,,
58031,14892,9,,1,NA,NA,,
68794,9423,9,,1,NA,NA,,
73146,46078,9,,1,NA,NA,,
68796,9421,9,,1,NA,NA,,
81859,54372,9,,1,NA,NA,,
40131,6953,9,,1,NA,NA,,
62659,19061,9,,1,NA,NA,,
62661,17661,9,,1,NA,NA,,
62662,15935,9,,1,NA,NA,,
43463,26276,9,,1,NA,NA,,
39624,21858,9,,1,NA,NA,,
81353,53888,9,,1,NA,NA,,
39631,21856,9,,1,NA,NA,,
35536,18494,9,,1,NA,NA,,
60371,40779,9,,1,NA,NA,,
25812,14401,9,,1,NA,NA,,
54741,2748,9,,1,NA,NA,,
49624,34863,9,,1,NA,NA,,
73945,17127,9,,1,NA,NA,,
73948,17884,9,,1,NA,NA,,
41693,30683,9,,1,NA,NA,,
23007,11342,9,,1,NA,NA,,
69863,39508,9,,1,NA,NA,,
29162,24764,9,,1,NA,NA,,
57325,39045,9,,1,NA,NA,,
41966,30821,9,,1,NA,NA,,
82929,56011,9,,1,NA,NA,,
35826,9467,9,,1,NA,NA,,
75763,48443,9,,1,NA,NA,,
35828,18622,9,,1,NA,NA,,
59896,40483,9,,1,NA,NA,,
58619,39712,9,,1,NA,NA,,
54780,26534,9,,1,NA,NA,,
76029,48674,9,,1,NA,NA,,
68610,42675,10,,1,NA,NA,,
67846,42165,10,,1,NA,NA,,
70662,44176,10,,1,NA,NA,,
13574,21577,10,,1,NA,NA,,
63750,27801,10,,1,NA,NA,,
59657,40313,10,,1,NA,NA,,
60169,40641,10,,1,NA,NA,,
63241,39159,10,,1,NA,NA,,
68622,42677,10,,1,NA,NA,,
57872,39489,10,,1,NA,NA,,
70419,44066,10,,1,NA,NA,,
25875,21694,10,,1,NA,NA,,
70677,44182,10,,1,NA,NA,,
73749,46563,10,,1,NA,NA,,
74265,46334,10,,1,NA,NA,,
57373,21604,10,,1,NA,NA,,
69921,15466,10,,1,NA,NA,,
71713,45349,10,,1,NA,NA,,
21793,9716,10,,1,NA,NA,,
61220,39077,10,,1,NA,NA,,
68647,42649,10,,1,NA,NA,,
71975,40482,10,,1,NA,NA,,
72999,45975,10,,1,NA,NA,,
40487,30277,10,,1,NA,NA,,
40488,30085,10,,1,NA,NA,,
69162,42988,10,,1,NA,NA,,
58410,39636,10,,1,NA,NA,,
61226,36262,10,,1,NA,NA,,
63787,28315,10,,1,NA,NA,,
66604,37046,10,,1,NA,NA,,
71468,42971,10,,1,NA,NA,,
13868,22266,10,,1,NA,NA,,
67885,42248,10,,1,NA,NA,,
56878,38957,10,,1,NA,NA,,
74543,46919,10,,1,NA,NA,,
63791,25646,10,,1,NA,NA,,
41521,30688,10,,1,NA,NA,,
66610,36596,10,,1,NA,NA,,
71474,42676,10,,1,NA,NA,,
59701,40371,10,,1,NA,NA,,
67384,17415,10,,1,NA,NA,,
61753,37048,10,,1,NA,NA,,
26682,9713,10,,1,NA,NA,,
63802,41518,10,,1,NA,NA,,
70460,44064,10,,1,NA,NA,,
28476,8964,10,,1,NA,NA,,
68926,42936,10,,1,NA,NA,,
61759,36679,10,,1,NA,NA,,
28480,28397,10,,1,NA,NA,,
27201,9279,10,,1,NA,NA,,
38210,7067,10,,1,NA,NA,,
66377,11730,10,,1,NA,NA,,
68938,42939,10,,1,NA,NA,,
38218,8000,10,,1,NA,NA,,
63820,25327,10,,1,NA,NA,,
66381,11728,10,,1,NA,NA,,
63823,23370,10,,1,NA,NA,,
67153,13417,10,,1,NA,NA,,
13649,21755,10,,1,NA,NA,,
73555,22218,10,,1,NA,NA,,
41811,30686,10,,1,NA,NA,,
54611,37884,10,,1,NA,NA,,
73556,5298,10,,1,NA,NA,,
54612,37886,10,,1,NA,NA,,
63316,27802,10,,1,NA,NA,,
