id,fecha,fecha_realizada,comentarios,cuatrienio_id,realizado,activo,usercreated,usermodifed,created_at,updated_at
3912,29/03/2011 05:00,29/03/2011,NA,6,NA,1,NA,NA,NA,NA
3218,23/09/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3234,16/09/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3248,11/11/2009 05:00,NA,Plenaria,4,NA,1,NA,NA,NA,NA
3913,30/03/2011 05:00,30/03/2011,NA,6,NA,1,NA,NA,NA,NA
4023,27/04/2011 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
3914,29/03/2011 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
3511,01/12/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
9,10/08/2005 05:00,10/08/2005,NA,4,NA,1,NA,NA,NA,NA
10,17/08/2005 05:00,17/08/2005,NA,4,NA,1,NA,NA,NA,NA
11,31/08/2005 05:00,31/08/2005,NA,4,NA,1,NA,NA,NA,NA
12,07/09/2005 05:00,07/09/2005,NA,4,NA,1,NA,NA,NA,NA
3915,30/03/2011 05:00,30/03/2011,NA,6,NA,1,NA,NA,NA,NA
4131,17/05/2011 05:00,17/05/2011,NA,6,NA,1,NA,NA,NA,NA
3525,06/12/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
3917,29/03/2011 05:00,29/04/2011,NA,6,NA,1,NA,NA,NA,NA
4001,12/04/2011 05:00,12/04/2011,NA,6,NA,1,NA,NA,NA,NA
4002,12/04/2011 05:00,12/04/2011,NA,6,NA,1,NA,NA,NA,NA
4305,09/08/2011 05:00,09/08/2011,NA,6,NA,1,NA,NA,NA,NA
4003,12/04/2011 05:00,12/04/2011,NA,6,NA,1,NA,NA,NA,NA
2734,17/08/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
26,26/10/2005 05:00,26/10/2005,NA,4,NA,1,NA,NA,NA,NA
3538,07/12/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2745,18/08/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
30,28/09/2005 05:00,28/09/2005,NA,4,NA,1,NA,NA,NA,NA
31,18/04/2006 05:00,18/04/2006,NA,4,NA,1,NA,NA,NA,NA
32,24/08/2005 05:00,07/09/2005,NA,4,NA,1,NA,NA,NA,NA
35,03/05/2006 05:00,03/05/2006,NA,4,NA,1,NA,NA,NA,NA
36,28/03/2006 05:00,28/03/2006,NA,4,NA,1,NA,NA,NA,NA
3970,06/04/2011 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
3971,05/04/2011 05:00,05/04/2011,NA,6,NA,1,NA,NA,NA,NA
4024,26/04/2011 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
3553,12/08/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
41,22/08/2006 05:00,22/08/2006,NA,2,NA,1,NA,NA,NA,NA
42,05/09/2006 05:00,12/09/2006,NA,2,NA,1,NA,NA,NA,NA
43,29/08/2006 05:00,29/08/2006,NA,2,NA,1,NA,NA,NA,NA
44,12/09/2006 05:00,12/09/2006,NA,2,NA,1,NA,NA,NA,NA
45,19/09/2006 05:00,19/09/2006,NA,2,NA,1,NA,NA,NA,NA
46,15/08/2006 05:00,15/08/2006,NA,2,NA,1,NA,NA,NA,NA
47,18/10/2006 05:00,18/10/2006,NA,2,NA,1,NA,NA,NA,NA
48,10/10/2006 05:00,10/10/2006,NA,2,NA,1,NA,NA,NA,NA
49,03/10/2006 05:00,03/10/2006,NA,2,NA,1,NA,NA,NA,NA
50,26/09/2006 05:00,26/09/2006,NA,2,NA,1,NA,NA,NA,NA
51,07/11/2006 05:00,07/11/2006,NA,2,NA,1,NA,NA,NA,NA
52,14/11/2006 05:00,14/11/2006,NA,2,NA,1,NA,NA,NA,NA
53,29/11/2006 05:00,29/11/2006,NA,2,NA,1,NA,NA,NA,NA
54,13/12/2006 05:00,13/12/2006,"Tiene orden del día aditivo en dónde se aprobaron las Actas de Conciliación de los Proyectos: 303/06C,123/05S; 8/05C, 284/06S; 154/06C, 207/05S; 260/06C 60/06S; 60/06C, 141/06S; 197/05C, 305/06S; 02/06C, 40/06S. Aprobación del Texto Rehecho del PL 205/04C, 86/05S.",2,NA,1,NA,NA,NA,NA
55,06/03/2007 05:00,06/03/2007,NA,2,NA,1,NA,NA,NA,NA
56,27/03/2007 05:00,27/03/2007,NA,2,NA,1,NA,NA,NA,NA
57,10/04/2007 05:00,17/04/2007,NA,2,NA,1,NA,NA,NA,NA
3919,30/03/2011 05:00,30/03/2011,NA,6,NA,1,NA,NA,NA,NA
59,08/11/2006 05:00,08/11/2006,No Hubo Sesión.,2,NA,1,NA,NA,NA,NA
60,01/11/2006 05:00,01/11/2006,NA,2,NA,1,NA,NA,NA,NA
61,28/03/2007 05:00,28/03/2007,NA,2,NA,1,NA,NA,NA,NA
62,28/02/2007 05:00,28/02/2007,NA,2,NA,1,NA,NA,NA,NA
63,15/08/2006 05:00,23/08/2006,NA,2,NA,1,NA,NA,NA,NA
3921,29/03/2011 05:00,29/03/2011,NA,6,NA,1,NA,NA,NA,NA
65,21/11/2007 05:00,21/11/2007,NA,2,NA,1,NA,NA,NA,NA
3922,29/03/2011 05:00,29/03/2011,NA,6,NA,1,NA,NA,NA,NA
67,09/05/2007 05:00,12/09/2007,NA,2,NA,1,NA,NA,NA,NA
2764,27/07/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
2772,24/08/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
70,22/05/2007 05:00,23/05/2007,NA,2,NA,1,NA,NA,NA,NA
2779,24/08/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
1173,07/10/2008 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
73,13/11/2007 05:00,13/11/2007,NA,2,NA,1,NA,NA,NA,NA
2786,25/08/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
2790,31/08/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
2798,31/08/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
2817,08/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2823,07/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
79,19/06/2007 05:00,19/06/2007,NA,2,NA,1,NA,NA,NA,NA
4025,26/04/2011 05:00,26/04/2011,NA,6,NA,1,NA,NA,NA,NA
81,23/04/2008 05:00,23/04/2008,NA,2,NA,1,NA,NA,NA,NA
83,09/04/2008 05:00,09/04/2008,NA,2,NA,1,NA,NA,NA,NA
1174,16/10/2008 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
88,11/09/2007 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2829,07/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
90,30/07/2008 05:00,30/07/2008,NA,2,NA,1,NA,NA,NA,NA
92,06/08/2008 05:00,06/08/2008,NA,2,NA,1,NA,NA,NA,NA
94,20/08/2008 05:00,20/08/2008,NA,2,NA,1,NA,NA,NA,NA
95,26/08/2008 05:00,26/08/2008,NA,2,NA,1,NA,NA,NA,NA
96,03/10/2008 05:00,03/10/2008,NA,2,NA,1,NA,NA,NA,NA
98,10/09/2008 05:00,10/09/2008,NA,2,NA,1,NA,NA,NA,NA
99,03/08/2008 05:00,10/09/2008,NA,2,NA,1,NA,NA,NA,NA
102,19/11/2008 05:00,19/11/2008,NA,2,NA,1,NA,NA,NA,NA
103,25/11/2008 05:00,25/11/2008,NA,2,NA,1,NA,NA,NA,NA
104,25/03/2009 05:00,25/03/2009,NA,2,NA,1,NA,NA,NA,NA
2833,08/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
107,13/04/2009 05:00,13/04/2009,NA,2,NA,1,NA,NA,NA,NA
108,14/04/2009 05:00,14/04/2009,NA,2,NA,1,NA,NA,NA,NA
109,01/04/2009 05:00,01/04/2009,NA,2,NA,1,NA,NA,NA,NA
110,15/04/2009 05:00,15/04/2009,NA,2,NA,1,NA,NA,NA,NA
111,28/04/2009 05:00,28/04/2009,NA,2,NA,1,NA,NA,NA,NA
112,29/04/2009 05:00,29/04/2009,NA,2,NA,1,NA,NA,NA,NA
113,13/05/2009 05:00,13/05/2009,NA,2,NA,1,NA,NA,NA,NA
114,12/05/2009 05:00,12/05/2009,NA,2,NA,1,NA,NA,NA,NA
115,19/05/2009 05:00,19/05/2009,NA,2,NA,1,NA,NA,NA,NA
116,28/04/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
117,26/05/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
119,27/05/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
120,27/03/2009 05:00,09/06/2009,NA,2,NA,1,NA,NA,NA,NA
122,04/08/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
123,29/07/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
125,25/08/2009 05:00,NA,Plenaria,2,NA,1,NA,NA,NA,NA
126,01/09/2009 05:00,NA,Plenaria,2,NA,1,NA,NA,NA,NA
127,15/09/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
129,20/10/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
131,18/11/2009 05:00,18/11/2009,NA,2,NA,1,NA,NA,NA,NA
132,01/12/2009 05:00,01/12/2009,Sesión Reservada (No acceso a público),2,NA,1,NA,NA,NA,NA
133,02/12/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2836,14/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2848,14/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2803,31/08/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
2805,31/08/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
2810,01/09/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
1774,12/06/2007 05:00,NA,También fueron aprobados los Proyectos de Ley: 191/06 Senado-229/05 Cámara y 192/06 Senado-82/06 Cámara.,2,NA,1,NA,NA,NA,NA
2845,15/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
1667,11/09/2007 05:00,NA,Solamente se llevó a cabo el debate. Los proyectos se aplazaron para la siguiente semana,2,NA,1,NA,NA,NA,NA
2850,15/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2854,15/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2858,14/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2862,14/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2866,16/03/2010 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2027,05/06/2007 05:00,NA,Sólo se hicieron anuncios para la próxima sesión. No hubo novedad.,2,NA,1,NA,NA,NA,NA
2873,02/06/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2890,21/09/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
2894,09/06/2009 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
2898,11/06/2009 05:00,NA,Debate en Mocoa (Putumayo),2,NA,1,NA,NA,NA,NA
2930,27/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2876,10/06/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2880,14/09/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
2884,02/06/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2914,24/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2918,21/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2906,22/09/2010 05:00,NA,No se realizó.,6,NA,1,NA,NA,NA,NA
2910,02/12/2008 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2922,10/12/2008 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2926,09/06/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2938,28/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
14,21/09/2005 05:00,NA,NA,4,NA,1,NA,NA,NA,NA
33,05/10/2005 05:00,05/10/2005,NA,4,NA,1,NA,NA,NA,NA
23,02/11/2005 05:00,02/11/2005,NA,4,NA,1,NA,NA,NA,NA
24,09/11/2005 20:00,NA,No hubo Sesión.,4,NA,1,NA,NA,NA,NA
128,29/09/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2942,29/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2946,11/06/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2950,27/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2951,28/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2735,18/08/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
2746,17/08/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
2756,18/08/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
2765,24/08/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
2773,25/08/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
2780,25/08/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
2787,25/08/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
2979,06/10/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2793,31/08/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
3923,29/03/2011 05:00,29/03/2011,NA,6,NA,1,NA,NA,NA,NA
3924,29/03/2011 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
3925,19/11/2008 05:00,NA,Hora: 10:00 a.m.,2,NA,1,NA,NA,NA,NA
2768,24/08/2010 05:00,NA,No se realizó,6,NA,1,NA,NA,NA,NA
2981,06/10/2010 05:00,NA,No se realizó.,6,NA,1,NA,NA,NA,NA
3926,26/08/2008 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3927,09/09/2008 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3899,02/09/2008 05:00,NA,Hora: 10:00 a.m.,2,NA,1,NA,NA,NA,NA
2804,31/08/2010 05:00,NA,Continuación Debate sobre Regalías,6,NA,1,NA,NA,NA,NA
3928,02/09/2008 05:00,NA,Hora: 10:00 a.m.,2,NA,1,NA,NA,NA,NA
2806,01/09/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
2811,29/08/2007 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2812,10/09/2010 05:00,NA,Los puntos 2 y 3 del orden del día tal como se pusieron aquí aparecen en el documento original como pertenecientes sólo al punto 2. Se separaron para poder hacer el vínculo con cada uno de los Proyectos de Acto Legislativo. Sesión no se realizó.,6,NA,1,NA,NA,NA,NA
2984,06/10/2010 05:00,NA,No se realizó.,6,NA,1,NA,NA,NA,NA
3929,03/09/2008 05:00,NA,Hora:10:00 a.m.,2,NA,1,NA,NA,NA,NA
2818,10/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2990,05/10/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
2824,07/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
3076,04/08/2009 05:00,NA,Plenaria,2,NA,1,NA,NA,NA,NA
3193,28/07/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3930,20/08/2008 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3931,09/09/2008 05:00,NA,Hora: 10:00 a.m.,2,NA,1,NA,NA,NA,NA
2834,04/05/2010 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3932,03/12/2008 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2837,15/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
3973,06/04/2011 05:00,06/04/2011,NA,6,NA,1,NA,NA,NA,NA
4004,12/04/2011 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
3933,05/11/2008 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2841,14/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2846,16/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2851,14/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2855,16/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2859,04/05/2010 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3079,19/10/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
4026,27/04/2011 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
2863,15/09/2010 05:00,NA,Aplazada,6,NA,1,NA,NA,NA,NA
4173,01/06/2011 05:00,01/06/2011,NA,6,NA,1,NA,NA,NA,NA
2867,28/04/2010 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2870,10/12/2008 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3936,30/03/2011 05:00,30/03/2011,NA,6,NA,1,NA,NA,NA,NA
2874,27/05/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2993,06/10/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2877,09/06/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2881,21/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
3082,20/10/2010 05:00,NA,No se realizó.,6,NA,1,NA,NA,NA,NA
2885,23/09/2010 05:00,NA,"Esta sesión se programó para ser realizada en Riohacha, Guajira. Se realizó.",6,NA,1,NA,NA,NA,NA
2996,05/10/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2887,22/09/2010 05:00,NA,No se realizó.,6,NA,1,NA,NA,NA,NA
2891,21/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2895,10/06/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2899,22/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2903,21/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2907,10/12/2008 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3196,12/08/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2911,03/12/2008 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3249,17/11/2009 05:00,NA,Plenaria,2,NA,1,NA,NA,NA,NA
3085,19/10/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
3088,18/08/2009 05:00,NA,Plenaria,2,NA,1,NA,NA,NA,NA
3091,30/09/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2919,10/06/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2923,10/06/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3094,19/10/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2999,05/10/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2927,09/12/2008 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2931,09/12/2008 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2935,09/06/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3163,26/10/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2939,29/09/2010 05:00,NA,No se realizó.,6,NA,1,NA,NA,NA,NA
2943,09/12/2008 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2947,02/06/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2952,09/12/2008 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2955,28/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2958,28/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2961,28/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2964,28/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
3097,21/10/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3004,06/10/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
3007,18/08/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3010,26/08/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3013,12/08/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3100,04/11/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2967,03/06/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2970,28/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
3016,12/08/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3019,02/09/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3103,10/11/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2973,29/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
3022,02/09/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2976,05/10/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
3025,06/10/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3028,08/09/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3166,28/10/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
3031,16/09/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3034,13/10/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
3037,13/10/2010 05:00,NA,No se realizó.,6,NA,1,NA,NA,NA,NA
3512,28/10/2009 05:00,NA,Plenaria - No hubo sesión,2,NA,1,NA,NA,NA,NA
3040,13/10/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
3106,19/10/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
3109,01/09/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3219,03/11/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
3043,23/09/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3046,06/10/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3894,23/03/2011 14:00,23/03/2011,NA,6,NA,1,NA,NA,NA,NA
3049,13/10/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
3052,23/10/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3526,01/12/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3055,13/10/2010 05:00,NA,No se realizó.,6,NA,1,NA,NA,NA,NA
3058,13/10/2010 05:00,NA,Se reailzó.,6,NA,1,NA,NA,NA,NA
3112,13/10/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
3169,26/10/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
3064,03/11/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3067,17/11/2009 05:00,NA,Sesiones conjuntas (No se realizó),2,NA,1,NA,NA,NA,NA
3070,25/11/2009 05:00,NA,Sesiones Conjuntas,2,NA,1,NA,NA,NA,NA
3539,07/12/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
3115,20/10/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
3118,19/08/2009 05:00,NA,Plenaria,2,NA,1,NA,NA,NA,NA
3121,26/10/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
3124,16/09/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3127,27/10/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
3130,11/11/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3133,26/10/2010 05:00,NA,Se realizó,6,NA,1,NA,NA,NA,NA
3136,27/10/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
3139,26/08/2009 05:00,NA,Plenaria,2,NA,1,NA,NA,NA,NA
3142,01/09/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3145,24/09/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3148,01/12/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3151,26/10/2010 05:00,NA,No se realizó.,6,NA,1,NA,NA,NA,NA
3235,02/10/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
3172,28/10/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
3002,10/12/2008 15:00,NA,NA,2,NA,1,NA,NA,NA,NA
3199,15/09/2009 05:00,NA,Plenaria,2,NA,1,NA,NA,NA,NA
3160,26/10/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
3175,04/08/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3178,26/08/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3181,14/10/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3184,08/09/2009 05:00,NA,No se realizó la sesión en plenaria.,2,NA,1,NA,NA,NA,NA
3187,04/11/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3190,03/11/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3202,26/10/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2736,01/08/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
2747,18/08/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
2757,17/08/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
2766,25/08/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
2774,24/08/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
2781,17/08/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
2788,30/08/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
3017,25/08/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2794,02/09/2010 05:00,NA,Sesión aplazada,6,NA,1,NA,NA,NA,NA
3513,03/11/2009 05:00,NA,Plenaria,2,NA,1,NA,NA,NA,NA
3020,09/09/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3023,03/09/2009 05:00,NA,Lugar: La Hormiga Putumayo,2,NA,1,NA,NA,NA,NA
3938,17/09/2008 05:00,NA,Hora: 10:00 a.m.,2,NA,1,NA,NA,NA,NA
3974,12/11/2008 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2799,01/09/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
3975,16/10/2008 05:00,NA,Hora: 10:00 a.m.,2,NA,1,NA,NA,NA,NA
3026,07/10/2009 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2807,31/08/2010 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
3939,08/10/2008 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2813,07/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
3940,05/04/2011 05:00,NA,NA,6,NA,1,NA,NA,NA,NA
2819,07/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
3941,16/09/2008 05:00,NA,Hora: 10:00 a.m.,2,NA,1,NA,NA,NA,NA
2825,08/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
2831,07/09/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
3976,24/10/2008 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3977,05/11/2008 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
2835,19/05/2010 05:00,NA,NA,2,NA,1,NA,NA,NA,NA
3173,29/10/2010 05:00,NA,Se realizó.,6,NA,1,NA,NA,NA,NA
