id,proyecto_ley_id,congresista_id,activo,usercreated,usermodifed,created_at,updated_at
15868,3137,734,1,,,,
15869,3139,734,1,,,,
15870,3141,734,1,,,,
15871,3143,928,1,,,,
15872,3143,192,1,,,,
15873,3144,651,1,,,,
15874,3145,962,1,,,,
15877,3147,734,1,,,,
15878,3148,339,1,,,,
15879,3149,932,1,,,,
15881,3152,906,1,,,,
15884,3155,973,1,,,,
15886,3159,99,1,,,,
15887,3159,633,1,,,,
15888,3160,87,1,,,,
15889,3160,932,1,,,,
15890,3160,70,1,,,,
15892,3160,790,1,,,,
15893,3160,1073,1,,,,
15894,3160,679,1,,,,
15895,3160,678,1,,,,
15897,3160,485,1,,,,
15898,3160,14,1,,,,
15899,3160,114,1,,,,
15900,3160,10,1,,,,
15901,3161,862,1,,,,
15902,3162,99,1,,,,
15903,3162,87,1,,,,
15904,3162,932,1,,,,
15905,3162,70,1,,,,
15907,3162,790,1,,,,
15908,3162,766,1,,,,
15909,3162,678,1,,,,
15910,3162,633,1,,,,
15912,3162,485,1,,,,
15913,3162,14,1,,,,
15914,3162,10,1,,,,
15916,3164,1002,1,,,,
15917,3164,87,1,,,,
15919,3164,7,1,,,,
15920,3165,1002,1,,,,
15921,3165,87,1,,,,
15922,3165,686,1,,,,
15924,3165,7,1,,,,
15925,3166,1002,1,,,,
15926,3166,87,1,,,,
15928,3166,7,1,,,,
15929,3168,70,1,,,,
15932,3170,485,1,,,,
15933,3171,920,1,,,,
15934,3172,920,1,,,,
15935,3174,391,1,,,,
15936,3175,973,1,,,,
15937,3175,950,1,,,,
15938,3175,20,1,,,,
15939,3175,1030,1,,,,
15940,3175,339,1,,,,
15941,3176,92,1,,,,
15942,3176,793,1,,,,
15943,3176,756,1,,,,
15944,3176,650,1,,,,
15945,3176,612,1,,,,
15946,3177,933,1,,,,
15947,3177,830,1,,,,
15948,3177,793,1,,,,
15949,3177,790,1,,,,
15950,3177,756,1,,,,
15951,3177,485,1,,,,
15953,3180,346,1,,,,
15954,3181,811,1,,,,
15955,3183,6,1,,,,
15956,3184,516,1,,,,
15957,3186,862,1,,,,
15958,3186,793,1,,,,
15959,3186,684,1,,,,
15960,3186,289,1,,,,
15961,3186,13,1,,,,
15963,3188,963,1,,,,
15964,3189,208,1,,,,
15965,3192,323,1,,,,
15967,3194,973,1,,,,
15968,3194,578,1,,,,
15969,3198,738,1,,,,
15970,3198,505,1,,,,
15971,3198,329,1,,,,
15972,3198,317,1,,,,
15973,3199,763,1,,,,
15974,3201,1130,1,,,,
15975,3203,907,1,,,,
15976,3203,874,1,,,,
15977,3203,74,1,,,,
15978,3203,591,1,,,,
15979,3203,1055,1,,,,
15980,3203,329,1,,,,
15981,3204,46,1,,,,
15982,3205,46,1,,,,
15983,3206,763,1,,,,
15984,3207,192,1,,,,
15985,3208,6,1,,,,
15986,3210,763,1,,,,
15987,3211,656,1,,,,
15988,3212,1076,1,,,,
15989,3214,862,1,,,,
15990,3215,656,1,,,,
15991,3216,684,1,,,,
15992,3554,357,1,,,,
15993,3554,9,1,,,,
15994,3554,118,1,,,,
15995,3554,497,1,,,,
15996,3554,511,1,,,,
15997,3554,738,1,,,,
15999,3555,963,1,,,,
16000,3555,842,1,,,,
16001,3555,734,1,,,,
16002,3555,706,1,,,,
16003,3555,578,1,,,,
16004,3555,7,1,,,,
16005,3555,4,1,,,,
16006,3556,329,1,,,,
16007,3556,357,1,,,,
16008,3556,10,1,,,,
16009,3556,14,1,,,,
16010,3556,399,1,,,,
16011,3556,511,1,,,,
16013,3556,58,1,,,,
16014,3556,884,1,,,,
16016,3220,827,1,,,,
16017,3221,66,1,,,,
16018,3225,384,1,,,,
16019,3227,950,1,,,,
16020,3228,643,1,,,,
16021,3228,494,1,,,,
16022,3230,862,1,,,,
16023,3231,768,1,,,,
16027,3234,464,1,,,,
16028,3235,324,1,,,,
16051,3242,608,1,,,,
16054,3248,734,1,,,,
16055,3249,734,1,,,,
16056,3250,1052,1,,,,
16059,3559,968,1,,,,
16061,3559,208,1,,,,
16063,3559,701,1,,,,
16064,3559,656,1,,,,
16065,3559,171,1,,,,
16066,3559,510,1,,,,
16067,3559,483,1,,,,
16068,3559,409,1,,,,
16069,3559,341,1,,,,
16071,3254,567,1,,,,
16072,3255,1112,1,,,,
16073,3257,207,1,,,,
16074,3258,933,1,,,,
16075,3259,323,1,,,,
16076,3260,323,1,,,,
16077,3560,46,1,,,,
16078,3560,724,1,,,,
16079,3560,210,1,,,,
16080,3560,157,1,,,,
16081,3560,756,1,,,,
16082,3560,914,1,,,,
16084,3560,41,1,,,,
16085,3560,141,1,,,,
16086,3560,126,1,,,,
16087,3560,9,1,,,,
16089,3263,507,1,,,,
16091,3264,7,1,,,,
16092,3266,680,1,,,,
16093,3267,734,1,,,,
16094,3574,92,1,,,,
16098,3574,793,1,,,,
16099,3574,790,1,,,,
16100,3574,157,1,,,,
16101,3574,28,1,,,,
16102,3574,4,1,,,,
16103,3574,939,1,,,,
16104,3274,93,1,,,,
16105,3275,93,1,,,,
16106,3276,497,1,,,,
16107,3278,66,1,,,,
16108,3279,66,1,,,,
16112,3283,738,1,,,,
16113,3283,505,1,,,,
16114,3283,329,1,,,,
16115,3283,317,1,,,,
16116,3284,329,1,,,,
16117,3285,329,1,,,,
16118,3286,247,1,,,,
16119,3286,876,1,,,,
16120,3286,651,1,,,,
16121,3286,314,1,,,,
16123,3291,20,1,,,,
16125,3294,13,1,,,,
16126,3295,973,1,,,,
16127,3296,914,1,,,,
16128,3298,789,1,,,,
16129,3299,920,1,,,,
16130,3301,118,1,,,,
16131,3302,511,1,,,,
16132,3303,50,1,,,,
16133,3304,631,1,,,,
16134,3304,4,1,,,,
16135,3305,582,1,,,,
16136,3306,357,1,,,,
16137,3307,93,1,,,,
16138,3307,973,1,,,,
16139,3307,247,1,,,,
16140,3307,930,1,,,,
16141,3307,879,1,,,,
16142,3307,844,1,,,,
16143,3307,735,1,,,,
16144,3307,701,1,,,,
16145,3307,289,1,,,,
16146,3307,612,1,,,,
16147,3307,574,1,,,,
16148,3307,541,1,,,,
16149,3307,516,1,,,,
16150,3307,28,1,,,,
16151,3307,27,1,,,,
16152,3307,456,1,,,,
16153,3307,450,1,,,,
16154,3307,126,1,,,,
16156,3307,10,1,,,,
16157,3307,7,1,,,,
16158,3307,108,1,,,,
16160,3309,6,1,,,,
16161,3310,1152,1,,,,
16162,3310,543,1,,,,
16163,3310,399,1,,,,
16164,3311,678,1,,,,
16165,3312,738,1,,,,
16166,3313,973,1,,,,
16167,3315,988,1,,,,
16168,3315,939,1,,,,
16169,3315,876,1,,,,
16170,3315,853,1,,,,
16171,3315,843,1,,,,
16172,3315,734,1,,,,
16173,3315,623,1,,,,
16175,3315,549,1,,,,
16176,3315,390,1,,,,
16177,3316,6,1,,,,
16178,3318,643,1,,,,
16179,3318,494,1,,,,
16180,3318,116,1,,,,
16181,3319,608,1,,,,
16182,5570,884,1,,,,
16184,3322,830,1,,,,
16185,3323,830,1,,,,
16186,5571,323,1,,,,
16187,5571,451,1,,,,
16188,5572,9,1,,,,
16194,3330,6,1,,,,
16195,3331,973,1,,,,
16197,3334,397,1,,,,
16198,5581,329,1,,,,
16199,3336,830,1,,,,
16200,3337,830,1,,,,
16201,3338,793,1,,,,
16202,3339,312,1,,,,
16203,3561,251,1,,,,
16205,3561,853,1,,,,
16206,3561,650,1,,,,
16207,3561,407,1,,,,
16208,3561,13,1,,,,
16209,3561,341,1,,,,
16210,3561,324,1,,,,
16211,3340,6,1,,,,
16212,3341,922,1,,,,
16213,3341,578,1,,,,
16214,3342,1055,1,,,,
16216,3344,87,1,,,,
16219,3349,804,1,,,,
16220,3351,494,1,,,,
16222,3353,10,1,,,,
16223,3354,678,1,,,,
16224,3355,734,1,,,,
16225,3356,19,1,,,,
16226,3359,798,1,,,,
16227,3360,734,1,,,,
16228,3361,87,1,,,,
16229,3361,908,1,,,,
16233,3366,7,1,,,,
16234,3367,578,1,,,,
16235,3368,87,1,,,,
16236,3370,1055,1,,,,
16237,3562,879,1,,,,
16238,3562,876,1,,,,
16239,3562,70,1,,,,
16240,3562,811,1,,,,
16241,3562,192,1,,,,
16242,3562,753,1,,,,
16243,3562,738,1,,,,
16244,3562,511,1,,,,
16245,3562,28,1,,,,
16246,3562,407,1,,,,
16247,3562,14,1,,,,
16248,3562,10,1,,,,
16249,3562,314,1,,,,
16250,3562,928,1,,,,
16251,3562,956,1,,,,
16252,3371,323,1,,,,
16253,3563,843,1,,,,
16256,3563,793,1,,,,
16257,3563,790,1,,,,
16258,3563,735,1,,,,
16259,3563,724,1,,,,
16260,3563,718,1,,,,
16261,3563,713,1,,,,
16262,3563,58,1,,,,
16263,3563,696,1,,,,
16264,3563,684,1,,,,
16265,3563,680,1,,,,
16266,3563,644,1,,,,
16267,3563,50,1,,,,
16268,3563,289,1,,,,
16269,3563,627,1,,,,
16270,3563,623,1,,,,
16271,3563,608,1,,,,
16272,3563,612,1,,,,
16275,3563,591,1,,,,
16277,3563,549,1,,,,
16278,3563,543,1,,,,
16280,3563,512,1,,,,
16282,3563,141,1,,,,
16283,3563,493,1,,,,
16284,3563,490,1,,,,
16285,3563,485,1,,,,
16286,3563,136,1,,,,
16288,3563,456,1,,,,
16290,3563,455,1,,,,
16291,3563,447,1,,,,
16292,3563,443,1,,,,
16293,3563,441,1,,,,
16294,3563,439,1,,,,
16295,3563,423,1,,,,
16296,3563,1030,1,,,,
16297,3563,399,1,,,,
16298,3563,397,1,,,,
16299,3563,391,1,,,,
16300,3563,384,1,,,,
16301,3563,114,1,,,,
16302,3563,13,1,,,,
16303,3563,368,1,,,,
16304,3563,7,1,,,,
16305,3563,349,1,,,,
16306,3563,6,1,,,,
16307,3563,339,1,,,,
16308,3563,335,1,,,,
16309,3563,329,1,,,,
16310,3563,4,1,,,,
16311,3563,844,1,,,,
16312,3563,874,1,,,,
16313,3563,884,1,,,,
16314,3563,888,1,,,,
16315,3563,894,1,,,,
16316,3563,908,1,,,,
16317,3563,932,1,,,,
16318,3563,933,1,,,,
16319,3563,87,1,,,,
16320,3563,956,1,,,,
16321,3563,963,1,,,,
16322,3563,968,1,,,,
16323,3563,973,1,,,,
16324,3563,251,1,,,,
16325,3563,93,1,,,,
16326,3563,988,1,,,,
16327,3563,992,1,,,,
16328,3563,1002,1,,,,
16329,3563,1007,1,,,,
16331,3563,1022,1,,,,
16337,3372,6,1,,,,
16338,3564,87,1,,,,
16339,3565,988,1,,,,
16340,3565,972,1,,,,
16341,3565,928,1,,,,
16342,3565,853,1,,,,
16343,3565,811,1,,,,
16344,3565,789,1,,,,
16345,3565,668,1,,,,
16346,3565,543,1,,,,
16348,3565,118,1,,,,
16349,3565,108,1,,,,
16350,3566,999,1,,,,
16352,3566,895,1,,,,
16353,3566,865,1,,,,
16354,3566,210,1,,,,
16355,3566,208,1,,,,
16356,3566,800,1,,,,
16357,3566,789,1,,,,
16358,3566,756,1,,,,
16359,3566,656,1,,,,
16360,3566,653,1,,,,
16361,3566,650,1,,,,
16362,3566,639,1,,,,
16363,3566,633,1,,,,
16364,3566,1062,1,,,,
16365,3566,41,1,,,,
16367,3566,541,1,,,,
16368,3566,141,1,,,,
16369,3566,482,1,,,,
16370,3566,407,1,,,,
16371,3566,1030,1,,,,
16372,3566,317,1,,,,
16373,3566,1159,1,,,,
16374,3566,313,1,,,,
16375,3375,359,1,,,,
16376,3377,77,1,,,,
16378,3378,335,1,,,,
16379,3379,798,1,,,,
16380,3380,934,1,,,,
16381,3380,209,1,,,,
16383,3380,646,1,,,,
16384,3380,565,1,,,,
16385,3380,516,1,,,,
16386,3380,505,1,,,,
16387,3380,399,1,,,,
16388,3380,341,1,,,,
16389,3380,335,1,,,,
16390,3381,46,1,,,,
16391,3382,46,1,,,,
16392,3384,46,1,,,,
16393,2904,842,1,,,,
16396,2910,209,1,,,,
16397,2910,800,1,,,,
16398,2910,790,1,,,,
16399,2910,738,1,,,,
16400,2910,644,1,,,,
16401,2910,578,1,,,,
16403,2910,391,1,,,,
16404,2907,397,1,,,,
16405,3386,92,1,,,,
16406,3386,793,1,,,,
16407,3386,790,1,,,,
16409,3390,906,1,,,,
16410,3391,906,1,,,,
16411,3392,906,1,,,,
16414,3580,753,1,,,,
16415,3395,93,1,,,,
16416,3396,93,1,,,,
16417,3397,91,1,,,,
16418,3398,678,1,,,,
16419,3399,678,1,,,,
16420,3400,192,1,,,,
16423,3403,718,1,,,,
16425,3405,10,1,,,,
16428,3409,947,1,,,,
16429,3409,793,1,,,,
16430,3409,756,1,,,,
16431,3409,644,1,,,,
16433,3411,724,1,,,,
16434,3413,439,1,,,,
16436,3415,192,1,,,,
16438,3418,963,1,,,,
16439,3419,763,1,,,,
16441,3420,1009,1,,,,
16443,3420,947,1,,,,
16444,3420,939,1,,,,
16446,3420,853,1,,,,
16448,3420,210,1,,,,
16449,3420,792,1,,,,
16450,3420,656,1,,,,
16451,3420,653,1,,,,
16452,3420,646,1,,,,
16453,3420,46,1,,,,
16454,3420,512,1,,,,
16455,3420,510,1,,,,
16456,3420,505,1,,,,
16457,3420,141,1,,,,
16458,3420,384,1,,,,
16459,3420,9,1,,,,
16460,3420,339,1,,,,
16461,3420,335,1,,,,
16462,3420,324,1,,,,
16463,3420,312,1,,,,
16464,3421,92,1,,,,
16465,3421,793,1,,,,
16466,3421,790,1,,,,
16468,3422,136,1,,,,
16469,3567,865,1,,,,
16470,3567,862,1,,,,
16471,3567,792,1,,,,
16472,3567,789,1,,,,
16473,3567,192,1,,,,
16474,3567,678,1,,,,
16476,3567,646,1,,,,
16477,3567,289,1,,,,
16478,3567,1062,1,,,,
16479,3567,46,1,,,,
16481,3567,512,1,,,,
16482,3567,343,1,,,,
16483,3567,323,1,,,,
16484,3423,46,1,,,,
16485,3424,947,1,,,,
16486,3424,932,1,,,,
16487,3424,884,1,,,,
16488,3424,879,1,,,,
16489,3424,842,1,,,,
16490,3424,66,1,,,,
16491,3424,653,1,,,,
16492,3424,643,1,,,,
16493,3424,1128,1,,,,
16494,3425,450,1,,,,
16495,3426,118,1,,,,
16496,3568,1009,1,,,,
16497,3568,988,1,,,,
16498,3568,972,1,,,,
16499,3568,922,1,,,,
16501,3568,862,1,,,,
16502,3568,209,1,,,,
16503,3568,46,1,,,,
16505,3568,516,1,,,,
16507,3568,383,1,,,,
16508,3568,346,1,,,,
16509,3568,108,1,,,,
16510,3568,313,1,,,,
16511,3427,772,1,,,,
16513,3569,832,1,,,,
16514,3569,798,1,,,,
16515,3569,519,1,,,,
16516,3569,706,1,,,,
16517,3569,639,1,,,,
16520,3569,510,1,,,,
16522,3569,131,1,,,,
16524,3569,409,1,,,,
16525,3569,366,1,,,,
16529,3429,14,1,,,,
16531,3434,93,1,,,,
16532,3132,920,1,,,,
16533,2529,963,1,,,,
16534,3435,349,1,,,,
16536,3437,934,1,,,,
16537,3439,753,1,,,,
16538,3440,644,1,,,,
16539,3440,323,1,,,,
16540,3442,93,1,,,,
16541,3570,33,1,,,,
16542,3570,1152,1,,,,
16543,3570,696,1,,,,
16544,3570,543,1,,,,
16545,3443,678,1,,,,
16546,3444,625,1,,,,
16548,3450,678,1,,,,
16549,3451,678,1,,,,
16550,3452,734,1,,,,
16551,3453,6,1,,,,
16552,3454,14,1,,,,
16553,3455,329,1,,,,
16554,3456,573,1,,,,
16556,3458,608,1,,,,
16557,3459,516,1,,,,
16558,3459,25,1,,,,
16559,3460,1002,1,,,,
16560,3460,930,1,,,,
16562,3460,678,1,,,,
16563,3460,646,1,,,,
16564,3460,608,1,,,,
16566,3460,519,1,,,,
16567,3460,383,1,,,,
16568,3460,348,1,,,,
16569,2595,92,1,,,,
16570,2595,209,1,,,,
16571,2595,735,1,,,,
16573,2595,485,1,,,,
16574,2595,452,1,,,,
16575,2595,13,1,,,,
16577,2595,7,1,,,,
16578,2595,341,1,,,,
16579,3017,644,1,,,,
16580,3017,323,1,,,,
16581,2670,992,1,,,,
16582,2345,83,1,,,,
16584,3028,93,1,,,,
16585,3028,968,1,,,,
16588,3028,789,1,,,,
16589,3028,646,1,,,,
16590,3028,582,1,,,,
16592,3028,397,1,,,,
16593,3028,341,1,,,,
16594,2927,99,1,,,,
16596,2927,706,1,,,,
16597,2927,633,1,,,,
16598,3142,99,1,,,,
16600,3142,706,1,,,,
16601,3142,633,1,,,,
16602,3008,894,1,,,,
16604,3008,366,1,,,,
16605,3009,384,1,,,,
16607,3464,335,1,,,,
16608,3465,516,1,,,,
16609,3086,171,1,,,,
16610,3226,933,1,,,,
16611,2985,992,1,,,,
16612,2985,93,1,,,,
16613,2985,968,1,,,,
16614,2985,934,1,,,,
16615,2985,209,1,,,,
16617,2985,768,1,,,,
16618,2985,718,1,,,,
16619,2985,651,1,,,,
16620,2985,646,1,,,,
16622,2985,582,1,,,,
16623,2985,565,1,,,,
16624,2985,543,1,,,,
16625,2985,516,1,,,,
16626,2985,505,1,,,,
16627,2985,485,1,,,,
16628,2985,399,1,,,,
16629,2985,349,1,,,,
16631,2985,335,1,,,,
16632,3383,973,1,,,,
16633,3571,992,1,,,,
16634,3571,968,1,,,,
16635,3571,963,1,,,,
16636,3571,950,1,,,,
16637,3571,934,1,,,,
16638,3571,768,1,,,,
16640,3571,724,1,,,,
16641,3571,644,1,,,,
16643,3571,543,1,,,,
16644,3571,505,1,,,,
16645,3571,490,1,,,,
16646,3571,485,1,,,,
16647,3571,464,1,,,,
16648,3571,399,1,,,,
16649,3218,686,1,,,,
16650,5216,487,1,,,,
16651,2243,933,1,,,,
16652,2852,130,1,,,,
16653,2263,192,1,,,,
16654,3158,973,1,,,,
16656,2625,331,1,,,,
16657,3032,912,1,,,,
16658,2273,58,1,,,,
16660,2909,99,1,,,,
16661,2909,93,1,,,,
16662,2909,633,1,,,,
16663,2844,792,1,,,,
16664,2844,46,1,,,,
16665,2844,512,1,,,,
16666,3185,208,1,,,,
16667,95,973,1,,,,
16668,96,973,1,,,,
16669,3468,92,1,,,,
16670,3468,939,1,,,,
16671,3468,75,1,,,,
16672,3468,209,1,,,,
16673,3468,793,1,,,,
16674,3468,791,1,,,,
16675,3468,650,1,,,,
16676,3468,157,1,,,,
16677,3468,516,1,,,,
16678,3468,485,1,,,,
16679,3469,247,1,,,,
16681,3474,928,1,,,,
16683,3476,928,1,,,,
16684,3477,384,1,,,,
16685,98,87,1,,,,
16686,98,441,1,,,,
16687,98,114,1,,,,
16688,173,1186,1,,,,
16690,101,98,1,,,,
16691,102,98,1,,,,
16693,103,98,1,,,,
16695,104,939,1,,,,
16696,104,209,1,,,,
16698,106,933,1,,,,
16700,106,213,1,,,,
16701,106,793,1,,,,
16702,106,1055,1,,,,
16703,107,853,1,,,,
16705,107,793,1,,,,
16706,107,612,1,,,,
16707,107,519,1,,,,
16708,107,134,1,,,,
16709,107,1236,1,,,,
16711,111,74,1,,,,
16713,111,505,1,,,,
16714,111,20,1,,,,
16715,111,11,1,,,,
16716,111,9,1,,,,
16717,113,842,1,,,,
16718,113,175,1,,,,
16719,114,646,1,,,,
16720,115,817,1,,,,
16721,115,587,1,,,,
16722,115,484,1,,,,
16723,115,11,1,,,,
16724,117,9,1,,,,
16725,118,339,1,,,,
16726,120,1257,1,,,,
16728,121,511,1,,,,
16729,121,28,1,,,,
16730,122,98,1,,,,
16731,122,247,1,,,,
16732,122,853,1,,,,
16734,123,587,1,,,,
16735,123,484,1,,,,
16736,123,11,1,,,,
16737,124,906,1,,,,
16738,124,1245,1,,,,
16739,124,1246,1,,,,
16740,124,74,1,,,,
16741,124,843,1,,,,
16742,124,210,1,,,,
16744,124,656,1,,,,
16745,124,1055,1,,,,
16746,124,384,1,,,,
16747,3479,1055,1,,,,
16748,3480,686,1,,,,
16749,128,1186,1,,,,
16750,174,988,1,,,,
16751,174,928,1,,,,
16752,174,914,1,,,,
16753,174,862,1,,,,
16754,174,789,1,,,,
16755,174,643,1,,,,
16756,174,587,1,,,,
16757,174,569,1,,,,
16758,174,1219,1,,,,
16759,174,512,1,,,,
16760,174,136,1,,,,
16762,174,1214,1,,,,
16764,174,116,1,,,,
16765,174,108,1,,,,
16766,129,98,1,,,,
16768,130,98,1,,,,
16770,131,98,1,,,,
16773,132,98,1,,,,
16774,133,98,1,,,,
16776,134,98,1,,,,
16778,135,98,1,,,,
16780,136,98,1,,,,
16782,3481,1130,1,,,,
16783,139,98,1,,,,
16785,3483,92,1,,,,
16786,3483,793,1,,,,
16787,3483,790,1,,,,
16789,3484,772,1,,,,
16790,3485,928,1,,,,
16791,3487,493,1,,,,
16792,3488,343,1,,,,
16794,141,384,1,,,,
16796,148,914,1,,,,
16797,148,789,1,,,,
16798,150,914,1,,,,
16799,150,789,1,,,,
16800,150,643,1,,,,
16801,150,116,1,,,,
16802,151,914,1,,,,
16803,151,789,1,,,,
16804,151,643,1,,,,
16805,151,116,1,,,,
16806,175,247,1,,,,
16808,175,781,1,,,,
16809,175,543,1,,,,
16810,152,251,1,,,,
16814,154,212,1,,,,
16816,154,587,1,,,,
16817,154,484,1,,,,
16818,154,11,1,,,,
16819,154,4,1,,,,
16820,155,1253,1,,,,
16821,155,74,1,,,,
16822,155,834,1,,,,
16824,155,1214,1,,,,
16825,177,98,1,,,,
16826,177,999,1,,,,
16827,177,992,1,,,,
16828,177,251,1,,,,
16829,177,939,1,,,,
16830,177,242,1,,,,
16831,177,1217,1,,,,
16832,177,1245,1,,,,
16833,177,74,1,,,,
16834,177,834,1,,,,
16835,177,213,1,,,,
16836,177,70,1,,,,
16837,177,1222,1,,,,
16838,177,793,1,,,,
16839,177,781,1,,,,
16840,177,196,1,,,,
16841,177,61,1,,,,
16843,177,186,1,,,,
16844,177,1264,1,,,,
16845,177,724,1,,,,
16846,177,679,1,,,,
16847,177,180,1,,,,
16848,177,178,1,,,,
16849,177,612,1,,,,
16850,177,1261,1,,,,
16851,177,163,1,,,,
16852,177,1055,1,,,,
16854,177,1244,1,,,,
16855,177,13,1,,,,
16857,177,341,1,,,,
16858,177,4,1,,,,
16859,156,950,1,,,,
16860,156,1255,1,,,,
16861,156,781,1,,,,
16864,178,988,1,,,,
16865,178,950,1,,,,
16866,178,1229,1,,,,
16867,178,543,1,,,,
16868,178,118,1,,,,
16869,178,313,1,,,,
16871,179,988,1,,,,
16872,179,950,1,,,,
16876,179,543,1,,,,
16877,179,313,1,,,,
16879,3489,1091,1,,,,
16881,180,97,1,,,,
16887,180,87,1,,,,
16888,180,1177,1,,,,
16900,180,192,1,,,,
16901,180,1186,1,,,,
16904,180,1188,1,,,,
16909,180,157,1,,,,
16912,180,493,1,,,,
16922,158,914,1,,,,
16923,158,643,1,,,,
16924,159,853,1,,,,
16926,159,793,1,,,,
16927,159,612,1,,,,
16928,159,519,1,,,,
16929,159,134,1,,,,
16930,159,1236,1,,,,
16931,160,1220,1,,,,
16932,161,934,1,,,,
16933,161,853,1,,,,
16934,161,789,1,,,,
16935,162,251,1,,,,
16936,163,251,1,,,,
16937,181,182,1,,,,
16938,181,178,1,,,,
16939,181,1170,1,,,,
16940,181,163,1,,,,
16941,181,1264,1,,,,
16942,181,186,1,,,,
16943,181,1222,1,,,,
16944,181,1217,1,,,,
16945,181,248,1,,,,
16946,164,656,1,,,,
16947,165,181,1,,,,
16948,165,646,1,,,,
16949,165,627,1,,,,
16950,182,98,1,,,,
16951,182,999,1,,,,
16952,182,992,1,,,,
16953,182,1245,1,,,,
16954,182,834,1,,,,
16955,182,70,1,,,,
16956,182,61,1,,,,
16960,170,834,1,,,,
16961,170,543,1,,,,
16962,170,1214,1,,,,
16963,3491,772,1,,,,
16964,3492,208,1,,,,
16965,3492,706,1,,,,
16966,3492,656,1,,,,
16967,3492,171,1,,,,
16968,3492,633,1,,,,
16969,3493,768,1,,,,
16970,3494,1108,1,,,,
16971,3262,343,1,,,,
16972,3495,656,1,,,,
16973,3496,811,1,,,,
16974,3497,1091,1,,,,
16975,3498,789,1,,,,
16976,3498,383,1,,,,
16977,3499,339,1,,,,
16978,3462,747,1,,,,
16980,3501,874,1,,,,
16981,3503,1130,1,,,,
16984,3506,407,1,,,,
16985,3507,922,1,,,,
16987,3510,734,1,,,,
16988,3511,397,1,,,,
16989,3512,323,1,,,,
16990,3513,653,1,,,,
16991,3514,656,1,,,,
16992,3515,968,1,,,,
16995,3515,696,1,,,,
16996,3515,680,1,,,,
16997,3515,646,1,,,,
16998,3515,505,1,,,,
16999,3515,19,1,,,,
17000,3515,399,1,,,,
17001,3515,346,1,,,,
17002,3515,323,1,,,,
17003,2561,811,1,,,,
17004,3314,482,1,,,,
17005,3314,323,1,,,,
17006,3516,543,1,,,,
17007,3518,66,1,,,,
17008,3519,1108,1,,,,
17009,3520,706,1,,,,
17010,3521,567,1,,,,
17017,3523,251,1,,,,
17018,3524,251,1,,,,
17019,3525,108,1,,,,
17020,3527,914,1,,,,
17023,3530,914,1,,,,
17024,3530,789,1,,,,
17025,3530,643,1,,,,
17026,3531,485,1,,,,
17027,3532,842,1,,,,
17028,3533,747,1,,,,
17030,3534,543,1,,,,
17031,3287,9,1,,,,
17033,3535,1064,1,,,,
17034,3535,827,1,,,,
17037,3535,679,1,,,,
17039,3240,876,1,,,,
17040,3240,192,1,,,,
17041,3241,734,1,,,,
17043,3538,862,1,,,,
17044,3539,46,1,,,,
17046,3541,832,1,,,,
17047,3541,692,1,,,,
17048,3541,6,1,,,,
17049,3542,734,1,,,,
17050,3543,734,1,,,,
17051,3544,734,1,,,,
17052,3545,734,1,,,,
17053,3546,734,1,,,,
17054,3547,734,1,,,,
17055,3548,456,1,,,,
17057,3553,6,1,,,,
17058,3582,625,1,,,,
17059,3583,391,1,,,,
17060,3584,734,1,,,,
17062,185,879,1,,,,
17063,185,842,1,,,,
17064,185,66,1,,,,
17065,185,763,1,,,,
17066,185,643,1,,,,
17067,3586,93,1,,,,
17068,186,20,1,,,,
17069,187,10,1,,,,
17070,617,1255,1,,,,
17072,3588,1146,1,,,,
17073,3589,973,1,,,,
17074,618,66,1,,,,
17076,188,906,1,,,,
17077,190,834,1,,,,
17078,190,817,1,,,,
17079,3591,928,1,,,,
17081,3591,793,1,,,,
17082,3591,192,1,,,,
17083,3591,735,1,,,,
17084,3591,608,1,,,,
17085,3591,441,1,,,,
17086,3591,118,1,,,,
17087,3591,13,1,,,,
17088,191,97,1,,,,
17089,3592,879,1,,,,
17090,3592,790,1,,,,
17092,3592,28,1,,,,
17093,192,251,1,,,,
17094,192,973,1,,,,
17095,192,950,1,,,,
17096,192,768,1,,,,
17097,192,158,1,,,,
17098,192,1214,1,,,,
17100,193,973,1,,,,
17101,193,950,1,,,,
17103,195,97,1,,,,
17104,197,87,1,,,,
17105,197,922,1,,,,
17106,197,793,1,,,,
17107,197,1055,1,,,,
17108,197,134,1,,,,
17110,197,13,1,,,,
17111,198,6,1,,,,
17114,77,963,1,,,,
17115,77,242,1,,,,
17116,77,1225,1,,,,
17117,77,862,1,,,,
17118,77,679,1,,,,
17119,77,180,1,,,,
17120,77,644,1,,,,
17121,77,569,1,,,,
17122,77,1219,1,,,,
17123,77,512,1,,,,
17124,77,136,1,,,,
17125,77,448,1,,,,
17127,77,1214,1,,,,
17128,77,1030,1,,,,
17129,77,9,1,,,,
17130,202,192,1,,,,
17131,202,180,1,,,,
17132,202,1219,1,,,,
17133,202,1214,1,,,,
17134,619,99,1,,,,
17135,619,254,1,,,,
17136,619,251,1,,,,
17137,619,939,1,,,,
17139,619,914,1,,,,
17140,619,904,1,,,,
17141,619,1177,1,,,,
17142,619,894,1,,,,
17143,619,1182,1,,,,
17144,619,1176,1,,,,
17145,619,853,1,,,,
17147,619,214,1,,,,
17148,619,210,1,,,,
17149,619,209,1,,,,
17150,619,208,1,,,,
