id,agenda_legislativa,comision_id,corporacion_id,activo,usercreated,usermodifed,created_at,updated_at
5307,6690,6,2,1,NA,NA,NA,NA
5308,6689,5,1,1,NA,NA,NA,NA
5309,6688,1,1,1,NA,NA,NA,NA
5310,6687,5,1,1,NA,NA,NA,NA
5311,6684,1,1,1,NA,NA,NA,NA
5312,6683,3,1,1,NA,NA,NA,NA
5313,6682,13,1,1,NA,NA,NA,NA
5314,6680,2,2,1,NA,NA,NA,NA
5315,6678,4,2,1,NA,NA,NA,NA
5316,6677,7,2,1,NA,NA,NA,NA
5317,6676,8,1,1,NA,NA,NA,NA
5318,6676,10,2,1,NA,NA,NA,NA
5319,6676,12,2,1,NA,NA,NA,NA
5320,6676,13,1,1,NA,NA,NA,NA
5321,6675,12,2,1,NA,NA,NA,NA
5322,6671,6,2,1,NA,NA,NA,NA
5323,6670,5,1,1,NA,NA,NA,NA
5324,6667,14,1,1,NA,NA,NA,NA
5325,6666,14,1,1,NA,NA,NA,NA
5326,6665,11,1,1,NA,NA,NA,NA
5327,6664,1,1,1,NA,NA,NA,NA
5328,6663,4,2,1,NA,NA,NA,NA
5329,6660,1,1,1,NA,NA,NA,NA
5330,6659,5,1,1,NA,NA,NA,NA
5331,6658,3,1,1,NA,NA,NA,NA
5332,6656,3,1,1,NA,NA,NA,NA
5333,6655,6,2,1,NA,NA,NA,NA
5334,6654,8,1,1,NA,NA,NA,NA
5335,6654,10,2,1,NA,NA,NA,NA
5336,6654,12,2,1,NA,NA,NA,NA
5337,6654,13,1,1,NA,NA,NA,NA
5338,6653,9,2,1,NA,NA,NA,NA
5339,6651,5,1,1,NA,NA,NA,NA
5340,6650,5,1,1,NA,NA,NA,NA
5341,6649,14,1,1,NA,NA,NA,NA
5342,6648,14,1,1,NA,NA,NA,NA
5343,6647,7,2,1,NA,NA,NA,NA
5344,6646,7,2,1,NA,NA,NA,NA
5345,6645,1,1,1,NA,NA,NA,NA
5346,6644,9,2,1,NA,NA,NA,NA
5347,6643,8,1,1,NA,NA,NA,NA
5348,6643,10,2,1,NA,NA,NA,NA
5349,6643,12,2,1,NA,NA,NA,NA
5350,6643,13,1,1,NA,NA,NA,NA
5351,6642,4,2,1,NA,NA,NA,NA
5352,6640,2,2,1,NA,NA,NA,NA
5353,6637,1,1,1,NA,NA,NA,NA
5354,6636,1,1,1,NA,NA,NA,NA
5355,6634,9,2,1,NA,NA,NA,NA
5356,6633,9,2,1,NA,NA,NA,NA
5357,6632,12,2,1,NA,NA,NA,NA
5358,6630,7,2,1,NA,NA,NA,NA
5359,6629,7,2,1,NA,NA,NA,NA
5360,6628,8,1,1,NA,NA,NA,NA
5361,6628,10,2,1,NA,NA,NA,NA
5362,6628,12,2,1,NA,NA,NA,NA
5363,6628,13,1,1,NA,NA,NA,NA
5364,6626,3,1,1,NA,NA,NA,NA
5365,6625,13,1,1,NA,NA,NA,NA
5366,6624,2,2,1,NA,NA,NA,NA
5367,6623,1,1,1,NA,NA,NA,NA
5368,6622,6,2,1,NA,NA,NA,NA
5369,6621,14,1,1,NA,NA,NA,NA
5370,6620,14,1,1,NA,NA,NA,NA
5371,6619,5,1,1,NA,NA,NA,NA
5372,6618,5,1,1,NA,NA,NA,NA
5373,6617,11,1,1,NA,NA,NA,NA
5374,6615,13,1,1,NA,NA,NA,NA
5375,6614,2,2,1,NA,NA,NA,NA
5376,6613,9,2,1,NA,NA,NA,NA
5377,6612,9,2,1,NA,NA,NA,NA
5378,6611,12,2,1,NA,NA,NA,NA
5379,6610,5,1,1,NA,NA,NA,NA
5380,6609,5,1,1,NA,NA,NA,NA
5381,6607,11,1,1,NA,NA,NA,NA
5382,6606,14,1,1,NA,NA,NA,NA
5383,6605,1,1,1,NA,NA,NA,NA
5384,6603,7,2,1,NA,NA,NA,NA
5385,6602,7,2,1,NA,NA,NA,NA
5386,6601,14,1,1,NA,NA,NA,NA
5387,6597,11,1,1,NA,NA,NA,NA
5388,6596,1,1,1,NA,NA,NA,NA
5389,6594,3,1,1,NA,NA,NA,NA
5390,6593,3,1,1,NA,NA,NA,NA
5391,6592,13,1,1,NA,NA,NA,NA
5392,6591,5,1,1,NA,NA,NA,NA
5393,6590,7,2,1,NA,NA,NA,NA
5394,6588,6,2,1,NA,NA,NA,NA
5395,6587,9,2,1,NA,NA,NA,NA
5396,6586,9,2,1,NA,NA,NA,NA
5397,6583,5,1,1,NA,NA,NA,NA
5398,6582,1,1,1,NA,NA,NA,NA
5399,6581,11,1,1,NA,NA,NA,NA
5400,6580,14,1,1,NA,NA,NA,NA
5401,6579,14,1,1,NA,NA,NA,NA
5402,6578,2,2,1,NA,NA,NA,NA
5403,6577,4,2,1,NA,NA,NA,NA
5404,6576,2,2,1,NA,NA,NA,NA
5405,6575,3,1,1,NA,NA,NA,NA
5406,6573,14,1,1,NA,NA,NA,NA
5407,6572,5,1,1,NA,NA,NA,NA
5408,6571,11,1,1,NA,NA,NA,NA
5409,6570,14,1,1,NA,NA,NA,NA
5410,6569,6,2,1,NA,NA,NA,NA
5411,6568,9,2,1,NA,NA,NA,NA
5412,6567,12,2,1,NA,NA,NA,NA
5413,6566,12,2,1,NA,NA,NA,NA
5414,6565,3,1,1,NA,NA,NA,NA
5415,6564,5,1,1,NA,NA,NA,NA
5416,6563,8,1,1,NA,NA,NA,NA
5417,6562,13,1,1,NA,NA,NA,NA
5418,6561,1,1,1,NA,NA,NA,NA
5419,6556,2,2,1,NA,NA,NA,NA
5420,6555,7,2,1,NA,NA,NA,NA
5421,6554,7,2,1,NA,NA,NA,NA
5422,6552,1,1,1,NA,NA,NA,NA
5423,6551,14,1,1,NA,NA,NA,NA
5424,6550,3,1,1,NA,NA,NA,NA
5425,6549,5,1,1,NA,NA,NA,NA
5426,6548,4,2,1,NA,NA,NA,NA
5427,6547,12,2,1,NA,NA,NA,NA
5428,6542,3,1,1,NA,NA,NA,NA
5429,6541,5,1,1,NA,NA,NA,NA
5430,6540,8,1,1,NA,NA,NA,NA
5431,6540,10,2,1,NA,NA,NA,NA
5432,6540,12,2,1,NA,NA,NA,NA
5433,6540,13,1,1,NA,NA,NA,NA
5434,6539,4,2,1,NA,NA,NA,NA
5435,6538,8,1,1,NA,NA,NA,NA
5436,6538,10,2,1,NA,NA,NA,NA
5437,6538,12,2,1,NA,NA,NA,NA
5438,6538,13,1,1,NA,NA,NA,NA
5439,6537,2,2,1,NA,NA,NA,NA
5440,6536,1,1,1,NA,NA,NA,NA
5441,6535,7,2,1,NA,NA,NA,NA
5442,6534,7,2,1,NA,NA,NA,NA
5443,6533,11,1,1,NA,NA,NA,NA
5444,6531,1,1,1,NA,NA,NA,NA
5445,6530,6,2,1,NA,NA,NA,NA
5446,6529,4,2,1,NA,NA,NA,NA
5447,6528,3,1,1,NA,NA,NA,NA
5448,6527,8,1,1,NA,NA,NA,NA
5449,6526,13,1,1,NA,NA,NA,NA
5450,6525,9,2,1,NA,NA,NA,NA
5451,6524,8,1,1,NA,NA,NA,NA
5452,6524,10,2,1,NA,NA,NA,NA
5453,6524,12,2,1,NA,NA,NA,NA
5454,6524,13,1,1,NA,NA,NA,NA
5455,6523,12,2,1,NA,NA,NA,NA
5456,6519,6,2,1,NA,NA,NA,NA
5457,6518,14,1,1,NA,NA,NA,NA
5458,6517,1,1,1,NA,NA,NA,NA
5459,6515,2,2,1,NA,NA,NA,NA
5460,6514,1,1,1,NA,NA,NA,NA
5461,6514,7,2,1,NA,NA,NA,NA
5462,6513,5,1,1,NA,NA,NA,NA
5463,6512,5,1,1,NA,NA,NA,NA
5464,6511,11,1,1,NA,NA,NA,NA
5465,6510,14,1,1,NA,NA,NA,NA
5466,6508,1,1,1,NA,NA,NA,NA
5467,6508,7,2,1,NA,NA,NA,NA
5468,6507,1,1,1,NA,NA,NA,NA
5469,6507,7,2,1,NA,NA,NA,NA
5470,6506,4,2,1,NA,NA,NA,NA
5471,6505,7,2,1,NA,NA,NA,NA
5472,6501,6,2,1,NA,NA,NA,NA
5473,6500,6,2,1,NA,NA,NA,NA
5474,6499,11,1,1,NA,NA,NA,NA
5475,6498,8,1,1,NA,NA,NA,NA
5476,6498,10,2,1,NA,NA,NA,NA
5477,6498,12,2,1,NA,NA,NA,NA
5478,6498,13,1,1,NA,NA,NA,NA
5479,6497,8,1,1,NA,NA,NA,NA
5480,6497,10,2,1,NA,NA,NA,NA
5481,6497,12,2,1,NA,NA,NA,NA
5482,6497,13,1,1,NA,NA,NA,NA
5483,6496,9,2,1,NA,NA,NA,NA
5484,6495,2,2,1,NA,NA,NA,NA
5485,6494,5,1,1,NA,NA,NA,NA
5486,6493,5,1,1,NA,NA,NA,NA
5487,6492,1,1,1,NA,NA,NA,NA
5488,6491,14,1,1,NA,NA,NA,NA
5489,6490,14,1,1,NA,NA,NA,NA
5490,6487,1,1,1,NA,NA,NA,NA
5491,6486,11,1,1,NA,NA,NA,NA
5492,6485,1,1,1,NA,NA,NA,NA
5493,6484,3,1,1,NA,NA,NA,NA
5494,6482,11,1,1,NA,NA,NA,NA
5495,6481,3,1,1,NA,NA,NA,NA
5496,6480,13,1,1,NA,NA,NA,NA
5497,6478,9,2,1,NA,NA,NA,NA
5498,6477,10,2,1,NA,NA,NA,NA
5499,6476,9,2,1,NA,NA,NA,NA
5500,6475,8,1,1,NA,NA,NA,NA
5501,6475,10,2,1,NA,NA,NA,NA
5502,6475,12,2,1,NA,NA,NA,NA
5503,6475,13,1,1,NA,NA,NA,NA
5504,6474,12,2,1,NA,NA,NA,NA
5505,6473,4,2,1,NA,NA,NA,NA
5506,6472,4,2,1,NA,NA,NA,NA
5507,6471,7,2,1,NA,NA,NA,NA
5508,6470,1,1,1,NA,NA,NA,NA
5509,6470,7,2,1,NA,NA,NA,NA
5510,6469,14,1,1,NA,NA,NA,NA
5511,6467,5,1,1,NA,NA,NA,NA
5512,6465,2,2,1,NA,NA,NA,NA
5513,6464,6,2,1,NA,NA,NA,NA
5514,6463,6,2,1,NA,NA,NA,NA
5515,6459,1,1,1,NA,NA,NA,NA
5516,6458,8,1,1,NA,NA,NA,NA
5517,6456,13,1,1,NA,NA,NA,NA
5518,6454,3,1,1,NA,NA,NA,NA
5519,6452,3,1,1,NA,NA,NA,NA
5520,6450,2,2,1,NA,NA,NA,NA
5521,6449,9,2,1,NA,NA,NA,NA
5522,6446,12,2,1,NA,NA,NA,NA
5523,6444,7,2,1,NA,NA,NA,NA
5524,6443,7,2,1,NA,NA,NA,NA
5525,6442,7,2,1,NA,NA,NA,NA
5526,6440,5,1,1,NA,NA,NA,NA
5527,6439,5,1,1,NA,NA,NA,NA
5528,6438,8,1,1,NA,NA,NA,NA
5529,6438,10,2,1,NA,NA,NA,NA
5530,6438,12,2,1,NA,NA,NA,NA
5531,6438,13,1,1,NA,NA,NA,NA
5532,6437,6,2,1,NA,NA,NA,NA
5533,6435,14,1,1,NA,NA,NA,NA
5534,6434,1,1,1,NA,NA,NA,NA
5535,6433,1,1,1,NA,NA,NA,NA
5536,6432,10,2,1,NA,NA,NA,NA
5537,6431,11,1,1,NA,NA,NA,NA
5538,6430,4,2,1,NA,NA,NA,NA
5539,6429,4,2,1,NA,NA,NA,NA
5540,6427,1,1,1,NA,NA,NA,NA
5541,6425,11,1,1,NA,NA,NA,NA
5542,6424,4,2,1,NA,NA,NA,NA
5543,6422,14,1,1,NA,NA,NA,NA
5544,6421,7,2,1,NA,NA,NA,NA
5545,6420,7,2,1,NA,NA,NA,NA
5546,6419,8,1,1,NA,NA,NA,NA
5547,6418,13,1,1,NA,NA,NA,NA
5548,6417,14,1,1,NA,NA,NA,NA
5549,6416,3,1,1,NA,NA,NA,NA
5550,6415,13,1,1,NA,NA,NA,NA
5551,6412,9,2,1,NA,NA,NA,NA
5552,6411,12,2,1,NA,NA,NA,NA
5553,6410,2,2,1,NA,NA,NA,NA
5554,6408,2,2,1,NA,NA,NA,NA
5555,6407,9,2,1,NA,NA,NA,NA
5556,6406,6,2,1,NA,NA,NA,NA
5557,6405,6,2,1,NA,NA,NA,NA
5558,6404,1,1,1,NA,NA,NA,NA
5559,6403,5,1,1,NA,NA,NA,NA
5560,6402,10,2,1,NA,NA,NA,NA
5561,6401,11,1,1,NA,NA,NA,NA
5562,6400,5,1,1,NA,NA,NA,NA
5563,6399,4,2,1,NA,NA,NA,NA
5564,6397,9,2,1,NA,NA,NA,NA
5565,6395,9,2,1,NA,NA,NA,NA
5566,6394,5,1,1,NA,NA,NA,NA
5567,6393,8,1,1,NA,NA,NA,NA
5568,6392,3,1,1,NA,NA,NA,NA
5569,6389,7,2,1,NA,NA,NA,NA
5570,6387,7,2,1,NA,NA,NA,NA
5571,6386,5,1,1,NA,NA,NA,NA
5572,6385,6,2,1,NA,NA,NA,NA
5573,6384,13,1,1,NA,NA,NA,NA
5574,6383,8,1,1,NA,NA,NA,NA
5575,6383,10,2,1,NA,NA,NA,NA
5576,6383,12,2,1,NA,NA,NA,NA
5577,6383,13,1,1,NA,NA,NA,NA
5578,6382,1,1,1,NA,NA,NA,NA
5579,6381,6,2,1,NA,NA,NA,NA
5580,6379,11,1,1,NA,NA,NA,NA
5581,6377,14,1,1,NA,NA,NA,NA
5582,6376,14,1,1,NA,NA,NA,NA
5583,6375,2,2,1,NA,NA,NA,NA
5584,6374,2,2,1,NA,NA,NA,NA
5585,6373,4,2,1,NA,NA,NA,NA
5586,6372,10,2,1,NA,NA,NA,NA
5587,6371,9,2,1,NA,NA,NA,NA
5588,6370,12,2,1,NA,NA,NA,NA
5589,6367,6,2,1,NA,NA,NA,NA
5590,6364,3,1,1,NA,NA,NA,NA
5591,6363,11,1,1,NA,NA,NA,NA
5592,6362,14,1,1,NA,NA,NA,NA
5593,6361,14,1,1,NA,NA,NA,NA
5594,6360,13,1,1,NA,NA,NA,NA
5595,6359,5,1,1,NA,NA,NA,NA
5596,6357,2,2,1,NA,NA,NA,NA
5597,6356,1,1,1,NA,NA,NA,NA
5598,6353,12,2,1,NA,NA,NA,NA
5599,6352,4,2,1,NA,NA,NA,NA
5600,6350,14,1,1,NA,NA,NA,NA
5601,6349,1,1,1,NA,NA,NA,NA
5602,6348,3,1,1,NA,NA,NA,NA
5603,6345,6,2,1,NA,NA,NA,NA
5604,6344,7,2,1,NA,NA,NA,NA
5605,6343,7,2,1,NA,NA,NA,NA
5606,6342,5,1,1,NA,NA,NA,NA
5607,6341,14,1,1,NA,NA,NA,NA
5608,6339,9,2,1,NA,NA,NA,NA
5609,6338,11,1,1,NA,NA,NA,NA
5610,6337,2,2,1,NA,NA,NA,NA
5611,6335,4,2,1,NA,NA,NA,NA
5612,6332,6,2,1,NA,NA,NA,NA
5613,6331,9,2,1,NA,NA,NA,NA
5614,6330,13,1,1,NA,NA,NA,NA
5615,6328,10,2,1,NA,NA,NA,NA
5616,6327,12,2,1,NA,NA,NA,NA
5617,6326,7,2,1,NA,NA,NA,NA
5618,6325,3,1,1,NA,NA,NA,NA
5619,6324,3,1,1,NA,NA,NA,NA
5620,6322,11,1,1,NA,NA,NA,NA
5621,6321,14,1,1,NA,NA,NA,NA
5622,6320,5,1,1,NA,NA,NA,NA
5623,6319,2,2,1,NA,NA,NA,NA
5624,6317,1,1,1,NA,NA,NA,NA
5625,6316,7,2,1,NA,NA,NA,NA
5626,6313,5,1,1,NA,NA,NA,NA
5627,6310,12,2,1,NA,NA,NA,NA
5628,6309,9,2,1,NA,NA,NA,NA
5629,6308,3,1,1,NA,NA,NA,NA
5630,6307,11,1,1,NA,NA,NA,NA
5631,6306,6,2,1,NA,NA,NA,NA
5632,6303,14,1,1,NA,NA,NA,NA
5633,6301,1,1,1,NA,NA,NA,NA
5634,6300,4,2,1,NA,NA,NA,NA
5635,6297,13,1,1,NA,NA,NA,NA
5636,6296,5,1,1,NA,NA,NA,NA
5637,6295,10,2,1,NA,NA,NA,NA
5638,6293,12,2,1,NA,NA,NA,NA
5639,6292,11,1,1,NA,NA,NA,NA
5640,6290,3,1,1,NA,NA,NA,NA
5641,6289,14,1,1,NA,NA,NA,NA
5642,6288,11,1,1,NA,NA,NA,NA
5643,6287,3,1,1,NA,NA,NA,NA
5644,6287,6,2,1,NA,NA,NA,NA
5645,6284,14,1,1,NA,NA,NA,NA
5646,6283,7,2,1,NA,NA,NA,NA
5647,6282,3,1,1,NA,NA,NA,NA
5648,6281,8,1,1,NA,NA,NA,NA
5649,6280,5,1,1,NA,NA,NA,NA
5650,6279,4,2,1,NA,NA,NA,NA
5651,6278,4,2,1,NA,NA,NA,NA
5652,6277,4,2,1,NA,NA,NA,NA
5653,6276,3,1,1,NA,NA,NA,NA
5654,6276,6,2,1,NA,NA,NA,NA
5655,6274,10,2,1,NA,NA,NA,NA
5656,6273,11,1,1,NA,NA,NA,NA
5657,6272,11,1,1,NA,NA,NA,NA
5658,6271,11,1,1,NA,NA,NA,NA
5659,6271,4,2,1,NA,NA,NA,NA
5660,6269,5,1,1,NA,NA,NA,NA
5661,6268,1,1,1,NA,NA,NA,NA
5662,6267,14,1,1,NA,NA,NA,NA
5663,6266,12,2,1,NA,NA,NA,NA
5664,6265,12,2,1,NA,NA,NA,NA
5665,6264,4,2,1,NA,NA,NA,NA
5666,6263,11,1,1,NA,NA,NA,NA
5667,6263,4,2,1,NA,NA,NA,NA
5668,6262,11,1,1,NA,NA,NA,NA
5669,6261,7,2,1,NA,NA,NA,NA
5670,6260,13,1,1,NA,NA,NA,NA
5671,6258,1,1,1,NA,NA,NA,NA
5672,6258,7,2,1,NA,NA,NA,NA
5673,6257,2,2,1,NA,NA,NA,NA
5674,6256,3,1,1,NA,NA,NA,NA
5675,6255,8,1,1,NA,NA,NA,NA
5676,6254,4,2,1,NA,NA,NA,NA
5677,6251,11,1,1,NA,NA,NA,NA
5678,6248,12,2,1,NA,NA,NA,NA
5679,6247,13,1,1,NA,NA,NA,NA
5680,6246,2,2,1,NA,NA,NA,NA
5681,6243,8,1,1,NA,NA,NA,NA
5682,6243,10,2,1,NA,NA,NA,NA
5683,6242,6,2,1,NA,NA,NA,NA
5684,6241,6,2,1,NA,NA,NA,NA
5685,6240,1,1,1,NA,NA,NA,NA
5686,6240,7,2,1,NA,NA,NA,NA
5687,6239,14,1,1,NA,NA,NA,NA
5688,6238,14,1,1,NA,NA,NA,NA
5689,6237,14,1,1,NA,NA,NA,NA
5690,6236,5,1,1,NA,NA,NA,NA
5691,6235,5,1,1,NA,NA,NA,NA
5692,6233,8,1,1,NA,NA,NA,NA
5693,6233,10,2,1,NA,NA,NA,NA
5694,6233,12,2,1,NA,NA,NA,NA
5695,6233,13,1,1,NA,NA,NA,NA
5696,6232,8,1,1,NA,NA,NA,NA
5697,6232,10,2,1,NA,NA,NA,NA
5698,6232,12,2,1,NA,NA,NA,NA
5699,6232,13,1,1,NA,NA,NA,NA
5700,6231,1,1,1,NA,NA,NA,NA
5701,6230,1,1,1,NA,NA,NA,NA
5702,6230,7,2,1,NA,NA,NA,NA
5703,6228,11,1,1,NA,NA,NA,NA
5704,6227,2,2,1,NA,NA,NA,NA
5705,6225,1,1,1,NA,NA,NA,NA
5706,6225,7,2,1,NA,NA,NA,NA
5707,6224,13,1,1,NA,NA,NA,NA
5708,6222,14,1,1,NA,NA,NA,NA
5709,6221,14,1,1,NA,NA,NA,NA
5710,6220,12,2,1,NA,NA,NA,NA
5711,6219,7,2,1,NA,NA,NA,NA
5712,6218,1,1,1,NA,NA,NA,NA
5713,6217,3,1,1,NA,NA,NA,NA
5714,6216,3,1,1,NA,NA,NA,NA
5715,6215,3,1,1,NA,NA,NA,NA
5716,6213,9,2,1,NA,NA,NA,NA
5717,6211,9,2,1,NA,NA,NA,NA
5718,6210,4,2,1,NA,NA,NA,NA
5719,6209,8,1,1,NA,NA,NA,NA
5720,6209,10,2,1,NA,NA,NA,NA
5721,6208,5,1,1,NA,NA,NA,NA
5722,6207,2,2,1,NA,NA,NA,NA
5723,6206,11,1,1,NA,NA,NA,NA
5724,6205,6,2,1,NA,NA,NA,NA
5725,6204,6,2,1,NA,NA,NA,NA
5726,6202,7,2,1,NA,NA,NA,NA
5727,6201,13,1,1,NA,NA,NA,NA
5728,6200,1,1,1,NA,NA,NA,NA
5729,6198,1,1,1,NA,NA,NA,NA
5730,6196,3,1,1,NA,NA,NA,NA
5731,6195,3,1,1,NA,NA,NA,NA
5732,6192,8,1,1,NA,NA,NA,NA
5733,6192,10,2,1,NA,NA,NA,NA
5734,6191,5,1,1,NA,NA,NA,NA
5735,6190,5,1,1,NA,NA,NA,NA
5736,6189,14,1,1,NA,NA,NA,NA
5737,6188,14,1,1,NA,NA,NA,NA
5738,6187,14,1,1,NA,NA,NA,NA
5739,6186,9,2,1,NA,NA,NA,NA
5740,6184,7,2,1,NA,NA,NA,NA
5741,6183,4,2,1,NA,NA,NA,NA
5742,6182,12,2,1,NA,NA,NA,NA
5743,6181,8,1,1,NA,NA,NA,NA
5744,6181,10,2,1,NA,NA,NA,NA
5745,6181,12,2,1,NA,NA,NA,NA
5746,6181,13,1,1,NA,NA,NA,NA
5747,6179,11,1,1,NA,NA,NA,NA
5748,6178,6,2,1,NA,NA,NA,NA
5749,6177,2,2,1,NA,NA,NA,NA
5750,6176,2,2,1,NA,NA,NA,NA
5751,6172,11,1,1,NA,NA,NA,NA
5752,6171,9,2,1,NA,NA,NA,NA
5753,6170,6,2,1,NA,NA,NA,NA
5754,6169,4,2,1,NA,NA,NA,NA
5755,6168,6,2,1,NA,NA,NA,NA
5756,6167,9,2,1,NA,NA,NA,NA
5757,6166,8,1,1,NA,NA,NA,NA
5758,6165,11,1,1,NA,NA,NA,NA
5759,6164,5,1,1,NA,NA,NA,NA
5760,6162,5,1,1,NA,NA,NA,NA
5761,6161,14,1,1,NA,NA,NA,NA
5762,6160,12,2,1,NA,NA,NA,NA
5763,6159,12,2,1,NA,NA,NA,NA
5764,6155,7,2,1,NA,NA,NA,NA
5765,6154,7,2,1,NA,NA,NA,NA
5766,6153,7,2,1,NA,NA,NA,NA
5767,6152,10,2,1,NA,NA,NA,NA
5768,6151,1,1,1,NA,NA,NA,NA
5769,6150,1,1,1,NA,NA,NA,NA
5770,6149,1,1,1,NA,NA,NA,NA
5771,6147,3,1,1,NA,NA,NA,NA
5772,6146,3,1,1,NA,NA,NA,NA
5773,6145,13,1,1,NA,NA,NA,NA
5774,6144,13,1,1,NA,NA,NA,NA
5775,6143,2,2,1,NA,NA,NA,NA
5776,6142,2,2,1,NA,NA,NA,NA
5777,6141,5,1,1,NA,NA,NA,NA
5778,6140,11,1,1,NA,NA,NA,NA
5779,6138,7,2,1,NA,NA,NA,NA
5780,6137,7,2,1,NA,NA,NA,NA
5781,6136,1,1,1,NA,NA,NA,NA
5782,6135,9,2,1,NA,NA,NA,NA
5783,6134,4,2,1,NA,NA,NA,NA
5784,6133,4,2,1,NA,NA,NA,NA
5785,6130,3,1,1,NA,NA,NA,NA
5786,6129,8,1,1,NA,NA,NA,NA
5787,6128,5,1,1,NA,NA,NA,NA
5788,6127,9,2,1,NA,NA,NA,NA
5789,6124,14,1,1,NA,NA,NA,NA
5790,6123,14,1,1,NA,NA,NA,NA
5791,6122,14,1,1,NA,NA,NA,NA
5792,6121,11,1,1,NA,NA,NA,NA
5793,6120,1,1,1,NA,NA,NA,NA
5794,6117,7,2,1,NA,NA,NA,NA
5795,6116,13,1,1,NA,NA,NA,NA
5796,6115,13,1,1,NA,NA,NA,NA
5797,6114,6,2,1,NA,NA,NA,NA
5798,6113,6,2,1,NA,NA,NA,NA
5799,6112,2,2,1,NA,NA,NA,NA
5800,6110,10,2,1,NA,NA,NA,NA
5801,6109,2,2,1,NA,NA,NA,NA
5802,6108,12,2,1,NA,NA,NA,NA
5803,6107,12,2,1,NA,NA,NA,NA
5804,6106,12,2,1,NA,NA,NA,NA
5805,6103,7,2,1,NA,NA,NA,NA
5806,6102,10,2,1,NA,NA,NA,NA
5807,6099,9,2,1,NA,NA,NA,NA
5808,6098,3,1,1,NA,NA,NA,NA
5809,6097,3,1,1,NA,NA,NA,NA
5810,6096,5,1,1,NA,NA,NA,NA
5811,6094,13,1,1,NA,NA,NA,NA
5812,6092,14,1,1,NA,NA,NA,NA
5813,6091,14,1,1,NA,NA,NA,NA
5814,6090,1,1,1,NA,NA,NA,NA
5815,6088,7,2,1,NA,NA,NA,NA
5816,6087,2,2,1,NA,NA,NA,NA
5817,6086,4,2,1,NA,NA,NA,NA
5818,6085,12,2,1,NA,NA,NA,NA
5819,6084,11,1,1,NA,NA,NA,NA
5820,6082,7,2,1,NA,NA,NA,NA
5821,6081,2,2,1,NA,NA,NA,NA
5822,6080,1,1,1,NA,NA,NA,NA
5823,6078,14,1,1,NA,NA,NA,NA
5824,6077,14,1,1,NA,NA,NA,NA
5825,6076,14,1,1,NA,NA,NA,NA
5826,6075,3,1,1,NA,NA,NA,NA
5827,6074,14,1,1,NA,NA,NA,NA
5828,6073,3,1,1,NA,NA,NA,NA
5829,6072,8,1,1,NA,NA,NA,NA
5830,6071,9,2,1,NA,NA,NA,NA
5831,6070,9,2,1,NA,NA,NA,NA
5832,6068,7,2,1,NA,NA,NA,NA
5833,6067,7,2,1,NA,NA,NA,NA
5834,6066,7,2,1,NA,NA,NA,NA
5835,6065,5,1,1,NA,NA,NA,NA
5836,6064,5,1,1,NA,NA,NA,NA
5837,6062,6,2,1,NA,NA,NA,NA
5838,6061,6,2,1,NA,NA,NA,NA
5839,6060,10,2,1,NA,NA,NA,NA
5840,6058,2,2,1,NA,NA,NA,NA
5841,6056,12,2,1,NA,NA,NA,NA
5842,6054,12,2,1,NA,NA,NA,NA
5843,6053,13,1,1,NA,NA,NA,NA
5844,6052,13,1,1,NA,NA,NA,NA
5845,6049,11,1,1,NA,NA,NA,NA
5846,6049,4,2,1,NA,NA,NA,NA
5847,6048,1,1,1,NA,NA,NA,NA
5848,6046,13,1,1,NA,NA,NA,NA
5849,6044,1,1,1,NA,NA,NA,NA
5850,6043,2,2,1,NA,NA,NA,NA
5851,6042,10,2,1,NA,NA,NA,NA
5852,6040,3,1,1,NA,NA,NA,NA
5853,6039,11,1,1,NA,NA,NA,NA
5854,6038,3,1,1,NA,NA,NA,NA
5855,6037,8,1,1,NA,NA,NA,NA
5856,6036,9,2,1,NA,NA,NA,NA
5857,6035,9,2,1,NA,NA,NA,NA
5858,6034,14,1,1,NA,NA,NA,NA
5859,6033,14,1,1,NA,NA,NA,NA
5860,6032,14,1,1,NA,NA,NA,NA
5861,6031,14,1,1,NA,NA,NA,NA
5862,6029,5,1,1,NA,NA,NA,NA
5863,6028,13,1,1,NA,NA,NA,NA
5864,6026,1,1,1,NA,NA,NA,NA
5865,6025,11,1,1,NA,NA,NA,NA
5866,6024,4,2,1,NA,NA,NA,NA
5867,6023,4,2,1,NA,NA,NA,NA
5868,6022,4,2,1,NA,NA,NA,NA
5869,6021,6,2,1,NA,NA,NA,NA
5870,6020,7,2,1,NA,NA,NA,NA
5871,6019,7,2,1,NA,NA,NA,NA
5872,6018,2,2,1,NA,NA,NA,NA
5873,5984,12,2,1,NA,NA,NA,NA
5874,5981,12,2,1,NA,NA,NA,NA
5875,5979,1,1,1,NA,NA,NA,NA
5876,5978,7,2,1,NA,NA,NA,NA
5877,5977,4,2,1,NA,NA,NA,NA
5878,5974,3,1,1,NA,NA,NA,NA
5879,5972,3,1,1,NA,NA,NA,NA
5880,5971,8,1,1,NA,NA,NA,NA
5881,5970,8,1,1,NA,NA,NA,NA
5882,5968,5,1,1,NA,NA,NA,NA
5883,5967,9,2,1,NA,NA,NA,NA
5884,5965,7,2,1,NA,NA,NA,NA
5885,5964,1,1,1,NA,NA,NA,NA
5886,5963,10,2,1,NA,NA,NA,NA
5887,5962,14,1,1,NA,NA,NA,NA
