id,agenda_legislativa,comision_id,corporacion_id,activo,usercreated,usermodifed,created_at,updated_at
1,12890,10,2,1,NA,NA,NA,NA
2,12889,12,2,1,NA,NA,NA,NA
3,12888,7,2,1,NA,NA,NA,NA
4,12887,11,1,1,NA,NA,NA,NA
5,12886,5,1,1,NA,NA,NA,NA
6,12885,2,2,1,NA,NA,NA,NA
7,12884,1,1,1,NA,NA,NA,NA
8,12883,9,2,1,NA,NA,NA,NA
9,12880,1,1,1,NA,NA,NA,NA
10,12879,2,2,1,NA,NA,NA,NA
11,12878,7,2,1,NA,NA,NA,NA
12,12877,3,1,1,NA,NA,NA,NA
13,12876,6,2,1,NA,NA,NA,NA
14,12875,4,2,1,NA,NA,NA,NA
15,12874,9,2,1,NA,NA,NA,NA
16,12873,4,2,1,NA,NA,NA,NA
17,12872,7,2,1,NA,NA,NA,NA
18,12871,2,2,1,NA,NA,NA,NA
19,12870,5,1,1,NA,NA,NA,NA
20,12869,1,1,1,NA,NA,NA,NA
21,12868,12,2,1,NA,NA,NA,NA
22,12865,6,2,1,NA,NA,NA,NA
23,12864,1,1,1,NA,NA,NA,NA
24,12863,9,2,1,NA,NA,NA,NA
25,12862,13,1,1,NA,NA,NA,NA
26,12861,13,1,1,NA,NA,NA,NA
27,12859,1,1,1,NA,NA,NA,NA
28,12858,12,2,1,NA,NA,NA,NA
29,12857,13,1,1,NA,NA,NA,NA
30,12856,7,2,1,NA,NA,NA,NA
31,12855,7,2,1,NA,NA,NA,NA
32,12851,9,2,1,NA,NA,NA,NA
33,12848,6,2,1,NA,NA,NA,NA
34,12847,7,2,1,NA,NA,NA,NA
35,12844,6,2,1,NA,NA,NA,NA
36,12843,10,2,1,NA,NA,NA,NA
37,12842,12,2,1,NA,NA,NA,NA
38,12841,12,2,1,NA,NA,NA,NA
39,12840,8,1,1,NA,NA,NA,NA
40,12839,8,1,1,NA,NA,NA,NA
41,12838,3,1,1,NA,NA,NA,NA
42,12836,6,2,1,NA,NA,NA,NA
43,12834,5,1,1,NA,NA,NA,NA
44,12833,2,2,1,NA,NA,NA,NA
45,12833,14,1,1,NA,NA,NA,NA
46,12830,6,2,1,NA,NA,NA,NA
47,12829,2,2,1,NA,NA,NA,NA
48,12829,14,1,1,NA,NA,NA,NA
49,12828,1,1,1,NA,NA,NA,NA
50,12827,12,2,1,NA,NA,NA,NA
51,12824,5,1,1,NA,NA,NA,NA
52,12823,1,1,1,NA,NA,NA,NA
53,12822,9,2,1,NA,NA,NA,NA
54,12821,2,2,1,NA,NA,NA,NA
55,12821,14,1,1,NA,NA,NA,NA
56,12820,12,2,1,NA,NA,NA,NA
57,12817,2,2,1,NA,NA,NA,NA
58,12817,14,1,1,NA,NA,NA,NA
59,12816,12,2,1,NA,NA,NA,NA
60,12815,4,2,1,NA,NA,NA,NA
61,12814,11,1,1,NA,NA,NA,NA
62,12813,12,2,1,NA,NA,NA,NA
63,12813,13,1,1,NA,NA,NA,NA
64,12812,7,2,1,NA,NA,NA,NA
65,12811,5,1,1,NA,NA,NA,NA
66,12810,2,2,1,NA,NA,NA,NA
67,12809,2,2,1,NA,NA,NA,NA
68,12809,14,1,1,NA,NA,NA,NA
69,12807,12,2,1,NA,NA,NA,NA
70,12806,4,2,1,NA,NA,NA,NA
71,12804,1,1,1,NA,NA,NA,NA
72,12803,11,1,1,NA,NA,NA,NA
73,12802,7,2,1,NA,NA,NA,NA
74,12799,1,1,1,NA,NA,NA,NA
75,12797,11,1,1,NA,NA,NA,NA
76,12796,3,1,1,NA,NA,NA,NA
77,12795,5,1,1,NA,NA,NA,NA
78,12794,14,1,1,NA,NA,NA,NA
79,12793,5,1,1,NA,NA,NA,NA
80,12791,12,2,1,NA,NA,NA,NA
81,12790,4,2,1,NA,NA,NA,NA
82,12789,7,2,1,NA,NA,NA,NA
83,12786,14,1,1,NA,NA,NA,NA
84,12784,6,2,1,NA,NA,NA,NA
85,12783,3,1,1,NA,NA,NA,NA
86,12782,11,1,1,NA,NA,NA,NA
87,12781,1,1,1,NA,NA,NA,NA
88,12780,1,1,1,NA,NA,NA,NA
89,12779,13,1,1,NA,NA,NA,NA
90,12778,13,1,1,NA,NA,NA,NA
91,12777,13,1,1,NA,NA,NA,NA
92,12776,14,1,1,NA,NA,NA,NA
93,12775,5,1,1,NA,NA,NA,NA
94,12774,2,2,1,NA,NA,NA,NA
95,12773,6,2,1,NA,NA,NA,NA
96,12772,13,1,1,NA,NA,NA,NA
97,12771,7,2,1,NA,NA,NA,NA
98,12769,1,1,1,NA,NA,NA,NA
99,12768,5,1,1,NA,NA,NA,NA
100,12766,6,2,1,NA,NA,NA,NA
101,12765,12,2,1,NA,NA,NA,NA
102,12764,7,2,1,NA,NA,NA,NA
103,12763,1,1,1,NA,NA,NA,NA
104,12761,11,1,1,NA,NA,NA,NA
105,12760,13,1,1,NA,NA,NA,NA
106,12759,13,1,1,NA,NA,NA,NA
107,12758,3,1,1,NA,NA,NA,NA
108,12758,6,2,1,NA,NA,NA,NA
109,12757,11,1,1,NA,NA,NA,NA
110,12756,14,1,1,NA,NA,NA,NA
111,12754,9,2,1,NA,NA,NA,NA
112,12753,4,2,1,NA,NA,NA,NA
113,12752,8,1,1,NA,NA,NA,NA
114,12751,7,2,1,NA,NA,NA,NA
115,12750,6,2,1,NA,NA,NA,NA
116,12749,12,2,1,NA,NA,NA,NA
117,12749,13,1,1,NA,NA,NA,NA
118,12748,9,2,1,NA,NA,NA,NA
119,12747,1,1,1,NA,NA,NA,NA
120,12745,11,1,1,NA,NA,NA,NA
121,12744,11,1,1,NA,NA,NA,NA
122,12744,4,2,1,NA,NA,NA,NA
123,12743,7,2,1,NA,NA,NA,NA
124,12742,7,2,1,NA,NA,NA,NA
125,12741,5,1,1,NA,NA,NA,NA
126,12740,5,1,1,NA,NA,NA,NA
127,12736,2,2,1,NA,NA,NA,NA
128,12735,12,2,1,NA,NA,NA,NA
129,12733,1,1,1,NA,NA,NA,NA
130,12731,9,2,1,NA,NA,NA,NA
131,12730,6,2,1,NA,NA,NA,NA
132,12729,3,1,1,NA,NA,NA,NA
133,12727,12,2,1,NA,NA,NA,NA
134,12726,2,2,1,NA,NA,NA,NA
135,12725,5,1,1,NA,NA,NA,NA
136,12724,4,2,1,NA,NA,NA,NA
137,12723,1,1,1,NA,NA,NA,NA
138,12722,11,1,1,NA,NA,NA,NA
139,12721,7,2,1,NA,NA,NA,NA
140,12719,8,1,1,NA,NA,NA,NA
141,12717,1,1,1,NA,NA,NA,NA
142,12716,7,2,1,NA,NA,NA,NA
143,12715,14,1,1,NA,NA,NA,NA
144,12714,2,2,1,NA,NA,NA,NA
145,12713,6,2,1,NA,NA,NA,NA
146,12711,3,1,1,NA,NA,NA,NA
147,12710,2,2,1,NA,NA,NA,NA
148,12709,11,1,1,NA,NA,NA,NA
149,12708,5,1,1,NA,NA,NA,NA
150,12707,9,2,1,NA,NA,NA,NA
151,12706,1,1,1,NA,NA,NA,NA
152,12706,7,2,1,NA,NA,NA,NA
153,12705,7,2,1,NA,NA,NA,NA
154,12704,7,2,1,NA,NA,NA,NA
155,12703,14,1,1,NA,NA,NA,NA
156,12702,13,1,1,NA,NA,NA,NA
157,12701,13,1,1,NA,NA,NA,NA
158,12700,13,1,1,NA,NA,NA,NA
159,12698,1,1,1,NA,NA,NA,NA
160,12698,7,2,1,NA,NA,NA,NA
161,12697,14,1,1,NA,NA,NA,NA
162,12695,14,1,1,NA,NA,NA,NA
163,12694,1,1,1,NA,NA,NA,NA
164,12694,7,2,1,NA,NA,NA,NA
165,12693,3,1,1,NA,NA,NA,NA
166,12692,5,1,1,NA,NA,NA,NA
167,12691,11,1,1,NA,NA,NA,NA
168,12690,9,2,1,NA,NA,NA,NA
169,12688,1,1,1,NA,NA,NA,NA
170,12688,7,2,1,NA,NA,NA,NA
171,12687,13,1,1,NA,NA,NA,NA
172,12686,4,2,1,NA,NA,NA,NA
173,12685,6,2,1,NA,NA,NA,NA
174,12684,13,1,1,NA,NA,NA,NA
175,12682,14,1,1,NA,NA,NA,NA
176,12681,9,2,1,NA,NA,NA,NA
177,12680,4,2,1,NA,NA,NA,NA
178,12679,14,1,1,NA,NA,NA,NA
179,12677,5,1,1,NA,NA,NA,NA
180,12676,1,1,1,NA,NA,NA,NA
181,12676,7,2,1,NA,NA,NA,NA
182,12675,11,1,1,NA,NA,NA,NA
183,12674,3,1,1,NA,NA,NA,NA
184,12673,7,2,1,NA,NA,NA,NA
185,12672,7,2,1,NA,NA,NA,NA
186,12670,14,1,1,NA,NA,NA,NA
187,12669,8,1,1,NA,NA,NA,NA
188,12669,10,2,1,NA,NA,NA,NA
189,12669,12,2,1,NA,NA,NA,NA
190,12669,13,1,1,NA,NA,NA,NA
191,12667,5,1,1,NA,NA,NA,NA
192,12666,1,1,1,NA,NA,NA,NA
193,12666,7,2,1,NA,NA,NA,NA
194,12665,9,2,1,NA,NA,NA,NA
195,12664,14,1,1,NA,NA,NA,NA
196,12662,12,2,1,NA,NA,NA,NA
197,12662,13,1,1,NA,NA,NA,NA
198,12658,3,1,1,NA,NA,NA,NA
199,12657,4,2,1,NA,NA,NA,NA
200,12656,8,1,1,NA,NA,NA,NA
201,12656,10,2,1,NA,NA,NA,NA
202,12656,12,2,1,NA,NA,NA,NA
203,12656,13,1,1,NA,NA,NA,NA
204,12655,1,1,1,NA,NA,NA,NA
205,12655,7,2,1,NA,NA,NA,NA
206,12654,11,1,1,NA,NA,NA,NA
207,12653,11,1,1,NA,NA,NA,NA
208,12653,4,2,1,NA,NA,NA,NA
209,12652,6,2,1,NA,NA,NA,NA
210,12650,3,1,1,NA,NA,NA,NA
211,12650,6,2,1,NA,NA,NA,NA
212,12649,5,1,1,NA,NA,NA,NA
213,12648,12,2,1,NA,NA,NA,NA
214,12648,13,1,1,NA,NA,NA,NA
215,12647,1,1,1,NA,NA,NA,NA
216,12646,6,2,1,NA,NA,NA,NA
217,12645,5,1,1,NA,NA,NA,NA
218,12644,13,1,1,NA,NA,NA,NA
219,12642,7,2,1,NA,NA,NA,NA
220,12641,11,1,1,NA,NA,NA,NA
221,12641,4,2,1,NA,NA,NA,NA
222,12640,5,1,1,NA,NA,NA,NA
223,12639,12,2,1,NA,NA,NA,NA
224,12638,14,1,1,NA,NA,NA,NA
225,12637,13,1,1,NA,NA,NA,NA
226,12635,2,2,1,NA,NA,NA,NA
227,12634,3,1,1,NA,NA,NA,NA
228,12634,6,2,1,NA,NA,NA,NA
229,12633,2,2,1,NA,NA,NA,NA
230,12632,9,2,1,NA,NA,NA,NA
231,12631,9,2,1,NA,NA,NA,NA
232,12630,1,1,1,NA,NA,NA,NA
233,12628,9,2,1,NA,NA,NA,NA
234,12627,9,2,1,NA,NA,NA,NA
235,12626,9,2,1,NA,NA,NA,NA
236,12625,14,1,1,NA,NA,NA,NA
237,12624,14,1,1,NA,NA,NA,NA
238,12623,14,1,1,NA,NA,NA,NA
239,12621,4,2,1,NA,NA,NA,NA
240,12620,9,2,1,NA,NA,NA,NA
241,12618,1,1,1,NA,NA,NA,NA
242,12617,13,1,1,NA,NA,NA,NA
243,12616,7,2,1,NA,NA,NA,NA
244,12615,14,1,1,NA,NA,NA,NA
245,12614,14,1,1,NA,NA,NA,NA
246,12613,7,2,1,NA,NA,NA,NA
247,12612,4,2,1,NA,NA,NA,NA
248,12611,8,1,1,NA,NA,NA,NA
249,12611,10,2,1,NA,NA,NA,NA
250,12611,12,2,1,NA,NA,NA,NA
251,12611,13,1,1,NA,NA,NA,NA
252,12610,5,1,1,NA,NA,NA,NA
253,12609,11,1,1,NA,NA,NA,NA
254,12608,11,1,1,NA,NA,NA,NA
255,12608,4,2,1,NA,NA,NA,NA
256,12607,3,1,1,NA,NA,NA,NA
257,12607,6,2,1,NA,NA,NA,NA
258,12605,2,2,1,NA,NA,NA,NA
259,12604,14,1,1,NA,NA,NA,NA
260,12603,7,2,1,NA,NA,NA,NA
261,12602,7,2,1,NA,NA,NA,NA
262,12600,5,1,1,NA,NA,NA,NA
263,12599,2,2,1,NA,NA,NA,NA
264,12599,14,1,1,NA,NA,NA,NA
265,12598,8,1,1,NA,NA,NA,NA
266,12594,2,2,1,NA,NA,NA,NA
267,12593,1,1,1,NA,NA,NA,NA
268,12591,11,1,1,NA,NA,NA,NA
269,12590,7,2,1,NA,NA,NA,NA
270,12589,1,1,1,NA,NA,NA,NA
271,12588,1,1,1,NA,NA,NA,NA
272,12587,14,1,1,NA,NA,NA,NA
273,12586,3,1,1,NA,NA,NA,NA
274,12585,6,2,1,NA,NA,NA,NA
275,12580,9,2,1,NA,NA,NA,NA
276,12579,11,1,1,NA,NA,NA,NA
277,12579,4,2,1,NA,NA,NA,NA
278,12578,11,1,1,NA,NA,NA,NA
279,12577,11,1,1,NA,NA,NA,NA
280,12576,1,1,1,NA,NA,NA,NA
281,12575,5,1,1,NA,NA,NA,NA
282,12574,7,2,1,NA,NA,NA,NA
283,12573,1,1,1,NA,NA,NA,NA
284,12572,14,1,1,NA,NA,NA,NA
285,12570,13,1,1,NA,NA,NA,NA
286,12569,1,1,1,NA,NA,NA,NA
287,12568,2,2,1,NA,NA,NA,NA
288,12567,3,1,1,NA,NA,NA,NA
289,12566,9,2,1,NA,NA,NA,NA
290,12565,1,1,1,NA,NA,NA,NA
291,12563,5,1,1,NA,NA,NA,NA
292,12562,14,1,1,NA,NA,NA,NA
293,12560,7,2,1,NA,NA,NA,NA
294,12559,2,2,1,NA,NA,NA,NA
295,12557,3,1,1,NA,NA,NA,NA
296,12555,9,2,1,NA,NA,NA,NA
297,12554,7,2,1,NA,NA,NA,NA
298,12553,9,2,1,NA,NA,NA,NA
299,12552,1,1,1,NA,NA,NA,NA
300,12551,6,2,1,NA,NA,NA,NA
301,12549,4,2,1,NA,NA,NA,NA
302,12548,11,1,1,NA,NA,NA,NA
303,12548,4,2,1,NA,NA,NA,NA
304,12547,2,2,1,NA,NA,NA,NA
305,12546,6,2,1,NA,NA,NA,NA
306,12545,4,2,1,NA,NA,NA,NA
307,12544,14,1,1,NA,NA,NA,NA
308,12542,5,1,1,NA,NA,NA,NA
309,12541,7,2,1,NA,NA,NA,NA
310,12540,7,2,1,NA,NA,NA,NA
311,12539,11,1,1,NA,NA,NA,NA
312,12539,4,2,1,NA,NA,NA,NA
313,12538,2,2,1,NA,NA,NA,NA
314,12537,12,2,1,NA,NA,NA,NA
315,12536,13,1,1,NA,NA,NA,NA
316,12535,13,1,1,NA,NA,NA,NA
317,12534,8,1,1,NA,NA,NA,NA
318,12533,6,2,1,NA,NA,NA,NA
319,12532,9,2,1,NA,NA,NA,NA
320,12531,7,2,1,NA,NA,NA,NA
321,12530,2,2,1,NA,NA,NA,NA
322,12529,3,1,1,NA,NA,NA,NA
323,12528,13,1,1,NA,NA,NA,NA
324,12526,3,1,1,NA,NA,NA,NA
325,12525,7,2,1,NA,NA,NA,NA
326,12524,9,2,1,NA,NA,NA,NA
327,12523,7,2,1,NA,NA,NA,NA
328,12521,5,1,1,NA,NA,NA,NA
329,12520,6,2,1,NA,NA,NA,NA
330,12519,6,2,1,NA,NA,NA,NA
331,12518,14,1,1,NA,NA,NA,NA
332,12517,9,2,1,NA,NA,NA,NA
333,12516,14,1,1,NA,NA,NA,NA
334,12515,6,2,1,NA,NA,NA,NA
335,12513,1,1,1,NA,NA,NA,NA
336,12512,3,1,1,NA,NA,NA,NA
337,12511,13,1,1,NA,NA,NA,NA
338,12510,7,2,1,NA,NA,NA,NA
339,12509,7,2,1,NA,NA,NA,NA
340,12507,6,2,1,NA,NA,NA,NA
341,12506,2,2,1,NA,NA,NA,NA
342,12505,12,2,1,NA,NA,NA,NA
343,12504,7,2,1,NA,NA,NA,NA
344,12503,1,1,1,NA,NA,NA,NA
345,12501,4,2,1,NA,NA,NA,NA
346,12500,1,1,1,NA,NA,NA,NA
347,12498,6,2,1,NA,NA,NA,NA
348,12497,14,1,1,NA,NA,NA,NA
349,12495,6,2,1,NA,NA,NA,NA
350,12494,9,2,1,NA,NA,NA,NA
351,12493,7,2,1,NA,NA,NA,NA
352,12492,13,1,1,NA,NA,NA,NA
353,12491,7,2,1,NA,NA,NA,NA
354,12490,7,2,1,NA,NA,NA,NA
355,12489,3,1,1,NA,NA,NA,NA
356,12486,5,1,1,NA,NA,NA,NA
357,12485,2,2,1,NA,NA,NA,NA
358,12484,11,1,1,NA,NA,NA,NA
359,12483,7,2,1,NA,NA,NA,NA
360,12482,1,1,1,NA,NA,NA,NA
361,12481,4,2,1,NA,NA,NA,NA
362,12480,4,2,1,NA,NA,NA,NA
363,12479,2,2,1,NA,NA,NA,NA
364,12479,14,1,1,NA,NA,NA,NA
365,12478,9,2,1,NA,NA,NA,NA
366,12477,8,1,1,NA,NA,NA,NA
367,12477,10,2,1,NA,NA,NA,NA
368,12477,12,2,1,NA,NA,NA,NA
369,12477,13,1,1,NA,NA,NA,NA
370,12476,6,2,1,NA,NA,NA,NA
371,12475,1,1,1,NA,NA,NA,NA
372,12475,7,2,1,NA,NA,NA,NA
373,12474,9,2,1,NA,NA,NA,NA
374,12473,4,2,1,NA,NA,NA,NA
375,12472,7,2,1,NA,NA,NA,NA
376,12470,8,1,1,NA,NA,NA,NA
377,12470,10,2,1,NA,NA,NA,NA
378,12470,12,2,1,NA,NA,NA,NA
379,12470,13,1,1,NA,NA,NA,NA
380,12469,11,1,1,NA,NA,NA,NA
381,12468,11,1,1,NA,NA,NA,NA
382,12467,2,2,1,NA,NA,NA,NA
383,12467,14,1,1,NA,NA,NA,NA
384,12466,1,1,1,NA,NA,NA,NA
385,12464,5,1,1,NA,NA,NA,NA
386,12463,3,1,1,NA,NA,NA,NA
387,12462,3,1,1,NA,NA,NA,NA
388,12461,12,2,1,NA,NA,NA,NA
389,12460,6,2,1,NA,NA,NA,NA
390,12459,7,2,1,NA,NA,NA,NA
391,12458,7,2,1,NA,NA,NA,NA
392,12456,4,2,1,NA,NA,NA,NA
393,12455,7,2,1,NA,NA,NA,NA
394,12454,1,1,1,NA,NA,NA,NA
395,12452,2,2,1,NA,NA,NA,NA
396,12450,2,2,1,NA,NA,NA,NA
397,12449,14,1,1,NA,NA,NA,NA
398,12448,1,1,1,NA,NA,NA,NA
399,12447,5,1,1,NA,NA,NA,NA
400,12446,5,1,1,NA,NA,NA,NA
401,12444,9,2,1,NA,NA,NA,NA
402,12443,4,2,1,NA,NA,NA,NA
403,12442,7,2,1,NA,NA,NA,NA
404,12441,14,1,1,NA,NA,NA,NA
405,12440,3,1,1,NA,NA,NA,NA
406,12439,3,1,1,NA,NA,NA,NA
407,12437,4,2,1,NA,NA,NA,NA
408,12436,11,1,1,NA,NA,NA,NA
409,12435,6,2,1,NA,NA,NA,NA
410,12434,7,2,1,NA,NA,NA,NA
411,12433,7,2,1,NA,NA,NA,NA
412,12432,8,1,1,NA,NA,NA,NA
413,12432,10,2,1,NA,NA,NA,NA
414,12432,12,2,1,NA,NA,NA,NA
415,12432,13,1,1,NA,NA,NA,NA
416,12431,1,1,1,NA,NA,NA,NA
417,12429,4,2,1,NA,NA,NA,NA
418,12428,3,1,1,NA,NA,NA,NA
419,12425,1,1,1,NA,NA,NA,NA
420,12424,2,2,1,NA,NA,NA,NA
421,12423,9,2,1,NA,NA,NA,NA
422,12422,7,2,1,NA,NA,NA,NA
423,12421,8,1,1,NA,NA,NA,NA
424,12421,10,2,1,NA,NA,NA,NA
425,12421,12,2,1,NA,NA,NA,NA
426,12421,13,1,1,NA,NA,NA,NA
427,12419,4,2,1,NA,NA,NA,NA
428,12418,7,2,1,NA,NA,NA,NA
429,12417,2,2,1,NA,NA,NA,NA
430,12416,11,1,1,NA,NA,NA,NA
431,12414,6,2,1,NA,NA,NA,NA
432,12413,6,2,1,NA,NA,NA,NA
433,12412,1,1,1,NA,NA,NA,NA
434,12411,5,1,1,NA,NA,NA,NA
435,12410,3,1,1,NA,NA,NA,NA
436,12409,5,1,1,NA,NA,NA,NA
437,12408,6,2,1,NA,NA,NA,NA
438,12407,7,2,1,NA,NA,NA,NA
439,12406,14,1,1,NA,NA,NA,NA
440,12405,6,2,1,NA,NA,NA,NA
441,12404,12,2,1,NA,NA,NA,NA
442,12404,13,1,1,NA,NA,NA,NA
443,12403,7,2,1,NA,NA,NA,NA
444,12402,13,1,1,NA,NA,NA,NA
445,12401,11,1,1,NA,NA,NA,NA
446,12400,11,1,1,NA,NA,NA,NA
447,12398,1,1,1,NA,NA,NA,NA
448,12395,14,1,1,NA,NA,NA,NA
449,12394,2,2,1,NA,NA,NA,NA
450,12393,1,1,1,NA,NA,NA,NA
451,12392,2,2,1,NA,NA,NA,NA
452,12391,3,1,1,NA,NA,NA,NA
453,12389,6,2,1,NA,NA,NA,NA
454,12388,9,2,1,NA,NA,NA,NA
455,12387,4,2,1,NA,NA,NA,NA
456,12386,7,2,1,NA,NA,NA,NA
457,12384,6,2,1,NA,NA,NA,NA
458,12383,9,2,1,NA,NA,NA,NA
459,12382,4,2,1,NA,NA,NA,NA
460,12381,7,2,1,NA,NA,NA,NA
461,12380,13,1,1,NA,NA,NA,NA
462,12379,3,1,1,NA,NA,NA,NA
463,12378,8,1,1,NA,NA,NA,NA
464,12378,10,2,1,NA,NA,NA,NA
465,12378,12,2,1,NA,NA,NA,NA
466,12378,13,1,1,NA,NA,NA,NA
467,12377,9,2,1,NA,NA,NA,NA
468,12376,1,1,1,NA,NA,NA,NA
469,12373,7,2,1,NA,NA,NA,NA
470,12372,5,1,1,NA,NA,NA,NA
471,12369,13,1,1,NA,NA,NA,NA
472,12368,13,1,1,NA,NA,NA,NA
473,12366,1,1,1,NA,NA,NA,NA
474,12364,2,2,1,NA,NA,NA,NA
475,12363,2,2,1,NA,NA,NA,NA
476,12362,4,2,1,NA,NA,NA,NA
477,12361,7,2,1,NA,NA,NA,NA
478,12360,6,2,1,NA,NA,NA,NA
479,12358,8,1,1,NA,NA,NA,NA
480,12358,10,2,1,NA,NA,NA,NA
481,12358,12,2,1,NA,NA,NA,NA
482,12358,13,1,1,NA,NA,NA,NA
483,12356,9,2,1,NA,NA,NA,NA
484,12355,4,2,1,NA,NA,NA,NA
485,12354,7,2,1,NA,NA,NA,NA
486,12353,1,1,1,NA,NA,NA,NA
487,12352,7,2,1,NA,NA,NA,NA
488,12351,5,1,1,NA,NA,NA,NA
489,12350,5,1,1,NA,NA,NA,NA
490,12349,6,2,1,NA,NA,NA,NA
491,12348,2,2,1,NA,NA,NA,NA
492,12345,8,1,1,NA,NA,NA,NA
493,12345,10,2,1,NA,NA,NA,NA
494,12345,12,2,1,NA,NA,NA,NA
495,12345,13,1,1,NA,NA,NA,NA
496,12344,3,1,1,NA,NA,NA,NA
497,12342,1,1,1,NA,NA,NA,NA
498,12341,8,1,1,NA,NA,NA,NA
499,12341,10,2,1,NA,NA,NA,NA
500,12341,12,2,1,NA,NA,NA,NA
501,12341,13,1,1,NA,NA,NA,NA
502,12340,4,2,1,NA,NA,NA,NA
503,12339,7,2,1,NA,NA,NA,NA
504,12338,2,2,1,NA,NA,NA,NA
505,12337,14,1,1,NA,NA,NA,NA
506,12336,6,2,1,NA,NA,NA,NA
507,12335,3,1,1,NA,NA,NA,NA
508,12334,8,1,1,NA,NA,NA,NA
509,12332,2,2,1,NA,NA,NA,NA
510,12331,14,1,1,NA,NA,NA,NA
511,12330,9,2,1,NA,NA,NA,NA
512,12330,5,1,1,NA,NA,NA,NA
513,12329,9,2,1,NA,NA,NA,NA
514,12329,5,1,1,NA,NA,NA,NA
515,12327,1,1,1,NA,NA,NA,NA
516,12326,12,2,1,NA,NA,NA,NA
517,12325,4,2,1,NA,NA,NA,NA
518,12324,7,2,1,NA,NA,NA,NA
519,12323,5,1,1,NA,NA,NA,NA
520,12322,5,1,1,NA,NA,NA,NA
521,12321,11,1,1,NA,NA,NA,NA
522,12320,9,2,1,NA,NA,NA,NA
523,12320,5,1,1,NA,NA,NA,NA
524,12318,14,1,1,NA,NA,NA,NA
525,12317,9,2,1,NA,NA,NA,NA
526,12317,5,1,1,NA,NA,NA,NA
527,12316,4,2,1,NA,NA,NA,NA
528,12313,2,2,1,NA,NA,NA,NA
529,12311,1,1,1,NA,NA,NA,NA
530,12309,2,2,1,NA,NA,NA,NA
531,12308,14,1,1,NA,NA,NA,NA
532,12307,13,1,1,NA,NA,NA,NA
533,12306,3,1,1,NA,NA,NA,NA
534,12305,14,1,1,NA,NA,NA,NA
535,12303,4,2,1,NA,NA,NA,NA
536,12301,12,2,1,NA,NA,NA,NA
537,12300,5,1,1,NA,NA,NA,NA
538,12299,5,1,1,NA,NA,NA,NA
539,12298,3,1,1,NA,NA,NA,NA
540,12297,7,2,1,NA,NA,NA,NA
541,12296,7,2,1,NA,NA,NA,NA
542,12295,1,1,1,NA,NA,NA,NA
543,12294,11,1,1,NA,NA,NA,NA
544,12291,14,1,1,NA,NA,NA,NA
545,12290,1,1,1,NA,NA,NA,NA
546,12289,8,1,1,NA,NA,NA,NA
547,12288,2,2,1,NA,NA,NA,NA
548,12287,6,2,1,NA,NA,NA,NA
549,12286,9,2,1,NA,NA,NA,NA
550,12286,5,1,1,NA,NA,NA,NA
551,12284,4,2,1,NA,NA,NA,NA
552,12282,14,1,1,NA,NA,NA,NA
553,12281,1,1,1,NA,NA,NA,NA
554,12279,12,2,1,NA,NA,NA,NA
555,12278,7,2,1,NA,NA,NA,NA
556,12277,10,2,1,NA,NA,NA,NA
557,12276,7,2,1,NA,NA,NA,NA
558,12275,3,1,1,NA,NA,NA,NA
559,12274,5,1,1,NA,NA,NA,NA
560,12273,9,2,1,NA,NA,NA,NA
561,12272,14,1,1,NA,NA,NA,NA
562,12271,14,1,1,NA,NA,NA,NA
563,12270,1,1,1,NA,NA,NA,NA
564,12269,11,1,1,NA,NA,NA,NA
565,12268,7,2,1,NA,NA,NA,NA
566,12265,1,1,1,NA,NA,NA,NA
567,12264,2,2,1,NA,NA,NA,NA
568,12263,6,2,1,NA,NA,NA,NA
569,12262,12,2,1,NA,NA,NA,NA
570,12260,14,1,1,NA,NA,NA,NA
571,12259,3,1,1,NA,NA,NA,NA
572,12258,1,1,1,NA,NA,NA,NA
573,12257,1,1,1,NA,NA,NA,NA
574,12256,8,1,1,NA,NA,NA,NA
575,12255,11,1,1,NA,NA,NA,NA
576,12254,14,1,1,NA,NA,NA,NA
577,12253,5,1,1,NA,NA,NA,NA
578,12252,4,2,1,NA,NA,NA,NA
579,12250,9,2,1,NA,NA,NA,NA
580,12249,7,2,1,NA,NA,NA,NA
581,12248,1,1,1,NA,NA,NA,NA
582,12247,9,2,1,NA,NA,NA,NA
583,12246,10,2,1,NA,NA,NA,NA
584,12245,4,2,1,NA,NA,NA,NA
585,12244,2,2,1,NA,NA,NA,NA
586,12243,1,1,1,NA,NA,NA,NA
587,12242,6,2,1,NA,NA,NA,NA
588,12241,12,2,1,NA,NA,NA,NA
589,12240,7,2,1,NA,NA,NA,NA
590,12239,5,1,1,NA,NA,NA,NA
591,12238,3,1,1,NA,NA,NA,NA
592,12237,8,1,1,NA,NA,NA,NA
593,12236,12,2,1,NA,NA,NA,NA
594,12235,11,1,1,NA,NA,NA,NA
595,12231,14,1,1,NA,NA,NA,NA
596,12230,14,1,1,NA,NA,NA,NA
597,12229,3,1,1,NA,NA,NA,NA
598,12228,14,1,1,NA,NA,NA,NA
599,12227,3,1,1,NA,NA,NA,NA
600,12226,3,1,1,NA,NA,NA,NA
601,12224,4,2,1,NA,NA,NA,NA
602,12223,4,2,1,NA,NA,NA,NA
603,12222,4,2,1,NA,NA,NA,NA
604,12221,6,2,1,NA,NA,NA,NA
605,12220,6,2,1,NA,NA,NA,NA
606,12219,6,2,1,NA,NA,NA,NA
